产品SKU,产品浏览量,产品加入购物车次数
672,508,71
707,660,65
1182,585,68
722,265,54
3060,231,51
716,528,67
730,306,54
1016,590,58
3436,316,42
3996,328,71
723,341,62
499,560,57
3790,303,57
724,519,58
729,355,40
3266,213,39
2256,221,52
1864,642,37
698,675,66
54,1003,37
753,161,46
3185,492,38
3364,368,45
721,217,41
745,906,62
818,319,51
1154,577,49
507,213,62
518,497,53
664,212,40
718,449,55
3709,228,42
3902,482,55
948,234,57
708,271,46
3905,319,61
825,257,58
3056,374,39
770,183,47
796,225,58
750,302,57
798,259,55
704,902,54
3,564,41
3976,210,33
764,576,31
2473,514,37
519,269,51
3714,567,58
3453,203,46
793,960,54
3641,459,38
661,392,51
678,450,42
816,209,55
3712,225,51
3183,192,43
930,357,35
504,157,46
681,293,39
3184,319,42
524,1900,52
823,466,42
2922,355,52
3477,752,38
759,209,38
559,239,54
1025,740,34
787,1010,37
804,901,32
725,189,28
544,175,40
503,313,42
476,212,29
757,558,49
3838,323,43
990,334,36
830,329,38
365,274,36
3903,505,33
812,195,29
706,302,29
2381,459,40
834,127,46
533,193,49
3263,368,33
3934,436,49
671,484,51
762,344,47
638,553,51
561,243,27
3357,382,39
667,384,31
1915,253,33
2999,301,32
569,380,43
805,236,45
3789,187,36
479,105,45
806,386,46
780,281,45
794,463,30
828,306,37
2892,1187,25
1224,273,35
3023,365,41
820,539,30
1269,264,42
540,166,28
245,341,44
4064,389,29
810,303,42
2302,700,36
520,686,37
702,118,43
331,214,40
4068,115,39
3904,251,39
829,176,30
554,119,32
784,436,39
4096,187,34
766,247,44
2638,820,42
3836,130,36
3865,307,32
3531,1081,42
2294,352,28
3227,786,43
1862,589,33
3180,196,26
498,192,23
509,175,38
898,607,119
927,582,131
2923,655,180
776,1010,135
973,632,135
3189,953,147
2529,871,169
1695,1282,142
997,665,97
906,615,115
1013,996,173
920,1327,92
747,1172,107
977,679,157
965,576,126
975,555,113
994,648,84
982,757,139
992,731,104
890,1038,119
3452,1873,133
861,844,99
3188,625,98
2465,1305,134
988,728,146
922,483,151
3720,781,132
445,841,88
935,496,108
2739,610,88
771,886,125
697,894,135
934,513,98
1520,513,128
783,504,115
1001,750,115
955,843,82
3907,415,142
666,363,138
949,612,114
953,524,136
3788,611,91
3273,379,115
791,615,141
2738,627,81
3952,485,118
88,476,111
996,559,96
980,403,134
2100,362,124
500,646,80
939,584,85
3644,576,107
3373,796,126
987,588,121
1026,640,80
720,518,103
1027,794,115
435,746,119
940,624,124
957,311,90
814,388,75
1008,507,102
970,1126,104
689,572,88
1011,398,84
673,431,112
958,538,87
3645,483,114
2104,467,124
3841,563,100
993,456,102
815,952,98
963,871,64
579,596,118
1301,681,67
719,795,106
688,738,116
3713,436,94
998,348,69
3975,583,102
2528,459,103
981,357,63
943,626,89
713,372,118
693,472,99
983,855,73
995,924,74
821,1120,81
3369,307,105
1024,396,107
991,783,106
1015,235,109
978,515,66
946,711,72
1018,329,108
670,682,56
487,1208,96
751,406,60
591,539,59
4045,556,94
999,815,106
683,560,85
665,217,88
1565,1537,58
732,765,73
755,653,74
2006,1275,80
1007,724,93
474,601,59
676,253,83
3716,648,79
1004,450,64
3842,809,84
3451,1224,74
844,268,91
686,306,67
1136,301,68
733,331,85
1000,933,97
508,580,73
1010,537,69
526,651,53
966,587,81
775,346,72
2530,763,82
1719,636,82
845,356,70
986,451,68
677,297,75
3967,720,71
4066,292,68
1965,324,51
2093,397,82
3053,833,60
682,623,56
267,492,67
684,492,61
1028,355,45
494,525,47
741,1027,81
3719,392,77
3974,510,68
717,497,59
480,587,52
786,549,58
490,471,82
679,299,76
3718,381,51
4021,360,80
1012,1264,46
662,338,45
551,292,78
743,470,63
862,4293,950
851,3172,664
277,4104,956
911,4042,628
857,3726,776
4022,3458,439
870,2876,420
858,3145,614
868,3932,400
901,2511,391
852,2249,349
855,2801,520
2410,3187,513
1941,2580,279
850,2675,445
1636,1832,427
872,2798,418
3057,1578,395
3977,1641,415
3372,2076,344
3997,1716,464
875,3407,242
853,1726,425
2708,1749,365
1019,2680,362
864,2201,430
2101,2408,271
878,874,353
866,1056,252
856,2471,412
548,1963,306
1949,1807,303
348,1679,298
1160,1448,276
863,1753,193
887,2206,212
663,1038,310
877,1378,267
936,1302,185
879,955,202
2102,924,283
893,1451,260
883,1823,286
869,1455,179
848,1023,232
886,1786,278
1014,1289,174
3840,2478,191
789,1366,250
907,1195,211
1006,1454,157
871,945,295
897,1205,221
919,1352,209
888,733,181
894,1045,222
2222,2008,224
3643,1093,270
876,1735,225
928,805,178
1252,1486,239
511,1258,154
899,1518,173
3978,950,176
895,692,198
881,1290,241
884,1317,259
889,1092,203
944,1129,176
1219,991,213
761,1496,151
709,750,154
905,1328,143
892,1020,242
908,853,238
3271,1263,157
438,1222,173
3187,845,221
3042,4133,150
2010,773,244
1003,1138,201
660,614,158
984,1023,198
937,1393,225
1022,1663,181
874,1380,205
941,1917,126
4044,806,191
865,1741,217
942,630,224
969,747,216
952,1097,151
1017,1010,135
880,592,219
923,811,191
669,1041,176
896,897,131
867,1932,174
976,598,152
914,847,113
902,961,124
954,707,152
859,795,115
967,1028,170
916,624,158
882,846,111
931,952,126
924,668,196
912,1173,107
909,1176,177
951,1164,166
3998,1070,182
2049,532,122
947,636,164
2091,930,137
1002,473,139
971,801,130
3908,894,180
2103,472,187
483,1399,99
685,876,195
891,778,133
1889,709,128
797,635,109
674,498,164
903,1505,109
904,1468,176
694,10,2
3078,3,3
258,140,3
1036,18,2
1952,145,3
2538,54,2
917,11,2
1892,46,3
2118,9,2
1962,31,3
3535,273,3
1739,72,3
2122,7,2
1062,91,2
2779,176,2
1065,35,2
2781,4,3
1071,35,2
1745,62,3
1750,26,2
1898,6,2
1080,41,3
1969,44,2
1082,27,3
2554,15,2
2135,25,3
3466,19,2
1522,81,2
3199,81,2
1523,59,2
734,13,3
1525,101,3
1527,36,2
2486,18,3
1528,12,3
2790,5,3
4016,32,3
4097,31,3
695,21,3
611,31,2
1762,55,2
1540,16,3
112,104,2
1901,21,2
1977,23,2
3893,43,2
3981,31,3
4098,50,2
2947,19,3
3469,19,2
1903,13,3
1767,72,2
1770,52,3
1905,39,3
2921,19,2
3702,27,3
1771,25,2
1557,115,3
1981,15,3
2168,46,2
1558,105,3
1773,18,2
2575,76,3
1908,57,3
4099,9,3
1560,1,2
1775,150,2
2710,34,2
1778,54,3
1779,78,2
2958,125,2
2466,10,2
1567,266,3
2962,46,2
1780,49,3
3545,21,3
4100,41,2
1143,20,2
198,26,2
4101,9,3
2799,16,3
3243,28,3
1995,83,3
2801,14,3
1158,25,2
2592,40,3
1159,10,3
2000,5,2
2187,9,2
1578,12,3
66,23,2
3899,35,2
1580,28,2
4102,65,3
2403,24,2
3601,15,3
1584,36,3
3444,104,3
2193,18,2
2003,6,3
2004,17,2
2200,16,2
202,13,2
1917,25,2
2204,12,2
1193,32,2
1920,195,2
2490,23,3
1202,98,2
1600,34,2
4013,34,3
282,40,3
1798,69,2
4103,19,2
395,112,3
3150,33,2
3922,45,2
2224,5,2
71,161,3
1231,154,3
72,68,3
170,82,3
1811,63,2
2019,190,2
239,390,2
22,70,3
1924,111,2
517,43,2
2021,28,2
2234,320,3
1241,58,3
4104,8,3
1621,21,3
1249,234,2
2241,18,3
75,41,2
1256,39,2
1829,30,3
1270,27,3
1628,18,2
1271,20,2
1272,27,3
807,55,3
1629,35,3
3516,191,3
1285,79,2
1286,37,3
1292,38,2
1644,17,2
2266,6,2
3861,58,2
4059,14,2
3933,20,2
1836,32,3
1654,224,3
79,18,3
1838,24,3
2510,13,3
1842,30,3
2763,14,2
3973,25,2
4030,8,2
4105,9,2
82,31,3
2731,294,3
2903,240,3
1349,29,2
3565,77,2
1355,25,2
3936,2,2
3869,9,2
2659,4,2
1665,74,3
2034,63,2
2300,26,2
3783,66,2
3890,47,2
34,234,2
213,94,3
2306,31,3
1678,61,2
293,38,2
1390,27,3
1392,15,3
2663,7,3
3988,19,3
2046,19,3
2906,11,2
1939,325,2
1860,31,3
1415,9,3
313,34,2
1694,241,2
216,33,2
298,504,2
1863,271,3
2672,58,2
1867,49,3
148,31,3
1433,37,2
3328,53,2
2052,57,3
1871,51,2
3897,24,3
3876,99,3
3877,61,3
1439,22,2
1707,62,3
1946,54,2
1442,17,3
1709,11,3
254,33,2
43,24,3
4106,7,3
4065,7,3
1712,16,3
155,9,3
3690,4,3
3353,10,3
2449,4,2
1715,12,3
4007,7,3
4107,13,3
3757,6,3
156,45,2
4085,13,2
3438,15,3
4108,14,3
2482,47,3
2689,31,2
2063,64,3
1722,7,3
1726,36,3
2066,43,3
1488,79,2
1888,51,5
960,61,7
2884,210,6
3455,59,4
4,210,5
2462,186,4
2775,202,5
597,234,4
55,86,4
1748,67,6
790,4,4
163,55,4
2142,51,5
1973,135,7
268,69,5
4041,38,7
598,136,4
2389,243,7
1547,95,6
59,269,6
2796,35,7
335,99,6
63,96,6
357,203,6
118,405,4
1141,59,5
1991,83,5
1992,103,7
393,94,6
1913,121,5
4109,25,5
3839,77,7
1791,42,4
1181,26,6
4086,45,7
1793,33,4
358,157,5
2085,31,7
203,51,6
1922,94,7
1799,36,5
122,32,6
3151,95,4
69,83,7
462,305,4
1218,107,5
2818,35,4
1925,33,7
23,113,6
132,21,6
2915,38,7
2023,89,7
1255,70,4
1830,29,7
327,63,5
2026,89,7
3213,52,4
3046,107,6
2028,42,5
2260,69,6
2423,68,5
136,232,5
3167,39,4
208,20,5
4110,55,5
31,124,6
1846,186,6
426,73,4
246,93,6
3318,53,7
3041,130,5
1370,19,4
3029,39,4
144,376,6
86,91,7
2475,80,4
2044,120,7
1685,125,7
1405,21,7
959,31,5
250,324,4
2443,80,5
3032,6,6
1696,38,6
1866,117,7
1702,47,4
181,109,7
4083,127,5
3892,47,5
3990,75,6
2479,28,7
408,66,6
3526,39,4
3443,151,6
2095,81,7
444,55,6
368,38,5
4060,9,6
186,12,4
255,23,5
4084,10,7
1449,55,6
3692,35,7
303,20,5
618,130,4
95,30,4
96,35,4
1728,18,4
1490,212,5
1493,32,3
1890,33,4
1497,17,5
259,167,3
1953,94,3
1955,55,4
619,49,4
1958,124,3
190,42,3
1736,116,5
353,72,5
1050,27,4
1893,168,4
4046,59,4
102,33,5
2703,171,5
2704,164,5
605,64,4
106,71,4
1743,450,4
162,168,3
4069,103,4
2134,93,5
1896,45,5
1081,13,3
1751,30,3
412,134,3
2145,108,3
1755,29,3
1532,47,3
3980,77,3
1759,183,4
111,14,5
2706,15,4
3240,33,3
1119,12,5
4111,82,3
457,70,5
1904,598,3
3969,25,4
1768,114,3
3850,20,4
913,45,4
1906,27,5
2487,34,4
1774,30,5
1984,37,3
1777,39,5
196,30,4
3473,15,4
3163,136,3
1988,18,3
2800,142,4
565,25,4
1993,26,3
2401,15,3
4025,19,5
3918,55,3
1574,41,3
2593,30,4
900,26,3
1788,33,3
2406,69,3
687,77,5
1588,34,4
1919,39,3
1187,63,4
1595,71,4
3766,53,4
1196,45,3
1197,68,3
281,18,5
1198,38,3
1201,214,5
1601,41,5
1212,18,3
2012,249,5
3895,30,3
1802,56,3
2503,42,5
3426,34,3
4027,23,5
599,113,3
2412,105,5
4077,35,5
1230,88,5
3551,95,3
1812,89,4
419,55,5
2020,66,5
172,71,3
4112,37,3
3925,32,4
2237,36,5
74,97,5
3175,52,4
556,35,5
1828,57,3
1278,39,5
1298,51,3
1641,47,5
4113,39,5
2425,23,5
2272,159,3
2729,23,3
2280,57,3
3131,27,4
3312,60,4
1840,25,5
243,34,4
1841,21,5
3257,96,5
1331,31,4
138,35,3
4056,26,3
3888,155,5
3048,140,3
3770,598,4
1844,30,3
441,79,4
4057,83,3
1357,67,3
3678,329,5
2850,42,5
1847,28,3
2035,162,4
1670,22,5
1672,340,3
2074,37,4
3224,29,3
1682,160,5
295,53,5
1855,48,3
1403,101,4
1857,54,3
1938,54,5
406,57,3
146,9,3
3007,17,4
4091,34,3
1940,81,5
89,35,5
3181,49,5
1700,33,5
3170,100,3
3410,38,4
1870,39,3
182,180,4
183,114,5
2054,63,5
91,57,3
3045,65,5
1874,16,5
2058,43,5
4114,9,4
2061,4,4
3756,26,3
1450,12,3
1877,13,4
3818,50,3
3575,40,4
3585,61,4
1455,63,3
2496,40,5
4087,39,5
1720,201,3
1882,14,4
1474,77,5
1489,26,5
98,127,7
1508,71,9
449,97,9
3910,56,8
3782,31,10
454,103,7
1098,131,6
1764,95,10
1549,41,11
3786,48,6
271,36,9
1129,144,11
10,46,11
324,351,6
2001,109,7
737,77,7
1792,114,9
337,36,9
2968,209,7
2229,116,10
3117,232,6
375,153,10
73,137,9
1626,42,11
397,120,7
557,222,11
2421,42,8
422,59,9
399,133,6
4115,43,10
2069,63,6
30,98,9
139,69,7
3363,190,7
2518,101,6
83,70,6
3445,215,7
2077,118,10
3612,37,7
2523,83,9
1933,136,6
3567,90,11
2519,107,7
3683,102,10
1377,108,11
1677,47,6
347,54,7
535,120,6
2508,81,11
366,139,10
249,255,8
570,81,7
1020,54,10
252,136,7
382,113,10
3265,56,11
41,78,9
383,79,6
384,75,7
3050,64,8
1947,28,8
223,41,7
4042,17,9
2520,38,7
1447,14,6
46,14,11
1876,16,8
409,56,9
545,217,8
225,196,6
4116,60,9
1472,101,9
1475,83,8
3586,65,5
2698,21,6
2916,38,8
230,84,9
53,79,9
1894,59,7
266,36,8
1967,132,6
108,51,5
608,26,8
58,131,5
192,118,6
4043,49,9
113,52,5
60,32,7
115,147,6
1982,79,7
2795,156,7
275,280,5
1986,30,5
3387,72,9
4117,45,6
12,46,9
1579,57,9
415,139,6
325,319,7
279,35,9
4118,22,8
3299,43,5
126,102,5
1814,68,8
1827,74,6
466,38,9
2025,51,9
77,226,8
2422,129,5
2505,194,6
2984,103,8
2264,8,5
3862,92,5
28,82,5
3931,188,9
3743,86,7
624,150,9
311,182,9
137,31,8
81,38,6
2072,41,7
244,126,5
2524,378,5
211,343,9
2032,290,7
4062,47,6
1361,80,6
33,150,8
2298,170,8
560,52,9
1675,172,9
1852,71,8
2905,52,7
3896,169,5
1420,62,9
180,478,9
473,179,5
1943,83,6
1868,82,8
2051,82,8
3837,93,7
301,32,5
350,24,9
184,34,6
2057,27,8
2060,10,9
3434,9,6
2511,17,5
3261,15,7
386,99,5
481,494,8
2451,110,7
768,298,7
546,458,6
158,48,6
227,95,6
50,33,7
187,36,6
188,43,8
