产品SKU,产品浏览量,产品加入购物车次数
2011,441,18
2016,240,18
397,207,24
421,233,24
3055,155,16
470,97,24
1850,108,25
346,318,18
297,627,16
3265,74,25
183,139,21
303,49,23
304,57,21
259,204,14
101,288,13
1057,251,22
191,136,12
262,184,22
453,101,15
458,338,21
273,258,14
195,218,18
321,194,18
196,99,20
422,171,23
400,151,21
439,27,12
209,121,13
2996,588,17
3439,303,15
403,253,14
147,343,19
1942,412,12
2877,130,12
383,162,21
3530,108,20
3443,137,12
184,77,22
3446,67,20
44,69,22
618,244,13
546,1277,14
831,304,23
228,186,19
229,84,11
2,350,14
410,146,21
2546,1038,11
233,279,12
1975,318,19
1982,83,20
235,172,17
642,178,11
2406,339,17
325,553,19
394,283,20
1920,207,13
463,157,19
73,175,18
75,114,11
376,173,15
420,169,20
803,96,15
467,109,12
244,128,19
379,160,11
3137,131,17
37,328,12
405,1240,19
218,102,19
3050,136,18
444,77,14
186,44,17
1721,242,15
316,164,21
1476,159,19
257,397,18
189,101,15
263,297,17
55,402,14
2549,88,12
633,103,14
1083,639,19
319,204,13
1902,194,15
113,105,10
2084,136,11
357,429,14
169,97,11
118,920,19
459,214,18
336,349,16
882,108,19
1196,143,14
1202,510,18
124,166,18
3151,114,17
1218,240,15
206,422,19
239,369,10
843,81,19
243,44,18
378,201,10
3250,126,13
3048,247,16
1846,347,13
2035,388,15
442,208,12
313,130,12
1694,618,16
1430,264,12
1868,89,10
408,131,16
3526,73,16
255,35,16
2067,92,16
448,209,12
3,93,9
53,224,14
4,329,17
2775,371,14
3259,113,17
3435,314,11
389,127,16
634,220,9
610,183,15
2709,284,15
2795,470,9
1775,834,12
3107,62,15
1913,106,9
395,179,10
1805,195,12
851,94,13
3516,318,9
557,111,9
885,58,16
2427,335,14
81,47,11
242,52,13
2521,337,11
33,338,10
1672,1150,17
2074,141,12
2048,561,16
1939,654,16
3328,76,16
3440,78,14
3171,49,14
1945,303,16
152,173,10
1946,98,13
221,45,13
3047,193,14
352,34,17
2522,30,12
156,54,14
446,128,9
306,108,9
97,47,9
584,272,23
896,322,27
575,658,28
609,233,35
491,245,35
194,331,29
322,791,40
579,249,28
326,273,39
418,554,33
360,127,22
3179,567,24
425,372,40
3366,128,25
312,514,23
810,299,38
1376,461,33
2045,1090,29
3178,169,22
3441,116,26
226,123,30
563,109,22
188,84,34
356,287,28
2525,182,21
460,453,20
323,358,37
236,235,21
1803,579,31
207,223,27
363,349,35
427,159,21
178,413,33
542,466,36
384,170,25
562,1374,35
553,126,25
594,135,26
307,200,22
2704,242,30
3042,236,27
3382,164,35
355,186,20
334,346,19
2154,538,26
3447,208,19
324,451,23
621,279,35
1260,303,36
401,173,24
3445,467,22
3371,144,26
569,455,24
535,305,31
185,149,29
2086,35,33
656,423,30
631,141,33
192,187,30
555,489,22
197,226,26
1911,484,23
784,345,23
339,353,21
623,225,18
464,214,26
361,330,22
362,243,26
489,313,21
636,366,21
650,388,23
245,276,19
3531,744,20
471,418,21
407,229,20
250,564,26
2054,118,28
2764,412,25
318,344,25
643,155,23
961,361,31
962,591,20
173,269,33
1271,1105,17
549,435,28
328,316,29
329,152,27
602,582,28
294,113,23
350,226,28
351,122,28
3054,176,24
222,154,24
2095,98,18
526,765,25
763,978,25
1891,360,29
267,156,27
456,486,21
373,643,28
392,286,17
1785,201,16
358,294,23
622,217,31
359,402,16
774,715,18
2633,595,16
603,360,22
2478,247,24
2090,185,27
367,157,28
3262,187,18
3268,103,24
315,92,28
431,268,29
543,150,21
253,181,22
3528,62,25
801,1461,25
2776,268,24
56,260,23
412,336,20
59,1534,22
2393,149,23
838,353,25
69,120,25
599,192,17
398,268,29
2527,86,25
2903,189,26
2523,104,29
429,1559,28
2861,526,20
349,180,25
3365,337,26
190,75,24
433,461,19
372,121,17
61,238,24
335,397,15
276,276,27
3356,153,20
434,302,15
419,177,22
646,263,23
28,261,15
3263,239,20
342,385,26
3316,354,23
3269,128,19
177,141,20
428,476,20
179,272,15
652,538,14
3368,135,26
224,77,17
409,88,19
2450,224,20
445,1486,24
481,1360,18
768,767,20
573,313,20
782,549,59
551,353,66
497,516,61
823,633,77
3266,213,42
3035,1276,69
832,320,70
1007,768,52
580,432,75
752,231,71
798,616,67
825,359,59
767,244,52
811,497,71
780,425,67
486,306,59
830,428,46
929,516,70
613,577,42
1403,5497,56
649,592,49
836,707,61
738,508,49
32,667,67
3180,169,68
537,468,52
509,234,49
1501,886,57
2747,710,51
538,339,41
1023,188,53
3453,272,62
571,219,63
480,1029,47
604,432,46
513,385,46
833,760,62
758,347,68
3184,423,39
3370,529,67
518,525,62
508,704,68
519,379,64
824,740,42
2381,611,46
3244,413,36
764,843,36
534,359,67
3363,147,40
699,858,49
627,253,36
512,329,40
490,536,35
1441,356,40
477,421,57
521,330,55
1141,210,62
3053,726,45
417,133,45
558,550,32
2087,266,45
3270,335,39
3451,427,32
858,407,35
574,524,31
620,379,45
827,325,50
2392,432,58
2892,1859,54
528,304,49
2204,549,47
530,532,52
533,376,44
1862,4469,31
3267,195,53
561,278,56
278,336,54
3364,545,49
2294,454,39
590,265,49
332,337,52
606,544,42
3051,284,41
554,154,32
697,969,37
566,333,33
344,400,36
499,966,37
2749,291,28
268,110,54
727,1227,32
645,190,46
375,429,34
340,200,29
835,218,45
89,970,37
589,164,39
655,141,45
629,212,42
582,469,52
539,327,37
2206,1803,28
700,2877,30
488,551,27
3052,405,28
38,978,36
331,228,35
482,154,35
502,345,32
308,207,46
317,470,44
1766,454,47
327,298,44
647,391,45
614,253,29
588,172,45
468,124,32
541,207,26
3436,202,29
2284,260,33
2732,1419,40
2302,689,44
581,982,28
617,309,38
3448,150,27
545,530,28
632,70,36
387,265,42
514,298,25
802,449,27
1565,741,36
532,445,25
496,383,42
552,158,47
385,63,35
597,650,46
605,295,35
7,448,29
193,190,43
600,208,39
142,196,36
637,1237,29
501,1359,26
386,309,46
847,731,30
640,177,24
794,390,39
644,373,34
587,314,44
330,188,41
2989,297,38
2324,654,30
616,164,39
3182,140,31
544,205,43
595,69,26
450,192,42
607,185,38
2098,156,38
457,157,24
2076,394,22
391,200,24
1798,1728,43
516,433,37
3450,474,34
567,345,31
568,163,40
3252,260,31
638,258,42
219,224,32
225,413,29
806,481,30
711,556,25
736,926,39
333,122,36
672,1028,151
733,448,127
1028,644,163
505,686,144
1004,795,142
978,1191,106
716,1033,102
704,2223,97
1012,1263,173
1002,585,94
696,835,90
3176,2402,113
952,877,145
750,392,125
683,568,129
677,672,154
1003,1850,156
983,813,135
3187,512,112
1695,1560,157
679,878,140
771,568,132
1018,431,155
3454,726,129
689,974,106
743,697,115
728,827,113
667,845,107
687,798,117
691,2530,137
1306,1215,138
821,1229,104
681,416,95
741,621,101
777,310,111
872,1474,102
915,1234,107
993,299,127
730,695,103
705,364,104
3185,1081,115
1016,1477,77
724,1190,134
804,2075,128
791,841,113
2538,638,94
1864,1016,92
10,1267,81
686,449,98
844,446,112
744,820,99
775,673,105
692,2148,80
786,647,95
948,554,88
757,902,113
678,1626,114
702,285,91
769,411,111
726,503,109
662,724,64
760,442,85
799,869,64
661,547,121
820,567,118
742,411,89
996,788,94
665,299,64
762,392,116
818,417,64
708,468,68
2509,2782,75
812,544,96
664,351,85
3369,289,72
732,794,68
548,398,79
834,545,59
714,642,63
2036,1736,72
796,518,61
659,555,95
729,1095,97
706,613,70
793,1554,82
494,361,75
1115,971,55
755,722,81
120,520,56
674,1234,66
779,448,92
2093,545,71
829,378,85
493,960,56
809,317,60
751,323,92
479,178,58
695,596,96
476,396,65
722,595,73
707,510,91
126,823,99
723,772,62
815,608,93
1025,1268,97
826,384,52
766,432,89
701,864,62
800,330,71
753,374,51
668,832,56
402,482,69
805,594,50
1743,550,79
759,550,88
3367,808,69
520,1588,56
3449,350,53
1969,430,50
770,331,66
11,749,49
504,291,47
3357,372,58
119,691,76
737,486,74
772,295,77
523,386,64
2096,340,64
492,480,48
522,405,83
773,598,65
822,656,58
3183,575,70
510,311,72
839,367,74
540,319,51
506,305,63
3272,506,46
787,1300,77
3452,414,76
754,396,59
524,2522,81
503,491,47
576,300,52
515,411,70
127,1019,49
816,184,46
536,152,56
2385,8245,870
277,4214,800
911,7122,765
1941,3104,899
857,5059,604
852,3266,562
870,3855,741
856,4337,633
850,2602,781
855,3767,621
867,2818,575
853,3645,395
875,4971,717
897,3143,636
2529,4052,497
861,3014,559
3059,3627,567
863,2205,380
878,2245,452
884,3367,377
866,2558,676
3188,2538,503
901,1719,397
877,2216,597
874,2223,528
892,1695,473
876,2029,499
1949,1998,427
3172,3836,416
1160,1662,546
860,3572,386
883,3842,555
879,1638,533
936,2193,576
731,2033,358
864,2503,313
913,2820,354
3057,2024,454
3372,1671,342
869,2237,346
3058,2707,476
1219,2561,494
898,1954,303
899,2386,380
2102,1546,503
889,1986,391
854,1631,308
1252,1726,318
715,3149,478
279,3059,254
881,2619,433
905,2552,335
2410,1676,389
893,1868,348
888,1472,400
928,1595,443
984,1631,278
873,1709,239
880,1650,384
895,1163,404
3373,2283,283
1006,2095,301
886,2945,355
859,1444,391
908,2084,263
1022,1565,276
903,1889,377
2532,1646,364
907,1106,305
914,1263,216
902,1874,258
2091,1302,305
2038,3361,266
1017,1505,220
890,1082,221
438,1003,301
2081,2235,345
909,1346,256
944,1951,331
3186,1098,226
959,1230,239
927,1485,203
969,1828,292
1024,1144,258
955,1905,198
988,1715,208
912,2089,185
951,2545,168
285,2089,290
973,1895,171
904,1529,230
933,935,248
891,1088,279
922,1444,192
925,1591,271
1520,1212,170
2103,1439,259
942,1631,160
919,1335,306
1000,2380,232
992,1604,213
1889,1402,263
958,1628,169
1001,1638,161
954,949,261
935,727,266
980,1279,197
941,1319,190
943,877,220
415,1811,202
947,1542,155
939,1171,171
971,1462,187
894,1446,170
3374,627,164
966,1323,223
945,872,229
203,1051,200
957,959,160
964,653,141
934,1198,221
1020,1828,221
930,1150,206
2079,1194,204
1005,1547,216
916,1204,236
970,1855,163
977,987,184
500,1582,165
953,903,175
693,825,155
435,844,128
2518,207,202
987,1899,175
920,1118,144
997,1763,177
946,1470,164
1011,893,147
2739,1290,219
717,1688,146
2104,826,207
982,1254,175
1136,612,161
986,696,218
783,1072,135
976,1000,161
940,1415,127
1013,2014,196
1026,1063,126
666,929,223
985,706,217
2923,690,215
975,952,161
995,1464,168
999,2077,196
720,739,172
937,1185,135
994,1408,200
747,767,170
578,1281,204
2533,1064,202
3271,578,172
1014,2108,186
713,1052,123
690,613,169
718,1403,183
998,786,143
682,827,186
660,913,145
1027,808,131
663,554,141
698,806,146
670,1533,159
676,605,155
981,912,137
963,1529,170
2100,666,181
671,820,191
2101,2438,116
1010,1269,135
3056,581,184
949,902,121
865,627,104
1015,822,121
688,593,194
684,1002,149
3273,758,141
917,767,171
3060,595,140
1730,36,1
3586,19,1
2767,19,1
2698,29,1
2105,5,1
1492,51,1
2107,17,1
1496,57,1
1890,47,1
3588,1,1
1036,60,1
2537,14,1
2373,20,1
1038,57,1
511,28,1
1502,47,1
2110,17,1
2375,3,1
1504,1,1
100,20,1
2702,34,1
3459,13,1
3589,8,1
3194,177,1
1960,30,1
2771,34,1
2115,25,1
411,12,1
1053,13,1
1507,19,1
1054,79,1
1058,8,1
989,21,1
2123,12,1
2547,45,1
2497,14,1
2935,6,1
2936,1,1
2780,11,1
2379,14,1
2380,47,1
1744,21,1
1746,38,1
1075,3,1
2134,129,1
1078,24,1
1079,24,1
2135,52,1
3587,51,1
3511,17,1
3537,19,1
2136,13,1
3090,24,1
2139,38,1
3590,10,1
2386,5,1
2912,207,1
2557,13,1
1527,45,1
1754,32,1
2143,17,1
2144,30,1
1095,30,1
2387,16,1
2559,2,1
1974,13,1
1755,40,1
2563,21,1
1756,16,1
1106,30,1
1110,11,1
3591,3,1
2150,11,1
1535,68,1
6,99,1
3538,53,1
1539,29,1
1114,18,1
2152,12,1
3383,3,1
1901,42,1
3240,9,1
2707,16,1
3592,3,1
3593,1,1
828,17,1
1764,31,1
2159,8,1
2791,4,1
3594,2,1
2160,3,1
3285,17,1
3286,1,1
2946,14,1
2391,9,1
2161,27,1
2569,2,1
3595,5,1
3596,7,1
3597,6,1
3598,2,1
2792,1,1
270,28,1
1548,14,1
1550,11,1
3100,7,1
3541,7,1
1125,7,1
2793,11,1
2573,55,1
1771,7,1
2951,16,1
2794,2,1
1906,115,1
2167,24,1
2889,22,1
967,26,1
3289,41,1
3543,8,1
1774,16,1
2575,26,1
2170,145,1
1560,10,1
1561,10,1
1564,27,1
2959,3,1
3472,2,1
63,49,1
3473,33,1
1569,21,1
1140,44,1
2579,6,1
1142,19,1
1570,30,1
1989,23,1
3174,7,1
2762,18,1
1781,11,1
1146,19,1
1148,71,1
2180,15,1
2181,8,1
2964,23,1
2587,13,1
1994,61,1
1153,18,1
1155,7,1
2752,23,1
1156,13,1
2467,32,1
1999,18,1
1158,57,1
2592,4,1
2593,6,1
1159,10,1
1576,12,1
1577,25,1
1788,15,1
1161,27,1
795,28,1
3293,5,1
1163,6,1
2189,5,1
1789,7,1
1578,6,1
1164,34,1
3599,6,1
1165,26,1
3294,9,1
1167,32,1
1169,13,1
1170,11,1
3600,1,1
2403,25,1
3601,12,1
2404,139,1
3389,12,1
2405,5,1
1174,38,1
2002,10,1
1175,12,1
2408,10,1
2197,13,1
2199,4,1
1181,10,1
1591,18,1
3547,30,1
3477,39,1
3515,21,1
2203,23,1
1184,20,1
1185,12,1
2597,3,1
3295,4,1
1192,46,1
2753,45,1
1194,6,1
3478,4,1
2489,33,1
1598,31,1
1209,16,1
2714,33,1
1797,15,1
2215,12,1
1212,6,1
2217,10,1
1801,38,1
1802,29,1
3581,26,1
3549,19,1
462,57,1
205,36,1
3300,32,1
2412,51,1
3343,20,1
70,60,1
1222,45,1
2226,4,1
1225,3,1
2970,1,1
1228,62,1
1808,31,1
2413,36,1
1231,419,1
2716,33,1
2894,22,1
1809,17,1
2972,1,1
1236,50,1
3245,60,1
3602,7,1
3397,8,1
517,9,1
3603,1,1
3604,1,1
3398,1,1
1239,143,1
1241,119,1
1620,17,1
3212,34,1
2825,106,1
24,217,1
2416,13,1
1244,27,1
2826,7,1
841,19,1
1621,75,1
1247,25,1
1819,3,1
2827,2,1
1622,21,1
1820,45,1
2238,6,1
1823,11,1
2418,43,1
1250,5,1
2241,29,1
2024,44,1
1826,24,1
3246,54,1
1253,79,1
286,21,1
3303,22,1
1256,85,1
3152,43,1
2504,15,1
3123,11,1
2755,36,1
1828,63,1
2718,19,1
2617,11,1
1264,5,1
1830,38,1
3025,11,1
3153,5,1
1269,17,1
133,31,1
3124,18,1
3358,9,1
2469,18,1
1273,25,1
3247,6,1
2622,3,1
3213,7,1
2255,12,1
3605,9,1
1282,7,1
2720,16,1
2257,6,1
635,49,1
1289,23,1
1637,12,1
1831,29,1
1291,34,1
2027,39,1
2833,48,1
1293,13,1
3518,13,1
1640,3,1
2625,39,1
1641,38,1
2492,56,1
2982,8,1
3307,1,1
3128,15,1
1643,11,1
3483,8,1
2261,19,1
3360,43,1
2262,72,1
1304,7,1
2265,26,1
1307,5,1
1646,19,1
2985,26,1
1649,0,1
2986,7,1
2271,5,1
3606,68,1
956,10,1
2724,7,1
3486,31,1
3309,18,1
2638,47,1
2837,105,1
3607,10,1
2838,7,1
1317,11,1
2727,5,1
2639,5,1
3608,1,1
1654,68,1
2840,5,1
2987,7,1
2765,45,1
2729,39,1
1322,17,1
3217,18,1
3521,8,1
1658,1,1
2471,22,1
3561,3,1
3349,26,1
3312,5,1
3562,17,1
2643,9,1
3609,15,1
1840,21,1
2644,9,1
2763,13,1
1327,6,1
1330,5,1
1660,9,1
2283,77,1
1335,26,1
1336,54,1
2844,2,1
2524,31,1
3610,1,1
2997,19,1
3139,9,1
3611,3,1
1349,33,1
469,17,1
1845,25,1
2651,16,1
2999,15,1
2286,17,1
2653,217,1
3612,12,1
1351,16,1
785,35,1
3613,7,1
3614,2,1
246,68,1
84,134,1
3615,3,1
3529,25,1
3616,1,1
2295,14,1
3617,1,1
3618,1,1
291,237,1
1366,64,1
3222,19,1
2661,1,1
1666,45,1
3320,42,1
1667,3,1
3061,3,1
1373,16,1
1375,14,1
1670,9,1
3619,15,1
560,7,1
1673,13,1
2304,11,1
1378,28,1
1675,32,1
1676,7,1
1383,16,1
1385,20,1
404,27,1
2734,14,1
1391,13,1
3168,13,1
1393,8,1
1682,4,1
3063,10,1
2310,19,1
2475,77,1
2041,49,1
1683,6,1
3004,3,1
1936,21,1
248,828,1
2313,9,1
3225,5,1
1405,12,1
2736,20,1
2441,11,1
88,36,1
1410,29,1
2442,140,1
2859,6,1
2320,9,1
2667,24,1
2323,29,1
2917,47,1
3620,7,1
1861,93,1
2328,14,1
3503,2,1
3621,12,1
3031,16,1
2083,59,1
2330,59,1
3622,1,1
3351,35,1
2675,12,1
2740,5,1
2332,24,1
148,35,1
217,14,1
1434,17,1
2051,56,1
3623,1,1
2870,5,1
1871,62,1
2335,16,1
2338,16,1
2680,4,1
2920,25,1
2343,24,1
1872,33,1
1442,22,1
1710,0,1
153,9,1
45,9,1
2758,2,1
1715,8,1
1716,1,1
3574,15,1
3624,62,1
3013,6,1
2880,13,1
1455,4,1
2881,23,1
1458,11,1
2354,16,1
2355,6,1
2356,5,1
3430,1,1
1469,183,1
2744,13,1
3625,7,1
3626,22,1
1473,18,1
3506,3,1
592,35,1
3420,7,1
3336,3,1
3421,9,1
1478,13,1
1948,2,1
1725,9,1
2457,11,1
1480,11,1
3354,9,1
657,121,1
1726,77,1
3627,3,1
1486,169,1
3422,1,1
3628,1,1
1489,28,1
258,246,2
3034,18,2
1037,20,2
260,35,2
1954,93,2
2374,22,3
1044,63,2
2461,28,2
1957,30,2
745,27,3
1048,72,3
1735,213,3
1505,62,2
2745,22,2
1961,60,2
102,65,2
451,184,3
2779,203,2
105,32,3
3629,29,3
1741,82,2
1966,98,3
1070,37,3
1071,39,3
3256,44,3
3579,14,3
3510,8,3
1745,36,2
107,26,3
1074,13,3
108,120,3
1898,6,2
608,54,2
673,16,2
2748,112,3
388,82,2
2922,24,2
1522,14,2
57,56,2
1523,40,2
1092,10,3
2486,61,2
1528,18,2
2560,18,3
1112,769,3
111,33,3
1761,72,3
1762,120,3
1976,19,2
1541,18,2
1542,35,3
310,78,2
1978,45,2
1124,27,2
2921,46,2
2572,221,2
1555,14,3
1773,11,3
117,22,2
1983,7,2
2394,62,2
1984,100,2
1777,69,2
2175,41,3
1779,61,3
2958,59,2
2396,11,3
1566,145,2
2398,14,2
3512,7,2
1986,70,2
3545,35,3
1143,70,3
1145,51,2
1991,18,2
1572,113,2
3243,17,3
3474,5,3
1998,30,3
3106,21,2
1786,22,3
1787,33,2
3108,8,3
14,36,2
1583,11,2
1588,40,2
1590,19,2
3546,57,2
3164,11,3
1180,49,2
3210,34,3
1191,23,2
1197,20,2
2754,12,2
3114,13,2
1208,546,2
123,29,2
3393,24,2
972,24,2
3432,22,2
2225,6,2
2229,12,2
2230,18,3
129,43,3
2608,29,2
1233,34,2
1613,205,3
132,52,3
2897,23,2
1243,10,3
1818,224,2
1245,18,2
2237,222,3
284,27,3
3630,13,3
2248,17,3
1829,26,2
1625,20,3
1267,45,2
1270,31,3
1626,51,3
76,37,3
1629,84,2
3305,58,2
648,23,3
3559,27,3
1292,21,2
1639,13,3
1295,44,3
1296,36,2
2491,31,3
2422,60,2
1299,162,2
1930,105,2
1300,38,3
2984,52,2
1645,11,2
135,17,2
2630,59,3
1834,22,2
136,81,2
3347,30,3
1836,35,2
2275,79,2
3488,2,3
3219,18,2
80,61,2
3631,11,2
1838,22,2
3257,122,3
138,56,2
3314,16,2
3404,8,2
1662,171,2
2649,9,3
1348,120,3
3632,5,3
3633,22,3
2290,72,3
1356,25,3
3318,9,2
1364,7,2
2299,34,2
3027,18,2
1669,5,3
2039,41,2
1390,8,2
1681,18,3
1398,33,3
2042,85,3
2043,19,3
868,150,3
1404,22,3
3323,11,2
2906,15,3
1691,46,2
1413,12,3
1414,31,3
1860,63,2
1420,50,2
1421,25,3
216,59,2
298,586,2
2327,109,3
3010,12,3
1863,422,2
788,71,2
1696,62,2
1699,46,3
2050,42,2
1433,45,3
41,67,2
1870,15,3
2741,5,3
1435,68,2
3352,29,3
2053,65,3
1708,57,2
151,72,2
254,35,3
1714,10,2
2480,3,3
1450,5,2
2686,45,2
2451,32,2
2687,31,2
3332,16,2
159,146,3
3073,38,3
2696,11,3
3634,17,3
1479,51,3
1886,68,3
1727,80,2
2369,7,3
694,42,3
960,31,3
3078,29,3
1493,8,5
2925,37,4
583,34,3
814,18,4
2916,101,5
2541,53,4
1736,166,5
2118,17,4
1739,42,3
1964,329,3
1511,35,5
2550,52,3
1513,45,4
3087,21,5
1514,53,4
2787,25,4
2555,26,4
1521,42,4
3466,42,5
1759,92,5
1900,87,4
1540,45,4
1543,46,3
1977,49,4
739,15,4
3097,16,3
1903,15,5
1980,109,4
1778,86,5
3205,63,5
2488,43,3
1567,375,3
1137,9,4
2962,20,4
2179,40,5
1988,10,3
198,91,3
1990,15,4
2582,35,5
1149,26,4
1993,33,5
1912,128,4
1152,50,5
393,80,4
2188,49,5
1579,35,4
2006,72,4
1919,64,3
1599,36,4
1600,32,3
1205,25,3
1799,112,5
1602,15,4
740,98,5
968,47,3
2503,43,4
3299,46,3
1608,263,4
71,155,5
437,55,4
2018,44,5
72,68,4
2814,471,4
1815,146,4
2513,31,5
2613,21,4
1248,69,5
2915,28,5
465,147,5
1258,19,3
1259,116,5
1263,35,3
3024,174,4
2252,30,4
807,81,5
2026,40,3
3248,56,3
1631,57,4
1278,123,5
1632,41,5
1279,30,5
2721,29,3
2258,206,4
1290,28,4
1297,666,4
2505,69,5
3519,21,4
3485,15,4
2030,52,4
3167,22,4
1839,26,3
1841,33,4
2990,44,3
2902,64,4
1661,55,4
1844,51,5
3584,176,3
1357,67,5
3437,85,4
3253,446,5
1361,83,4
2298,122,5
2034,163,5
3319,83,4
34,393,4
1379,83,5
345,149,5
347,33,3
35,48,5
295,68,3
2044,115,4
2440,35,4
1857,69,5
1407,18,4
406,180,3
2319,30,5
2445,23,4
2446,37,4
2674,37,4
3181,34,4
3032,24,5
1697,57,3
2331,32,3
1700,32,5
1866,134,4
1944,20,4
42,77,5
1874,30,4
1947,41,4
43,9,3
1712,15,4
1444,3,5
92,13,3
2061,13,5
1877,22,5
789,3,3
2063,78,5
1882,15,3
3018,14,3
370,66,7
1733,198,7
2376,80,6
230,107,7
1050,28,9
1737,92,9
1894,96,7
2462,502,9
1897,68,9
2145,181,8
611,167,6
564,158,7
1904,714,5
1979,28,7
166,333,6
2890,23,5
274,149,6
275,496,5
485,35,9
2001,93,5
200,189,8
1914,34,6
3444,95,8
2193,47,7
3476,30,9
1190,67,5
2760,84,6
2490,75,9
2012,206,7
68,87,9
1220,88,5
1612,34,5
1923,302,9
1812,118,9
130,522,6
1615,63,5
1240,103,9
2234,237,8
1817,621,7
2023,108,9
1927,42,6
1623,39,9
2246,44,7
2025,105,7
3346,83,5
1633,38,8
1285,124,7
1286,188,6
1294,32,6
3249,56,7
2264,140,5
3157,374,8
2071,99,8
137,67,5
1932,20,9
2510,53,8
1842,23,7
2506,154,6
2507,30,9
343,102,5
290,215,9
2473,135,9
2296,23,9
3041,292,8
213,79,5
292,184,7
293,178,5
1389,53,6
366,90,6
1411,360,9
1698,49,7
3170,60,6
1707,86,9
443,136,9
2682,45,6
3415,33,6
2060,25,8
155,27,6
2511,22,6
3261,21,8
46,25,9
1449,28,7
1720,519,7
50,25,6
1888,63,6
1494,27,6
3190,15,4
1497,411,5
1,116,5
2528,90,6
52,50,4
106,173,6
790,70,7
1750,36,6
163,43,6
734,45,7
1753,101,7
1525,56,4
58,35,5
3239,22,4
1547,34,4
1768,114,6
2708,54,7
271,33,4
2487,58,6
115,188,4
1557,234,5
2168,42,4
1908,117,6
1780,72,4
2586,199,7
1995,245,7
1997,59,6
900,68,5
13,214,5
3514,16,4
1916,95,4
1589,7,5
2200,23,4
1182,154,4
1187,75,7
1596,730,4
281,90,6
1921,37,4
1201,78,6
2220,99,4
3150,42,6
2808,85,5
2607,16,5
1230,67,4
2019,560,5
2020,55,5
1814,82,5
1925,51,6
1816,45,5
2612,318,5
1249,634,5
2022,117,6
1825,152,6
3175,96,6
1255,164,5
287,99,5
25,133,6
2719,76,4
3517,61,6
1833,138,5
3487,55,6
423,180,7
624,193,6
79,58,6
2278,57,6
2279,53,7
2280,78,6
3442,65,5
1331,36,7
2094,26,6
441,112,5
1355,231,6
1933,39,7
2733,83,6
1847,80,5
1848,65,7
1368,46,7
1369,27,5
1935,46,6
1384,14,6
1678,70,4
1680,53,5
2494,84,7
1693,138,4
1426,70,7
2672,53,4
1701,44,4
2479,39,4
1709,14,4
1443,33,7
1711,27,4
1875,43,6
1446,17,6
3434,15,4
3438,36,6
158,79,7
1474,146,7
1475,77,4
2065,192,7
