产品SKU,产品浏览量,产品加入购物车次数
3440,82,9
3441,80,7
91,93,8
254,38,9
2057,24,6
2059,23,10
2522,22,7
156,33,9
158,87,9
96,51,8
307,170,15
2703,175,19
233,324,15
607,221,24
1975,296,14
598,154,25
457,65,15
391,256,14
357,265,24
434,153,15
463,133,18
623,296,24
464,306,18
77,163,15
568,185,18
208,46,13
3442,105,23
378,246,18
2088,143,19
2518,201,24
424,95,22
425,173,15
470,139,20
2048,634,24
183,191,17
220,201,21
221,56,17
222,99,22
1947,54,13
352,41,22
409,129,25
227,113,21
188,99,23
1508,162,15
584,333,13
2776,320,16
2764,283,17
389,115,21
634,203,21
356,500,22
456,128,21
270,163,14
2709,236,20
273,270,22
1008,367,17
337,120,16
2814,940,13
2719,349,17
420,145,14
1306,191,19
244,137,21
2991,118,14
2903,310,17
3371,153,14
312,394,22
294,131,21
407,353,23
1430,190,12
1945,155,12
444,115,21
3433,97,18
304,55,16
93,238,13
256,71,13
1961,158,17
449,98,16
1057,274,11
412,293,21
192,149,16
1755,113,15
269,318,19
59,1417,14
458,365,11
325,762,14
3165,213,18
2914,104,16
22,148,13
397,265,18
774,648,19
399,205,14
1652,529,20
2510,59,16
1846,284,12
177,197,13
345,206,18
214,271,11
298,544,18
252,231,20
473,147,11
2054,97,13
408,114,16
3443,90,19
3047,130,15
44,50,14
224,38,13
446,64,11
257,210,10
258,224,10
2,464,17
2538,140,18
1733,179,16
99,81,16
1070,126,16
3042,62,17
1760,675,15
739,155,10
310,210,17
2393,148,11
196,166,17
198,138,12
13,175,12
2192,130,16
3444,87,10
1920,135,11
968,130,18
1926,244,15
1298,207,11
2425,78,16
1833,196,11
400,140,13
624,237,15
82,191,15
143,161,10
2293,53,19
2035,190,12
292,246,16
1857,87,19
3328,106,12
3262,138,10
3049,84,14
226,63,16
228,149,19
50,43,14
370,166,11
2546,2607,16
266,71,11
162,516,14
6,153,12
1767,47,10
115,296,15
2168,61,13
61,140,9
195,189,15
235,180,10
1141,116,17
1912,97,11
1155,159,11
392,316,17
199,688,9
65,482,11
642,132,9
2012,115,16
170,68,15
465,170,9
2025,113,9
328,306,15
2278,129,9
311,312,9
468,75,10
139,138,17
3264,180,9
1845,123,15
3445,176,11
442,305,15
147,345,12
313,121,14
180,601,12
351,71,13
430,76,13
3446,91,14
1875,23,9
385,36,15
46,23,14
445,1100,16
526,1211,15
1720,454,14
305,52,10
95,58,14
187,30,15
262,218,21
512,220,22
2892,423,36
1992,727,30
3357,290,32
838,240,41
398,453,22
363,297,32
330,270,29
3179,441,27
405,1153,39
552,276,36
638,94,22
1752,217,23
454,112,38
514,361,25
3447,175,38
2795,434,39
578,397,37
207,94,22
647,204,25
810,387,34
2045,1105,36
1441,189,21
2450,313,28
631,155,25
547,475,20
308,170,33
191,139,37
575,604,21
268,118,29
2098,131,33
335,796,29
460,283,34
579,216,35
567,347,34
329,188,33
803,207,25
921,295,34
423,287,24
2527,61,21
2989,203,21
496,188,21
3055,357,27
3001,292,22
179,236,30
652,342,23
350,145,34
546,1225,24
1891,402,21
410,191,32
334,231,26
372,174,28
276,442,23
336,359,30
1785,277,35
324,222,18
643,107,30
3177,305,20
339,143,35
376,178,27
360,111,30
785,423,20
3366,101,18
2294,279,34
1376,672,30
297,419,34
581,878,32
2083,91,31
589,239,20
349,210,19
617,194,26
369,109,22
1476,223,18
453,93,28
1905,213,24
321,153,18
395,105,25
206,255,25
1805,271,31
173,347,27
646,193,21
557,380,24
421,227,31
467,96,25
209,86,33
2521,278,32
245,260,21
1942,342,31
2877,138,32
654,69,30
315,131,17
253,86,26
3448,68,23
657,96,26
229,71,28
259,286,22
53,258,18
319,192,31
2084,116,21
555,546,22
69,195,31
645,181,23
3117,265,28
361,327,19
2633,452,29
2434,604,21
1402,658,29
3178,203,18
383,129,23
655,101,26
2095,161,19
185,98,22
448,292,28
459,262,22
621,439,26
2406,319,19
2599,616,19
1212,429,27
2606,127,18
340,178,15
3359,120,15
28,193,15
3263,261,23
541,262,22
31,748,25
427,184,27
429,1809,24
367,151,28
3054,136,16
184,52,29
474,201,21
573,325,20
1951,99,14
189,113,18
450,123,19
318,314,23
610,279,27
564,328,17
1023,145,14
3356,79,16
539,237,21
2011,425,23
1798,1249,14
73,78,17
362,151,26
379,156,21
401,171,26
33,278,25
2036,568,16
428,415,17
248,2406,17
37,305,27
299,159,16
219,185,21
152,131,25
618,231,22
3449,132,21
649,370,44
558,535,67
3270,215,41
518,760,59
490,586,73
816,186,53
770,308,60
197,895,68
773,385,77
3370,610,64
3369,291,46
811,457,56
727,1521,52
486,466,72
2096,296,51
674,1079,47
520,1460,47
331,300,60
763,774,43
827,456,58
515,473,50
614,333,58
535,374,59
823,290,49
492,491,56
738,690,37
3052,554,62
501,1003,42
793,1725,51
317,693,39
3035,1161,40
113,261,67
322,787,66
504,246,53
2206,2014,35
824,824,37
3368,284,40
826,395,38
620,438,40
1168,643,59
488,357,39
2087,225,42
38,1294,61
801,1892,52
433,315,35
1638,399,53
342,318,60
3363,224,48
544,257,56
499,997,63
553,97,60
538,284,38
516,689,62
540,450,41
250,437,48
767,420,54
571,99,54
481,1616,40
836,504,49
779,308,54
542,231,40
479,118,60
537,269,38
545,425,35
510,277,39
513,307,31
794,635,56
832,319,34
871,578,41
532,436,40
587,245,44
3436,231,34
178,646,32
590,186,56
627,118,41
314,92,59
768,717,44
574,659,38
1081,1244,42
697,625,49
3053,531,42
417,262,46
418,454,43
530,292,32
551,224,36
628,272,44
629,156,53
502,316,41
594,98,42
2704,571,41
640,147,41
644,264,40
566,388,36
3450,595,37
766,516,53
524,2373,34
332,346,47
817,188,51
561,144,36
225,583,43
806,441,37
847,727,48
656,491,40
1497,668,48
521,208,30
839,221,27
580,396,33
533,361,46
602,508,48
603,574,48
1850,479,35
480,839,45
831,296,53
387,306,49
712,559,38
477,372,45
600,247,48
375,482,36
1271,1629,50
588,153,41
489,661,37
2094,90,27
2993,278,46
142,157,47
2478,487,45
711,1192,27
316,179,38
632,71,50
597,489,29
633,189,45
3051,241,40
2525,188,33
194,570,32
802,575,38
967,372,45
327,212,38
549,242,36
3451,502,27
344,254,36
403,234,30
2324,780,37
637,931,38
616,215,40
3183,180,25
563,90,42
595,64,40
373,553,40
650,190,27
1862,4827,30
182,151,44
384,160,30
3268,83,34
536,182,34
3452,258,34
386,268,46
562,1192,35
605,349,33
554,194,45
1766,404,29
193,273,41
528,303,33
534,277,44
3182,141,35
543,72,36
482,121,34
606,365,28
355,212,33
491,209,38
323,235,31
565,167,22
2516,314,23
394,419,36
622,234,28
599,213,40
613,289,29
636,462,24
364,166,23
3250,528,22
2732,1018,23
2526,173,36
471,481,37
3180,176,36
3365,225,24
3453,166,37
2086,80,38
333,129,37
582,218,24
682,711,96
689,666,159
666,882,123
733,562,107
991,829,105
695,804,153
722,448,157
1014,2188,170
996,671,156
1010,1151,135
729,1239,101
975,525,119
750,674,158
667,598,144
1403,4106,121
743,911,148
713,590,103
3271,658,92
687,647,95
683,541,151
699,2051,83
672,1199,132
690,729,95
688,590,155
716,767,128
932,640,140
952,1372,146
704,2206,117
1028,473,102
692,1670,87
844,335,87
661,469,135
929,1267,119
691,2052,75
3060,574,117
786,963,135
718,1570,114
702,324,85
1016,1260,110
741,984,80
724,1296,123
707,854,103
126,1651,91
709,616,85
664,487,87
660,549,101
3244,856,134
760,250,124
1012,1281,85
706,553,124
821,1139,71
676,660,131
1695,1317,121
730,319,96
2093,500,125
915,644,115
662,605,76
679,826,77
2076,643,109
747,1272,94
120,826,123
993,348,71
3454,500,102
686,703,87
732,722,86
708,418,98
714,598,117
757,1149,80
834,653,89
10,590,62
728,812,97
681,740,120
815,512,110
726,572,85
1115,760,109
900,551,95
775,404,109
799,603,68
659,620,60
771,509,61
755,914,112
809,436,95
3272,372,116
804,1693,81
11,895,58
791,483,88
737,470,112
1018,333,88
777,218,72
744,540,55
705,332,96
1004,827,96
753,207,69
746,671,83
3367,655,55
742,211,84
1025,1496,72
1864,1076,77
784,932,69
700,5440,80
665,293,100
751,338,102
961,914,51
772,307,97
800,290,61
476,339,80
522,650,52
1803,557,53
787,1279,99
818,358,68
782,616,87
820,439,88
2509,2127,52
506,353,89
822,664,77
503,639,89
2747,801,95
267,598,81
829,308,70
796,455,71
758,408,80
798,331,93
3184,605,85
548,233,60
3364,643,92
326,592,50
835,379,47
523,301,73
576,358,50
956,1125,70
2302,932,56
825,331,61
780,501,60
497,699,88
762,467,49
519,240,79
845,197,69
604,779,55
668,456,57
2389,569,69
830,294,74
701,457,78
508,782,59
678,1496,62
500,552,51
736,717,80
1075,469,43
754,268,51
805,531,78
3189,396,66
3266,302,69
2392,559,68
833,566,61
1913,471,82
764,1184,81
752,221,57
494,383,76
812,406,77
509,236,81
609,588,61
119,292,44
759,356,78
493,1006,57
402,312,79
723,938,47
569,890,61
3267,252,63
769,318,61
857,5814,1275
2385,4993,1289
911,7055,819
277,2504,925
860,3186,799
1941,3674,957
870,3503,591
852,2750,532
855,3728,793
731,2642,507
856,5802,663
875,3234,726
879,2362,712
3059,4836,451
861,2709,590
2529,2450,599
874,2230,515
850,2236,589
872,2664,458
867,3246,629
866,2395,526
883,3552,399
876,3511,437
865,2389,616
853,2973,473
864,2429,524
3372,1627,542
913,1731,331
863,2952,557
3057,3742,418
905,3708,513
878,2153,507
877,2587,407
869,1948,456
936,2510,375
1949,1970,502
2091,2481,482
2102,1643,372
854,1993,416
3188,2446,332
898,1873,330
2410,1479,386
893,2879,370
907,2527,381
859,1881,451
1022,2248,435
899,1766,475
880,1068,312
914,1710,311
888,1638,398
873,1759,316
908,2433,236
1006,1527,420
3058,2017,248
2532,1361,320
1219,1384,246
902,1461,308
895,1361,369
892,2690,406
984,2032,350
3172,2203,312
881,3109,343
912,1910,236
2101,1914,370
1252,1717,373
884,2526,216
897,2382,374
969,1277,231
890,1232,206
928,2003,244
922,1180,202
959,1364,335
1017,1741,340
903,1583,234
889,1626,349
2081,2255,227
438,1589,190
891,1872,274
919,969,355
937,2522,317
1160,1473,307
909,2121,321
944,2234,227
973,1341,295
901,1262,331
917,811,316
951,1654,231
3373,1341,304
886,2406,253
942,1007,296
2103,1305,298
939,1308,266
894,1567,227
3176,4814,287
966,1732,199
1005,1087,167
435,1430,307
943,802,245
957,1128,316
904,1523,218
980,1057,250
1001,1232,257
945,1606,183
1013,2035,189
935,638,297
1520,964,249
992,1489,204
715,2462,281
925,1290,245
988,980,183
958,1066,290
927,806,240
987,1079,208
2533,1336,209
971,1638,202
1020,1389,236
279,1574,265
933,1153,235
1026,762,200
285,2804,219
203,1073,187
916,969,248
982,1172,194
3185,1814,237
947,1028,151
940,1689,149
954,416,174
997,1371,142
3186,1622,249
1000,2198,223
920,1498,208
1024,1230,190
976,683,200
970,2201,225
934,987,199
930,2047,223
999,1875,167
946,1270,197
783,1004,217
2528,1064,228
670,1579,187
1889,1009,184
964,559,167
985,907,233
948,926,228
720,554,178
983,1311,151
698,663,222
949,1247,189
2739,809,231
941,1306,136
3187,1164,186
1003,2163,155
953,665,211
671,1008,192
3374,675,225
2100,865,139
696,623,130
977,923,211
1011,767,167
1136,597,141
1565,1995,111
955,1196,204
896,599,211
994,1276,200
2923,467,189
2104,835,133
1002,598,154
693,734,146
998,1061,122
828,2369,189
1015,808,118
978,711,171
981,545,169
963,1457,117
3056,801,152
684,924,118
1007,1378,184
2079,578,134
1027,631,106
677,722,130
505,1018,154
3273,615,148
995,1376,113
717,824,105
986,820,150
962,1845,121
2767,13,1
2698,31,1
1490,218,1
3375,3,1
1950,26,1
1494,8,1
1030,5,1
2460,11,1
2536,3,1
1890,49,1
3190,32,1
2927,4,1
3455,1,1
1732,26,1
3456,9,1
3457,1,1
1040,65,1
2110,9,1
1041,5,1
2112,2,1
3192,2,1
3458,1,1
52,12,1
1044,103,1
3144,1,1
1045,6,1
2376,85,1
1504,6,1
100,12,1
2113,3,1
3459,4,1
1736,260,1
3460,5,1
3461,1,1
1050,15,1
2543,15,1
2773,22,1
2746,10,1
3462,14,1
3463,10,1
3464,3,1
596,1,1
1964,143,1
3465,1,1
1064,4,1
1065,69,1
2129,20,1
3435,273,1
2938,6,1
2131,13,1
3087,15,1
1516,20,1
2380,19,1
2705,51,1
1071,89,1
3424,16,1
1745,43,1
3088,2,1
2381,35,1
2134,102,1
1077,3,1
1750,31,1
1968,23,1
2556,9,1
388,33,1
2788,1,1
3466,36,1
3425,11,1
3467,1,1
1084,1,1
57,98,1
1523,53,1
2139,35,1
475,12,1
1524,37,1
2498,7,1
2140,9,1
2886,12,1
2557,30,1
1092,32,1
2143,16,1
2145,86,1
1094,49,1
1096,3,1
2559,16,1
1974,22,1
1531,8,1
3201,22,1
2562,44,1
1103,13,1
1532,77,1
1756,26,1
1757,27,1
1534,14,1
1109,19,1
1535,32,1
1899,14,1
1976,26,1
3239,21,1
1543,29,1
2154,16,1
2707,11,1
2565,14,1
2155,3,1
2156,20,1
3096,1,1
1978,78,1
1121,21,1
2160,8,1
3468,5,1
2946,4,1
3287,2,1
2390,13,1
3097,21,1
2161,67,1
1765,11,1
3384,2,1
3469,2,1
1903,23,1
3470,2,1
1124,36,1
2571,4,1
2572,135,1
1125,4,1
3101,7,1
2793,5,1
2487,34,1
1907,29,1
1127,21,1
1129,387,1
1557,269,1
2953,12,1
2889,25,1
3204,5,1
1772,7,1
3471,25,1
116,10,1
2957,3,1
2173,18,1
3472,1,1
2960,5,1
1566,34,1
3473,25,1
2398,16,1
3242,2,1
1986,14,1
2179,112,1
1571,1,1
1143,51,1
1145,58,1
1148,124,1
2182,47,1
1153,27,1
1784,27,1
3474,1,1
1156,5,1
2590,20,1
1999,16,1
2591,5,1
3108,2,1
1157,22,1
3475,3,1
2186,5,1
1577,21,1
1161,22,1
795,28,1
2188,19,1
2189,2,1
2500,0,1
2802,97,1
12,55,1
3294,5,1
1582,48,1
1171,5,1
3476,24,1
2893,17,1
3111,3,1
1590,36,1
3210,6,1
3477,11,1
1182,32,1
2804,7,1
1188,17,1
1192,19,1
3478,5,1
2713,10,1
1598,32,1
2208,15,1
1196,48,1
281,58,1
1204,8,1
1205,11,1
1206,10,1
2714,37,1
123,17,1
2807,11,1
2220,73,1
2502,17,1
849,81,1
2607,10,1
1608,303,1
840,6,1
931,39,1
1609,15,1
1222,31,1
1223,27,1
1224,52,1
2227,6,1
1226,9,1
1228,81,1
1808,10,1
2414,8,1
2813,11,1
3479,3,1
3245,85,1
130,416,1
1616,5,1
1617,32,1
3480,105,1
1241,98,1
2896,28,1
2236,8,1
2416,16,1
1245,10,1
2613,27,1
2974,200,1
1247,20,1
2615,11,1
1249,154,1
2238,13,1
1824,124,1
2975,1,1
2024,48,1
3246,51,1
1257,19,1
2755,24,1
1259,34,1
2249,1,1
1624,9,1
2619,14,1
1263,23,1
2468,21,1
1267,39,1
1269,16,1
1627,12,1
1273,20,1
2253,7,1
1275,11,1
3481,3,1
3346,20,1
1632,22,1
1279,19,1
2255,5,1
3482,8,1
1282,4,1
1633,22,1
1288,12,1
1290,14,1
2421,28,1
1292,48,1
2027,90,1
1293,17,1
1294,39,1
2491,23,1
2422,145,1
2260,21,1
1644,15,1
3483,6,1
135,15,1
3484,3,1
2985,12,1
3308,8,1
3485,5,1
2272,60,1
136,69,1
3347,51,1
3486,20,1
3487,19,1
3348,21,1
2426,26,1
1316,8,1
1836,22,1
1318,27,1
2276,15,1
3488,3,1
2427,28,1
2728,5,1
3217,3,1
2279,2,1
2280,66,1
3131,5,1
3311,1,1
2730,32,1
2841,7,1
1325,7,1
3489,1,1
2643,11,1
1326,7,1
3257,110,1
3490,40,1
2432,22,1
2433,13,1
174,1,1
1334,25,1
1335,30,1
1336,39,1
2524,25,1
2994,28,1
3491,7,1
3492,5,1
3493,2,1
1661,42,1
2092,3,1
2996,42,1
2997,41,1
3494,9,1
3495,5,1
3496,22,1
1662,64,1
3497,1,1
2290,49,1
1356,35,1
2904,1,1
1357,59,1
2291,2,1
2531,1,1
3498,15,1
3221,3,1
1848,29,1
3499,17,1
2474,7,1
626,5,1
2299,17,1
3027,20,1
3223,6,1
3500,8,1
1673,13,1
2439,27,1
1935,31,1
1383,22,1
1384,18,1
2905,7,1
404,16,1
3322,14,1
1390,30,1
3168,25,1
1394,8,1
1681,19,1
1398,25,1
1683,3,1
2043,21,1
3004,8,1
1685,22,1
2757,6,1
1401,29,1
1856,17,1
3225,10,1
1688,27,1
1937,22,1
1938,58,1
2736,17,1
1690,12,1
2906,8,1
3501,1,1
3226,1,1
1691,20,1
1860,17,1
1415,12,1
2325,24,1
3159,46,1
2327,30,1
3502,6,1
2328,11,1
1426,78,1
3503,4,1
89,42,1
1428,106,1
3228,16,1
2675,9,1
1865,36,1
2861,17,1
3504,1,1
1701,45,1
1867,68,1
2863,4,1
3410,1,1
2335,22,1
2341,3,1
2343,18,1
3231,1,1
1707,63,1
1709,13,1
3038,35,1
1711,33,1
43,11,1
2345,6,1
3416,13,1
2061,14,1
1448,3,1
1715,8,1
1450,10,1
1451,32,1
3505,0,1
3012,4,1
1718,19,1
3332,9,1
2354,5,1
1465,13,1
1467,11,1
2693,4,1
3506,3,1
1722,5,1
3507,3,1
1884,20,1
1724,40,1
3508,7,1
2363,3,1
1478,8,1
1479,25,1
3509,1,1
1487,1,1
3075,3,1
1489,13,1
1728,19,1
3423,1,1
1729,15,1
1493,27,3
2106,20,3
2699,11,2
1953,86,3
2373,16,3
1048,54,2
2771,41,3
5,127,2
1962,38,3
1894,98,3
2462,318,2
2775,316,2
2463,15,3
1512,5,2
1066,38,3
2130,3,2
3510,6,2
2553,22,2
1078,15,3
1898,17,3
1970,20,2
3511,20,3
1754,28,2
1095,18,2
2486,77,3
2387,11,2
2561,16,3
2563,23,3
1533,23,2
111,74,3
1536,23,3
1539,37,3
2152,24,3
3283,226,3
1901,21,3
2157,58,3
3202,6,2
2888,25,2
1547,17,2
1122,11,2
1556,35,3
272,273,2
1774,43,3
2751,17,3
1775,279,3
1563,133,3
2175,41,2
1564,26,2
3512,8,2
1568,20,2
1780,9,3
1988,19,2
1989,23,3
2583,20,3
1782,60,3
1994,47,3
1996,15,2
1997,53,3
1998,29,3
1787,34,3
1158,68,2
2592,4,3
2187,20,2
1578,18,2
3513,5,3
1169,15,2
3514,96,3
1584,13,3
1586,7,3
1791,26,2
2198,11,2
1179,13,3
1180,17,3
3515,22,2
1189,40,3
1596,206,2
2489,27,2
2490,38,3
1198,17,3
1200,12,3
1795,43,3
3114,23,3
1216,12,2
127,49,2
2229,16,3
1230,52,3
2413,10,2
1809,16,2
1613,182,3
3344,9,2
1924,117,2
2020,65,3
2232,9,3
1239,175,3
1244,28,3
841,14,3
1621,25,2
1248,36,3
1820,52,2
2915,26,2
1822,34,2
1825,169,2
1826,22,3
2977,6,3
1256,147,2
2243,29,3
2244,9,2
1828,66,3
2718,10,2
2248,5,2
1625,12,3
133,30,2
3154,20,2
3125,18,3
1629,55,3
3248,46,2
134,112,3
2721,34,2
2257,151,2
3516,140,3
1286,25,3
3517,32,3
635,26,3
2259,8,2
3518,5,3
1296,26,2
2625,49,2
1929,20,3
808,24,3
1300,45,3
2984,83,3
3519,18,3
2029,39,3
1834,15,3
2638,23,2
2837,97,3
3520,147,2
2428,3,3
2277,16,2
1656,104,3
78,177,3
3167,51,3
1322,32,2
2640,15,2
3521,18,3
2842,16,2
3349,24,3
1838,38,2
1841,22,3
3132,9,2
138,38,3
30,32,2
2099,5,3
2287,25,3
84,85,3
3522,21,2
3043,22,3
2658,11,3
3318,10,2
2473,99,2
1366,30,3
1665,96,3
1372,21,3
2438,2,3
2304,34,2
1378,123,3
2307,41,2
1677,62,2
1678,88,3
86,725,2
2039,60,2
1389,32,3
3062,24,3
247,16,2
2042,55,3
2044,83,2
2440,58,2
1936,30,2
1407,24,3
1861,84,3
3010,9,2
2674,10,2
788,31,3
1699,40,3
1700,44,2
2678,18,2
1866,128,2
1702,41,3
90,46,3
3170,49,3
2875,3,3
3352,71,2
2918,36,2
443,134,2
1442,31,2
1443,15,3
3523,4,3
153,18,2
255,7,2
45,8,2
3353,9,2
92,13,3
1449,41,3
1877,27,2
3331,19,3
2692,9,3
1468,63,2
2063,63,2
1721,70,3
3524,4,2
1725,5,2
1480,7,2
3019,3,3
1486,132,3
694,75,4
1032,30,5
583,42,3
2926,47,4
2929,13,3
2461,41,5
1957,32,5
745,65,5
2541,45,5
2702,35,3
1505,223,3
2549,79,4
2550,44,5
1741,75,3
1746,38,5
107,44,3
1897,58,4
2555,17,3
3199,96,4
1753,192,4
1971,58,3
1525,18,5
1527,36,4
1530,68,3
2790,23,3
2150,27,3
1759,67,5
3240,20,5
2566,164,5
1904,918,4
1770,71,3
2921,41,3
1979,32,3
1980,88,3
1981,43,4
117,22,5
1984,100,3
3205,15,3
1995,188,3
393,137,3
14,48,4
2193,61,5
2002,18,4
2006,62,4
1184,42,5
1919,87,4
2008,55,5
1921,55,5
1796,53,4
1600,47,3
1209,29,4
3426,28,3
3432,18,4
1610,88,4
2230,1,4
1233,74,5
1812,159,3
2820,14,3
2021,57,4
23,154,4
132,67,5
1816,83,3
1818,261,3
284,35,4
2241,50,4
1927,23,4
3175,41,4
286,30,5
1258,8,5
2246,14,3
287,143,4
3024,185,3
3305,42,3
1291,26,4
3249,97,5
2900,172,3
3157,322,5
2729,35,4
1842,12,3
3525,13,5
1331,38,4
3316,64,4
2507,99,5
211,84,3
469,92,4
426,197,4
3437,82,3
3252,66,4
1361,36,5
2296,48,5
291,344,3
1847,77,4
2661,1,5
1369,14,5
213,85,5
2306,47,5
35,74,4
1392,15,5
2475,66,5
88,83,3
1410,58,4
2319,15,5
2494,73,4
1420,79,4
2446,36,3
1696,34,5
1434,37,4
41,34,5
2051,61,4
1870,23,5
2052,20,3
1706,66,4
1439,44,5
3171,34,5
42,89,5
2479,23,4
3526,46,5
2682,34,5
1446,15,4
1447,9,3
1473,20,5
1474,206,4
1475,142,5
2075,130,5
1885,94,5
1886,40,5
1730,39,6
1031,45,8
1503,78,7
1958,45,5
190,60,7
1892,41,5
1054,138,5
1893,147,7
101,175,5
1963,183,7
2937,55,5
1966,71,6
163,70,7
1969,58,8
2748,53,9
2787,24,9
56,110,9
1522,69,9
734,58,7
58,107,7
1761,42,9
2708,101,8
1906,72,8
274,147,8
62,100,9
1779,121,7
1985,115,9
2586,165,7
1993,67,6
2001,105,5
1202,518,5
1799,92,5
3393,56,5
2503,114,8
72,83,5
2716,37,8
1923,178,6
171,88,8
2234,323,8
1622,29,5
1821,51,8
1827,130,9
2252,28,6
3046,88,6
1299,160,5
2423,218,7
2271,25,8
1651,36,5
3527,386,7
79,51,7
2071,45,8
242,44,5
243,43,6
2763,31,9
2506,140,9
441,118,8
2077,117,9
2286,63,5
1933,44,9
3041,416,9
1851,65,8
1852,85,9
3224,89,7
146,559,8
1939,483,6
1940,82,7
570,122,6
348,70,6
2330,117,7
1698,109,6
181,81,7
2920,25,5
301,38,6
2058,25,9
223,24,7
303,26,6
3528,36,9
2451,58,6
159,191,8
2066,123,6
2067,81,5
97,55,5
1888,26,5
1496,64,4
1033,13,5
1036,67,7
1047,42,5
2745,46,4
102,51,6
1739,118,4
263,152,4
106,131,4
1967,68,5
719,60,7
1749,288,7
1896,44,6
2135,40,4
2922,20,5
3382,41,7
1542,79,5
1977,36,5
1768,78,4
1552,179,6
271,45,4
1777,79,6
63,92,7
1567,352,7
1569,23,6
1140,50,7
2399,26,5
2762,41,6
2582,65,6
1150,79,4
3106,18,5
1788,40,4
1164,39,7
1579,54,4
1583,211,5
2512,99,7
1174,59,5
2003,24,4
1588,33,5
1187,52,6
2409,30,5
1599,49,4
1201,99,4
1210,43,5
740,173,7
122,45,4
2603,28,7
3151,71,4
3299,57,6
205,101,7
1220,43,5
1231,380,5
2018,55,6
129,48,4
2019,460,6
239,258,6
1615,49,6
2818,1051,6
172,94,5
2825,145,4
1817,688,5
2612,196,7
2418,82,6
1623,41,7
2026,53,7
2505,70,6
1641,105,7
3360,78,6
2264,57,4
3309,16,6
1654,105,4
1840,27,6
2990,37,6
2653,81,4
2523,124,7
3529,9,4
32,60,5
2733,51,4
1666,49,5
293,157,4
1680,72,7
2734,27,4
1692,44,5
1693,38,7
1694,206,7
216,72,5
3351,56,5
2332,75,6
149,62,6
2050,54,6
1433,22,6
3265,37,6
1944,43,4
1946,80,7
3530,33,7
1874,32,4
3415,14,4
155,31,6
3434,22,6
2511,15,4
1876,10,7
3438,32,6
1469,37,6
47,95,5
1882,13,7
2696,15,5
1488,73,7
