产品SKU,产品浏览量,产品加入购物车次数
522,94,19
2180,154,15
3107,110,16
395,139,11
4118,62,11
437,115,19
73,91,13
2977,222,17
359,287,14
376,110,17
360,64,10
3859,1875,16
362,132,15
690,107,13
488,414,19
329,104,10
1326,235,14
3934,117,15
140,67,10
3048,253,12
2518,141,13
424,59,15
1846,222,11
2523,124,16
2038,100,13
213,137,10
345,126,19
294,69,12
1411,296,16
429,1500,17
2672,316,11
1697,96,13
3440,102,19
183,206,13
220,133,13
3267,138,10
617,187,11
3817,99,14
4119,420,13
4095,215,12
333,148,12
1033,610,14
1055,81,9
2764,227,11
4159,50,15
1522,128,17
412,156,15
268,72,12
1111,226,16
1975,298,13
310,156,11
166,253,12
273,258,10
1132,245,10
565,51,14
1785,103,16
325,365,12
3053,190,13
3151,126,10
3922,126,14
126,92,16
1814,68,16
2021,71,12
3166,204,12
396,135,12
2260,61,9
588,81,14
2280,674,12
2510,39,15
2434,209,16
30,60,9
401,104,14
3405,302,13
3994,173,10
177,122,9
387,280,39
586,286,32
3970,283,41
829,266,33
2892,1132,37
3838,210,40
4136,396,26
1823,316,43
540,386,35
701,295,35
3439,574,34
4160,291,41
2473,241,25
678,515,26
3412,150,40
811,279,42
479,104,26
3183,197,33
537,333,27
631,83,35
606,348,29
832,157,35
3023,451,37
1268,413,22
4062,256,27
1356,188,29
810,286,40
743,356,22
182,228,34
3714,290,39
817,104,23
800,102,29
4139,95,25
3634,393,24
597,429,35
503,338,32
2093,406,29
514,235,22
336,337,34
515,104,20
1590,193,22
644,302,39
3114,1042,39
4067,253,39
782,258,22
834,166,31
3833,146,29
380,151,30
3901,123,34
427,185,23
627,91,38
4042,67,22
385,103,25
303,39,28
595,77,27
706,308,24
512,153,36
764,467,25
636,518,22
558,199,22
3263,468,28
378,186,24
541,257,37
4064,164,31
3636,382,33
3905,405,30
312,386,27
569,354,20
1864,578,25
542,95,31
552,172,31
3054,68,26
574,196,21
633,167,30
4043,88,35
2076,311,26
833,407,27
434,135,31
539,135,18
17,337,32
533,233,29
330,187,29
714,291,27
2032,679,24
3635,148,33
2039,389,30
637,1077,27
384,165,30
2095,122,19
571,242,33
3234,474,32
582,206,25
640,180,28
2381,382,32
575,659,21
356,265,22
554,72,24
504,346,17
4096,156,31
587,243,28
342,275,18
379,244,25
2531,164,30
344,291,22
3971,180,26
536,97,27
4161,54,23
620,261,19
605,307,26
610,140,26
3356,220,25
417,189,27
418,173,31
2248,222,19
766,240,22
1314,234,17
738,250,31
2094,94,27
3864,268,16
470,104,27
3437,905,16
2850,242,17
2526,139,25
2045,816,21
296,186,19
581,485,28
3947,189,25
451,274,17
3259,143,22
2142,151,21
477,175,23
457,93,26
728,54,22
521,156,20
276,180,18
358,284,26
645,124,18
516,293,25
487,690,28
375,148,28
173,151,23
420,228,28
649,209,22
836,530,21
2999,175,17
2440,498,16
3448,174,21
2086,48,24
307,188,16
101,234,17
4046,105,25
2131,426,16
491,154,23
2084,213,16
373,260,25
2406,154,25
339,121,23
397,176,23
244,192,25
507,105,27
143,130,22
471,173,25
2443,667,25
3178,221,17
544,162,20
186,37,25
4162,45,18
224,104,26
806,244,15
594,80,22
3718,459,50
490,393,52
662,577,53
664,307,54
670,577,57
821,876,55
3789,288,43
3452,823,45
769,146,67
818,449,61
667,349,66
1025,913,46
805,494,55
845,270,45
498,201,69
474,482,40
770,254,44
1547,579,39
88,473,52
716,675,50
704,625,48
753,230,42
679,468,64
730,367,47
793,1099,58
726,468,42
2922,476,58
3382,1212,60
506,235,42
365,329,48
3436,694,43
951,487,40
1710,319,44
3295,354,39
1004,448,55
804,822,62
725,197,66
561,174,43
1154,412,33
2192,340,42
519,261,58
702,219,55
432,749,49
1958,1294,35
3056,318,52
476,359,60
3904,376,59
486,260,43
3185,422,49
798,307,50
2088,194,52
3641,503,32
718,711,50
314,140,58
509,139,35
3182,171,41
3266,148,56
775,296,51
990,216,36
3967,229,57
830,382,36
559,254,55
245,379,37
4020,380,33
550,268,43
661,404,33
590,243,42
3785,94,41
3051,352,55
3184,436,31
787,583,38
3712,243,48
826,136,35
794,389,32
2525,204,35
3836,295,54
3903,452,41
729,436,31
823,372,42
779,248,31
4127,693,45
492,346,42
3269,163,46
4066,309,32
4137,277,48
762,504,43
524,1838,27
638,214,51
3180,285,37
3709,191,28
654,127,38
1915,378,26
579,184,49
530,287,37
812,260,47
248,405,44
219,225,43
825,153,34
352,54,48
754,316,26
1269,232,38
3906,411,31
3993,277,25
212,540,32
497,392,33
655,104,47
3449,258,30
632,47,43
780,270,39
604,295,38
2709,322,47
3660,412,26
532,454,47
549,295,24
614,276,26
650,298,42
3453,192,37
3902,228,31
2140,281,33
4022,2562,37
602,490,29
4138,278,37
3366,138,28
2302,744,30
520,664,35
589,392,35
543,185,44
3972,94,29
553,87,35
435,472,140
920,1303,101
3907,790,178
987,674,162
1001,1159,182
934,725,126
976,392,159
688,687,161
947,535,157
982,568,155
970,1338,108
1026,536,137
961,703,97
2738,1274,126
814,420,96
2529,548,139
1027,726,164
2103,767,98
783,920,96
2465,1186,90
3952,777,151
1006,1551,89
971,865,101
791,525,128
1013,736,141
2104,731,105
904,1299,157
963,849,158
995,624,130
747,1006,84
674,523,151
1011,406,112
903,890,104
939,774,151
2923,515,106
906,1052,77
975,488,142
4021,768,84
3841,785,141
3788,487,108
927,586,106
771,753,93
673,540,112
861,1091,120
1012,723,122
998,636,109
2410,882,94
445,1140,125
4105,1308,109
996,761,133
591,728,94
3975,423,106
949,513,124
697,666,126
1024,576,110
3273,698,74
2739,498,100
499,883,108
1301,475,77
993,1120,75
797,793,81
3645,509,137
943,814,86
1007,824,70
994,754,101
1008,514,76
955,1160,95
983,560,81
693,443,123
801,665,88
946,624,77
1536,619,83
1018,352,111
966,382,121
3188,807,125
958,592,122
1015,303,64
741,587,101
508,787,101
480,731,66
1136,376,91
751,431,76
999,1434,77
761,1501,71
1000,825,111
2528,426,72
981,362,91
986,507,105
957,582,83
3790,503,65
526,536,113
672,510,81
1719,692,107
713,412,96
733,508,100
720,545,62
777,292,77
844,446,62
665,279,86
666,327,70
719,692,57
4045,665,102
3974,454,59
3644,535,74
698,574,59
677,410,69
681,468,92
3842,871,71
3451,840,81
551,429,67
786,610,100
978,706,82
1016,839,67
820,521,60
3716,606,93
732,399,68
708,340,82
2100,380,55
3719,750,97
959,401,89
500,437,74
962,218,83
3271,634,69
707,650,58
684,498,82
757,688,57
3109,247,77
722,372,51
4068,466,55
4163,331,73
3713,560,70
3374,404,95
686,466,70
1565,954,73
948,267,76
755,358,73
750,181,62
682,446,55
723,344,54
717,333,76
689,434,86
483,1087,90
347,791,62
846,103,76
1965,506,89
3357,853,82
953,313,52
799,662,53
815,522,67
683,665,63
1010,787,56
3060,544,55
518,533,46
724,663,57
991,371,76
675,327,55
796,301,56
3976,258,75
676,352,50
267,523,83
1028,404,53
2530,275,68
3042,1626,73
851,4520,745
862,3375,882
277,3858,746
911,3564,766
868,3785,518
870,3039,427
853,2884,428
858,2615,496
852,2201,507
3057,1925,453
850,1424,428
1941,2535,315
854,1909,314
863,2406,528
872,3328,420
828,4346,443
901,2139,275
855,1732,290
3977,1308,275
2102,1408,412
3997,2065,350
1019,2520,311
864,1872,438
1949,2001,341
1649,2098,299
4140,2245,445
952,3360,437
866,1322,229
883,1418,425
2101,2152,346
875,1866,345
856,3200,286
878,1052,207
879,1442,346
348,1632,226
1160,1942,347
548,1198,202
3372,1616,345
789,1073,374
3643,768,343
936,1370,329
511,1626,322
3978,1221,321
3840,1591,194
1252,1403,302
1636,962,269
848,1386,356
882,1295,269
1022,1870,223
907,1369,290
1014,2013,246
877,1285,206
865,1803,183
919,1375,175
867,1468,218
886,1368,295
887,1121,200
876,1723,167
3998,1189,237
912,922,252
894,1155,259
931,2103,204
891,1099,204
888,1579,222
899,1387,181
869,2011,196
914,803,184
944,1239,173
2010,852,201
909,1312,216
2222,1858,204
897,767,250
893,2239,161
377,2408,255
69,2322,269
871,1037,139
941,1298,169
1520,934,262
4111,3199,240
895,796,226
892,1169,191
859,1276,140
4164,664,145
908,1175,231
881,1491,249
2091,1564,214
889,773,239
880,1020,139
660,996,195
984,1071,164
928,1265,241
896,1166,124
898,737,138
663,764,221
1770,1182,139
873,1356,186
884,1631,186
954,702,140
1219,1253,126
937,1297,210
1017,790,147
1214,1293,168
874,1225,160
1003,740,158
709,899,152
3187,834,220
989,606,230
969,754,224
2237,1380,139
572,1037,121
905,1394,131
1695,2184,122
997,992,202
916,845,166
977,768,207
1889,1290,175
4044,705,192
3996,800,177
669,715,192
890,787,117
3189,941,156
935,833,130
1087,1068,115
942,843,140
923,874,116
992,532,200
4165,1329,186
967,504,105
1002,644,138
685,981,101
932,1114,156
922,457,144
973,682,177
776,992,101
2049,664,160
924,720,129
658,680,110
1097,902,109
3908,1076,105
2708,892,191
902,716,104
965,441,134
3720,816,97
988,718,181
940,572,171
980,436,115
3586,38,2
2698,32,3
1950,69,3
1952,186,3
3080,121,2
2537,43,2
2538,61,2
1732,49,3
4034,26,3
2916,19,2
1040,36,3
2461,26,2
3,47,2
2541,30,2
2114,35,3
1892,24,2
411,17,3
1739,40,2
2125,45,3
233,95,2
2779,166,2
1741,59,2
106,112,3
4069,26,2
1077,87,3
1079,31,3
1969,16,3
1081,63,3
3911,33,2
2748,21,3
1970,28,3
3282,9,3
3647,16,3
2912,347,3
1754,14,2
1090,18,2
2387,17,2
192,111,2
1532,27,2
2563,8,2
4055,39,3
930,19,3
1542,35,2
3539,10,3
3239,67,2
7,24,2
1543,31,2
3240,35,3
8,76,3
4166,22,2
3969,56,3
1768,46,2
3696,29,2
2793,11,2
1129,132,3
1982,54,3
10,66,3
1558,79,2
117,30,3
1984,77,3
322,112,2
63,74,2
196,29,3
4167,8,2
1568,16,2
2962,41,3
3291,12,2
1780,32,2
3545,16,3
1143,24,3
1990,8,3
4101,20,3
1911,48,2
1782,48,3
3105,15,3
1784,11,2
1787,27,2
3715,49,2
1788,31,2
3292,25,3
12,33,3
2001,98,2
4102,25,3
1584,49,2
1173,11,2
3951,19,2
3920,43,2
2006,50,2
1793,58,2
1596,21,2
3736,37,3
1597,4,2
1196,37,3
1796,16,2
705,13,3
1212,29,2
2967,8,2
1801,89,3
784,68,3
3549,11,3
3886,37,2
2229,44,3
71,54,3
72,90,3
2894,25,3
170,59,3
1923,67,3
1235,66,3
1613,132,3
2019,382,3
239,306,2
130,101,3
23,77,3
1248,24,3
1249,336,2
2915,26,3
3798,17,2
3175,46,3
556,47,2
3303,4,3
1256,38,3
2243,35,3
3024,97,2
1829,45,3
1628,22,3
327,51,2
807,102,3
2979,3,2
1286,39,2
1831,14,2
2259,10,3
2027,23,2
2491,11,2
2422,87,3
2492,17,3
2723,7,2
3801,25,3
3582,27,3
2425,29,2
4142,19,3
2726,19,2
1836,47,3
3520,7,2
2428,165,3
2471,20,3
137,64,3
1842,37,3
3697,59,2
3135,5,2
2731,19,3
2903,192,2
2517,69,2
2649,11,3
4128,18,3
2286,38,3
2653,42,3
1357,59,3
4150,141,3
32,47,3
3498,8,2
4014,74,3
1364,14,3
1366,23,3
1848,30,3
3320,29,3
2035,94,2
2299,12,3
2300,25,3
3028,8,3
1378,15,3
1677,51,3
293,71,2
295,46,2
1683,23,2
3832,89,3
1402,9,3
2508,61,3
3704,19,2
2907,9,3
1939,344,3
1418,35,2
1419,19,2
1420,35,3
2327,21,3
3502,7,3
3010,35,3
2673,44,3
2083,44,2
2332,33,3
1433,59,2
2338,18,3
1440,18,3
4122,29,3
1441,86,2
3047,76,3
1711,23,3
3353,4,3
4168,28,3
4154,18,3
2449,5,3
3830,10,2
3757,5,3
3946,108,3
4169,35,2
3574,11,2
3818,43,3
4147,59,2
4108,24,3
1455,97,3
4133,52,3
4123,39,3
4170,16,2
4149,20,3
546,812,3
3879,15,2
1467,5,3
1882,10,3
1883,11,2
3018,4,2
1726,57,2
1885,51,2
1485,42,2
3076,28,2
1488,111,2
1490,149,3
1031,15,3
3455,67,3
1733,106,3
2112,40,3
100,46,4
1735,342,4
1050,29,4
1893,88,4
3255,247,5
1962,44,4
1964,239,3
1065,66,3
2549,54,5
1745,28,3
162,202,3
1750,36,5
1080,33,3
3910,44,3
2759,56,5
3199,84,5
1524,42,5
4171,11,4
4172,24,5
1755,28,4
857,94,5
2157,57,3
4173,39,3
2792,15,5
1124,34,3
3828,29,4
271,29,4
1126,24,5
2165,27,5
1771,41,4
60,25,4
115,189,4
2795,137,4
2175,30,5
168,106,5
2395,11,4
1986,21,3
198,33,5
2581,14,5
1992,149,3
1155,39,5
3106,26,5
900,36,3
2187,13,4
1579,112,4
1580,13,5
1582,74,5
1916,53,5
1180,61,4
202,13,5
1188,21,3
1595,85,5
2085,49,3
1922,63,3
1600,36,5
2214,22,3
1209,138,3
282,51,4
1604,21,5
122,93,4
337,39,5
3150,31,5
1218,104,5
19,16,5
2230,29,5
4174,11,3
4018,46,5
2017,24,5
1233,40,3
171,79,3
22,66,4
2818,49,3
132,52,5
4112,42,3
2612,208,3
1246,23,3
2022,100,4
2023,160,4
2246,20,4
1270,55,3
1626,22,3
466,55,5
2252,40,4
2421,27,4
1292,20,4
1298,90,5
4059,57,4
3485,22,3
1654,203,5
311,136,5
1838,18,4
81,27,3
1932,20,5
1841,31,3
1331,30,5
2282,36,3
2756,33,4
138,24,3
3989,382,5
4110,119,3
1662,114,4
211,50,4
31,150,3
83,42,5
1663,53,5
3612,62,3
426,46,5
4053,12,5
3252,14,4
1360,118,4
2293,21,3
1362,20,4
2298,309,5
3964,398,5
1851,54,4
2306,14,3
35,71,4
3224,75,4
1681,154,3
1682,108,3
249,261,3
1938,69,5
4038,19,5
3169,26,3
297,253,4
147,147,5
1940,58,4
216,135,3
2446,23,3
2919,13,4
1698,31,4
2050,58,3
41,34,3
1870,48,5
2920,53,5
2343,14,5
2479,31,5
91,38,5
2682,48,5
4094,6,5
4175,15,3
4176,25,3
1447,12,3
3692,59,5
4007,13,3
386,117,3
4130,23,3
93,148,5
305,60,3
2065,112,3
50,37,5
1727,69,3
257,164,6
2107,28,5
1955,93,7
1044,74,5
917,62,6
54,155,5
585,41,5
1068,59,7
1966,91,5
1743,399,5
1896,71,4
163,54,5
1082,42,7
2137,61,5
3782,13,4
1523,40,6
2139,22,6
1525,85,4
1094,59,5
4041,67,7
111,75,5
2706,56,4
1977,23,7
1902,100,7
1764,86,5
3827,106,7
1549,55,7
3850,24,6
114,69,5
1127,120,6
1557,123,7
3163,122,6
4177,7,4
4117,122,5
65,20,7
415,62,6
1792,63,6
203,59,7
2966,65,5
2968,116,7
3834,71,5
4027,32,4
2412,137,7
1220,42,5
3343,15,7
129,49,5
1811,82,5
2814,171,7
4131,49,7
4078,124,7
1240,80,5
2468,15,7
1278,45,6
3516,192,7
1295,29,6
1296,68,4
1299,124,6
2984,68,4
1646,93,4
2900,137,6
4178,45,5
3928,49,6
4115,61,7
28,119,7
2272,209,6
400,76,5
624,164,6
1840,46,4
3987,81,5
139,62,6
3139,146,4
1844,73,6
246,100,4
3869,69,5
3253,208,5
3222,17,5
3041,176,7
3683,98,5
144,397,6
1675,133,7
292,89,6
2308,36,7
2662,70,6
1852,33,6
2044,145,6
406,82,6
4091,28,4
3896,95,4
4179,10,6
1694,173,4
2330,45,7
1866,132,5
1702,70,6
149,155,4
3170,59,5
3328,100,7
3876,101,5
3877,114,7
1944,38,4
3045,52,7
1874,27,7
43,25,7
1875,27,7
4106,10,4
1712,12,7
4180,19,7
45,6,5
92,9,5
4061,32,5
3438,33,4
4116,166,4
2496,24,5
2452,65,7
2482,59,6
1475,100,7
657,41,6
2066,61,6
187,40,7
1728,40,6
1497,40,10
4019,60,6
259,139,11
448,126,10
1957,489,8
230,110,8
3535,222,8
450,172,6
452,181,9
57,75,6
3980,68,7
598,103,7
3821,83,11
335,250,6
357,332,9
169,77,11
197,135,8
2592,71,11
200,162,11
3444,101,10
279,205,7
2011,144,6
1802,66,8
3426,68,6
1804,246,10
206,195,10
419,58,6
1816,86,11
2825,140,8
1272,54,10
2256,84,11
2423,177,6
4113,87,10
4029,49,11
80,106,8
439,45,8
243,42,9
2069,79,9
174,166,9
2077,212,11
1857,84,11
1863,355,10
652,231,11
3774,52,11
1943,79,7
430,58,10
3530,50,8
254,44,10
2058,35,10
155,28,7
4039,98,7
562,752,6
656,271,10
227,117,7
49,22,8
95,37,7
2884,131,6
1034,37,6
189,75,6
102,65,6
1057,370,7
2462,250,7
191,94,9
317,168,6
266,54,5
108,68,7
1971,55,6
1767,79,8
1904,455,6
1981,28,5
1571,12,6
1993,34,5
4025,42,7
2512,47,6
2516,102,9
3839,105,6
1201,144,9
2012,35,7
1213,31,9
3581,66,8
2413,23,5
3480,77,8
1826,583,5
1827,81,7
1255,114,8
646,94,7
1930,108,8
3519,160,5
4181,37,5
1321,66,5
364,66,7
2997,24,5
289,113,5
2033,74,8
1933,120,7
2292,90,8
33,217,5
1665,68,8
2074,44,8
570,78,6
1862,313,9
298,301,6
89,65,9
180,379,5
1696,37,5
252,85,9
3171,25,8
301,39,9
3990,87,9
408,53,9
2056,104,5
153,32,7
223,59,5
4151,16,7
4065,30,7
2060,27,5
4153,26,7
3434,29,9
1449,71,9
4085,46,9
4126,24,6
2689,49,9
1472,165,9
2063,101,5
446,94,6
1476,78,6
831,243,9
1886,33,8
96,63,9
