产品SKU,产品浏览量,产品加入购物车次数
246,124,11
2733,221,10
3041,437,11
2074,267,15
345,297,10
346,242,15
214,220,19
216,150,11
217,92,17
300,80,19
383,103,10
3054,130,10
3049,73,19
223,62,19
2060,43,13
1719,963,19
256,57,11
1734,200,11
1047,81,12
1893,292,9
101,141,13
163,79,17
1764,97,14
2393,218,13
273,327,10
414,581,9
198,132,11
392,214,13
236,284,17
642,214,11
1210,57,15
122,93,10
1231,448,14
419,178,13
1240,161,11
1926,601,10
75,210,17
807,114,14
1299,120,12
1833,114,15
803,115,9
624,165,16
78,354,14
140,97,17
82,132,13
1846,262,14
143,72,16
294,137,17
405,944,16
2316,256,11
407,346,13
1940,148,9
473,120,10
3047,178,17
1720,376,13
96,86,17
318,291,36
598,386,22
193,359,21
1905,305,22
434,137,40
529,478,41
421,240,33
2521,196,30
785,282,22
427,152,35
349,195,23
333,201,28
307,304,25
2764,419,38
264,175,34
2012,340,27
206,373,31
398,227,27
3179,212,22
312,493,21
344,269,27
788,320,33
552,206,30
3180,200,38
384,203,33
184,149,24
2511,61,30
303,52,29
592,241,33
2538,188,19
1891,512,32
547,431,25
433,360,27
640,182,24
334,301,34
564,260,29
321,173,35
646,217,30
360,99,27
343,102,23
603,361,21
179,229,25
2324,832,26
520,915,20
590,196,27
1441,237,37
220,158,34
350,185,19
351,138,23
2095,151,21
44,78,36
618,308,19
369,181,26
502,234,29
448,276,23
390,467,30
2084,123,23
458,321,20
275,723,25
373,376,34
1913,327,22
395,307,20
328,345,18
329,139,21
2989,76,28
3055,289,18
2033,216,32
425,113,31
33,323,27
637,1044,29
3181,385,26
219,179,29
657,65,23
2,596,18
354,183,18
483,174,33
597,695,17
1022,185,30
355,168,28
276,360,28
199,562,22
1785,98,22
65,836,22
324,378,24
2516,451,25
15,299,30
1805,188,29
359,344,21
397,275,27
77,197,17
28,261,21
400,245,18
2069,103,23
468,155,17
472,842,23
2444,522,28
253,114,25
768,640,18
47,282,31
2075,315,32
1497,542,26
53,207,16
2704,184,23
606,276,27
162,633,26
372,120,30
194,463,28
391,300,28
195,169,31
335,583,25
1174,354,19
2193,390,20
578,337,19
68,229,26
337,138,23
71,170,19
851,351,28
648,328,16
1321,327,28
208,72,29
2088,233,25
3000,154,18
37,334,18
429,1665,18
152,98,30
537,260,19
2059,37,29
186,86,23
156,61,19
305,124,29
188,93,16
259,369,29
1508,268,25
727,638,24
166,286,21
1996,350,28
622,139,21
3117,370,24
467,176,27
379,100,29
424,102,28
471,546,21
250,532,28
1942,583,25
2083,164,28
299,101,28
2877,112,22
3182,149,19
846,65,22
93,223,20
257,387,26
1501,319,25
410,205,23
387,204,23
456,103,23
802,646,17
1598,106,24
1202,1027,21
362,115,15
2072,59,20
1334,212,20
175,46,23
426,237,18
1359,524,18
2045,713,16
218,115,21
2090,87,23
2054,140,18
221,88,20
526,799,19
753,257,55
506,307,74
742,299,43
2094,156,70
2526,267,76
508,769,52
561,206,60
794,520,65
1195,2522,75
2096,257,68
847,464,50
801,1634,67
555,562,46
322,989,67
697,1156,39
1614,966,41
569,466,62
627,226,61
744,379,46
1181,1312,69
758,475,55
614,278,58
330,408,37
629,168,65
523,279,55
836,744,46
497,393,67
604,663,58
514,292,50
491,280,35
833,563,67
486,326,44
600,245,44
822,481,35
581,869,52
479,228,41
572,1945,61
594,211,66
605,713,42
477,268,62
530,453,45
602,515,64
3183,216,34
571,150,63
763,1238,35
562,1021,65
563,147,55
2525,271,52
832,294,64
493,814,64
340,204,64
588,237,47
558,370,52
541,403,50
628,197,58
655,96,35
536,123,44
979,1741,33
459,297,32
492,255,51
599,152,55
327,256,38
649,416,60
568,177,34
178,802,60
2302,928,32
519,352,51
499,1949,55
573,311,40
316,116,34
503,417,60
267,524,50
323,480,55
549,447,53
587,297,57
540,342,61
823,393,55
632,88,59
576,241,34
528,317,53
838,626,54
311,654,45
2434,1009,53
365,208,56
542,257,45
332,323,39
2086,71,51
584,313,32
1963,217,34
621,450,37
644,572,32
532,535,42
533,333,50
488,297,49
363,413,45
2509,377,37
535,307,51
38,840,36
816,137,45
352,85,44
545,348,46
501,1214,32
631,135,31
574,519,37
620,382,29
1075,621,42
610,181,45
2098,218,34
539,208,48
1790,1321,30
417,192,44
375,347,44
613,428,47
868,472,55
314,115,35
315,189,52
617,201,39
544,246,38
481,1199,34
482,201,32
582,270,42
191,180,30
512,372,36
782,808,53
647,246,32
524,2220,40
589,221,49
616,113,52
224,72,47
553,144,53
633,159,37
3051,429,49
457,127,31
460,284,38
325,494,50
358,254,51
765,496,44
910,879,43
367,164,50
817,131,47
711,902,35
656,398,33
192,157,34
538,204,47
521,326,32
394,297,36
2085,1388,49
339,215,27
418,447,31
580,199,46
173,317,30
3184,487,40
401,150,48
650,189,34
402,338,37
313,302,35
409,172,42
831,509,43
595,136,45
734,2171,43
575,492,24
119,340,37
531,398,32
652,490,36
431,206,46
543,153,42
546,1149,41
308,305,27
1766,494,37
374,276,41
423,370,38
342,256,27
2527,116,34
2087,188,43
440,295,43
3048,314,41
212,723,38
756,890,40
525,235,23
304,65,28
480,715,41
793,1087,42
607,182,41
412,341,30
2709,177,34
3107,225,22
643,169,37
839,231,25
464,211,28
567,268,42
636,507,28
810,322,37
331,332,37
385,60,38
445,1189,38
713,647,180
952,1808,93
2076,1501,144
670,986,137
733,701,148
987,1115,129
1010,1265,105
695,583,112
722,638,112
760,382,139
1014,2203,123
3185,556,138
3186,749,154
688,453,95
699,3529,97
717,1494,126
1028,518,148
3187,497,116
2079,633,159
676,667,122
667,1044,118
845,670,111
972,623,133
683,1033,135
672,1198,142
60,641,161
764,2087,102
682,840,97
724,1188,126
729,961,104
991,1524,83
586,1128,142
784,893,157
696,888,137
906,1833,128
750,624,113
678,1083,152
771,769,152
1026,1301,99
702,503,119
669,1387,91
821,1442,96
746,819,115
1027,934,113
476,578,145
759,538,132
689,1180,105
687,457,106
2747,863,117
770,519,101
708,448,108
579,775,123
326,1074,109
681,464,78
716,822,128
780,535,87
662,1014,77
1018,627,78
715,933,109
743,1338,127
3188,547,101
834,527,119
730,577,74
728,1067,81
747,807,109
1319,969,126
723,578,123
706,554,91
791,932,108
777,354,128
718,894,94
1016,1641,98
2530,523,118
762,655,115
500,743,126
800,398,83
719,907,105
1023,941,89
772,302,90
812,465,102
792,928,91
2478,1299,101
811,541,105
732,578,116
757,962,98
714,437,103
474,886,66
522,613,108
775,640,85
815,689,114
661,727,88
694,1078,118
799,539,117
54,2268,77
701,884,105
993,331,88
659,444,83
665,266,87
2029,484,78
786,523,100
830,547,86
1638,733,66
2531,338,110
751,261,104
510,453,95
818,489,74
844,607,68
804,2122,87
752,410,109
741,727,65
721,943,76
475,1279,88
739,1043,65
829,583,77
2192,520,60
3053,1197,97
489,1138,104
805,461,65
726,417,86
686,653,84
827,484,66
2093,750,82
1914,506,59
929,643,57
787,1098,63
554,237,64
548,270,85
796,389,57
961,753,66
3052,606,95
704,1690,56
668,604,51
513,366,53
809,403,56
707,459,68
712,500,69
798,626,64
664,554,79
2512,352,88
737,485,68
820,367,51
1271,3092,54
509,239,90
755,706,89
773,511,76
779,422,67
1864,839,79
825,331,57
835,397,51
766,447,47
738,591,89
736,1058,52
826,443,63
609,441,77
494,300,79
2097,350,57
518,796,47
754,382,59
515,495,67
1850,597,55
1025,1284,68
654,154,48
769,317,57
490,313,44
824,1155,43
767,413,66
504,384,52
516,619,45
551,342,80
806,558,46
673,338,79
2099,250,79
534,561,44
142,243,77
857,7855,1428
911,4971,689
852,4154,966
870,3094,514
855,3140,663
853,3111,513
1941,2714,714
856,5691,865
860,4912,821
850,3493,814
872,3312,625
2101,3481,647
865,3065,533
885,3561,694
867,3026,591
876,5345,493
863,2526,462
864,2389,438
866,2628,455
874,1595,411
875,2921,432
861,1861,609
879,2284,421
883,2754,467
873,3203,530
3057,3562,361
731,1394,335
869,2055,432
854,3043,581
878,1337,577
880,1726,498
881,2058,357
859,2419,535
877,1755,376
1252,2081,476
2102,1773,519
884,2826,433
905,2098,302
889,2338,518
887,2511,299
892,1528,357
2410,1601,263
858,2615,334
1949,1512,303
913,1332,257
2532,1749,377
893,1725,406
828,4120,327
937,1489,378
511,1812,273
908,1831,380
895,949,366
896,1430,242
899,1844,391
900,2569,429
886,3030,433
919,1414,414
888,1886,323
890,1313,278
914,1129,287
2385,2486,372
956,2801,261
1003,1860,414
936,1277,382
894,1358,313
2529,1222,213
962,1834,340
891,1723,331
902,1322,265
907,1319,340
984,1930,223
909,1498,206
997,1469,248
1520,1864,213
912,1082,291
959,1541,368
903,885,303
927,1651,276
2533,1233,339
2103,1103,294
934,1097,237
1008,1098,191
1219,828,267
904,2173,254
922,1391,226
1403,3502,260
944,1633,189
939,1453,255
973,1605,205
966,1480,192
2389,3183,340
932,1743,333
946,1349,203
925,1226,241
933,1108,202
917,746,298
3058,1594,310
928,1731,309
953,914,265
955,2367,167
783,1400,187
951,2277,280
930,1501,212
969,1582,273
2091,2242,231
977,1199,201
120,1830,301
940,1424,280
949,817,244
957,1185,232
285,2311,214
980,824,180
992,1808,287
871,1534,202
916,1223,305
958,1613,204
3059,1770,208
1006,983,299
2528,1620,191
943,1183,220
970,1857,195
964,1066,284
982,1249,193
994,3094,223
941,997,277
942,1358,257
948,1521,215
1017,1767,205
897,2462,168
920,1505,230
1315,2621,248
438,974,224
976,1007,226
978,1104,157
1011,908,239
691,1815,238
693,1529,210
1001,1780,150
2923,793,154
1024,857,143
915,1445,252
988,1341,189
1007,1299,226
983,1697,242
947,1173,193
1020,907,235
986,1044,127
981,864,225
945,841,167
126,1697,220
666,1022,145
1015,595,193
671,885,133
985,686,134
700,6582,170
660,974,205
679,772,147
709,878,140
1000,2112,221
963,1430,194
3056,925,150
505,1638,117
1013,1853,114
971,625,160
2104,800,202
3189,738,133
995,966,150
690,606,188
692,1142,200
684,1029,209
1695,1594,169
674,1061,148
998,671,112
967,932,107
2243,1159,139
1565,2157,113
1004,764,113
2100,484,171
279,1785,133
677,789,197
685,798,176
1012,1331,143
2739,645,137
1002,577,126
705,841,121
795,1275,161
2519,1891,127
3060,548,106
996,1335,168
698,1192,142
1888,16,1
1730,72,1
3078,6,1
2370,36,1
2107,8,1
1495,8,1
1496,37,1
1890,33,1
3190,17,1
1035,57,1
2928,1,1
3034,9,1
2929,6,1
3191,3,1
2916,10,1
1040,49,1
1041,10,1
2375,32,1
3192,5,1
52,19,1
2461,13,1
2702,83,1
2932,7,1
2377,4,1
3193,1,1
3194,9,1
1050,33,1
1959,22,1
2115,25,1
1056,1,1
1509,19,1
2746,21,1
2546,39,1
2547,17,1
2126,16,1
2779,132,1
2497,17,1
3195,11,1
3196,5,1
105,76,1
2129,12,1
2130,7,1
1741,115,1
1021,1,1
1514,35,1
1516,15,1
2380,22,1
1744,51,1
3197,15,1
3198,14,1
1074,15,1
2381,10,1
3035,62,1
1896,52,1
1080,14,1
1082,26,1
1083,71,1
2787,8,1
2555,55,1
2556,5,1
1970,15,1
3199,15,1
2141,5,1
2557,23,1
2145,18,1
1095,20,1
2486,50,1
2558,2,1
3200,1,1
2561,19,1
3201,5,1
1103,1,1
1104,13,1
2564,2,1
1111,15,1
1535,14,1
2151,2,1
1536,17,1
1541,11,1
7,61,1
1543,29,1
1117,19,1
1545,10,1
2156,21,1
2946,7,1
2390,18,1
2161,26,1
3202,5,1
3203,4,1
1547,18,1
2571,1,1
2948,1,1
2165,3,1
2573,25,1
924,43,1
2951,7,1
2794,12,1
1555,26,1
1127,16,1
2953,23,1
3204,8,1
10,85,1
1772,7,1
1773,45,1
2170,85,1
2890,7,1
1133,9,1
2171,7,1
2394,15,1
1563,146,1
2710,17,1
1564,21,1
1778,74,1
3205,15,1
2395,1,1
3206,1,1
2578,4,1
2891,13,1
2962,13,1
2963,10,1
1569,10,1
1570,41,1
1988,37,1
3149,10,1
1990,13,1
3207,21,1
1781,15,1
1146,22,1
2892,19,1
2582,36,1
1148,35,1
1149,19,1
1151,14,1
1783,26,1
1154,21,1
1784,40,1
2184,13,1
2752,29,1
461,33,1
1999,15,1
2185,19,1
2591,2,1
2592,2,1
2000,7,1
1576,21,1
2187,33,1
2189,3,1
1164,28,1
1167,27,1
3208,3,1
1582,53,1
2404,128,1
1583,55,1
1584,16,1
1172,2,1
2002,19,1
3209,7,1
1176,23,1
1589,13,1
2893,4,1
1178,25,1
1590,37,1
2198,10,1
1179,3,1
3210,11,1
1182,25,1
1188,31,1
1191,12,1
1192,23,1
1194,12,1
2489,22,1
2210,17,1
1199,28,1
1922,12,1
1796,25,1
1204,6,1
1205,5,1
2600,1,1
121,40,1
2217,5,1
2601,4,1
2603,49,1
3151,15,1
1802,12,1
338,70,1
950,62,1
125,26,1
2715,27,1
2412,22,1
1608,405,1
1804,21,1
840,18,1
1220,60,1
2225,11,1
1225,1,1
2970,14,1
2230,9,1
1226,14,1
2413,25,1
1612,20,1
2894,23,1
2608,33,1
2813,11,1
2972,5,1
3211,13,1
2231,5,1
2819,3,1
2821,3,1
1617,51,1
1241,74,1
3212,4,1
24,198,1
1817,643,1
2236,9,1
1818,209,1
841,23,1
2613,104,1
1247,27,1
1249,20,1
1622,38,1
2239,1,1
1823,5,1
1825,38,1
2242,13,1
2829,15,1
612,1,1
2755,13,1
2246,28,1
2247,17,1
2619,21,1
1263,16,1
1267,61,1
1830,17,1
3025,4,1
466,77,1
1273,13,1
2252,18,1
1630,49,1
3213,2,1
1631,14,1
1632,17,1
2980,4,1
1633,34,1
1635,4,1
1283,6,1
2721,21,1
3214,5,1
1288,11,1
2722,41,1
2421,41,1
1292,45,1
2027,35,1
2833,17,1
1296,26,1
2491,21,1
2505,73,1
2626,8,1
1643,12,1
1644,13,1
1300,82,1
1645,3,1
1832,23,1
135,23,1
2263,4,1
1304,14,1
2264,17,1
2900,31,1
1310,6,1
3215,15,1
2268,8,1
954,30,1
2637,40,1
1834,27,1
2638,26,1
1318,10,1
2727,7,1
3216,7,1
1656,61,1
3217,5,1
2278,30,1
2279,2,1
3218,12,1
3219,6,1
2471,23,1
1839,43,1
1840,24,1
1659,6,1
2756,16,1
138,52,1
1336,33,1
2990,7,1
1338,4,1
2997,32,1
3220,27,1
1844,44,1
441,157,1
2649,16,1
2287,20,1
1352,6,1
2732,70,1
2290,12,1
1355,74,1
2655,18,1
3001,14,1
3026,7,1
3043,11,1
2292,45,1
3221,6,1
1361,85,1
1848,41,1
3222,8,1
3002,3,1
2474,14,1
2073,7,1
1369,7,1
1666,92,1
2034,71,1
3027,25,1
3223,3,1
1373,13,1
1375,7,1
1668,25,1
2304,25,1
1674,23,1
1379,61,1
1382,32,1
2306,49,1
1676,19,1
1677,51,1
1384,43,1
1678,95,1
2905,12,1
3224,50,1
36,41,1
2039,47,1
1390,32,1
2663,5,1
1393,1,1
1396,18,1
1397,1,1
3004,17,1
2440,20,1
1399,5,1
1685,13,1
1400,13,1
1936,13,1
1856,4,1
3225,10,1
1405,17,1
2666,26,1
2736,17,1
1690,15,1
1408,7,1
2441,38,1
1410,31,1
2906,22,1
3226,5,1
1414,22,1
1692,18,1
3066,26,1
2667,21,1
3030,4,1
3227,10,1
1419,42,1
1693,35,1
1694,324,1
2327,23,1
3009,6,1
2329,7,1
2445,23,1
3067,3,1
3228,4,1
3032,17,1
1865,47,1
1699,54,1
2677,6,1
3229,2,1
1866,160,1
3230,1,1
2741,8,1
2335,6,1
1437,9,1
2680,31,1
2053,79,1
1872,37,1
3231,1,1
1707,30,1
2918,14,1
653,1,1
2344,14,1
3038,14,1
3045,8,1
1711,29,1
45,6,1
2349,3,1
2449,10,1
2758,4,1
1715,7,1
1451,25,1
3232,1,1
1717,17,1
1878,85,1
1718,10,1
3233,14,1
2687,12,1
3234,3,1
2354,5,1
2690,5,1
1464,18,1
3015,4,1
1465,11,1
1467,21,1
3235,10,1
2360,3,1
3236,3,1
1473,9,1
1884,11,1
2363,4,1
1478,14,1
1948,2,1
2457,10,1
1481,9,1
2364,8,1
2366,1,1
1487,1,1
3237,1,1
1488,83,1
1731,17,3
1493,41,2
1950,21,2
2535,20,3
1031,26,2
2926,25,3
1034,19,2
1953,41,2
2373,35,3
1954,183,2
1732,27,2
3,60,3
1957,45,2
1048,34,3
2541,58,2
1735,251,3
1736,209,3
5,152,2
102,53,2
2773,24,3
3238,3,2
2775,135,2
2777,7,2
1511,27,2
2937,20,3
2938,10,3
1515,30,3
1743,35,3
1745,29,2
1077,5,3
1898,28,3
388,50,2
2922,6,3
2498,24,2
2912,62,2
1754,20,3
2143,15,3
1528,22,3
1974,32,3
1106,18,2
2150,16,3
6,73,3
2152,27,3
2706,16,3
3239,9,3
1115,27,3
3240,19,3
2565,33,2
1118,29,2
2792,19,2
1903,23,2
1768,98,2
1771,37,3
3241,49,3
1980,187,2
2168,30,3
1559,5,2
2751,38,3
2173,11,2
1560,19,3
1984,93,3
2488,29,2
3242,7,2
1141,74,2
1143,30,3
2762,21,3
1991,29,2
3243,19,3
1993,45,3
1995,41,3
2588,47,3
2401,62,2
2467,45,2
3108,11,3
1159,6,2
1577,15,3
2406,14,2
1586,23,3
2005,14,2
1587,13,2
2006,64,3
2597,7,3
1196,25,3
1198,62,2
1795,62,3
3244,46,2
1209,20,2
2714,109,2
1797,17,2
2013,21,2
123,20,2
3150,33,3
1803,46,3
127,51,3
1610,142,2
1223,20,2
1230,59,3
2018,61,2
2716,20,2
1809,19,3
1235,45,3
3245,57,3
1925,63,2
1816,44,3
1244,24,3
1245,30,3
2237,24,3
1248,28,3
1822,19,2
1826,83,3
3246,8,3
1253,17,3
1256,120,2
2718,23,2
1624,16,3
3024,142,2
1270,39,3
3247,6,3
3248,13,3
1279,14,2
1285,51,3
1637,20,3
1295,20,3
2422,57,2
2492,33,3
3249,34,3
2630,58,2
1307,10,2
1650,29,3
2726,22,3
2765,18,2
3157,503,3
1325,35,2
1326,30,3
137,38,2
2282,149,2
2901,15,3
1335,27,3
139,58,3
2648,22,3
3250,28,2
3251,3,3
3141,24,2
2653,75,2
2848,47,2
1356,41,3
3252,17,2
3253,57,2
2295,19,3
2473,15,2
1365,92,3
1366,56,3
2853,21,3
1376,67,3
1851,60,3
213,27,2
1935,25,2
1679,22,2
1681,25,3
3063,12,2
1398,44,2
2044,133,2
2757,8,2
2318,9,3
146,526,2
1691,17,2
1859,30,3
2323,25,2
2668,26,2
3254,2,2
1421,19,3
1424,16,3
2671,35,2
2672,18,3
89,73,2
1696,26,3
1431,26,2
149,75,2
1704,29,3
1705,34,3
2051,94,2
2871,13,2
1870,23,3
2052,27,2
1435,29,3
2920,23,2
1439,42,2
1708,63,3
2682,77,3
153,13,2
92,13,2
2685,27,3
3073,8,3
1727,102,2
2698,19,3
1490,238,3
51,102,5
2106,20,3
1037,17,5
1503,106,5
1505,232,4
1892,67,4
3255,16,4
1962,132,5
2462,356,5
2549,49,4
1068,7,4
1513,43,3
1965,48,3
2132,34,3
2379,27,5
1742,98,4
1071,53,4
3256,28,3
108,144,4
109,52,3
1750,32,5
1079,74,3
1968,42,3
1969,62,4
2135,59,5
1521,51,4
56,126,4
3172,54,4
1525,47,4
1094,64,3
1096,20,3
1532,42,4
1759,65,4
1760,238,3
1762,113,4
1976,21,4
1901,33,3
2154,23,3
2157,22,5
1121,7,5
1124,15,5
114,114,3
2392,16,4
1774,38,3
117,53,3
1908,168,4
1776,50,3
1779,55,4
63,54,4
196,36,5
1140,48,4
1780,29,3
1987,25,5
1989,28,4
2400,49,4
2590,45,5
3106,18,5
1157,16,4
12,73,5
2001,86,5
14,26,3
1170,30,3
2407,12,3
1791,43,5
2204,28,3
1593,212,3
1919,92,3
1190,40,3
2008,53,5
2206,69,3
2082,66,3
2490,65,5
1201,120,4
1600,29,5
1208,704,4
1212,48,5
1801,96,5
968,50,5
849,88,4
2229,47,3
72,47,5
1233,30,5
2019,212,5
819,83,3
1618,85,4
1239,151,4
2896,32,3
1246,56,5
1621,36,4
1820,36,5
2238,23,4
2915,21,3
1824,30,3
1251,150,5
2241,26,5
2024,35,5
556,102,3
1623,52,5
1829,68,4
134,215,4
1287,14,4
2259,16,3
1929,30,4
2030,52,4
136,146,3
1836,49,3
2280,30,4
1932,36,5
1841,23,3
3257,92,4
1331,37,5
3134,86,3
2506,88,5
2092,20,4
2996,31,4
550,26,3
1849,68,3
663,28,5
1377,57,3
2439,34,5
2307,41,3
1383,39,5
1680,74,3
35,30,3
2041,51,5
1855,59,4
1686,361,3
1938,57,5
2477,18,5
1858,112,5
88,45,4
1420,124,3
298,522,4
1426,168,4
2674,47,4
3258,118,5
1698,96,4
3044,23,4
1701,65,4
1871,61,4
1873,57,5
1442,16,3
368,7,3
2450,39,5
2064,92,3
1882,32,3
1474,141,3
2065,133,5
1726,45,4
1489,36,3
1494,19,6
1952,182,5
1733,105,8
1958,71,5
232,135,6
1964,362,8
452,132,7
1967,131,9
2134,97,5
1749,519,5
2748,53,6
1753,176,9
1973,150,6
1109,44,6
1539,57,8
1978,64,5
1126,71,5
1906,106,9
1556,47,6
62,126,7
235,128,9
1912,235,8
2080,199,9
1994,85,9
1788,89,5
1915,91,8
1916,56,6
17,152,9
1800,158,5
2808,136,5
205,52,6
1222,44,8
2017,32,9
170,56,5
1923,262,8
1924,135,5
2818,656,5
23,232,6
1927,56,9
25,154,8
76,44,9
1831,21,8
1639,24,7
1294,38,9
2028,60,9
808,46,8
2427,126,5
2729,27,6
80,119,9
439,48,8
1842,23,6
2089,167,6
1662,116,8
1847,48,6
2036,131,5
2037,106,8
2038,128,6
347,138,7
86,564,9
2475,54,7
1401,31,6
1411,267,7
1863,360,9
2919,19,8
148,40,7
3170,77,7
41,57,6
1706,91,7
1944,25,6
408,131,7
154,18,8
1712,45,8
1876,23,5
1449,57,5
1450,22,7
2452,211,6
446,111,9
1885,90,7
1486,217,9
2067,94,6
306,46,9
1889,38,5
960,49,6
583,87,5
1,188,5
1036,58,6
2537,24,4
1955,94,4
1044,65,7
99,39,5
745,114,7
2745,30,6
2703,215,4
263,270,5
1966,80,4
1746,63,4
1524,33,4
1530,52,6
1899,56,5
1761,99,5
1540,43,5
1544,324,4
2566,299,5
270,45,5
2487,33,7
115,127,7
1129,530,6
1557,205,7
1777,35,6
2175,57,4
1567,269,5
1568,91,4
1911,72,4
1150,94,4
1153,17,5
1155,47,7
1998,29,6
393,128,4
2188,24,6
2409,66,6
1921,57,5
1599,26,4
3165,110,4
2220,175,4
462,91,7
1218,59,4
1228,82,7
1615,30,7
1815,147,4
2612,181,5
284,33,6
465,146,6
1827,155,7
1255,291,4
1828,88,6
1625,36,7
1269,25,7
635,92,7
1297,604,7
1930,169,6
1306,57,6
2425,130,5
1651,86,6
2837,140,5
921,26,4
1838,24,7
2763,25,5
3132,11,6
3040,124,7
1346,243,7
211,37,7
2286,59,7
1357,48,6
84,101,4
290,119,4
1360,115,7
2658,42,5
291,203,7
2298,137,4
144,771,7
1852,79,6
2047,66,7
2508,79,6
1407,20,7
2494,56,5
1861,49,5
2446,44,6
1428,96,4
1697,55,6
2331,16,5
2332,30,6
1943,69,7
1433,47,7
151,132,6
2479,37,7
1874,31,7
254,54,4
1468,100,5
159,135,4
2063,71,7
1485,71,4
