产品SKU,产品浏览量,产品加入购物车次数
405,550,15
179,206,17
2444,426,21
1701,120,18
1702,157,20
218,290,19
3440,228,12
182,196,18
3049,104,15
2056,138,16
352,62,19
562,815,12
847,600,17
546,733,14
736,586,18
97,89,19
2884,188,19
453,165,21
610,178,21
3835,179,15
857,151,20
456,124,19
193,219,14
118,430,15
1141,97,12
838,172,16
3295,273,19
124,169,18
464,113,15
557,109,15
422,148,20
2509,749,12
243,42,11
2072,34,19
468,95,20
246,143,18
1376,348,13
822,190,16
294,82,18
214,223,18
519,135,13
1867,135,15
299,145,21
149,172,20
408,109,12
3050,100,19
3825,39,18
386,224,20
768,321,13
656,235,16
188,98,14
257,215,18
53,120,17
2703,113,18
1066,280,16
2704,170,17
454,147,18
309,194,16
564,102,12
273,379,17
2179,318,16
900,76,19
2001,190,12
358,184,15
2085,165,13
2011,332,12
764,338,15
2015,34,13
463,161,13
1805,261,19
375,136,11
376,166,18
28,110,11
209,137,16
139,157,19
289,90,19
1348,133,19
2077,233,19
603,123,18
403,187,17
1700,79,17
1703,630,15
3170,172,19
41,161,18
1706,110,18
351,122,15
383,139,11
222,79,14
368,46,16
153,25,17
303,39,17
225,278,17
446,91,14
187,49,12
307,114,14
449,90,9
450,83,9
3035,485,13
1975,253,10
111,45,9
2389,181,16
8,62,10
2709,151,14
2167,317,15
2076,102,15
61,123,17
235,158,14
2182,92,14
3922,93,10
599,118,10
1614,128,14
73,101,15
3708,102,9
1930,234,15
1306,131,11
328,266,9
400,118,17
2036,350,10
2475,74,16
3832,129,16
250,242,10
298,354,13
3171,43,15
301,59,13
183,108,14
367,75,11
3443,126,10
3047,141,13
1947,30,9
3261,29,9
156,41,9
3818,89,15
526,1027,16
1727,126,13
385,90,42
333,125,30
3449,166,34
563,148,28
620,267,22
451,293,30
2953,441,26
515,276,39
3053,277,32
3364,280,30
339,155,39
530,316,23
567,191,31
3179,304,39
1326,310,31
496,470,37
2087,211,41
3901,279,34
810,395,28
2302,453,38
569,393,21
490,293,28
524,1536,31
1862,2076,27
652,477,27
536,145,41
229,63,21
1967,231,26
477,131,24
373,564,34
833,577,36
1996,238,22
236,256,26
528,234,24
926,184,37
3824,448,32
138,393,35
497,505,29
518,472,25
1942,492,22
1441,258,25
3054,157,28
185,164,27
657,72,24
387,203,25
512,188,25
3970,214,28
929,366,21
3166,346,23
646,163,26
549,175,26
3802,207,24
636,390,22
330,145,31
2096,228,26
535,219,22
3428,338,37
3328,289,22
3875,334,29
552,213,24
3817,137,19
3466,224,20
268,169,27
2098,257,19
392,356,31
200,290,18
2192,291,20
644,269,32
600,331,29
340,178,30
835,295,18
587,171,21
588,106,28
362,89,19
488,273,19
2638,678,34
342,343,23
3445,243,31
3531,1330,20
3260,451,26
177,144,25
3636,273,30
473,299,24
3441,164,28
384,207,24
3446,221,30
409,87,22
304,83,24
573,168,34
3455,172,19
607,235,21
276,260,21
417,161,25
344,132,20
2045,904,30
1868,156,21
2090,103,33
3182,170,20
3971,72,19
221,70,30
2764,377,31
2747,446,24
1743,484,16
640,241,17
2381,562,30
575,632,31
1530,316,26
457,160,16
324,338,26
3390,154,17
647,204,29
2434,191,29
175,79,24
2048,422,20
542,118,29
616,126,24
3972,141,18
474,88,21
545,474,29
481,886,22
356,213,28
2154,456,17
2084,169,24
59,700,21
336,326,27
539,233,29
2914,220,23
399,164,24
3973,89,27
2521,276,28
3264,489,18
560,153,23
90,124,19
350,106,24
2054,115,16
3262,271,24
184,77,23
2095,112,29
444,103,23
629,121,22
93,160,22
1476,182,19
3634,216,17
595,45,28
259,260,22
1891,269,17
191,68,18
262,113,14
2749,277,18
634,170,22
325,309,15
2206,1490,21
1920,147,25
3244,238,23
337,80,19
395,174,20
360,97,16
3176,1263,16
523,89,25
467,76,18
378,148,25
401,172,14
3048,369,14
343,147,21
312,407,19
178,509,25
148,198,27
653,71,16
349,153,26
3268,115,24
253,114,24
224,36,23
502,151,19
1314,520,78
786,495,67
1695,740,41
627,181,43
498,288,47
3789,574,61
826,244,69
1590,367,66
830,642,70
798,398,42
723,427,63
480,275,50
3454,413,67
54,1592,60
504,277,53
544,215,69
846,121,60
770,468,61
775,312,37
3834,744,39
3366,169,69
561,256,38
3266,349,45
3,544,46
820,463,48
661,562,36
509,157,38
1965,443,37
827,284,36
494,443,56
834,296,36
3974,424,48
836,680,37
3906,306,56
508,409,59
910,431,67
3712,232,55
763,786,47
604,313,47
705,306,60
2073,275,42
805,365,65
3183,181,50
537,231,38
3051,336,54
758,401,47
772,310,33
678,901,57
1704,272,57
638,813,40
1710,232,33
510,164,45
780,446,58
503,234,43
538,321,61
11,685,45
613,436,41
558,508,31
3363,172,60
245,415,51
382,381,53
3837,242,52
719,187,37
2525,206,42
521,188,30
2892,988,41
2204,622,51
701,442,31
3272,391,47
402,404,56
142,310,34
427,141,49
543,183,39
513,237,43
1110,521,47
754,354,56
365,392,36
650,160,51
3269,207,39
181,366,37
3448,178,36
482,117,54
553,124,39
532,477,54
379,271,38
3934,777,52
729,505,44
3897,179,30
331,281,54
655,133,39
617,157,49
571,155,30
267,444,28
554,216,42
3839,365,42
782,348,42
568,294,37
3833,286,28
3439,260,36
1025,1207,35
3368,303,28
632,65,37
793,1685,48
597,366,29
576,242,30
514,327,39
728,186,42
2392,596,44
579,239,28
520,551,43
3714,409,26
316,174,35
582,238,35
631,98,48
794,328,43
322,347,32
3357,298,26
516,424,34
752,278,49
2294,298,39
581,701,28
745,1245,27
3511,372,39
832,213,29
492,300,25
3477,363,42
766,265,46
3519,174,45
3263,582,47
244,137,42
3635,233,43
3962,84,26
823,354,40
3267,118,47
594,107,33
1803,395,28
580,175,44
533,218,24
824,544,23
3900,219,40
711,807,32
744,206,43
574,283,26
491,157,24
3107,185,35
621,587,33
486,266,26
649,225,38
738,346,30
602,597,27
3490,306,22
2999,193,27
296,210,31
38,524,40
219,134,39
2528,572,170
476,736,127
964,910,128
3370,776,117
285,1738,124
993,542,94
959,623,97
982,868,168
955,1514,110
940,794,169
2100,549,139
3788,587,137
783,1050,89
1011,504,153
1028,736,146
996,724,97
998,608,102
950,936,170
973,553,147
987,971,153
967,385,104
1301,821,136
980,637,166
720,625,131
1943,1131,100
3790,819,119
1001,539,95
1013,1211,135
717,787,145
981,757,162
958,533,104
986,573,85
2006,990,90
751,548,124
3369,558,156
3718,1186,91
1002,450,118
821,932,93
666,668,109
3904,799,150
3060,481,104
919,568,124
966,498,111
3660,842,102
715,1112,88
683,405,114
999,1182,116
2079,712,142
1565,1331,82
505,536,130
3270,750,127
670,954,122
912,553,83
2028,662,136
3052,520,75
677,560,142
1136,496,85
946,805,92
1015,611,122
2049,357,114
844,481,109
662,617,124
949,521,93
687,531,87
688,427,110
3713,963,105
2093,686,111
1016,792,78
681,438,88
1012,1576,95
978,960,78
3227,1605,122
943,838,81
713,504,109
750,434,83
791,696,104
995,809,115
1513,1241,121
945,715,104
957,407,112
3640,509,91
3905,765,98
698,536,100
548,325,65
500,703,92
522,562,80
799,507,77
816,429,100
3859,2224,88
3056,395,62
722,379,115
3185,737,109
963,1296,94
679,694,63
690,699,104
589,357,77
800,239,88
716,858,90
1010,949,103
1864,643,79
3715,784,65
961,908,64
714,638,101
3836,344,102
732,549,73
757,801,73
815,488,88
771,781,109
689,716,83
3838,720,76
760,208,100
3903,758,81
676,281,71
948,543,55
708,377,97
1004,649,75
784,676,59
779,329,96
3042,1728,60
664,390,56
730,438,54
829,447,68
990,721,101
3698,506,90
3639,637,90
684,559,88
3184,695,85
3436,529,84
812,357,62
706,551,62
3023,429,90
741,494,61
1000,639,74
702,127,77
882,529,63
796,434,47
787,829,55
3453,301,63
769,297,78
667,800,68
755,879,81
759,451,71
797,321,70
506,167,61
671,559,58
762,310,53
2876,831,86
825,477,64
1978,2664,54
753,215,73
818,290,70
540,445,54
3641,510,54
3178,417,53
707,291,59
726,680,53
686,668,85
724,668,82
3180,194,59
3709,417,50
704,1150,80
3975,334,69
1181,1279,74
804,786,75
590,543,49
718,559,65
3902,570,61
479,150,52
733,323,75
3976,332,52
721,288,55
3565,1570,77
551,266,74
743,613,58
3365,688,72
2385,5932,1787
849,3855,968
868,6003,926
852,3127,635
2410,3215,636
870,2717,739
911,2865,688
901,3226,614
850,2802,458
3057,3521,624
1941,2871,436
277,2274,536
913,1322,462
853,2439,598
855,3246,336
856,4259,633
863,1745,447
875,2483,458
1019,3038,522
1160,1996,427
348,2279,462
879,1440,328
877,2176,521
867,2614,441
3372,2312,276
866,1373,451
2102,1855,463
936,2124,437
2101,2209,447
1949,1750,463
1252,1736,411
3643,1706,266
859,1868,284
871,1710,290
872,1523,335
3840,1760,352
883,1858,311
3977,1140,223
887,2116,313
888,1379,325
869,1688,317
1006,2235,359
899,1889,369
931,1951,278
891,1232,222
864,2989,254
886,2361,282
1219,1908,246
893,1820,360
969,1199,288
3787,2117,296
876,2453,294
903,932,180
889,1491,316
890,888,280
894,1276,237
874,1030,301
1889,1141,267
2222,1399,292
3188,1932,174
3644,1351,198
2529,1724,211
897,974,187
3373,1610,305
895,913,304
916,713,179
941,1196,259
923,1222,281
908,2051,190
660,769,188
934,1117,211
884,1370,307
2010,1153,271
892,1208,162
1022,1818,305
909,1776,165
905,2215,194
511,1168,299
928,933,185
954,974,210
3720,1188,162
997,1065,230
3842,1023,265
907,1080,206
865,1482,292
2091,1313,284
3189,1834,174
896,1206,174
1014,1210,204
1017,1033,265
2738,1079,170
935,651,153
669,818,252
881,2431,211
438,1360,186
951,1181,234
3841,1151,179
902,915,136
944,749,249
861,1149,259
942,632,145
914,1360,200
976,972,224
693,1321,211
880,878,170
674,654,249
525,1208,138
977,749,126
776,570,151
1003,801,149
3978,991,219
3273,953,139
988,1349,180
920,1137,173
953,697,184
663,918,218
937,1032,158
3187,1109,151
3271,1124,201
2103,1394,132
947,746,209
747,1253,147
904,1202,172
992,819,189
1020,905,183
2739,1031,198
1520,1332,144
984,946,198
933,1106,155
3717,750,181
3177,1548,153
1024,929,129
499,858,176
1026,610,178
994,881,131
2923,794,122
939,843,172
3908,1086,219
3719,1252,184
709,532,152
3907,527,205
971,1059,117
3645,1200,196
983,1330,131
435,1054,149
279,1548,119
3452,2010,114
673,816,119
965,482,201
2465,1675,126
3186,2003,176
975,1057,154
685,582,179
3716,2786,105
2104,667,190
922,952,187
3952,918,181
1018,598,187
697,696,183
927,788,196
682,963,187
1027,981,170
672,952,163
970,1138,166
930,1380,185
665,499,176
3586,28,3
3578,6,3
1492,33,2
1494,13,3
1890,15,3
3190,17,3
2929,5,3
1955,169,2
1733,172,3
1502,37,2
2110,9,2
1735,205,3
3355,166,2
2933,3,3
1507,11,3
1509,14,2
2773,33,2
1964,278,3
1063,20,3
2550,9,3
1741,68,2
1021,29,2
3256,9,3
2940,18,3
1078,13,3
1898,19,2
1080,23,2
3960,48,2
2759,40,3
3950,10,2
1523,30,2
1754,8,3
1091,20,3
2486,26,3
2387,11,3
3979,12,2
1756,7,2
3980,29,2
3538,107,3
1762,46,2
269,58,3
3239,68,2
112,102,3
1901,43,2
3981,17,3
1902,95,3
3846,24,3
2161,29,2
3384,19,3
113,23,2
2888,9,3
1548,22,3
3650,46,3
1551,75,2
1557,188,3
2890,12,3
1775,167,2
1778,68,2
1779,39,3
2396,8,2
1566,52,2
3473,31,2
1142,35,2
1143,27,2
3942,8,2
3174,14,2
3207,20,2
2800,151,2
3243,23,2
3387,55,2
1151,18,3
2964,19,3
1995,159,2
3105,9,3
2801,31,3
1997,20,2
2184,14,2
2965,13,3
2590,57,3
2185,20,2
2188,29,3
12,29,3
1008,1,2
415,133,3
2003,5,2
898,28,3
1007,20,2
3766,38,3
281,29,3
203,45,3
2212,26,3
1795,48,2
2515,33,3
1210,97,2
1801,78,2
123,29,2
3885,25,2
3886,23,2
338,43,3
3299,106,3
1608,269,3
1220,53,2
3823,8,2
1223,20,2
1808,22,3
2017,20,2
2018,51,2
2894,33,3
1810,24,3
1613,189,3
419,57,3
1924,51,2
1815,49,2
3480,59,3
765,50,3
2825,171,3
3925,16,2
1245,5,2
2237,60,2
2613,17,3
1247,21,3
1822,11,3
3555,16,2
2418,25,3
1255,162,2
2243,24,2
1257,17,2
1258,16,3
3739,112,2
1830,49,2
1270,30,3
76,31,3
1629,35,2
3248,46,2
1631,6,2
1278,26,2
1633,23,2
2421,34,2
2260,88,2
3801,20,2
3483,25,3
2984,40,3
2425,18,2
692,69,3
2278,20,2
2279,16,3
3131,47,2
3218,16,2
2471,13,2
2431,7,3
137,33,2
2763,18,2
2282,30,3
3132,14,2
3697,37,2
3220,4,2
3632,44,3
1355,56,3
426,49,3
1357,77,2
3982,9,3
3529,9,2
1360,23,3
3983,10,2
3253,71,3
1366,26,3
2035,237,2
1370,52,3
1373,15,2
3683,95,3
3890,17,2
3751,21,3
3964,189,2
34,333,3
3029,24,3
1674,17,2
1675,76,3
2306,14,2
1677,41,3
1383,9,3
1678,46,3
1680,25,2
2905,40,2
35,132,2
1681,38,2
3063,36,2
295,66,3
2046,16,3
3871,6,2
1402,15,2
3872,4,3
1414,27,2
1419,29,2
2670,6,2
313,38,2
1861,73,2
1426,94,3
2672,17,3
2083,41,3
2331,5,2
2332,39,3
1865,34,3
1699,20,2
3410,36,2
1872,50,3
1708,88,3
1709,30,3
3045,25,2
2058,31,2
1875,27,3
1712,7,3
3353,9,2
1877,12,2
1882,19,3
3018,10,2
2065,128,2
1885,39,3
3784,130,2
1486,160,3
1888,108,3
1490,248,5
1496,82,4
1951,61,5
1035,34,3
260,36,5
2374,36,5
1005,43,3
1040,42,5
1041,129,5
2461,42,3
1958,33,4
190,59,3
1736,194,5
353,65,4
4,278,5
1893,159,5
483,180,3
55,107,3
3435,217,4
3579,10,4
108,95,3
1896,74,4
163,57,5
1969,86,3
1081,56,4
3984,37,3
3646,133,5
3782,38,4
3725,132,3
58,70,3
1527,43,4
1092,24,5
1094,34,4
1095,29,4
1974,67,4
611,140,3
1761,43,4
1540,18,5
3240,20,3
1767,112,3
3850,23,5
271,48,4
1981,32,5
2168,22,3
2499,14,4
272,369,5
1558,63,5
1773,44,3
1774,23,4
2575,65,4
275,438,5
2958,198,5
169,133,5
1140,54,3
1570,14,5
1993,44,4
1155,45,3
14,24,4
1582,38,5
1915,86,4
1198,43,5
1794,75,4
1922,92,4
1601,25,3
122,76,5
68,87,3
3297,284,4
2220,85,4
3776,60,5
3393,25,3
2503,24,5
3549,16,5
3967,45,5
1804,302,5
3985,52,3
437,51,3
1231,207,5
1234,104,3
1615,52,4
1925,47,3
132,56,3
3121,22,4
74,284,3
1621,53,5
1249,269,3
1622,31,4
1820,18,5
1828,54,5
1829,37,3
3154,12,4
327,82,3
2026,48,4
3516,215,5
1285,89,5
3559,13,5
2259,36,5
2505,54,4
2625,11,3
2492,40,3
3986,50,3
3485,21,4
363,35,5
809,1,5
136,160,5
1836,42,4
1654,76,3
1321,34,3
3349,84,5
742,29,3
1838,33,3
1839,28,4
1840,17,3
1932,19,3
3987,57,5
2903,337,5
2517,104,4
1844,49,4
211,102,5
3749,55,5
3567,6,3
2473,58,4
291,260,5
1368,19,5
1849,58,4
1382,37,4
1852,68,3
347,57,3
3988,16,5
2041,15,4
2047,12,3
1856,108,4
88,77,3
442,166,3
1939,338,3
2322,43,5
1417,23,3
756,124,5
3813,41,4
1940,85,3
570,76,3
2478,46,5
2330,43,5
1428,95,4
1696,34,4
1431,18,5
1434,55,5
1435,89,4
3877,132,4
1944,50,5
2343,28,5
1439,90,5
1711,33,4
43,9,5
155,30,3
45,8,4
1876,22,3
3693,17,3
801,948,5
2693,4,4
2457,6,3
2066,91,5
258,116,9
1036,43,9
1952,199,6
2537,34,9
1044,37,5
1055,143,7
1894,50,5
3278,26,6
1748,76,9
1897,54,7
1522,43,8
389,136,9
1112,452,5
2706,47,6
1549,59,6
1904,599,9
3702,30,8
3786,61,7
1129,300,6
2796,223,6
1984,73,7
335,105,7
63,93,8
1567,288,5
1782,43,9
3292,50,9
2403,48,6
3514,40,6
2512,98,8
2406,223,8
1799,200,6
1602,160,8
3968,103,5
170,41,8
2019,298,9
2234,286,5
207,129,5
1246,47,6
2915,73,6
3246,68,8
75,89,8
1259,25,6
1625,32,9
133,51,7
3305,32,8
77,220,9
1297,539,6
2423,130,7
3928,26,7
2427,223,7
242,55,5
30,48,7
3989,48,7
2507,103,8
2033,209,7
3865,63,8
3041,309,6
3783,58,5
1377,63,8
3773,119,9
248,254,8
1411,305,7
406,117,8
2494,60,7
2324,255,6
2673,60,8
3774,48,9
2050,92,9
42,78,7
3990,83,8
1442,18,7
3433,139,5
44,22,7
186,40,5
2060,20,6
3434,19,7
1447,8,8
3692,19,5
2686,40,6
226,53,7
960,68,4
370,75,4
1,38,6
2109,36,4
1050,43,7
1737,23,7
3255,286,7
3535,192,5
1057,140,6
2462,385,4
263,208,6
233,138,6
1511,31,4
1512,37,4
608,38,5
1082,53,4
1083,28,5
2922,87,4
3199,111,7
1528,48,7
192,114,5
1973,104,7
1759,23,7
3969,61,6
3828,42,4
3821,67,6
1770,26,7
1552,152,4
1127,225,7
10,18,7
274,109,6
62,96,4
168,90,4
196,35,6
3580,38,6
1986,47,4
1780,56,6
2799,19,5
1788,65,7
3109,85,7
1579,44,7
2516,54,6
1584,17,5
2005,19,4
2082,36,6
1201,210,5
1202,79,5
3991,59,4
3992,9,6
3426,56,7
126,36,5
71,43,4
72,69,6
129,60,4
3551,208,7
1811,74,7
22,88,5
2020,41,6
23,84,4
1817,409,5
1821,27,6
465,185,6
2022,87,7
2023,112,6
2241,49,6
1826,253,7
556,74,4
1827,124,6
2718,20,4
807,41,4
3450,93,6
1286,106,6
3517,47,6
808,59,7
1643,19,5
3861,93,5
3957,69,4
3582,38,4
2272,200,7
1656,138,6
3562,103,5
1841,22,5
2506,167,7
2731,260,5
441,104,5
83,77,7
1663,71,5
2286,51,7
2295,14,7
1934,88,6
1671,47,7
1851,61,5
213,82,7
345,231,5
3224,35,7
1390,20,6
651,30,5
2508,36,4
1403,149,4
147,220,6
1694,166,6
216,88,6
1863,253,6
89,102,6
180,383,6
1697,39,5
1698,52,7
252,164,4
2861,39,4
1866,90,6
2053,137,7
2918,44,5
91,40,5
1874,35,7
2057,17,5
92,25,6
1715,14,6
1450,11,7
2063,70,6
1720,343,7
50,49,5
