产品SKU,产品浏览量,产品加入购物车次数
643,75,26
990,216,20
2504,128,17
4184,169,22
636,298,18
80,454,25
3561,423,20
506,165,15
2094,131,21
2518,149,16
424,145,15
3635,173,17
3636,254,27
2324,374,14
3227,442,16
382,202,22
218,143,27
315,85,16
2095,186,24
811,271,21
3433,135,27
185,87,16
2520,26,24
3056,200,43
4067,487,48
534,250,62
1010,842,47
3266,248,45
3718,295,51
1016,429,68
550,255,58
718,502,62
725,306,40
4189,434,51
314,154,55
662,349,59
999,660,64
750,334,45
497,555,66
717,256,72
1565,616,45
757,579,40
1028,280,67
3644,985,63
3436,363,73
4186,444,70
812,202,42
724,559,43
1864,660,43
1965,393,68
267,704,66
3109,262,66
4105,466,61
559,273,44
3645,399,41
910,327,56
704,867,59
474,387,41
3970,207,67
3975,576,44
1136,217,67
3836,134,40
518,473,43
3273,378,56
3976,248,53
654,140,38
2465,471,40
798,316,39
3363,180,62
698,366,57
3412,199,64
730,279,37
3904,355,39
948,232,42
3906,347,32
664,150,63
3785,113,49
2528,286,61
818,413,50
4136,205,32
3023,268,61
841,524,41
2096,240,42
248,769,55
4187,158,44
561,224,53
707,651,51
726,418,48
2093,363,50
2076,773,41
820,447,35
602,512,57
2429,261,47
714,340,32
507,129,43
3565,913,52
490,407,40
825,135,59
3902,190,38
604,201,52
782,210,34
3974,454,29
245,375,29
2531,322,56
1025,785,51
787,849,29
805,209,54
498,203,41
800,190,33
4068,215,46
753,233,51
2922,369,32
667,463,55
3248,537,33
4062,144,31
729,415,53
804,572,49
3712,255,46
605,521,38
829,300,52
3269,274,29
3641,301,48
702,194,38
4188,254,42
3709,167,42
767,205,33
3634,357,45
2140,187,43
830,345,35
834,170,40
3833,148,39
2088,330,30
3180,196,49
544,154,34
676,179,46
483,645,46
387,207,33
766,304,30
738,261,37
541,310,49
3253,505,33
3789,178,42
479,109,42
806,321,26
509,135,45
672,468,36
706,242,30
476,150,34
775,324,33
2192,226,36
4137,120,42
569,418,25
2043,442,28
524,1487,28
823,339,26
432,548,35
780,224,31
794,400,42
4096,241,39
614,230,35
836,428,34
496,352,34
3987,395,25
3453,182,28
817,98,35
655,140,43
685,781,149
947,534,110
4044,592,150
989,558,181
1770,716,149
967,765,132
663,593,121
1008,638,99
3908,917,126
905,1068,107
980,637,163
3720,646,123
1889,991,128
884,757,134
949,537,138
2010,680,148
880,556,141
963,628,120
898,476,165
2049,635,148
2738,869,90
1520,1038,131
3042,2129,99
747,822,94
720,351,137
940,603,93
658,696,92
499,576,118
973,476,124
1001,767,140
997,986,96
932,770,85
3374,375,134
4163,641,148
674,638,138
904,857,127
920,913,144
591,535,148
2923,331,138
970,701,81
783,575,77
435,611,122
2103,951,95
69,1079,103
934,668,131
791,605,148
4210,759,106
1027,786,127
939,489,89
965,677,116
983,526,105
996,600,139
955,1098,133
971,1118,92
927,398,132
1013,959,130
1011,321,75
4160,872,81
923,890,77
1006,1166,101
1024,367,107
992,549,128
953,470,109
957,358,84
665,422,134
943,705,89
975,508,69
799,910,87
987,583,123
3713,793,123
3984,521,124
4172,1067,112
991,655,130
761,1012,107
1695,1206,92
801,644,85
994,594,71
2100,516,123
347,1320,123
693,440,69
1026,612,76
922,523,87
906,899,90
3952,816,66
1000,1084,83
2104,476,123
958,581,113
776,875,68
771,381,82
480,496,87
697,813,92
961,971,84
903,987,102
981,571,114
966,353,112
713,379,61
946,563,82
508,539,67
88,610,66
673,438,88
3841,648,78
677,437,103
982,728,68
2530,383,80
998,342,59
3788,384,104
551,583,88
606,1228,79
1536,881,64
732,481,100
1007,825,102
688,375,79
666,286,83
2529,783,64
723,597,90
670,500,72
684,328,68
1015,329,85
681,695,57
1018,346,100
741,604,64
815,880,94
1012,845,73
733,585,62
3060,348,71
2739,357,85
675,341,80
1719,780,81
722,400,96
3907,515,96
3719,658,95
500,531,101
796,368,92
797,686,53
1301,390,70
1009,415,59
995,830,67
844,341,94
755,475,56
365,264,88
978,539,95
977,557,84
682,283,77
708,315,69
2237,460,62
777,321,80
786,786,54
3452,960,53
689,363,61
986,450,53
770,242,60
3842,928,69
821,630,88
845,384,59
719,407,75
1004,546,72
3790,292,64
2473,405,71
3716,386,73
686,303,44
526,835,62
4045,444,47
579,461,66
751,482,49
3234,841,80
851,3818,677
277,2260,624
862,2657,627
911,3171,664
868,2111,440
858,2954,634
870,1340,525
855,2920,391
854,3085,402
828,4445,430
852,2008,339
866,1678,478
1941,2320,386
4140,1597,382
850,2206,337
3057,1406,264
1019,1720,403
3977,1520,231
853,1702,296
1649,2003,335
863,1391,337
872,2274,255
1022,1997,310
875,2147,306
1949,1361,228
1160,1222,362
867,1876,235
901,2376,392
789,1910,324
348,1625,351
882,2252,332
377,2999,282
856,3040,325
913,797,326
864,2180,224
548,1581,304
878,1297,244
511,1552,357
883,1208,286
4165,3416,287
848,1752,280
3996,1665,200
3997,1720,284
887,1545,243
2101,1791,290
2102,745,237
879,1063,211
3372,831,252
859,793,227
1214,1324,305
2410,1615,225
2222,1537,228
892,830,218
1014,1388,259
877,1567,231
886,1656,189
936,824,158
3643,1047,206
3189,940,262
952,1436,277
1252,846,250
937,1116,233
4021,1601,180
873,1024,237
1636,1527,166
919,820,278
897,1120,156
931,1707,202
869,923,168
4164,1723,264
3978,1039,227
896,582,154
865,1688,196
888,1029,252
3998,967,173
2091,966,169
962,1084,234
889,1069,248
871,1417,242
1097,845,165
928,837,187
1219,922,155
876,927,164
572,1049,167
893,1926,157
907,1191,226
1003,662,162
3840,1604,229
874,1120,176
814,531,165
709,915,137
944,1241,229
909,1012,193
1017,1147,138
984,767,196
924,888,196
941,838,132
954,520,221
912,1286,156
942,592,158
988,926,147
4066,2049,204
891,1436,118
894,1229,113
881,1677,139
895,533,209
969,1054,142
1087,653,196
3187,810,124
902,947,140
890,989,124
916,501,102
976,557,120
914,1133,126
899,1061,115
445,758,146
660,876,165
885,690,104
1002,808,121
861,954,169
908,806,169
935,821,111
1730,15,2
1493,22,3
1032,23,3
2884,126,2
1034,10,3
1035,20,3
1036,33,2
3080,166,3
2537,14,3
2538,23,2
2374,22,3
1044,28,2
1957,14,2
100,40,3
1735,171,3
3355,99,3
1508,110,2
102,43,2
2544,9,2
2462,276,2
4159,25,2
3424,14,2
1746,27,2
2134,65,2
1079,48,3
163,23,2
608,7,3
3647,6,3
1523,52,2
1527,23,2
1754,15,3
1094,30,3
1973,66,3
2560,10,3
3995,37,3
4070,16,2
111,49,2
1761,37,3
269,31,2
712,9,3
1545,43,2
3953,16,2
1902,51,3
3913,14,3
4111,33,3
3941,12,2
3285,7,2
4127,61,2
2390,18,2
59,269,2
1549,49,3
1904,515,3
3850,20,2
2921,8,3
3786,49,3
271,20,2
1906,23,3
1980,62,2
2575,46,3
2890,10,3
1984,56,3
168,62,3
2466,12,3
196,89,2
485,8,3
1991,45,2
2588,5,2
2184,10,2
2590,21,3
3106,16,3
2185,28,3
1573,35,2
1787,15,2
3919,17,2
900,21,3
4117,44,3
795,13,3
13,70,2
66,65,2
4102,33,2
1170,28,3
415,56,2
1584,36,3
687,12,2
1791,19,3
1588,22,3
1589,10,3
4086,32,3
3736,35,2
2489,7,3
394,5,2
1920,112,3
2209,23,3
1196,39,2
203,29,2
1921,11,2
2966,72,2
1199,12,3
2212,28,2
2213,4,2
1205,13,3
4013,55,2
2806,22,2
2967,13,3
3776,21,3
3895,30,3
1802,55,3
2503,29,3
462,311,2
1218,37,2
4211,16,2
1609,46,2
3968,43,2
4212,7,3
2894,12,3
170,50,2
3551,188,2
1233,21,3
1811,56,2
3396,35,2
4112,37,2
1816,57,3
2896,45,2
2825,105,3
1817,325,3
1243,8,2
3925,27,3
74,108,3
1819,50,3
4213,7,2
3798,8,3
2024,42,2
1623,17,3
1263,21,2
3024,103,2
1625,22,3
1830,51,3
3153,18,2
1272,47,3
2025,39,3
2026,46,3
1277,4,2
3516,172,3
2421,11,3
1638,11,2
2505,57,2
1298,46,3
2625,14,3
2028,22,3
808,45,3
1930,90,3
567,7,2
3401,28,3
4178,45,2
4214,12,2
489,13,2
3802,7,3
3130,7,3
3157,3,3
3131,35,3
3271,32,3
3672,5,3
137,55,3
1840,40,3
1932,35,3
4215,15,2
1660,7,3
2756,23,2
3697,59,3
1335,18,2
2990,8,3
4110,70,3
4202,55,2
2903,311,3
2032,103,2
441,74,2
289,90,2
4216,19,2
1357,72,3
3680,2,2
2292,41,2
4014,79,2
1362,47,2
2296,36,3
1366,36,2
1373,20,3
3783,36,2
1670,13,2
560,38,3
1377,65,2
2074,37,2
1851,18,3
1676,22,3
1677,21,2
1678,27,3
1852,44,3
4217,27,2
1393,8,3
1394,15,2
3063,12,2
710,36,2
2735,10,3
1683,15,2
1855,27,2
147,143,2
756,93,2
3896,42,3
1940,96,3
1694,92,3
1424,15,2
1862,75,2
298,308,2
3009,9,2
1863,427,3
2446,33,3
1698,34,3
2332,18,3
1867,61,2
1870,29,2
2741,48,2
1706,34,3
2337,22,2
2053,68,3
4083,123,2
1944,34,3
4122,54,3
2918,24,3
1946,59,3
1711,30,3
2057,10,2
1875,16,2
4106,9,2
1712,13,2
45,9,3
2511,10,3
1447,8,2
4107,1,3
3966,48,3
3438,33,2
4218,36,2
2879,22,2
4108,22,2
4012,15,2
4130,36,2
2495,40,3
4200,30,2
3879,20,2
1466,13,3
159,84,2
2064,46,2
305,49,3
3508,3,3
1885,47,2
960,44,4
2698,44,5
1490,224,5
1952,118,5
1955,59,3
448,156,5
1733,128,4
2916,14,3
2541,48,5
3275,54,5
1057,120,4
1894,68,3
191,90,3
3465,210,5
233,111,5
2779,184,3
1511,38,3
2549,43,4
106,72,5
1081,14,3
2748,39,3
2759,70,4
1095,34,4
4219,27,3
1755,20,4
4041,53,3
1759,56,5
611,109,5
3981,45,3
4072,94,5
2525,85,4
4166,40,5
4220,23,3
2084,145,3
1768,62,3
4063,14,3
1905,20,4
3696,13,4
114,50,3
2165,33,3
1981,26,3
2168,21,3
10,81,5
2958,188,4
63,79,4
3163,89,5
1570,24,5
1571,30,5
1143,19,5
2582,30,3
1992,68,5
2401,15,5
199,149,3
3715,11,3
3918,58,3
2186,9,5
2592,35,4
2593,34,3
3854,16,5
3899,14,4
3601,6,4
2512,90,5
4221,9,4
2082,49,3
1198,14,3
1201,132,5
1209,172,5
1212,17,5
2012,166,4
68,59,4
3885,13,5
3151,55,4
3581,28,3
3549,23,3
3922,34,3
3967,42,5
2412,114,3
4222,18,3
71,29,5
437,108,3
2895,254,3
2612,125,4
1247,5,5
284,15,5
1826,565,3
1827,71,4
1255,81,4
1828,22,3
1271,12,4
3213,69,4
77,193,3
835,95,4
2259,23,3
1296,45,3
2634,54,5
3308,130,3
2029,33,5
2425,33,4
2272,110,4
4223,7,5
624,90,4
1321,62,4
2763,9,3
1331,38,5
3139,70,4
3806,8,4
3445,287,3
4053,26,4
2733,65,5
33,152,5
603,147,3
1671,28,4
3964,282,5
3871,15,3
4038,12,5
2494,45,3
1420,29,3
2673,67,5
89,34,4
1699,53,3
1943,64,5
1701,43,5
148,73,5
4224,14,5
3170,76,3
3410,75,5
150,57,4
301,44,4
152,58,4
1442,12,5
221,16,5
3045,43,3
2682,33,4
1947,17,5
2058,19,5
223,32,4
4161,10,3
4180,8,4
4225,11,4
3692,22,4
1450,15,5
3816,5,3
4085,11,4
3818,44,3
4125,38,3
4126,94,5
2482,73,4
93,177,3
736,286,3
158,51,4
2063,46,3
1882,11,5
831,219,3
3018,21,4
95,45,5
50,30,4
257,125,7
1951,38,7
259,33,7
260,77,5
4034,33,5
1050,21,4
3278,24,6
266,72,5
1966,90,6
1071,30,6
1896,52,5
1969,38,5
1522,79,5
1532,53,7
930,53,4
3239,81,6
1116,18,5
2750,45,6
3540,16,7
1767,61,4
3821,60,7
1557,148,7
166,210,5
4198,67,7
235,123,5
357,304,7
1567,174,6
1141,51,6
198,22,5
3387,51,4
3292,20,4
2001,76,7
3514,36,7
2406,103,7
3444,86,7
2006,48,6
1916,59,4
1793,31,7
1917,40,6
358,227,4
2009,35,5
493,190,4
122,44,4
395,92,4
3150,29,4
4118,68,7
3432,57,6
1804,188,6
1805,115,5
127,51,4
2019,237,7
419,42,6
22,84,6
1615,50,6
2021,62,4
1925,27,7
2611,44,4
3777,54,7
2022,62,6
1270,15,5
1629,64,7
1285,38,5
1644,32,6
422,58,5
3861,44,5
4181,67,5
2428,208,4
1838,54,6
81,21,5
1842,20,5
2282,22,6
1844,69,4
2507,65,6
2033,53,7
3994,197,5
426,111,6
246,95,5
32,24,7
3041,111,5
1934,86,4
2298,216,4
293,47,5
951,82,7
86,104,5
3832,53,7
3891,24,4
651,58,5
296,50,6
2508,33,4
1857,77,7
406,25,6
3169,43,6
1692,42,6
407,107,6
2478,107,4
3774,60,6
180,347,5
2050,31,6
3328,110,7
41,49,6
2052,33,7
3892,85,7
2090,89,4
220,75,4
3050,50,4
444,26,6
1874,19,7
4226,16,5
4175,17,5
46,11,6
1876,18,7
92,11,6
4039,33,5
3585,27,6
386,109,6
562,603,4
4123,35,4
711,312,4
1727,53,5
1728,32,5
1732,38,7
3535,298,7
1739,80,8
4182,86,6
451,111,11
317,219,8
55,42,9
2704,154,9
985,54,9
108,92,8
453,85,11
1750,32,6
734,31,6
454,87,6
4199,62,7
1098,171,11
192,88,8
319,124,9
610,84,8
2154,77,9
2157,51,8
115,127,9
272,272,7
335,136,11
322,88,6
3356,196,11
1157,99,6
325,471,6
337,48,9
599,95,6
840,62,8
19,42,6
1610,105,10
600,105,9
171,101,8
623,94,7
2234,365,8
2023,105,9
25,114,11
327,40,7
1286,65,10
2492,50,11
3931,345,9
400,88,9
2510,43,9
242,76,6
364,69,9
174,176,11
2434,178,9
210,70,10
2766,40,7
2077,90,8
143,96,11
1360,95,8
2035,61,9
1675,85,11
345,75,9
428,172,7
295,36,8
1856,94,10
249,153,10
1939,201,6
716,158,7
1697,62,10
3990,80,6
367,52,10
383,79,11
3262,207,6
254,30,7
153,30,9
186,36,10
1449,35,9
4061,16,8
481,573,6
768,373,8
847,495,7
4133,37,9
656,162,10
1476,78,11
187,32,6
1005,61,9
189,71,6
1736,143,6
4,217,9
2775,167,6
2703,157,8
3259,83,7
633,127,5
1967,125,8
162,164,5
3910,70,7
57,51,6
4227,25,5
8,120,5
4228,43,5
113,56,8
1771,35,5
1132,165,5
169,87,8
1150,40,9
565,43,6
1574,46,7
2516,100,8
3839,102,7
1182,73,6
2490,25,8
1794,58,7
2011,80,5
17,162,5
691,92,5
1222,19,6
72,68,6
129,34,7
23,96,9
207,111,8
1821,38,9
2422,59,6
1641,27,8
1299,68,6
2983,125,6
2984,102,5
2900,95,5
3671,103,9
30,117,5
2517,137,7
1933,77,9
2850,63,9
2295,2,8
1672,402,8
213,112,5
294,74,7
1397,11,9
2044,98,5
1411,310,9
442,85,8
2861,34,9
1702,113,9
1868,82,9
149,149,9
2051,134,6
332,92,9
1710,58,6
3530,32,5
3443,108,6
3047,92,8
4193,30,6
4229,28,8
4153,19,8
4162,23,6
3946,62,6
4116,127,5
2452,79,9
4087,48,5
2689,92,6
446,35,8
1720,117,9
256,39,5
1886,48,7
2066,56,6
1488,83,9
