产品SKU,产品浏览量,产品加入购物车次数
262,154,15
318,224,15
634,215,17
356,246,12
166,326,14
2795,303,14
458,344,15
275,999,21
335,673,21
197,195,22
3357,120,12
1155,157,12
415,270,15
2516,372,12
1914,112,21
15,246,16
1181,464,14
17,147,22
1299,128,22
489,364,16
2510,90,13
2069,66,21
2287,206,23
428,362,23
473,142,18
1946,85,12
3262,115,22
221,64,21
445,833,21
256,58,22
694,266,17
814,69,11
1508,289,20
1057,138,13
387,211,11
263,198,12
233,305,18
57,48,20
454,132,13
111,83,20
269,195,16
59,1246,11
1782,161,15
1785,142,17
325,391,20
968,110,21
3364,127,11
2606,85,19
2016,79,14
3117,175,15
647,215,12
361,296,21
2633,556,15
803,162,13
288,76,14
78,457,13
496,253,11
424,88,16
2077,173,20
1846,285,19
3260,424,11
2294,221,18
603,164,19
1672,782,15
34,212,21
37,176,20
1943,72,19
3050,74,17
223,38,17
2520,45,12
482,100,21
305,62,14
2075,324,11
1891,212,17
4,306,11
101,196,15
102,89,10
2546,1164,10
1748,65,11
673,65,14
389,76,15
1524,82,15
598,188,10
2393,135,15
1992,289,17
324,294,14
394,213,18
2011,486,11
1231,385,16
171,102,16
1814,123,10
807,101,13
139,72,15
143,118,14
298,520,13
429,1564,10
181,115,18
218,130,13
183,177,15
443,164,17
3365,145,11
254,61,18
1476,105,18
188,78,16
2916,164,14
450,179,14
2703,232,11
611,141,11
271,28,9
118,895,16
65,550,17
2192,146,16
2010,87,17
1800,94,11
124,144,11
71,135,9
22,198,12
359,133,14
2630,79,17
364,91,9
175,75,13
3269,149,16
32,89,12
249,342,12
1693,110,10
216,118,10
652,537,17
3170,87,11
3265,37,13
3049,88,13
2060,36,14
46,18,16
1876,14,10
304,46,16
1721,160,13
228,118,15
50,29,16
306,94,10
640,115,39
1900,319,28
539,166,40
278,470,22
531,229,41
588,207,24
3134,158,31
343,110,38
3366,79,41
2324,556,22
552,165,39
2877,158,41
352,68,24
2086,39,40
93,248,41
631,81,37
317,243,27
1081,937,23
355,171,38
610,141,33
457,100,34
1982,158,35
802,336,28
198,90,37
199,491,29
1803,354,30
421,141,34
423,488,30
140,78,36
312,333,30
178,662,37
910,257,30
186,44,28
526,960,39
267,265,21
453,163,23
193,179,26
391,215,37
434,154,26
839,239,32
622,186,22
623,354,21
340,159,35
636,398,20
2434,992,26
541,318,27
401,188,24
810,354,29
248,1856,24
179,398,29
637,1032,34
590,139,33
536,85,37
499,1147,24
594,117,32
2764,340,29
412,285,31
334,301,35
321,294,26
12,193,23
418,494,19
614,250,21
244,189,30
2993,189,19
209,79,26
2903,279,20
2518,202,33
31,914,25
405,626,20
3178,188,18
44,81,20
562,782,35
572,1031,20
553,92,20
448,265,18
605,414,30
606,317,24
310,175,23
456,95,28
2709,255,29
327,264,31
328,385,28
400,208,24
2523,163,32
3367,224,33
367,164,27
220,226,29
222,131,20
617,219,26
156,72,20
225,324,17
446,50,28
573,261,32
316,104,20
61,109,30
373,229,23
357,220,30
395,151,28
849,238,25
206,282,21
2022,100,18
360,168,29
28,162,22
2029,141,28
568,291,19
3263,257,16
342,424,31
378,194,21
177,135,17
2035,338,27
1940,288,29
348,196,22
2054,153,19
315,102,21
253,157,18
185,101,23
257,394,18
308,219,24
1961,151,25
309,153,28
372,116,24
11,109,26
276,254,23
1195,518,20
463,149,16
173,186,19
1271,942,19
646,157,22
376,168,29
420,280,20
567,391,24
774,830,24
329,106,22
208,53,18
468,110,28
379,221,22
294,131,28
147,356,16
581,652,17
3171,49,22
2090,140,23
351,95,17
384,201,15
184,114,21
224,75,27
410,168,17
584,304,17
191,133,27
607,173,21
268,111,17
1975,242,16
169,183,18
1150,153,18
336,235,20
621,207,25
358,377,23
578,228,15
239,577,27
207,123,15
397,238,17
398,361,23
362,153,24
469,462,18
1355,393,27
403,418,20
346,550,22
472,864,16
1430,188,16
299,99,22
151,84,24
3368,66,17
444,105,16
385,87,22
303,27,16
409,101,24
2526,538,58
823,379,73
331,225,74
3266,180,79
711,1209,40
514,405,66
784,531,67
2094,225,77
1025,967,41
664,500,58
503,340,58
504,322,51
795,536,54
508,503,74
490,431,62
744,550,58
558,591,60
535,503,38
779,407,66
831,522,67
574,607,51
530,312,70
809,396,39
701,452,42
142,253,60
792,439,50
1862,5198,55
767,311,62
806,717,56
604,793,36
620,260,59
609,393,63
476,326,55
782,499,62
766,535,46
561,221,60
576,403,45
492,335,55
820,263,67
812,384,58
654,114,42
3369,175,40
582,342,36
513,306,48
326,317,41
3184,282,38
2087,313,40
497,613,49
38,717,50
655,144,36
2450,280,50
480,822,45
502,239,59
322,967,52
836,640,58
3250,342,49
1850,400,46
817,185,50
3053,421,53
649,380,57
311,266,39
2302,929,46
801,1595,40
1911,258,36
493,1044,54
929,604,57
488,375,30
785,364,38
524,1316,38
629,215,47
537,186,55
847,484,52
509,178,48
512,423,49
3051,361,53
491,318,43
832,303,41
486,363,54
758,295,52
1501,502,42
194,338,36
1565,579,36
644,312,29
961,449,42
494,532,49
835,279,49
540,419,46
3370,274,30
3026,221,41
822,431,28
569,530,54
519,260,49
542,241,41
3180,128,52
3054,184,39
307,188,42
532,524,30
589,215,47
3267,195,34
543,107,32
333,118,40
595,56,35
2704,284,49
669,352,33
794,563,45
2525,113,41
566,490,47
2521,357,48
3264,308,38
544,219,42
1075,539,42
575,697,28
538,313,30
477,245,25
554,115,44
521,249,34
1913,576,38
549,305,48
523,180,31
330,226,36
2989,199,45
3055,278,45
425,156,39
1441,234,42
616,214,31
3268,134,43
571,218,37
481,1592,26
763,993,32
768,1059,28
1497,441,25
547,275,37
597,331,42
712,803,29
2098,154,39
643,94,46
2206,1580,26
600,226,47
645,194,27
516,513,34
375,235,34
464,277,27
613,490,45
363,315,28
650,463,25
2732,1209,43
2850,295,28
628,151,36
2095,133,29
545,600,41
501,1218,28
555,644,32
460,288,44
323,211,43
528,303,30
838,304,40
599,141,38
580,351,23
602,302,35
467,156,36
2527,56,42
82,142,39
3048,275,38
3371,96,26
427,222,36
344,275,37
219,263,28
627,213,32
349,210,45
3182,184,45
332,264,44
546,1258,38
632,75,29
113,224,37
417,217,23
587,214,23
2530,246,40
471,672,38
350,181,33
314,161,41
618,183,42
656,421,33
3189,441,135
3186,714,122
3271,573,112
717,960,168
667,730,151
690,583,146
964,605,121
691,2093,131
998,871,164
986,796,157
679,553,128
948,814,152
743,742,113
2104,948,163
505,1050,123
2076,995,163
670,1199,151
2100,451,147
821,960,89
994,1129,140
921,755,166
718,1440,148
2509,1888,164
3052,1865,103
1695,1184,136
660,616,97
2923,710,134
702,363,87
2079,751,88
999,984,146
764,1023,114
682,748,87
683,472,142
705,430,100
3056,590,86
1028,693,101
954,378,153
696,839,150
2528,473,128
1027,732,108
896,789,85
695,532,142
1023,725,80
699,2374,128
845,342,93
689,849,99
915,851,95
746,546,120
1010,1475,110
722,538,130
724,1202,85
704,2200,103
672,583,77
1136,434,94
799,630,83
687,322,70
1016,816,80
688,655,116
996,942,127
729,711,106
676,504,80
796,460,125
3372,311,122
715,890,93
500,1366,125
3273,615,103
692,1464,100
714,450,124
3272,548,77
678,1683,110
662,621,66
733,450,105
952,1215,111
435,542,105
993,301,81
661,746,112
730,432,105
2691,2086,121
510,422,111
659,467,123
757,973,112
119,717,84
681,570,99
800,209,92
834,417,99
1638,1090,109
750,467,91
2033,887,111
844,322,101
707,458,62
1004,943,76
738,1037,109
3060,636,61
3183,849,85
727,1288,94
775,596,81
759,346,77
736,1033,80
719,686,64
728,752,65
791,802,79
804,2030,87
773,506,100
798,523,57
1018,505,101
1864,1212,64
665,293,59
668,767,55
686,388,72
2389,897,78
506,619,99
777,328,98
762,510,60
771,521,70
1889,575,71
1996,1123,72
742,198,59
769,259,56
818,410,53
760,230,95
1652,1224,92
674,1130,84
747,1130,52
770,304,60
515,407,51
533,353,58
551,395,52
787,1777,54
732,480,79
548,186,86
741,531,82
2036,1777,63
479,232,62
752,317,71
534,323,55
793,853,86
726,742,52
754,348,45
737,436,80
830,288,55
2096,452,60
815,641,75
518,794,80
786,707,62
520,1428,60
805,694,69
706,292,46
827,381,61
2093,584,70
833,787,74
579,684,68
772,289,71
751,260,75
816,181,75
825,322,53
826,373,45
780,295,63
753,239,84
60,341,61
708,451,81
755,540,59
697,1028,67
402,250,56
723,613,69
2747,993,71
522,245,74
829,328,63
2015,4219,64
3270,239,63
2088,254,48
824,553,69
811,387,77
857,6145,939
911,6634,674
852,3445,775
1941,2503,618
855,2930,725
277,1793,725
870,3271,688
856,3930,498
860,3931,426
861,3209,624
850,1948,568
2529,2994,458
875,3146,682
874,2419,549
872,3554,666
864,2560,615
879,2219,614
867,2732,330
865,2714,603
731,1855,350
863,2830,606
869,2095,309
877,2407,483
2385,2451,498
3057,2435,408
873,1736,540
866,1800,486
853,2169,325
854,1986,493
878,1590,366
883,2344,430
881,1916,355
1949,1217,277
905,2745,388
913,1120,267
1022,1571,368
892,2366,388
937,2511,291
2410,2231,447
2081,2294,449
876,3050,345
828,3470,426
2101,2490,283
884,2203,403
888,1201,274
2102,1319,389
3058,1192,333
859,1306,242
886,2504,306
1252,1624,247
2532,949,305
902,1620,407
889,1943,231
962,2294,287
893,2558,308
936,1821,392
3059,2407,327
919,1303,333
997,1020,269
880,921,353
912,1277,304
890,1065,335
3188,1117,303
2091,2367,247
973,1652,334
1403,5586,372
909,1407,236
899,1956,329
907,1730,300
951,1533,254
693,1938,184
1003,1189,248
903,1306,183
908,971,265
930,1385,195
1017,1918,195
1006,1326,206
897,2738,243
984,1018,302
895,768,209
891,1274,188
925,1144,168
914,1215,316
894,1426,212
927,1374,287
1520,1526,284
943,1322,314
928,1537,249
992,1106,218
1219,1294,189
959,1058,203
900,1605,187
944,1865,256
120,1242,227
871,2048,204
934,963,229
957,598,252
982,998,144
939,1273,226
969,1050,274
904,1726,153
922,1264,267
932,1444,223
916,1101,264
942,836,143
980,830,147
940,1187,206
955,1141,174
1024,865,174
1008,1725,139
2103,1061,188
1005,912,265
898,743,235
945,737,178
976,1035,239
966,1567,233
1013,1536,148
1026,802,178
946,1218,229
783,801,171
917,762,137
977,683,135
713,942,169
958,1118,185
2739,636,183
3187,668,133
285,2100,229
981,560,199
970,1896,206
438,889,177
2533,890,225
983,768,181
1000,1796,135
988,849,222
1011,885,130
203,1315,154
1001,1135,153
3373,736,179
956,1729,178
991,1932,158
933,1123,176
935,563,209
677,937,114
3244,1434,124
700,4335,132
709,809,161
995,1728,141
1020,1464,193
920,929,146
1015,509,159
971,662,206
1002,673,116
987,855,152
666,656,207
720,635,129
474,1484,198
967,907,160
1007,1451,173
3176,2677,157
279,2800,166
947,834,208
941,1126,182
684,694,180
953,940,198
3185,1710,188
1014,1727,162
739,750,188
851,1221,180
3374,620,131
949,801,167
126,1553,125
963,932,175
1766,1198,107
671,980,180
985,706,159
716,891,135
1012,980,160
978,963,135
698,971,119
98,82,1
3375,14,1
2370,10,1
51,42,1
2107,7,1
2699,11,1
2372,4,1
1031,56,1
2925,15,1
3190,6,1
3080,24,1
2537,19,1
1037,19,1
2373,12,1
260,42,1
1954,90,1
1038,18,1
1732,33,1
1733,73,1
1040,38,1
2111,21,1
3376,1,1
3082,10,1
2112,6,1
2375,3,1
1043,3,1
1958,35,1
1048,18,1
3377,1,1
1504,18,1
3378,2,1
1736,170,1
1505,96,1
1892,55,1
2771,57,1
411,19,1
2378,13,1
1962,43,1
2746,3,1
3083,1,1
3084,3,1
54,233,1
2462,323,1
3379,5,1
2124,2,1
2547,23,1
2463,11,1
1511,23,1
2497,12,1
234,7,1
105,16,1
2550,27,1
3380,2,1
2379,23,1
2380,17,1
1745,38,1
107,26,1
3280,28,1
2133,5,1
3381,3,1
1747,2,1
1518,8,1
1519,11,1
109,42,1
1750,14,1
1898,9,1
1968,4,1
2382,11,1
2556,1,1
1521,19,1
1970,17,1
1522,24,1
2139,25,1
3382,20,1
475,33,1
2498,13,1
1525,39,1
2386,9,1
2885,3,1
58,28,1
1754,27,1
1528,34,1
3200,3,1
1974,36,1
3201,11,1
1103,12,1
1533,39,1
1756,10,1
2149,4,1
1757,13,1
1759,89,1
1535,20,1
1539,29,1
3383,6,1
3339,20,1
3239,1,1
1543,22,1
1115,12,1
1901,43,1
2154,13,1
1117,5,1
1118,23,1
2567,1,1
1120,7,1
2945,2,1
3285,8,1
3097,5,1
3384,5,1
2947,10,1
1547,10,1
1122,21,1
3340,5,1
1548,13,1
1550,2,1
1770,54,1
2708,42,1
3385,1,1
2796,14,1
1983,2,1
2955,11,1
2171,2,1
2957,5,1
2394,12,1
1561,10,1
2175,42,1
2395,13,1
2578,3,1
1568,27,1
1570,21,1
1143,23,1
1988,38,1
3149,8,1
1990,13,1
2762,29,1
3207,8,1
1781,13,1
1145,51,1
3386,6,1
2582,26,1
2583,10,1
1148,72,1
3387,14,1
1912,48,1
1151,10,1
1783,30,1
2964,6,1
2400,4,1
2587,18,1
1153,24,1
2588,6,1
1997,39,1
2752,3,1
1156,16,1
2467,59,1
1573,50,1
2592,1,1
393,75,1
1576,4,1
1161,34,1
2187,8,1
1162,3,1
2188,15,1
1578,10,1
1166,16,1
14,35,1
1167,11,1
3388,6,1
2712,23,1
1170,12,1
901,15,1
2404,184,1
1583,52,1
1584,10,1
3389,4,1
2407,7,1
1791,31,1
2004,33,1
1587,23,1
2006,43,1
1176,25,1
1589,13,1
2893,19,1
2198,30,1
1180,27,1
3210,16,1
3390,3,1
3391,42,1
1185,11,1
1188,29,1
2205,4,1
2008,59,1
1191,8,1
1192,36,1
2409,40,1
1597,5,1
2489,17,1
2209,12,1
1197,24,1
2210,4,1
1599,18,1
1203,9,1
3114,11,1
1204,21,1
1208,487,1
1797,26,1
1212,48,1
2807,6,1
2219,63,1
1215,15,1
3392,6,1
3393,7,1
2412,28,1
1608,311,1
3394,4,1
2227,31,1
2970,11,1
1611,10,1
1228,58,1
3395,5,1
2413,13,1
2894,19,1
1809,11,1
1810,10,1
1233,41,1
1235,17,1
1613,120,1
1236,17,1
2895,13,1
3396,1,1
3397,2,1
1615,80,1
2819,6,1
1616,3,1
3398,2,1
1241,75,1
2896,32,1
2897,19,1
3399,32,1
2416,10,1
841,7,1
2237,94,1
3400,1,1
1247,20,1
1622,24,1
2238,21,1
1821,14,1
1250,10,1
2977,15,1
1827,134,1
1254,3,1
2243,39,1
2755,40,1
1828,26,1
1258,10,1
2248,13,1
1624,17,1
2469,21,1
1273,21,1
2253,12,1
1275,10,1
1630,7,1
3126,8,1
1632,29,1
2981,5,1
635,61,1
1288,11,1
1289,92,1
1290,17,1
2420,1,1
1831,12,1
2833,33,1
1296,22,1
2492,33,1
2260,86,1
1930,64,1
1300,73,1
2261,16,1
1832,1,1
135,14,1
2262,49,1
2265,15,1
3401,2,1
2268,14,1
2986,22,1
1314,4,1
2637,52,1
1834,13,1
1651,7,1
3310,3,1
2726,7,1
1318,7,1
3216,2,1
2839,5,1
3402,9,1
2840,10,1
3167,9,1
2729,35,1
2640,3,1
3218,1,1
2842,8,1
2471,19,1
3403,5,1
1842,21,1
1659,13,1
2432,10,1
2988,1,1
2843,3,1
2901,26,1
2756,7,1
1335,54,1
2645,18,1
2844,2,1
2845,19,1
2992,16,1
3316,8,1
2524,8,1
2902,32,1
3136,30,1
2472,20,1
3404,12,1
3140,25,1
3405,12,1
1845,155,1
2286,9,1
2847,8,1
3142,8,1
2655,92,1
84,75,1
290,188,1
3043,37,1
2733,34,1
1362,20,1
2296,55,1
1364,8,1
1847,34,1
1366,66,1
1848,24,1
1368,33,1
1369,18,1
3027,17,1
1371,18,1
3061,4,1
1373,13,1
1671,5,1
2304,34,1
1378,15,1
1675,13,1
1381,21,1
1382,14,1
1935,26,1
36,5,1
2039,25,1
2734,21,1
381,0,1
3168,15,1
1394,11,1
1681,34,1
1682,3,1
2041,18,1
1398,32,1
1684,18,1
778,11,1
1685,39,1
1400,16,1
3406,2,1
3407,1,1
1857,62,1
2736,10,1
2477,14,1
2316,17,1
1858,34,1
3323,6,1
2737,17,1
2906,19,1
2442,83,1
2907,6,1
1859,18,1
1415,36,1
2323,30,1
2325,7,1
1694,463,1
2443,28,1
1426,29,1
2672,26,1
3067,7,1
2446,30,1
2740,11,1
1697,39,1
2678,18,1
2861,59,1
1866,178,1
1431,17,1
3408,6,1
2867,5,1
3409,5,1
3410,1,1
3328,10,1
3411,4,1
2337,2,1
1437,2,1
2338,28,1
2339,6,1
3412,5,1
3413,1,1
2343,11,1
1872,24,1
2681,1,1
2918,29,1
3414,8,1
3038,40,1
3415,10,1
3416,10,1
2449,6,1
157,1,1
1454,10,1
1717,13,1
1878,103,1
1718,15,1
3417,24,1
2880,3,1
3071,4,1
2451,23,1
3418,5,1
3333,39,1
2690,6,1
3419,28,1
1464,9,1
1469,94,1
1472,14,1
3235,4,1
3236,2,1
1475,66,1
3420,3,1
3421,15,1
2361,4,1
1485,63,1
1486,145,1
3422,2,1
1489,21,1
1728,9,1
3423,4,1
2698,29,2
2106,16,3
1030,5,2
1036,40,3
1953,49,3
2374,37,3
2110,16,2
2932,12,3
2542,14,2
1054,17,2
989,54,2
1964,285,2
451,148,2
1741,85,3
1513,21,3
1965,20,3
586,184,2
3424,14,3
1744,29,2
1967,26,2
163,39,2
2135,44,2
2788,9,3
2922,24,2
3425,3,3
1523,52,2
3172,85,3
1089,8,2
1527,33,3
2145,109,2
1094,53,2
1534,9,3
1110,5,2
2150,19,2
6,98,3
390,129,2
1899,27,2
1542,99,3
3283,286,3
1977,30,3
2942,13,3
3240,11,2
2156,32,3
2750,18,2
2161,28,2
1903,26,3
1124,32,2
2921,56,2
2794,8,2
1979,44,2
2167,41,2
2953,11,3
1131,29,3
1778,55,3
3205,19,3
2488,9,3
2397,8,2
1567,397,2
2177,11,2
2179,57,2
1142,30,2
1147,20,3
2586,119,3
2182,29,2
565,29,3
1993,34,3
2185,24,2
1157,41,2
1158,33,2
1163,1,2
66,33,3
1580,54,3
1168,48,3
1169,27,3
1174,39,2
2193,38,2
1915,18,2
1586,3,3
2005,17,3
1588,55,3
2195,14,2
2199,5,3
2200,19,3
1187,62,3
1189,21,2
2082,37,2
990,36,2
1921,42,2
2754,13,2
2714,40,2
1210,28,2
1799,218,2
1602,11,3
1213,3,2
123,30,3
2603,21,3
2220,98,3
3426,19,3
3299,13,2
3300,42,2
1804,27,2
1221,115,3
1222,46,2
1224,23,2
2229,35,2
3427,11,2
1808,50,2
2018,43,2
1612,32,3
129,30,3
1812,71,2
1239,135,3
2234,253,2
2613,17,2
1820,71,3
1824,24,3
2024,45,3
1927,29,2
1826,17,2
556,49,3
1256,54,3
1259,64,2
287,76,2
2247,4,3
2619,19,3
1270,12,3
466,27,3
2252,26,2
2026,43,2
2623,21,2
3305,15,3
3248,10,2
1631,17,3
3046,57,3
2258,471,2
1291,40,2
1292,32,2
1641,44,2
2264,78,3
136,44,2
2277,25,3
1322,36,3
3219,14,2
2730,41,3
2644,13,2
3257,112,3
2433,30,3
1331,27,2
1660,30,3
138,78,2
3040,29,2
2506,91,2
2997,26,3
3220,17,2
2507,50,2
2290,119,2
1356,25,3
3253,243,3
2295,5,3
2299,18,3
1376,62,2
1676,3,3
1678,84,3
1390,36,2
1391,14,3
1683,7,2
2042,39,2
2044,122,3
1401,14,3
1405,9,3
1938,46,3
1407,18,3
2441,29,3
88,30,3
1410,18,2
1411,205,2
1692,46,3
3066,48,3
3428,26,3
2738,2,3
1424,26,2
2445,26,3
1863,357,2
2083,32,2
2919,26,2
3181,39,3
2332,39,2
1865,37,3
3429,3,2
1435,28,2
1871,28,3
1436,5,3
1708,58,3
2479,8,2
3045,97,3
2682,70,3
2480,4,2
1715,7,3
3331,22,3
3430,9,2
1468,124,3
159,93,3
2063,56,3
2360,14,2
1474,141,2
3431,1,3
1479,38,2
2065,84,2
2066,74,3
1731,35,5
960,33,4
3078,16,4
1490,238,5
1950,25,5
2884,223,4
583,22,5
2109,21,4
1955,55,4
619,86,5
511,39,3
1047,34,4
1735,295,4
1050,18,4
2745,22,5
2776,214,4
265,85,3
2780,9,3
452,98,3
1514,9,5
1071,30,5
388,37,3
56,112,5
3199,30,3
2912,63,3
1106,31,5
1761,64,3
1976,31,4
1763,39,5
1978,43,5
1767,45,3
1557,241,3
2890,8,4
1566,120,5
2398,15,4
1569,27,5
2399,15,5
1572,77,5
3356,28,3
1995,106,5
2401,22,4
2590,16,4
3106,37,3
1788,28,5
2001,60,3
642,116,3
1916,61,3
2085,357,4
1198,20,5
3165,95,4
2217,13,3
3150,45,4
3151,24,5
338,49,5
462,69,3
2808,61,4
205,64,5
2017,71,4
2716,39,5
1923,269,3
130,371,3
2021,46,4
1925,51,4
23,288,5
1617,58,4
24,191,3
1621,37,3
1248,36,5
1249,28,5
2915,33,5
465,90,4
2241,77,3
1825,27,3
1253,24,5
1623,36,5
1260,142,3
3166,33,4
3024,155,5
1267,28,3
133,22,4
76,54,5
1285,81,3
1637,20,4
975,64,5
2027,41,3
2505,50,5
2625,38,3
3359,49,5
1315,35,3
2837,80,3
1836,23,4
1321,63,4
2278,55,4
1841,34,5
2994,9,3
2996,84,3
1662,89,4
2651,31,3
1360,38,3
1934,38,4
1666,65,4
2034,113,4
1677,66,3
1679,11,3
293,122,5
1680,84,5
347,145,4
3224,77,5
1936,39,3
1687,62,3
366,113,4
442,204,3
1939,516,5
2494,54,4
1942,70,5
3009,12,5
89,67,3
2330,99,5
1428,55,5
252,141,3
1699,58,4
1700,41,3
1867,53,3
1704,41,4
1870,15,4
2053,32,4
1439,70,3
1707,41,3
1442,12,3
2058,10,4
154,24,4
1446,17,3
1714,11,4
1720,354,3
1886,60,5
97,53,4
1035,69,7
1952,243,5
2376,80,5
99,67,8
5,205,6
1739,106,6
1746,60,9
1749,352,7
108,121,5
608,50,7
1969,61,9
734,42,8
3042,53,6
1755,71,8
1530,97,8
1532,79,7
2563,62,5
1104,76,5
2388,149,7
1762,118,6
1552,276,7
114,83,7
2487,83,7
116,11,8
117,33,5
1775,888,9
1984,85,9
1779,47,8
1991,57,9
1998,41,5
3107,64,5
1160,45,6
882,39,5
1919,69,7
906,187,5
2490,55,5
1199,22,7
1202,807,6
1600,77,5
740,168,9
122,74,7
3432,28,8
931,76,9
437,64,6
72,96,5
170,30,6
1924,102,8
1815,67,5
73,76,6
1817,532,8
2023,86,8
25,149,9
557,88,7
1297,778,7
1298,85,7
3249,58,8
3360,70,5
2425,87,6
2030,41,7
80,108,5
1839,31,8
439,37,6
1334,164,6
441,135,8
246,53,6
291,262,8
144,431,8
1852,192,5
1389,33,5
1855,20,8
2917,117,6
788,33,5
149,64,5
2050,52,8
2051,60,8
1709,19,6
3433,56,5
1875,35,6
3434,17,7
92,17,8
2061,21,5
2062,47,8
158,35,9
226,66,9
49,52,7
1727,73,8
370,87,4
1492,79,6
1494,29,7
1032,21,5
2926,20,6
258,156,4
52,43,4
3,44,4
2541,23,4
1737,67,4
1509,39,7
2773,28,7
1963,179,4
2779,229,5
2937,31,7
3435,152,5
1966,43,7
1742,47,4
1897,56,7
2787,22,5
1752,60,5
1753,207,6
2749,47,5
1095,31,6
2486,53,7
1973,100,5
1540,55,4
1549,117,6
1768,99,4
1771,15,5
1907,26,4
1556,129,5
115,168,5
1980,159,6
1981,73,4
10,124,4
272,222,6
273,282,6
1774,37,7
63,31,4
196,97,6
1985,47,6
459,189,6
1994,55,5
1590,22,5
1598,26,6
281,50,4
1209,35,7
69,138,6
2503,37,6
2607,21,4
1220,38,7
1610,164,4
2230,7,7
1234,147,6
2814,727,6
2020,77,7
132,32,6
1816,54,4
1246,62,7
1926,427,5
2418,87,4
3175,41,5
286,18,4
1255,160,7
1294,40,4
1929,48,4
1643,17,6
1306,61,6
2275,30,4
2280,37,7
2643,11,4
1840,50,4
243,80,4
1336,92,6
3436,72,5
3437,158,7
1361,58,5
3041,227,6
2298,219,6
2037,80,6
1379,63,7
2307,88,7
1384,21,5
35,70,7
2475,80,5
2508,72,4
1421,51,4
3159,43,6
2328,14,7
1696,43,4
1701,72,6
90,46,5
41,36,6
2052,22,6
3352,62,6
43,15,7
2345,53,5
3438,20,6
47,192,7
1882,21,5
1724,113,7
657,56,5
1726,58,5
187,37,7
