产品SKU,产品浏览量,产品加入购物车次数
451,204,19
1066,333,20
452,290,16
964,235,16
356,149,14
3995,166,16
754,332,20
372,90,12
913,108,16
391,146,21
3356,126,22
120,110,12
486,205,12
1920,200,18
3117,235,19
172,96,22
73,96,22
359,224,14
77,186,12
399,147,14
209,90,22
3993,201,14
3048,139,15
3405,349,13
2294,513,12
535,419,21
1868,105,17
3965,500,20
3897,177,18
604,337,13
2764,272,13
58,76,16
309,127,19
2084,118,18
4063,38,18
644,300,20
358,241,14
1805,170,16
600,160,14
397,121,14
328,290,14
3179,330,17
2072,41,19
210,129,12
4064,120,18
343,84,18
1686,150,16
249,288,17
1862,1519,14
3837,250,16
182,234,12
653,50,15
351,106,16
3443,117,21
255,31,21
3817,111,15
631,64,15
1033,478,17
308,91,13
449,78,14
597,441,15
1967,162,10
1975,410,13
1543,714,12
2154,160,15
828,308,12
456,130,18
271,56,10
459,139,11
3107,129,17
324,319,10
325,595,19
643,63,14
1792,80,18
437,114,17
2237,208,19
2977,126,15
647,305,11
3928,138,11
467,66,10
208,46,15
243,55,13
1337,146,12
4057,185,13
2523,158,11
2039,481,19
38,298,14
180,290,14
181,80,18
542,167,13
3526,87,14
3530,99,16
3446,120,11
44,45,11
224,30,14
409,95,16
562,828,18
316,107,11
257,177,12
2884,182,15
189,76,9
2704,117,17
2385,207,15
4017,174,17
564,169,17
2393,76,13
357,235,10
873,57,13
599,75,10
645,168,17
239,297,9
623,109,10
2021,34,14
376,124,14
567,191,12
3519,154,12
400,78,13
242,72,9
2069,60,16
364,88,15
541,115,14
175,71,17
212,146,17
471,189,9
291,505,15
428,148,10
1681,93,17
910,225,13
296,143,14
248,139,17
1939,367,12
250,431,13
1697,55,16
148,104,13
2051,120,9
42,69,10
350,84,15
384,84,10
91,80,16
222,73,14
3433,106,17
4065,22,16
4042,20,10
736,458,11
657,111,14
49,36,9
632,55,16
745,954,36
827,200,26
794,395,36
521,144,38
3838,513,34
759,350,25
690,364,26
2279,423,34
701,463,40
379,158,36
3833,203,32
3227,705,42
590,221,27
702,170,26
627,126,25
655,137,36
1978,180,33
2709,411,30
321,181,38
322,511,23
507,116,36
721,216,33
810,324,34
637,1019,21
581,507,36
3178,207,39
218,175,24
3268,103,36
595,68,32
4043,180,24
2525,115,31
758,156,26
340,146,32
587,124,34
649,491,22
540,344,35
836,511,32
558,246,22
3836,252,30
4020,199,23
3636,391,23
2302,702,38
652,290,35
725,149,23
3448,81,24
553,73,24
769,168,24
793,999,25
633,206,27
1530,475,36
514,157,33
3970,209,24
3821,181,20
373,262,35
3114,698,20
3859,1749,33
533,249,27
636,362,34
3804,296,31
3269,151,22
4066,207,29
3445,208,32
142,232,26
143,157,21
179,192,23
382,249,23
2095,131,19
537,237,33
307,165,35
574,224,29
3511,285,34
235,193,27
3444,201,22
3486,862,29
342,336,18
245,267,20
3994,295,35
312,297,33
824,622,26
219,195,18
443,111,22
3453,111,21
253,139,25
617,158,31
502,159,28
594,100,32
621,631,26
2192,266,23
1826,924,22
2248,129,33
614,252,19
488,150,33
2434,304,32
559,202,19
3439,243,32
3440,156,19
3900,149,18
1891,366,28
576,132,21
2098,157,31
491,137,16
833,316,16
1154,378,26
200,122,31
173,206,18
532,450,18
362,127,16
468,161,18
174,235,30
289,155,19
424,136,27
3678,711,23
2324,456,17
299,328,23
2054,89,21
3267,142,29
629,112,29
385,41,31
352,54,26
620,306,28
607,150,24
512,104,21
575,797,28
1590,259,20
1823,139,27
3166,292,29
549,232,19
1299,230,24
378,276,16
244,119,19
496,312,16
3363,200,20
2521,171,28
3437,568,29
3901,152,15
1942,374,25
429,888,15
616,120,23
221,56,18
571,103,15
3972,200,28
2086,48,16
304,55,28
3947,474,23
482,140,22
333,148,17
509,218,21
1068,93,21
640,199,18
355,208,21
3915,254,15
832,194,17
539,143,18
3839,142,17
1201,176,25
68,94,21
4067,246,17
418,149,16
646,175,24
2256,80,27
588,124,23
2638,630,18
3263,486,23
2524,338,14
2036,570,21
403,235,14
2048,420,23
3441,83,23
383,78,15
3054,99,22
1476,185,21
814,273,64
3718,628,40
3270,311,72
823,470,64
704,578,57
990,335,54
3436,519,51
497,498,76
996,818,40
3904,495,70
3967,646,72
798,251,65
834,256,66
365,299,64
664,311,40
718,408,58
805,367,68
707,468,63
3,685,64
726,404,38
267,575,65
677,360,71
948,231,72
493,475,58
1269,210,60
661,315,54
638,471,39
561,295,47
3357,329,40
3023,230,38
487,793,58
762,445,38
662,495,39
770,345,49
1915,378,54
830,386,65
3184,344,67
3976,391,61
3640,392,39
518,526,69
787,1106,41
1864,416,66
3180,220,55
780,382,43
676,243,43
1965,608,39
2006,849,52
3053,505,49
2507,575,44
812,170,45
816,211,45
3368,208,66
3266,243,64
3449,199,63
757,413,59
492,512,58
764,990,40
1710,217,65
3903,361,35
671,574,62
743,533,56
729,301,37
804,907,59
3182,199,42
846,78,54
706,363,38
3056,410,36
3185,492,40
4018,505,59
3712,253,35
3789,268,48
504,257,57
3974,552,42
2451,372,46
476,327,41
784,370,48
766,251,50
506,288,29
519,342,48
589,299,52
3709,219,31
498,171,46
817,128,38
543,133,51
3634,317,40
2892,863,35
1224,317,40
3660,350,36
330,213,35
602,389,28
3809,689,30
3366,140,30
1025,591,30
678,557,55
3262,318,30
522,458,36
796,285,49
738,346,43
344,377,30
959,334,38
526,661,33
2131,360,29
2922,387,46
2140,306,28
569,552,28
331,149,44
3183,225,30
3477,448,33
3295,362,29
3364,436,48
782,293,47
3906,307,26
427,177,28
520,944,39
2876,1000,42
825,228,36
479,118,48
753,151,33
503,344,28
2381,354,37
3051,296,40
336,546,35
3109,193,40
515,195,43
1004,539,28
530,176,30
613,660,47
714,265,39
3934,374,27
3635,156,37
2045,691,47
779,226,46
544,200,34
806,334,34
554,120,30
236,435,44
3708,300,35
1314,253,31
568,213,32
650,186,42
3865,358,40
3531,666,29
2473,425,29
552,219,45
3714,355,38
3971,145,25
826,240,40
4068,114,42
3785,71,40
510,131,33
939,580,187
797,1040,156
973,737,176
983,1196,158
3908,1415,136
963,1156,108
904,807,157
2465,1667,124
660,576,96
890,1301,119
2103,587,175
693,487,163
977,525,143
975,717,93
3841,613,132
720,522,123
955,851,100
1002,482,144
2104,562,95
688,797,122
953,427,150
943,494,137
3788,828,121
957,551,150
971,960,148
1026,595,132
903,1047,110
927,579,97
673,458,89
994,644,122
435,969,102
970,999,127
508,577,137
930,1100,98
995,884,147
980,623,125
992,683,115
3907,676,96
987,905,148
998,490,91
783,856,105
665,284,109
445,998,151
741,864,91
1001,948,139
902,908,117
3645,612,119
982,737,78
1007,925,125
3188,935,98
3720,571,91
966,678,144
791,524,132
3373,1268,82
1018,514,128
958,755,102
1301,666,113
2739,654,103
591,742,140
672,600,72
981,543,102
3975,780,97
965,605,101
3952,912,111
751,269,139
500,473,112
697,710,97
579,717,93
821,857,79
986,505,72
1182,1449,92
3713,494,91
3716,765,117
1011,405,67
861,1360,114
698,593,103
88,663,74
666,541,94
949,774,91
991,761,68
732,613,119
2923,603,70
1565,1451,73
999,899,66
1024,602,113
3451,1036,62
1027,602,113
946,557,78
480,665,96
747,822,83
3842,983,80
683,468,101
1000,937,78
786,521,106
978,539,69
2093,714,80
1015,287,58
1012,1369,85
3273,470,111
716,578,96
3452,955,70
1010,999,88
684,349,94
733,346,94
3902,346,54
815,763,79
4045,621,56
713,454,69
761,678,98
719,742,62
755,660,80
717,507,63
3905,457,97
3369,409,85
667,432,49
3790,473,97
844,362,80
499,922,93
750,232,93
682,396,75
724,505,65
845,268,70
2528,434,91
708,332,79
1008,256,47
681,274,49
2100,306,81
551,423,49
490,486,82
524,1748,75
474,800,55
1136,227,74
730,388,69
1028,500,77
820,552,70
689,519,75
686,367,86
679,507,65
722,285,78
3719,701,61
2999,325,76
723,391,47
54,868,76
818,427,45
829,374,53
3641,356,56
494,298,42
3996,355,68
670,491,72
775,470,77
1016,1013,59
3060,253,71
4021,453,78
862,2688,1134
851,3424,873
277,3059,655
857,4813,435
911,2366,542
870,3030,504
868,2855,531
3997,2257,362
850,1550,630
2410,2871,489
852,2929,565
855,3140,558
901,1670,514
4022,2277,419
3057,2981,533
872,2751,420
1941,2325,298
1019,1855,324
2708,1260,365
2530,4029,294
853,2407,450
863,1742,383
3372,1231,333
1160,1656,463
875,1833,410
858,2037,311
867,1484,233
3977,1987,334
4044,2823,325
548,1934,300
2101,1598,394
864,1717,260
878,1356,396
2102,1468,299
856,1962,208
348,1209,312
511,1548,306
879,1823,285
866,1653,349
1949,1267,340
887,1800,279
859,1095,267
1636,1696,209
919,1467,216
3643,1130,190
877,1369,274
869,2047,243
438,1417,299
883,1619,297
2222,1643,186
893,2237,308
936,1474,293
897,916,271
1219,1862,247
895,636,305
3978,898,208
888,1437,214
3271,1113,177
894,1231,267
865,2276,186
891,1200,247
3840,2378,233
876,1467,185
1014,1387,277
871,1486,261
1252,935,193
931,1892,179
889,1265,150
886,1392,218
899,1360,282
874,968,228
892,1212,208
880,742,271
928,1402,252
952,1364,174
3042,5579,262
912,1203,273
907,1774,175
909,1201,183
3187,830,216
848,1465,273
884,1391,154
984,573,198
663,1579,261
916,912,244
669,720,214
709,927,216
944,1181,148
908,966,238
954,797,139
3998,1163,139
951,1407,237
2010,942,222
941,1363,165
967,907,223
969,794,140
1889,1101,218
914,793,196
1022,1048,137
922,727,139
1003,697,135
942,1007,183
2049,485,147
1520,751,111
937,1055,182
685,1133,130
896,1082,170
881,2275,113
2091,1369,208
3644,801,153
997,1026,116
1006,1258,124
1017,907,124
988,1334,206
483,1344,138
935,514,130
905,1309,168
674,937,189
771,1570,179
776,657,131
789,961,116
923,1073,128
906,686,146
940,1400,104
934,868,134
2738,1191,126
920,1058,182
993,711,196
976,439,173
898,398,182
3189,492,101
1695,2000,150
2529,888,165
924,609,148
1013,1158,128
947,918,185
1888,56,3
960,67,2
1493,7,2
1950,20,3
1890,17,2
2537,22,3
2373,9,2
3793,57,3
1732,50,2
619,57,3
1044,125,2
2461,11,2
1958,42,3
100,27,3
2702,15,2
1050,34,2
2771,11,3
2115,25,2
1507,4,3
1893,113,3
1962,34,3
2462,273,2
2463,13,2
3278,35,3
1063,13,2
1511,20,2
3435,153,3
586,12,2
2379,17,3
1516,19,2
3256,13,3
3424,16,3
4069,52,2
108,80,3
1750,35,2
2382,11,3
1080,80,2
2135,19,2
3647,8,2
1524,13,3
2498,13,2
1527,48,2
1754,24,2
1094,25,2
2387,6,3
1534,12,3
4016,34,3
4055,69,3
4070,12,3
3538,94,3
269,26,3
1901,26,3
3240,25,3
3893,44,3
4071,16,3
4072,1,3
3701,12,3
3285,25,3
2888,20,2
1547,52,2
3540,22,3
1904,565,3
1905,61,3
3786,45,2
2572,162,2
2487,14,3
1980,50,3
10,36,2
2796,35,2
1132,244,3
1775,106,2
275,231,2
1776,31,2
1778,57,3
1566,51,2
1567,266,2
2962,22,3
1569,19,2
198,69,2
4073,2,2
3243,11,3
2401,15,3
2467,18,2
3918,68,3
2186,6,3
1577,7,2
4074,4,2
3110,171,2
14,10,2
3899,28,2
1580,10,3
3601,6,2
3884,11,3
2193,12,2
4075,34,3
2002,11,3
1589,3,2
1180,29,2
1793,51,2
1917,23,2
882,20,2
1184,23,2
1189,34,2
1594,15,2
3478,46,2
1196,81,2
1197,34,2
3961,13,2
203,62,3
1795,17,3
1601,25,2
1212,27,3
122,34,3
3921,46,3
700,5,2
3922,42,3
70,7,2
3968,60,2
4076,22,2
3985,26,3
4028,19,3
4077,30,3
1808,17,2
2017,19,3
3551,129,2
1233,23,3
1812,134,3
1237,26,2
517,35,3
4078,120,3
1925,27,2
2611,66,3
1239,150,3
1816,30,3
2234,198,2
24,111,2
2897,9,3
4079,4,3
1249,288,3
3555,12,2
3123,2,2
1258,11,3
3739,41,2
1263,27,3
1267,25,3
466,45,2
2026,35,2
3248,27,3
4080,14,2
1285,30,3
1286,59,3
1831,8,3
1294,23,3
1295,9,2
1296,17,2
2028,47,2
808,55,2
1644,20,2
1645,17,2
1646,32,3
3401,26,2
3931,123,2
3957,121,2
2029,46,2
3582,15,3
2272,182,2
2427,154,2
3167,32,2
2729,25,2
3561,23,3
4081,16,3
2433,7,3
2518,120,3
799,9,2
2651,9,3
1357,53,2
2850,53,2
4053,6,2
2292,24,3
3253,237,2
4082,12,2
1361,22,3
1362,21,2
1665,62,3
1666,25,3
2035,131,3
2300,37,2
3771,31,2
1373,24,3
1670,26,2
3029,74,2
2038,84,2
1851,34,3
292,80,2
1677,47,3
2905,59,3
35,53,3
1390,22,2
3988,12,3
1683,19,2
3773,67,2
3871,14,2
1857,77,2
2317,11,3
2442,121,2
2907,5,3
3007,30,2
2322,22,2
3159,42,2
1861,52,2
3009,7,3
2445,22,2
4011,12,3
3181,59,3
2678,18,3
1434,38,2
2053,85,3
4083,29,3
1944,26,3
2682,24,2
4084,21,3
1444,6,3
3434,18,3
1450,17,2
3825,7,2
4085,18,2
1877,13,3
3585,46,2
386,151,3
4012,31,2
1455,50,3
618,118,3
1472,112,2
2065,75,2
1885,41,2
1886,46,3
1488,78,3
258,140,5
2538,45,7
3455,47,4
230,186,6
1055,68,5
2773,18,7
3535,268,5
191,86,5
4047,17,7
162,146,5
1969,32,7
412,125,5
454,89,5
2145,122,7
1098,239,7
319,81,5
1762,47,6
8,128,5
3650,54,5
1767,93,6
3969,33,6
1768,69,6
1981,19,5
1982,38,6
2958,236,4
3580,31,5
1780,61,6
2182,51,5
2965,25,5
900,31,5
13,272,5
2402,21,4
3514,101,5
2004,21,4
4086,27,7
1794,34,5
1922,100,5
1602,125,6
1802,74,5
1218,80,5
2412,62,5
2019,311,7
2814,157,5
2020,44,4
132,33,7
1246,24,4
2023,87,6
3175,68,5
1270,36,7
807,38,4
1638,18,7
2505,91,5
2260,51,7
1930,75,7
2071,28,4
3312,85,7
311,211,7
1932,17,6
439,47,6
1331,36,6
2282,23,7
3987,53,6
4056,152,7
3610,40,4
3888,114,4
139,73,7
3565,74,4
426,60,4
1934,81,5
3783,43,5
1671,50,6
34,306,4
1382,11,6
1682,66,5
295,96,4
2044,143,5
651,51,5
2508,21,7
1403,67,5
1691,16,6
1694,184,5
1424,16,4
1426,70,4
252,96,5
1943,143,4
3410,58,4
1437,20,6
1872,41,6
1439,56,4
1708,61,5
1946,48,4
2479,34,7
1709,21,5
3045,100,5
2057,26,7
43,15,6
153,21,7
4054,8,7
2060,21,4
1876,20,4
1449,56,4
3692,17,6
4007,4,7
4039,13,7
3757,8,5
3946,62,7
3818,78,7
545,217,6
4087,22,6
546,677,4
446,66,7
305,32,4
227,98,5
831,271,6
50,48,5
3076,33,5
97,53,7
3586,46,3
1731,31,3
98,47,3
1490,245,5
1497,185,4
1951,25,5
1035,15,4
2,176,3
260,88,3
1733,165,5
2374,14,5
2112,13,5
1735,276,3
1508,56,5
1739,33,3
2779,119,5
2549,95,4
608,27,4
56,109,5
2759,56,4
3725,111,4
192,98,5
1755,27,3
3980,57,5
1759,77,4
611,63,5
1764,58,5
3594,12,5
113,42,5
3850,32,4
3696,9,5
3702,32,5
1907,23,3
115,114,3
2168,44,4
3917,13,4
3163,103,5
1140,51,5
1986,41,4
3387,73,5
565,30,3
1912,80,3
2080,74,4
2801,21,5
4025,12,4
1787,33,4
3734,35,3
393,67,4
3292,32,5
1161,20,3
795,15,5
1579,43,5
2512,47,3
1584,57,5
1172,8,4
3210,4,4
2212,32,3
2011,236,3
4013,32,4
282,54,5
121,33,5
337,51,3
4088,45,4
4089,10,3
3299,81,4
1231,241,5
72,103,3
1613,155,5
419,56,3
2818,22,3
2825,111,5
1817,299,4
1820,31,3
1821,45,3
465,67,3
1824,31,4
556,58,5
75,68,5
1827,87,3
1256,48,4
1829,40,5
1830,35,5
1626,61,5
1271,10,3
327,56,3
2025,32,4
3046,71,5
3516,199,3
1292,56,3
1297,505,5
2423,71,3
2723,22,4
2984,95,4
3861,59,3
3485,12,4
2425,16,5
136,296,3
1316,36,5
1836,46,5
3131,9,3
80,47,4
1840,46,4
81,45,5
1842,13,4
441,109,3
2077,180,4
2286,31,3
3612,14,5
1355,26,4
246,136,3
1847,33,5
1848,44,5
3041,281,5
1368,17,5
2034,92,4
3619,17,4
1672,781,5
1377,92,3
1678,29,3
86,122,4
3891,11,3
2046,30,4
1685,47,5
1855,29,3
2047,24,3
366,104,5
1411,431,3
4090,15,5
4091,12,4
2494,62,3
1863,279,3
2672,37,4
2673,39,3
3774,83,5
2446,30,5
2083,48,3
788,65,5
2050,54,4
1433,39,5
3170,76,4
1870,39,3
1435,61,3
1871,84,4
1436,4,4
1707,91,4
2877,7,4
1874,34,3
223,16,4
4092,11,3
2061,17,3
303,19,5
3966,74,5
481,632,5
2687,3,4
93,69,4
1720,258,5
1882,10,4
1727,103,3
560,59,7
144,753,7
405,426,6
407,187,9
756,83,7
473,148,8
90,83,7
2052,48,7
3171,43,6
152,71,11
1442,31,6
1875,22,8
45,9,9
1719,65,7
847,523,10
656,310,8
2066,48,8
1005,104,8
1957,120,9
4,182,6
4046,38,5
102,38,7
2775,178,5
55,84,8
3910,45,8
1111,135,9
3447,108,7
457,52,8
1770,38,6
1127,134,9
1129,178,8
166,148,7
118,271,7
1996,172,8
2001,178,8
2403,41,7
2012,113,7
395,102,9
2968,215,9
3150,60,6
462,491,7
1804,264,9
170,39,8
129,32,8
1811,45,9
23,136,9
207,111,5
2915,62,5
396,106,7
1629,43,7
835,121,9
4093,80,6
2421,31,6
28,102,5
137,57,8
1838,33,9
2763,15,9
140,87,8
1663,96,9
1933,75,8
1360,122,9
3683,67,7
3964,255,6
1675,213,5
3832,68,9
37,145,8
442,148,6
2478,128,6
2330,75,5
1701,73,5
1702,63,5
41,96,5
183,69,7
151,65,5
349,57,5
408,60,9
430,39,5
2056,107,8
4060,9,6
155,29,8
4094,17,7
46,23,8
3693,15,5
768,456,5
4095,75,5
158,92,5
2063,64,5
