产品SKU,产品浏览量,产品加入购物车次数
189,126,21
318,178,15
634,140,21
3447,254,15
1023,197,20
565,114,19
900,92,22
2406,179,14
337,103,21
463,161,17
22,125,18
397,254,17
361,323,23
3519,201,17
329,207,18
3137,259,14
2997,304,16
289,150,12
3635,177,21
3636,236,12
2035,139,17
34,258,13
346,373,13
294,121,20
428,360,20
472,561,23
552,157,18
222,69,22
352,21,15
304,54,15
1497,669,17
1057,210,13
605,257,17
1083,374,15
57,275,12
1975,380,15
309,220,17
114,104,14
197,331,17
199,261,14
3390,127,15
579,325,21
23,177,13
207,189,11
557,190,18
421,165,15
422,148,19
488,417,18
2425,169,21
400,179,16
208,32,19
2527,57,11
471,437,20
406,97,13
3171,60,19
443,130,13
408,107,12
184,63,19
3446,121,17
255,21,11
562,1139,20
736,966,15
831,294,20
306,82,19
229,44,11
101,176,14
3255,230,18
2549,55,10
452,221,18
454,125,11
268,110,11
1547,33,11
2958,258,16
952,259,19
3710,117,12
621,374,17
838,270,14
1202,618,19
3426,137,10
239,373,14
73,81,12
75,149,13
1255,235,10
647,212,18
28,127,11
2272,373,16
624,158,13
467,110,10
3436,153,17
140,54,10
210,97,15
2903,244,13
3048,188,19
3439,175,17
2518,142,10
343,96,13
403,217,11
2905,32,18
1939,543,11
3711,66,10
1868,113,18
1946,68,16
383,86,16
3712,103,18
430,122,15
2095,71,19
225,243,13
386,285,13
226,122,19
657,91,10
257,256,10
1,122,12
2,672,12
4,342,10
2745,68,9
1893,152,12
3083,292,11
2776,299,17
2703,144,14
3259,147,13
56,189,16
112,206,14
2157,132,17
564,217,10
1905,172,10
924,32,14
1129,471,12
2796,609,13
3163,117,13
1985,115,14
1599,56,12
395,227,11
1218,197,10
1805,212,9
171,109,15
77,189,13
399,203,14
3521,127,16
2069,48,11
3490,229,13
378,230,15
209,69,16
470,72,17
3260,217,10
3252,177,12
2519,133,12
297,346,13
442,214,11
570,118,9
1945,135,14
220,183,13
3443,55,15
221,52,9
223,38,10
369,68,12
2067,121,15
188,57,9
2381,380,40
460,323,39
323,310,36
833,422,37
622,154,34
3053,517,21
359,304,25
836,683,25
401,109,33
3052,324,26
3441,114,37
3182,139,23
253,142,36
3183,160,37
544,228,21
481,1410,34
801,1365,23
573,283,27
387,176,28
2706,468,20
514,243,37
457,109,30
236,160,33
425,209,36
3371,111,26
312,453,26
1376,697,25
569,328,34
218,201,32
3268,88,31
431,275,23
444,120,34
501,982,32
768,587,37
308,123,35
317,412,24
3646,236,21
456,229,25
324,275,23
394,560,25
3151,252,19
2915,313,20
362,118,28
541,312,19
650,216,23
868,246,31
2048,346,36
652,564,26
542,308,25
616,146,25
3713,157,21
847,625,30
546,910,23
711,810,23
453,146,18
389,144,25
2154,506,32
2076,319,19
358,259,21
599,216,28
645,193,19
516,548,34
464,184,29
420,144,21
344,147,19
405,806,32
3178,124,20
617,172,24
594,128,23
370,174,18
307,216,23
633,257,32
575,792,20
610,231,24
2393,79,21
335,779,26
600,301,32
419,150,30
774,560,33
489,770,18
558,420,29
3520,736,31
3442,320,24
2989,172,33
142,116,18
2045,671,22
653,70,29
351,95,29
656,311,23
53,193,21
2764,264,28
233,215,20
640,141,17
1913,315,19
119,181,17
17,197,29
206,274,22
623,190,16
3708,272,19
360,117,24
398,310,20
468,118,16
245,238,28
178,437,23
473,102,26
3714,181,20
846,50,26
499,957,26
1891,418,21
450,164,24
162,364,29
3042,275,27
355,204,28
334,373,21
319,156,23
1530,313,24
356,185,15
2084,117,20
193,247,24
2709,324,21
276,329,19
336,238,21
2011,356,25
3117,369,22
173,229,25
496,281,24
3269,91,20
3264,199,19
3445,284,25
2324,344,18
637,958,28
1942,456,17
1862,1725,21
429,948,21
182,185,25
3368,139,28
185,102,24
480,617,29
190,127,22
262,140,15
607,213,17
2795,404,20
321,201,24
459,169,18
200,250,23
325,411,23
2206,2790,19
1260,365,18
646,257,24
311,215,25
2521,289,22
603,187,25
872,160,17
213,103,15
367,149,16
152,154,22
384,184,17
3526,68,14
3050,112,15
3448,78,20
49,75,15
803,1276,58
508,666,48
1403,4727,74
858,483,45
2749,386,39
513,405,55
521,307,40
786,493,46
3266,349,44
668,477,67
1743,636,70
538,215,54
59,2082,41
3477,481,46
758,432,74
493,948,53
3184,399,62
3452,330,40
791,356,61
723,872,53
787,1639,53
520,782,53
805,587,68
2704,435,56
2525,256,70
554,214,42
2892,1278,70
515,300,55
418,321,62
835,297,38
808,1447,49
649,282,50
766,254,64
523,192,51
827,289,66
3715,572,57
539,174,55
1314,459,41
822,409,57
767,334,66
2537,590,48
3425,275,64
802,577,55
530,282,62
752,269,42
519,181,38
824,1028,54
3267,212,36
826,357,53
3035,796,50
1766,687,50
832,375,37
860,254,45
494,451,53
533,341,63
2087,268,65
534,244,64
3633,842,39
1850,270,45
38,703,37
823,461,35
571,129,56
482,247,55
267,469,45
492,363,63
782,324,60
532,328,32
540,482,50
3640,287,54
490,327,35
638,714,45
3262,745,45
502,172,32
632,65,34
613,361,61
3370,279,52
518,386,36
524,1510,44
3716,394,46
332,305,52
479,215,56
510,242,37
491,225,51
373,643,43
1803,674,33
3363,154,43
3180,211,40
597,610,43
3357,454,52
2192,456,46
340,290,43
3642,386,47
3366,144,40
551,174,51
525,141,43
331,282,57
3365,298,45
561,191,51
563,155,48
604,622,46
2098,206,35
555,402,53
120,265,37
3244,645,43
738,538,53
3270,292,50
3639,292,52
1441,147,29
3449,138,55
503,419,43
477,245,29
587,324,37
535,359,49
581,662,45
537,218,34
631,122,33
780,372,49
3107,261,34
764,716,26
2914,631,35
580,249,46
627,116,38
582,308,37
769,241,45
614,266,48
3179,317,41
3451,428,25
543,171,27
1969,832,27
644,398,36
3364,337,42
339,167,35
330,294,37
427,146,25
560,220,39
219,165,47
3054,130,40
629,122,46
806,272,41
763,849,46
553,135,27
574,488,31
793,1095,36
620,375,38
512,406,44
794,630,33
643,109,26
588,113,30
1306,474,39
568,238,40
3263,336,36
810,239,37
816,236,44
589,295,23
3453,155,44
595,76,41
606,343,33
1785,200,38
839,218,28
69,315,34
566,281,39
1222,563,40
375,298,43
327,149,40
549,246,31
567,323,37
3176,843,34
636,517,36
2302,702,24
536,123,38
316,154,33
333,177,25
882,915,146
1018,692,180
3487,1796,125
3645,641,143
717,815,168
986,736,97
2532,943,173
1027,816,109
3273,553,178
1013,1514,132
917,785,108
947,1321,153
2222,958,131
693,720,162
676,618,153
716,709,146
963,1117,130
994,1073,155
713,834,171
682,924,150
1010,1162,119
715,1120,140
2079,1166,91
688,660,86
662,680,145
3717,425,159
2465,450,128
949,916,95
1002,481,158
671,724,115
747,928,143
681,624,115
672,669,117
3382,1095,155
1136,544,158
1012,1314,112
666,679,140
7,1218,138
1015,724,110
683,622,86
718,1098,97
670,1002,88
684,831,134
1003,922,78
733,354,78
818,443,137
1004,799,126
667,654,139
698,535,140
687,385,138
3177,757,109
724,726,93
1028,606,83
3165,582,98
3347,1465,136
844,470,141
1014,1330,113
3718,645,72
2204,657,96
750,398,124
678,981,94
770,357,74
722,527,74
2747,1013,121
504,446,70
3060,752,83
759,391,76
804,986,89
686,703,109
757,944,116
821,1041,105
708,456,80
696,689,122
760,259,122
685,414,63
1695,776,112
689,935,66
1513,451,110
777,383,95
800,278,120
754,411,119
697,528,82
751,328,96
3531,2140,107
815,499,84
664,508,90
730,443,73
728,843,98
834,457,60
993,467,72
762,601,75
796,451,94
691,1326,73
996,830,66
771,620,69
732,471,60
500,649,74
743,865,108
737,564,101
326,873,101
772,443,54
2509,1703,93
702,274,80
3369,436,87
753,336,78
679,879,81
1565,1220,80
705,371,85
820,518,73
3719,840,78
948,390,82
755,711,79
741,643,52
1025,809,53
1710,638,72
726,595,78
476,399,67
3051,275,71
1016,1302,87
706,648,58
548,365,66
3660,421,72
742,424,65
825,293,66
961,725,49
798,568,63
776,336,83
812,255,57
11,434,63
522,494,80
799,515,83
3367,486,91
3641,589,81
2294,668,62
779,345,73
509,169,86
784,706,72
809,460,76
3272,562,68
729,539,91
665,313,79
695,542,84
2392,663,77
692,862,62
714,526,56
1864,831,62
811,326,78
3454,611,49
775,409,48
701,607,85
506,271,47
704,812,73
744,319,51
830,463,46
773,402,53
402,274,74
707,579,55
576,268,61
486,416,47
2096,276,65
659,413,44
661,799,66
829,352,62
929,947,43
497,532,74
2385,7887,1299
277,3906,634
911,4368,851
870,2593,623
857,4401,513
852,4090,532
850,2806,456
853,3848,663
1941,2136,563
867,2737,691
863,3565,545
856,3163,648
855,3230,467
861,2494,599
901,3335,608
2410,2932,368
3372,3088,521
876,2008,596
1160,1294,304
866,2350,452
1949,2187,394
883,2619,308
874,2556,322
913,2301,522
877,2222,463
869,1998,505
3059,3120,499
875,3845,372
864,2227,488
879,2585,440
2529,3099,520
1006,1468,433
898,1319,299
854,2038,312
884,2470,410
2102,1722,251
1252,1727,456
3057,2297,376
1219,1342,322
578,3075,390
888,1553,425
892,1188,369
859,1268,273
731,2290,286
878,1363,335
871,1865,388
348,1869,437
880,1489,419
1022,2329,223
936,1612,272
3643,1677,315
881,2580,402
895,901,409
897,1216,383
3188,1410,346
899,1444,384
923,1635,372
886,2598,208
984,1374,253
889,1945,332
951,2196,295
2038,3442,352
905,1716,312
908,1484,321
893,2207,365
890,1137,191
969,1761,250
3373,1227,227
887,901,284
903,1629,304
902,1618,271
1017,1566,271
970,2197,315
438,1580,266
971,1122,333
959,904,321
909,2131,266
954,933,174
907,1972,247
928,1492,191
934,1107,189
935,1008,288
914,1418,181
891,1204,203
1588,2294,225
977,727,192
285,2255,170
980,1280,165
1520,1216,195
916,1197,248
942,1036,181
3644,856,275
975,958,274
944,1569,248
505,1816,195
2091,1363,241
912,1984,170
783,793,267
663,881,207
955,1238,151
973,986,258
927,1172,240
933,994,138
3511,999,145
920,1382,172
925,1285,216
2533,1195,231
966,1043,223
415,2713,177
3271,700,219
3720,1091,194
660,931,261
943,1137,248
1005,1441,186
435,1301,200
3187,1770,136
941,1431,225
919,1324,138
922,759,251
987,855,193
997,1523,210
939,1008,176
978,1382,157
3587,697,171
992,1454,139
2103,783,202
904,1570,188
2923,1080,231
945,754,188
985,571,166
940,1331,185
1024,859,185
2478,2920,150
988,1150,173
1889,739,145
1026,1004,237
958,882,235
3186,1749,227
981,726,136
677,918,157
3185,2337,229
957,713,223
1020,1141,176
953,605,185
674,876,171
964,602,205
931,1035,139
720,749,185
279,1898,149
982,803,142
976,688,217
894,1103,166
2739,1035,190
2104,1143,186
1011,493,112
946,1030,192
3172,1309,205
937,1757,162
995,850,183
999,1533,205
983,1397,130
690,740,160
1001,1232,157
3374,759,147
1000,2158,153
998,549,99
930,1137,121
3056,587,168
2100,800,173
2093,569,126
1019,564,96
3078,10,1
3375,3,1
1493,21,1
2107,12,1
814,15,1
1036,65,1
3034,13,1
1953,70,1
1954,136,1
1038,13,1
2930,6,1
2110,18,1
3721,1,1
52,33,1
2461,29,1
2376,96,1
2541,27,1
2542,5,1
2113,4,1
3355,152,1
3722,1,1
3460,1,1
411,16,1
2378,7,1
3723,2,1
2933,4,1
2116,5,1
1506,7,1
2543,18,1
2118,11,1
1507,19,1
1055,38,1
2772,12,1
1509,43,1
2773,15,1
2746,6,1
3084,3,1
2774,14,1
2462,441,1
2547,19,1
2779,180,1
105,25,1
2780,5,1
2551,5,1
2938,13,1
2379,16,1
1515,5,1
1744,24,1
1747,2,1
2939,17,1
2134,56,1
108,114,1
2553,16,1
3724,11,1
1750,38,1
1898,10,1
608,50,1
2135,47,1
388,6,1
2922,58,1
3537,45,1
3467,2,1
2759,21,1
3647,8,1
1523,10,1
2139,8,1
3725,87,1
1526,6,1
2386,23,1
2885,1,1
2140,15,1
2912,91,1
2886,9,1
2145,42,1
2387,14,1
2561,21,1
1533,15,1
1757,9,1
1110,3,1
3726,4,1
1111,15,1
1535,63,1
1899,18,1
1542,28,1
3339,24,1
932,47,1
1116,14,1
2155,7,1
1545,15,1
2156,18,1
3727,0,1
2568,10,1
3728,4,1
3701,5,1
3729,2,1
2160,7,1
3468,13,1
2945,9,1
3285,8,1
2161,55,1
3595,13,1
1122,10,1
1548,5,1
1124,18,1
3651,3,1
2573,17,1
3730,1,1
2952,6,1
2487,24,1
1907,36,1
2167,33,1
1981,35,1
967,16,1
1774,35,1
117,24,1
3731,10,1
2751,2,1
1777,26,1
1564,15,1
3732,1,1
63,102,1
2578,4,1
3512,3,1
1567,51,1
1569,21,1
2178,4,1
1570,27,1
3149,13,1
2762,6,1
3207,12,1
2799,0,1
2583,18,1
1572,99,1
1149,24,1
2180,14,1
2586,201,1
1782,24,1
3387,56,1
1993,34,1
2964,17,1
3733,2,1
1995,62,1
1154,19,1
2589,9,1
2467,26,1
1573,19,1
3108,3,1
3734,5,1
1158,121,1
2593,14,1
1159,2,1
2187,13,1
2188,12,1
2500,6,1
66,34,1
14,19,1
2405,1,1
2006,77,1
1916,43,1
1177,6,1
3735,2,1
1590,24,1
2197,6,1
2198,21,1
3546,13,1
2200,27,1
3210,17,1
2203,9,1
1184,26,1
2007,10,1
2804,9,1
1188,19,1
1189,15,1
1190,34,1
3736,5,1
2409,31,1
1597,12,1
2713,5,1
2209,6,1
1196,42,1
1200,9,1
1795,34,1
3114,36,1
1600,23,1
1204,5,1
2214,22,1
2600,1,1
121,23,1
1800,71,1
1602,13,1
2220,79,1
462,46,1
3300,10,1
2412,20,1
3343,15,1
70,20,1
1223,18,1
1224,36,1
1228,58,1
72,86,1
1810,19,1
1233,9,1
2813,20,1
1613,186,1
2814,354,1
2895,12,1
3245,81,1
2816,7,1
2973,1,1
2820,3,1
2821,11,1
3120,6,1
3737,1,1
3480,71,1
3659,10,1
3121,10,1
1241,73,1
2897,18,1
1243,11,1
3738,9,1
3661,275,1
2826,1,1
1245,17,1
841,22,1
2237,60,1
2613,5,1
1247,12,1
1248,44,1
2239,3,1
2241,20,1
2024,22,1
2242,19,1
3246,30,1
1253,22,1
1256,48,1
2244,42,1
2246,13,1
3739,14,1
2248,20,1
2619,23,1
1264,10,1
1267,18,1
1268,14,1
3153,2,1
3036,1,1
2620,3,1
2469,33,1
3213,12,1
3481,8,1
1631,20,1
1632,7,1
3740,5,1
1281,5,1
3741,1,1
2027,118,1
2833,21,1
1639,17,1
1293,19,1
3518,8,1
1640,2,1
1295,30,1
1929,31,1
2982,9,1
2628,5,1
2262,6,1
1305,7,1
2265,4,1
1309,5,1
3742,2,1
3485,29,1
3743,10,1
3486,60,1
2837,17,1
3130,26,1
2726,8,1
1316,20,1
2275,5,1
3744,4,1
3745,15,1
1656,60,1
1322,6,1
843,58,1
2278,51,1
3219,7,1
3631,11,1
3746,5,1
1326,8,1
1840,18,1
1842,23,1
3257,127,1
1660,6,1
2901,9,1
3132,5,1
2756,15,1
1334,93,1
2435,2,1
1335,9,1
1336,1,1
3747,45,1
2646,12,1
2524,26,1
3040,8,1
3748,25,1
2998,1,1
2033,7,1
3749,27,1
3612,25,1
3565,66,1
3677,2,1
3613,12,1
1356,21,1
246,74,1
3566,7,1
2291,1,1
3522,14,1
3567,0,1
3750,8,1
3143,4,1
3498,3,1
2295,9,1
1361,56,1
1362,17,1
1363,28,1
1364,11,1
2659,4,1
1365,65,1
3499,4,1
3002,5,1
2073,7,1
3319,24,1
2853,7,1
3320,11,1
1372,10,1
1373,9,1
3751,41,1
3619,17,1
2304,19,1
2074,105,1
2307,3,1
1677,45,1
1935,23,1
1386,1,1
1680,43,1
2663,10,1
1854,3,1
1394,7,1
247,11,1
710,12,1
2041,48,1
1398,18,1
2046,31,1
1685,40,1
1400,8,1
2313,18,1
1404,22,1
2477,29,1
2441,23,1
3752,3,1
1413,10,1
1860,54,1
2667,12,1
1693,18,1
1421,26,1
2917,4,1
1427,4,1
2672,26,1
3621,4,1
2673,18,1
699,2,1
3351,27,1
3181,57,1
1696,30,1
1430,75,1
3325,5,1
1701,22,1
1867,40,1
3753,3,1
3408,1,1
1435,59,1
3754,1,1
1437,16,1
3689,1,1
1707,50,1
2344,5,1
3755,1,1
2479,19,1
3038,22,1
3523,5,1
2345,10,1
1444,10,1
3690,1,1
2878,3,1
3416,3,1
1714,7,1
2449,13,1
3756,4,1
3693,21,1
3757,15,1
224,22,1
3528,38,1
3758,5,1
2687,15,1
3419,20,1
3014,3,1
1465,7,1
1468,1,1
1469,26,1
2064,17,1
3016,1,1
1473,15,1
1722,4,1
3507,3,1
3508,1,1
2696,33,1
3759,7,1
3634,3,1
1480,6,1
3760,1,1
3761,1,1
1729,10,1
694,29,2
3586,12,2
960,59,2
1490,176,2
1492,32,3
2536,7,3
1890,19,3
1032,10,3
2925,20,2
1033,5,3
3190,51,2
1955,81,3
1732,64,3
2916,51,2
1041,24,3
3194,154,2
1050,24,2
1054,63,3
1962,32,2
1739,58,3
2550,57,3
2937,33,2
106,157,3
2380,34,3
3256,13,2
1746,30,3
1078,22,3
1079,52,2
1970,38,3
1754,25,2
1092,26,3
1095,34,2
1974,13,3
1532,21,2
3538,106,2
111,22,2
1762,113,3
1539,22,2
1540,18,3
269,73,3
1977,36,3
3762,6,3
8,85,2
310,46,2
1978,40,2
2159,5,3
2390,31,2
3384,7,2
2947,19,2
113,51,3
3596,5,2
3650,68,2
1903,25,2
2921,79,2
3763,2,2
1552,211,3
2951,4,2
3764,20,2
1773,27,2
3765,1,2
2890,7,3
1133,21,2
2171,20,3
62,148,2
1775,165,2
1778,51,3
196,61,2
1566,113,3
3580,21,3
1568,49,2
2962,18,3
3242,6,2
2579,2,3
3637,15,2
3545,41,2
1988,16,3
1991,56,2
1148,108,2
1911,109,3
2182,42,2
1151,26,2
1783,18,3
2400,14,3
1153,6,3
2185,22,2
2591,8,3
2592,10,2
1788,45,3
1162,11,3
1167,13,3
1170,13,2
1584,11,3
1172,8,3
3444,60,3
3476,20,3
1178,22,2
1180,25,3
1191,28,2
3766,4,2
1598,30,2
965,59,3
1796,19,3
2215,25,2
1212,35,2
1798,102,3
3393,41,3
2503,60,2
3581,22,3
205,82,2
2227,8,3
3550,3,2
1230,30,3
2018,40,3
2894,15,2
1235,35,2
3767,17,3
130,188,2
1924,106,3
1815,140,2
1239,226,3
1816,64,3
1822,37,3
2418,55,3
1250,194,2
1927,37,2
1826,60,2
1257,52,3
1258,33,2
1259,41,2
3557,4,2
3024,213,2
3154,6,3
2252,19,2
3125,14,3
1278,42,3
2721,53,3
635,15,2
1291,21,3
2421,27,2
1638,15,2
1296,16,2
2422,93,3
2625,30,3
1930,64,2
2264,82,3
3768,21,2
2029,75,2
3582,18,3
1833,79,2
3769,22,3
136,80,2
2638,105,2
1836,27,3
1318,11,3
79,38,2
3131,5,2
3561,12,3
1838,15,3
2644,7,2
1331,18,2
174,9,3
3314,18,2
2994,26,3
2902,32,2
2506,63,2
2284,46,2
3496,81,3
3770,75,3
1844,31,2
3584,122,2
1933,46,2
3043,10,3
3529,22,3
3253,223,2
3318,18,3
1366,44,3
1848,18,2
1934,99,2
1368,18,2
2300,26,3
3771,62,3
1849,49,3
2438,19,2
3683,29,2
1674,42,2
2439,45,2
3772,65,3
1382,11,2
1384,34,2
86,154,2
1392,4,3
3063,28,2
1396,48,3
2475,42,2
3773,16,2
2440,38,2
1401,20,2
2736,28,3
3323,8,2
2442,113,2
1411,292,2
1691,19,3
1416,24,3
2327,14,3
3502,1,3
1863,350,3
3774,15,3
2446,14,2
2083,68,2
788,18,2
3032,35,3
1431,12,3
1433,25,3
2741,10,2
2335,19,3
3440,67,2
1944,40,3
1872,24,3
2918,38,2
301,44,2
1442,14,2
2056,67,2
1874,36,3
1711,27,3
2058,24,2
153,5,3
2059,10,3
1712,26,2
1446,16,3
46,9,3
1876,15,3
92,8,3
1448,4,2
1715,3,3
3775,15,3
2690,1,2
1724,129,2
1486,147,2
1731,35,5
2926,68,4
1733,104,4
2374,79,4
511,54,4
1957,38,5
745,25,3
1736,144,5
231,56,5
1737,44,3
2775,397,4
1741,90,5
3435,254,5
3424,19,5
1745,38,5
1896,58,4
1897,52,5
1753,57,4
1525,73,5
1527,59,4
1094,44,5
1528,32,5
1755,66,4
1759,100,5
1112,472,4
1113,3,5
274,63,3
2488,20,3
3473,14,4
2398,34,4
3474,13,3
1787,40,4
1164,20,5
1582,48,5
3601,30,4
2516,88,3
3389,13,5
1173,26,3
1174,19,5
1915,60,4
2003,16,5
3209,26,5
2408,26,5
1187,68,3
1192,28,5
2760,33,5
1197,7,3
2490,25,3
1205,21,4
2714,37,4
3776,24,3
1608,281,5
2225,29,4
1808,42,3
1231,297,3
1612,52,4
129,49,4
24,239,4
2612,274,3
3777,5,5
1249,554,3
1622,37,4
465,241,4
2023,71,4
1825,250,3
1827,132,5
1828,39,4
1623,40,3
1830,46,5
133,49,4
3305,63,3
134,86,4
1286,106,4
3559,27,5
1831,26,3
2491,41,4
2630,40,3
1652,64,5
3167,17,4
2279,24,4
1839,10,5
3778,17,4
2507,31,3
83,63,4
2651,32,5
1355,55,3
290,92,3
143,74,5
291,295,4
1669,6,5
1671,33,5
1678,45,4
293,79,5
347,69,3
404,416,3
295,82,4
2043,18,3
2044,119,4
1857,58,5
249,224,3
3779,4,3
1410,50,3
2494,40,4
813,89,3
1419,42,4
1694,210,5
1861,64,4
89,16,4
2674,19,3
1698,68,4
1700,22,5
1866,99,3
2050,77,4
2052,39,3
1871,49,3
2053,47,3
1709,27,3
3530,44,3
45,7,4
3353,7,5
156,19,5
3780,12,3
3624,91,3
3438,27,4
3781,12,3
1720,371,4
1479,8,3
2457,10,4
2065,167,5
1728,46,4
2884,225,7
1951,100,8
1952,333,5
448,184,7
2112,31,9
1964,335,5
1511,55,7
3466,60,6
2136,19,9
1902,79,8
2391,79,7
1770,34,8
2708,94,8
194,173,8
1557,136,8
3707,124,7
2575,31,5
61,142,7
3103,189,6
1150,131,8
3243,24,7
2184,15,7
278,84,6
2403,34,8
2404,160,5
2193,84,5
2008,61,6
203,120,8
1208,596,9
1799,96,8
2012,164,5
123,55,9
3549,55,7
170,90,7
1923,148,5
1234,100,8
2020,30,5
2234,421,7
807,72,7
3450,143,5
3346,88,8
3046,89,8
1292,55,9
1297,325,5
1650,63,6
3157,507,8
3217,32,5
3562,121,8
2072,31,5
1846,218,6
2523,111,6
84,141,7
3437,141,7
2658,50,6
2034,75,7
292,73,7
2039,181,9
910,83,5
366,98,6
1417,100,9
313,58,7
2919,49,8
1697,59,6
41,66,9
1706,62,8
254,37,9
186,35,6
2511,28,7
1449,31,8
409,65,8
1721,112,5
1474,233,8
95,53,6
1886,64,6
2066,88,7
1727,108,7
1888,103,6
98,104,4
1037,33,7
619,100,6
1734,211,5
2546,1639,7
232,106,6
1065,167,7
55,150,5
1071,58,5
1967,140,5
2555,43,6
3782,19,6
2486,50,4
611,181,4
2389,157,4
1901,16,4
828,99,7
270,63,5
1126,138,5
1906,47,4
1556,38,7
1127,203,7
115,184,7
1982,103,4
1132,346,4
1908,116,5
1140,34,4
1142,33,6
1143,34,5
1912,95,5
2080,236,7
1994,43,7
1997,57,6
2001,187,6
2595,21,6
1919,61,6
1596,27,4
1201,167,6
1210,29,7
122,54,7
3150,103,4
2016,53,5
2017,59,6
2413,35,6
1811,192,5
2818,638,5
2611,75,6
2825,194,6
1817,469,4
1246,81,4
1821,45,6
286,108,7
2718,25,7
25,203,4
1829,32,6
1270,40,5
76,69,6
3516,398,4
1285,54,6
1294,31,6
1298,73,7
1299,140,7
3360,126,6
423,91,5
2071,148,4
3672,202,5
137,37,4
1932,35,6
242,35,4
364,83,6
2763,20,6
3525,12,4
379,117,4
3316,150,7
211,198,5
2286,41,7
626,31,7
3041,331,7
1665,90,6
2298,295,6
3783,30,5
1670,20,7
1852,57,4
1681,28,7
2042,73,6
1938,56,7
2445,39,6
252,156,4
1702,83,5
3170,58,7
3328,94,6
2051,61,5
1439,62,7
3049,71,4
43,6,6
3415,15,6
44,31,6
1447,11,4
2061,19,6
1450,21,7
1472,75,5
158,69,4
159,160,6
2063,66,4
305,49,4
1726,91,7
3784,132,4
1488,87,5
97,53,7
1489,27,5
