产品SKU,产品浏览量,产品加入购物车次数
344,242,23
2324,232,17
253,158,21
255,26,20
224,50,21
3817,104,14
657,50,18
190,70,13
2764,201,14
633,132,23
1975,291,18
2794,349,22
273,345,17
61,106,16
322,443,13
325,447,17
1920,153,14
1209,270,22
1802,111,21
4018,238,23
2248,118,12
3166,235,22
646,219,21
567,252,22
362,101,12
533,238,17
329,114,21
3179,314,17
378,182,18
143,208,21
1376,222,19
1942,669,19
652,488,19
218,167,19
2056,139,21
847,486,20
607,191,18
268,132,12
514,172,13
3915,134,17
2709,233,18
687,153,17
463,171,15
206,221,11
418,243,21
328,213,11
2434,177,12
140,59,16
403,199,13
2039,413,15
473,159,18
148,86,15
525,374,18
383,59,17
2054,87,20
3262,159,17
3526,117,21
3446,148,12
546,486,20
711,434,14
4019,56,17
2131,215,16
512,187,10
598,108,12
456,120,15
457,67,10
169,112,16
324,193,11
200,146,15
528,135,15
3834,608,19
464,138,19
360,67,13
549,157,10
649,161,10
28,88,13
602,430,16
2072,42,15
174,166,10
3048,250,18
289,58,16
1348,59,15
214,66,15
248,227,19
179,213,18
3159,43,10
429,1267,11
1868,142,19
3328,92,12
653,44,18
350,75,10
3443,120,10
184,58,11
3433,99,12
156,47,10
304,35,18
545,355,10
831,256,11
3454,105,11
257,147,9
307,147,17
308,87,12
3255,273,9
1057,430,17
450,70,13
262,164,17
1066,318,11
1021,52,10
1967,333,15
192,167,13
356,606,14
309,117,9
2795,113,12
197,108,15
539,192,13
621,307,17
2085,148,16
395,107,12
3298,176,10
1805,89,11
600,182,11
2021,58,17
557,90,17
311,218,15
2069,52,9
364,94,10
175,57,13
2521,135,10
2518,115,15
3901,120,9
2035,224,9
3964,280,9
34,206,14
2045,735,13
1943,211,9
2051,97,12
367,71,12
526,695,16
187,39,15
707,385,22
2381,301,42
576,234,39
832,186,28
3636,541,25
810,148,27
497,488,37
729,556,30
824,412,24
638,345,36
351,134,29
1710,369,42
655,106,29
604,353,33
1110,490,25
491,140,37
3357,390,27
758,217,21
338,279,31
417,216,23
532,303,41
376,126,34
523,91,27
836,458,36
401,118,21
245,227,34
3635,134,26
331,225,31
3182,112,39
3714,474,37
333,132,29
553,117,26
1543,1149,39
2953,295,33
3715,429,24
493,398,34
3364,367,21
1803,367,31
3708,401,23
2977,153,30
496,305,20
518,395,21
846,47,37
482,92,22
373,348,31
614,183,21
3445,174,31
382,166,31
3837,166,33
3900,177,19
219,182,25
3268,136,20
543,99,34
3972,88,20
563,130,29
632,80,33
1891,275,19
597,578,34
827,216,21
11,468,29
459,292,23
236,385,25
3053,443,22
340,200,18
558,345,26
3269,117,23
3809,410,24
2507,239,19
178,583,24
542,100,20
385,46,20
409,71,34
316,129,30
594,81,24
259,234,24
3970,251,28
3839,206,32
3477,458,31
644,331,25
764,292,24
929,914,23
173,196,25
530,256,31
420,286,19
588,150,27
738,378,31
569,490,33
299,222,20
90,75,27
182,116,23
817,107,19
3448,147,21
185,91,17
3947,613,25
806,200,24
573,215,27
3634,437,32
1743,439,24
610,113,30
2098,113,26
2084,170,31
564,281,22
833,389,18
515,155,22
358,277,27
516,409,22
468,74,16
427,112,22
581,546,28
3897,142,23
617,132,20
571,151,29
352,40,18
1476,186,25
2079,177,19
434,160,27
645,132,19
587,135,21
766,226,29
488,186,18
3487,1310,16
636,322,23
3833,246,23
4020,202,25
3531,717,17
2523,82,15
3260,354,26
177,189,29
787,989,24
250,783,24
1862,2796,17
2090,84,21
3530,78,18
221,58,24
3049,116,20
800,74,26
186,27,21
562,579,22
510,170,26
631,76,16
317,357,25
575,632,20
634,154,26
3447,154,24
336,349,20
392,453,21
1785,81,24
2192,347,21
1181,1124,15
207,129,27
467,87,24
138,370,18
637,513,18
38,378,24
616,130,27
3054,119,22
537,236,22
2520,30,27
582,163,18
595,71,24
772,394,79
568,229,52
1154,640,54
786,429,47
661,332,76
3227,815,56
730,392,62
763,603,56
726,529,74
713,438,67
285,916,71
494,377,75
3368,250,70
3,477,47
521,251,54
3838,446,46
3023,421,63
2999,392,55
3709,203,66
834,339,38
3976,352,50
3905,301,42
589,229,66
676,190,64
948,331,61
3967,331,38
508,400,37
825,223,64
769,259,38
583,448,45
476,381,57
829,245,60
2892,935,54
708,374,53
784,721,36
798,436,47
490,558,62
823,338,54
805,402,47
627,161,45
509,223,48
54,1204,40
2385,1542,62
522,261,59
3185,571,48
3184,510,57
520,668,38
3178,264,63
991,230,48
498,256,65
513,264,35
504,195,45
812,246,59
779,305,56
826,204,35
1978,914,53
2525,184,58
3295,573,60
2015,361,36
579,384,57
4021,314,58
267,425,43
538,307,38
3051,254,55
775,368,44
1915,536,58
365,209,43
723,528,33
910,379,55
745,1496,51
1513,407,38
794,483,31
820,471,55
3263,451,41
701,530,36
3934,639,30
799,277,44
551,341,55
678,670,47
3712,176,53
3365,337,43
3453,183,55
3789,447,36
544,198,41
706,262,40
754,357,43
342,403,38
753,181,37
1590,294,42
613,329,40
3490,661,51
3436,334,28
3370,592,41
590,264,35
702,163,49
561,207,32
620,343,48
503,241,46
3107,268,32
782,366,44
3906,205,29
506,277,44
2087,331,29
3836,181,34
3052,441,50
3903,351,47
671,580,34
743,585,45
3441,73,32
3180,161,51
3267,125,34
3971,119,29
479,128,48
3183,251,49
474,239,31
3449,119,48
554,118,31
3439,332,32
2302,550,28
524,1252,31
552,167,41
780,309,39
793,800,34
492,406,24
1269,285,45
540,398,37
1326,197,38
3363,146,33
721,298,47
535,386,27
3995,222,37
477,156,43
486,194,24
759,345,29
599,87,45
330,182,32
650,164,32
3804,441,24
142,204,28
3366,140,28
2294,400,37
1025,1155,28
519,179,31
1441,135,37
2095,128,44
672,982,107
980,876,150
435,919,95
2739,601,94
953,492,160
993,823,103
982,962,144
992,726,135
3952,855,160
934,803,155
998,577,152
984,1129,169
3645,832,129
930,1056,97
939,872,136
697,1034,132
950,1845,150
970,1059,105
685,1000,175
942,644,94
797,629,105
673,427,131
946,529,132
964,459,99
943,783,124
1000,670,149
2465,890,141
3273,795,96
791,486,122
1013,930,136
1011,502,106
986,627,147
720,643,98
1301,915,95
776,801,94
967,831,124
904,1633,104
688,789,102
981,646,107
4022,647,143
3974,742,101
1001,732,84
996,921,114
966,555,122
958,480,112
783,549,141
2049,443,109
1020,554,113
751,278,128
3452,1092,135
483,965,98
3907,788,77
719,725,99
1024,579,78
682,732,87
987,822,110
3904,488,119
2923,606,77
906,793,111
1018,544,84
978,508,89
2528,280,107
3718,865,113
662,634,80
684,319,68
500,522,93
2100,663,125
999,1045,87
821,1030,78
716,524,121
677,526,101
1012,1175,81
665,274,118
693,483,114
952,468,103
3875,531,89
3716,981,98
666,389,114
445,595,67
1565,1032,104
3790,604,118
683,488,69
1010,597,71
2093,574,111
1015,547,78
957,390,70
949,509,66
717,789,80
771,709,60
3369,536,109
755,811,85
681,558,99
3975,502,104
667,676,90
1016,686,56
704,636,108
698,366,102
499,777,83
689,621,104
1136,249,90
1007,538,98
3660,764,97
741,603,63
3719,658,61
3060,456,102
762,426,65
480,476,68
818,340,95
670,627,76
505,405,94
690,451,60
995,661,61
1695,1030,64
757,496,85
2006,1312,87
722,508,96
724,456,70
664,197,60
1028,379,57
718,551,90
3056,490,67
679,605,71
830,543,84
973,666,69
1314,473,52
3713,632,60
1002,365,53
3931,676,68
796,487,54
844,340,63
1864,1115,81
816,215,54
3244,1178,45
1004,449,61
714,300,70
815,787,82
3902,324,64
732,459,48
715,1104,45
3565,1672,57
1965,328,84
750,307,72
686,367,72
770,283,66
733,199,58
990,391,47
3270,343,79
3640,376,50
3996,489,60
804,965,72
3266,229,69
487,865,49
3639,252,77
3641,645,53
849,9329,1238
2410,3330,740
868,3077,478
852,2358,768
870,1685,506
3042,8118,567
901,1869,577
3057,3499,396
911,3301,555
3977,3360,564
700,2416,336
850,1944,325
1941,3157,582
913,1785,527
853,2776,468
855,2108,341
3787,2755,335
863,2640,479
1019,2773,527
926,3853,427
856,3123,489
277,2387,328
864,2167,404
3643,1034,453
872,2126,334
2101,2078,478
2102,1389,333
1160,1412,325
867,1541,454
348,1908,437
879,1647,373
875,1828,236
859,1043,298
883,1619,245
887,1564,361
3372,1221,253
876,2058,392
511,1263,307
877,1746,359
1949,1531,316
871,977,277
857,1832,358
866,2051,363
936,1933,213
1252,1893,222
891,1804,256
889,1646,196
3978,1536,227
865,1355,261
3908,2648,248
3271,1174,241
1017,1347,219
886,2384,284
874,1312,279
884,1191,295
969,880,299
897,1366,197
1022,1957,232
1003,1206,183
3840,1958,201
954,1038,209
888,1592,213
1219,1804,261
2222,1654,300
907,1626,243
894,1343,258
3842,1386,155
869,1821,187
988,1573,281
2010,1034,200
931,1733,187
3188,1967,266
941,1495,292
909,1025,199
912,766,285
971,1581,263
663,819,192
3644,1018,243
1006,1507,248
660,1016,163
669,1249,270
928,724,188
919,882,164
895,607,155
896,737,160
438,854,174
893,1263,160
892,1412,142
944,1196,245
3187,1297,223
903,1052,230
3373,984,150
937,1472,199
997,732,130
878,705,180
908,1489,208
947,1074,237
881,1594,234
905,844,197
890,678,218
916,723,131
709,839,168
951,1330,218
899,1544,129
977,825,179
2091,1858,211
3720,1008,160
1889,1198,186
1014,1649,236
2529,1152,206
920,1362,226
548,594,228
279,1705,142
983,959,195
914,891,131
923,1535,134
674,1156,165
2103,955,222
1520,693,209
2104,1111,153
3841,1438,171
935,856,145
994,1202,187
747,1191,110
2738,1598,150
963,1032,108
902,958,127
3998,595,207
965,476,204
848,751,177
955,1188,124
1027,900,106
922,511,152
975,565,120
927,513,123
861,823,139
3997,636,148
976,430,148
880,488,180
1026,767,162
3788,553,188
959,630,162
940,822,172
694,24,2
3578,9,2
1494,7,3
1031,29,2
1952,162,3
260,62,2
1038,17,3
4023,9,3
3793,22,3
1732,36,2
1044,117,3
1958,46,3
1736,166,3
2771,9,3
411,16,2
1508,46,3
1963,31,2
2545,4,2
1511,46,3
668,69,3
1741,79,3
3435,242,3
2379,34,2
1744,30,3
1077,63,2
1750,31,2
1079,21,3
163,27,2
1080,59,3
3984,20,2
3466,21,3
1522,53,3
3146,32,3
3647,23,3
1972,15,3
3979,13,3
1974,15,2
2560,11,2
1759,191,2
3538,78,3
1540,23,3
739,1,2
1902,75,2
3954,7,2
4024,25,2
828,18,2
3285,14,3
1547,21,3
3827,116,2
3650,41,2
3850,33,3
1770,46,2
3696,19,2
2573,27,2
1555,8,3
1906,36,2
1129,258,3
1557,203,2
1982,46,3
1558,85,2
2575,87,3
2394,48,3
1776,95,3
2958,160,3
196,23,2
3917,26,2
3580,20,2
1568,13,2
1986,30,2
1988,14,2
3207,12,2
1911,53,3
3243,15,2
1912,62,3
1155,23,3
3105,4,2
1997,47,3
2590,21,3
4025,14,3
1573,25,3
1787,39,2
393,101,3
12,45,3
2402,13,2
3899,20,3
3894,29,2
2512,42,2
2595,11,2
3951,23,2
1791,12,3
3111,1,3
898,32,2
1187,59,3
1188,22,3
1189,28,2
2082,54,2
203,24,2
1921,25,2
2490,32,2
1199,27,2
1600,32,3
2515,35,3
1208,39,3
282,52,2
1212,9,3
2012,146,3
1602,76,2
122,34,2
2503,37,2
3549,14,3
4026,8,3
4027,37,3
3432,100,2
1804,219,2
1223,11,3
1224,33,2
2225,15,2
3985,29,3
2230,9,3
4028,18,2
71,117,3
72,61,3
1924,62,2
2020,36,2
3480,83,3
2896,31,3
3925,36,3
1621,56,3
284,19,2
1622,21,2
1821,31,3
465,140,2
1250,12,3
3175,53,2
556,88,2
1256,32,2
2718,19,2
2468,6,3
1625,35,2
807,43,2
3247,5,2
3559,6,2
1292,34,3
2491,18,2
1297,709,2
1298,37,3
3307,7,2
3483,23,2
4029,21,2
3769,14,2
3131,25,2
3312,16,2
137,51,3
243,57,2
1841,33,3
2763,9,2
3824,114,2
2901,9,3
4030,29,3
2903,196,2
1844,40,2
3405,24,3
4004,63,3
3584,46,3
3678,205,3
3750,63,3
3983,50,3
3869,16,2
3318,33,3
1361,27,3
1365,60,3
1934,101,2
1370,74,3
3771,31,3
1849,35,2
3783,73,3
1851,16,3
1678,43,2
345,149,2
1684,30,2
2046,20,3
1693,52,3
89,61,3
3774,45,2
2083,13,3
2330,21,2
1698,62,3
2861,32,2
1703,124,2
2050,69,2
1433,30,2
1871,40,3
1872,18,2
1439,46,2
1707,73,3
1708,46,2
3171,20,3
3990,41,2
1442,21,3
2479,26,2
1709,17,2
2682,25,3
1875,27,3
3434,16,2
1876,12,3
2449,6,2
2758,3,2
1449,24,3
4031,5,2
3825,7,3
3966,41,3
4032,100,2
4012,11,2
2685,21,2
159,69,3
1722,7,2
50,15,3
1950,33,5
258,167,5
1733,172,5
189,55,7
3535,209,7
191,52,5
2703,127,6
233,107,5
162,146,7
1969,60,6
56,150,5
2749,259,6
1524,29,4
2498,52,7
1098,308,4
310,38,4
372,87,4
1552,140,5
1127,127,4
166,166,5
2167,279,6
1132,159,5
62,88,6
63,53,7
1780,54,7
2179,154,6
1142,40,7
2080,92,5
2401,10,6
199,143,4
3514,67,6
415,164,5
3444,133,5
1587,15,7
1919,65,6
1595,123,6
1596,66,6
1202,61,6
4013,37,4
1799,52,4
17,139,6
437,85,7
170,63,7
22,86,4
1240,76,6
3121,23,7
1816,38,5
2915,48,6
2022,120,7
1258,24,4
1830,83,5
1626,78,7
2025,76,7
3516,279,6
1285,64,5
2027,61,7
1641,70,4
1642,25,5
3986,63,7
3930,85,5
3802,100,5
3743,82,7
400,47,6
624,144,6
2280,56,6
1932,17,5
439,25,6
1842,22,5
4033,6,4
441,131,5
291,221,5
1366,40,4
33,169,4
1670,27,7
560,123,6
1672,670,7
292,125,6
293,70,7
35,76,7
3891,22,5
651,53,6
249,295,5
297,197,5
313,57,7
149,79,4
41,50,4
444,74,7
3261,23,6
46,10,6
2061,5,5
3946,60,6
2063,67,6
446,86,4
49,24,5
2065,66,4
1726,59,5
2066,34,5
1888,43,4
1492,17,4
1951,41,3
2,228,5
1955,56,5
619,77,5
4034,28,4
2916,55,3
1957,56,5
1055,71,3
1893,112,3
1894,59,4
1739,53,5
2462,347,4
2779,153,5
108,56,4
3960,23,5
1751,36,4
1082,34,4
2922,59,4
2759,29,3
1523,40,4
734,36,4
1971,32,3
1094,37,5
1973,103,4
4035,34,4
1112,387,5
111,21,4
3835,127,3
3846,23,5
4036,31,3
1764,19,5
1549,51,5
3786,61,5
10,82,5
2796,20,5
1775,141,3
391,93,3
2962,21,5
1140,54,3
1141,57,5
2800,162,3
1150,49,5
3356,116,3
565,45,3
1993,31,3
2403,40,3
1584,21,4
1174,29,5
2004,14,5
3390,24,5
3736,9,5
1196,45,5
1922,49,3
1795,21,3
2011,139,4
68,93,5
1801,107,4
337,43,4
3150,61,3
1220,95,3
2018,45,3
3551,173,5
696,22,5
1812,77,5
2019,248,3
2818,102,4
24,180,3
2612,161,4
2023,70,3
1827,103,4
1255,156,5
1623,37,3
25,139,5
3024,222,4
1829,33,4
1267,36,5
133,37,3
1632,12,5
2422,74,3
2505,105,4
2260,63,4
3485,27,5
136,323,3
3186,52,3
2427,240,5
2730,40,4
1838,18,5
81,32,3
1331,22,3
4037,38,3
139,82,4
3495,149,4
211,100,5
1663,62,5
426,50,5
1357,51,4
32,26,5
3253,121,4
2295,7,4
2473,54,3
1848,40,3
1665,93,3
2298,164,5
1368,28,5
2519,61,4
3683,55,4
3890,18,3
247,8,3
3988,19,4
2475,93,4
2044,123,4
1685,81,3
1687,25,4
1857,67,5
1405,35,5
1938,44,5
1411,290,3
406,45,3
4038,25,5
3704,22,4
1939,320,4
1692,9,5
3007,19,4
2322,36,4
570,58,5
1426,115,5
3010,6,3
1863,351,3
2446,21,5
788,47,5
1696,41,5
1699,26,5
1431,15,4
1867,71,3
3410,60,3
1435,37,3
2875,13,3
1944,56,3
3892,46,5
151,78,5
3047,64,3
222,47,3
1874,34,5
1947,44,3
2058,13,4
1712,21,4
92,11,4
3692,28,3
4007,24,3
4039,23,4
2496,27,3
1720,162,4
305,30,5
1882,13,4
1475,113,3
256,55,5
306,31,3
1728,38,5
2537,55,8
2538,27,9
2775,294,8
2129,9,8
1748,68,9
453,139,9
1897,50,7
608,27,5
2555,58,6
389,75,8
3199,118,8
3091,13,5
1525,53,8
1527,69,8
2145,113,6
319,66,5
1532,52,8
3980,122,9
2389,113,9
2706,49,9
1767,78,8
1904,325,5
1768,77,5
114,70,5
115,190,9
275,334,6
357,194,7
3163,103,6
118,376,8
1992,139,8
3387,40,6
2182,85,5
3106,29,6
3734,42,9
900,53,6
2001,238,9
1579,15,7
3547,77,6
882,68,8
1201,108,9
3426,46,9
3299,131,6
2413,43,9
129,49,7
1811,61,9
171,54,5
1814,54,9
172,80,9
23,194,6
2825,106,5
2237,53,5
1828,37,7
1270,34,8
2421,45,7
2423,126,6
808,33,9
2984,68,5
3862,36,5
3486,174,7
208,27,9
2510,26,6
3987,115,7
3888,106,8
2731,259,6
2517,81,9
2033,123,6
2286,48,5
1846,204,7
1933,51,5
1377,86,8
3029,55,7
2038,94,5
213,89,8
347,52,6
3832,100,6
1403,62,6
442,143,8
3428,117,8
4040,131,6
1420,33,6
2673,66,7
1697,70,9
1700,53,6
181,80,9
1870,40,6
3965,254,7
42,93,8
301,67,6
220,178,8
152,119,7
3050,110,7
155,36,7
1450,9,8
481,606,9
768,362,5
93,140,5
1472,129,7
158,47,7
1886,30,8
97,84,9
