产品SKU,产品浏览量,产品加入购物车次数
223,30,8
1875,21,11
155,43,11
2522,14,8
3261,18,10
156,29,11
3438,25,9
445,782,8
93,144,10
1472,108,6
158,47,11
3083,303,24
620,232,24
191,125,21
453,171,23
514,231,22
3447,135,25
457,106,16
460,318,19
833,333,25
643,69,22
358,180,17
375,116,13
782,332,15
580,187,25
376,112,22
360,83,14
549,249,17
420,215,18
523,124,21
364,79,22
468,97,24
541,140,23
209,116,17
3896,420,14
382,102,25
299,129,13
2876,338,25
182,168,18
383,62,19
384,98,25
571,124,18
3449,164,18
307,142,16
450,79,21
605,166,16
878,75,18
3646,228,17
355,189,15
554,104,20
1785,90,14
463,108,20
207,161,12
311,241,15
379,213,17
343,104,18
3901,190,21
2733,320,22
178,266,14
403,190,18
1850,88,16
179,119,14
2090,120,15
351,106,22
3530,59,14
3446,177,22
255,35,17
3947,191,12
656,311,20
446,47,14
595,78,15
2884,208,20
262,107,14
512,154,13
640,174,13
634,248,17
2084,118,20
2167,346,18
434,205,11
1913,194,18
621,433,13
325,483,13
206,215,15
418,162,16
3708,239,20
77,198,11
3359,150,17
329,118,19
636,267,19
467,75,17
1348,125,15
472,425,16
3159,124,17
149,102,17
3265,106,17
350,115,11
616,66,19
3054,166,18
3050,79,16
253,49,20
225,290,14
2685,310,12
256,40,14
594,68,19
188,47,16
633,209,15
3466,149,10
356,163,16
1975,409,13
59,519,18
2708,240,18
197,234,10
323,201,11
2182,71,15
17,120,10
3053,224,10
397,178,14
421,147,17
243,27,17
3698,84,12
3635,122,18
3783,103,16
1376,387,17
407,228,10
2443,93,11
1868,155,17
221,53,11
3047,138,15
444,53,19
186,34,17
304,40,15
3816,44,15
3817,102,14
386,218,16
1476,93,11
49,43,16
190,64,17
53,135,10
1894,36,16
263,164,9
266,84,13
2704,217,9
1967,108,16
412,216,17
477,109,10
1768,95,15
166,188,13
1992,155,10
392,406,12
120,109,9
2406,90,15
1920,93,10
2085,72,13
2011,256,11
1210,75,16
764,286,14
3151,121,13
362,117,15
488,244,17
489,621,17
244,144,10
30,72,14
3833,142,17
3269,111,15
2033,84,12
345,229,15
428,178,15
1856,192,13
405,399,13
824,393,17
1946,61,17
618,146,17
1721,79,13
831,310,11
745,1466,38
2525,209,31
564,219,36
373,496,28
532,511,38
613,442,38
506,157,31
2302,599,35
38,876,38
3897,118,23
847,608,22
632,64,38
2381,260,35
857,387,26
2204,687,38
339,120,31
340,313,35
558,205,32
602,331,27
2096,242,24
3836,124,22
3934,405,30
3439,244,24
1382,2173,25
569,340,33
3837,189,39
627,128,28
3709,98,39
3267,153,38
536,78,37
711,703,35
1743,573,30
827,179,37
794,528,31
1110,385,29
3786,228,20
3107,283,34
2004,326,20
1260,369,30
647,253,19
649,119,27
540,291,32
533,186,32
1314,386,22
342,304,29
3349,259,34
401,123,35
3363,224,31
810,208,31
822,335,26
743,482,33
519,211,27
729,596,24
637,736,22
3875,371,27
222,96,24
385,61,31
563,123,24
793,1087,20
3035,569,20
575,374,30
456,133,34
324,317,33
2192,150,31
3364,470,28
359,207,33
587,181,33
614,259,26
766,294,32
692,361,19
3263,284,24
2527,73,25
174,240,29
3264,275,27
2324,570,35
756,216,22
524,1242,29
581,793,23
542,122,21
2054,128,19
2095,110,19
617,134,19
537,306,32
801,503,25
316,79,19
574,234,23
1530,368,32
1543,731,20
3051,266,20
321,151,26
322,562,21
459,284,32
3357,275,30
838,213,25
646,94,30
809,324,18
3179,339,28
3531,987,30
427,179,17
344,217,32
535,381,24
1942,471,28
652,287,30
1943,157,30
3440,136,30
3900,115,24
352,57,17
763,495,17
2764,240,18
268,111,17
2098,157,31
200,164,17
528,164,17
395,108,21
2492,354,31
567,303,20
588,75,29
3445,209,25
3260,543,19
3636,298,28
312,278,31
3178,136,17
184,73,22
736,651,30
333,139,31
370,241,22
317,599,22
538,172,24
491,91,28
832,206,21
1996,214,25
873,162,19
990,160,21
599,179,15
600,191,28
516,386,25
2837,302,19
534,154,20
3888,216,25
650,154,21
3371,84,16
177,93,28
1441,192,19
367,86,24
653,113,24
443,115,20
3262,292,27
409,62,23
806,250,21
768,529,28
553,77,23
604,254,20
387,176,20
1525,726,25
2953,320,18
539,235,15
236,312,14
68,134,24
464,86,26
328,341,27
2087,205,27
3048,217,23
143,114,23
2045,673,26
90,98,17
219,212,22
220,152,17
3441,95,17
3268,65,26
3443,124,17
545,375,17
481,1036,18
573,191,27
1015,507,64
702,172,65
498,189,39
686,465,43
3715,565,55
798,470,62
714,636,55
659,514,51
753,281,45
784,362,60
3184,392,50
3176,1834,65
3719,453,41
742,350,37
3639,514,72
3641,330,61
671,664,64
589,269,61
722,419,48
744,256,69
829,208,38
948,359,55
3834,1056,69
701,344,41
787,730,56
54,1881,62
732,481,45
492,244,49
3710,518,61
759,415,38
741,342,59
3906,305,58
3453,157,47
726,416,37
3952,250,50
3023,295,34
3565,1620,55
1695,570,50
509,148,42
707,522,41
780,408,37
11,720,37
758,308,47
2914,674,44
772,332,32
494,303,50
834,278,51
3640,329,43
551,359,53
518,422,53
804,803,33
638,438,40
846,78,49
3185,703,54
2509,1318,47
723,732,48
779,241,58
3182,223,34
3368,311,42
3183,231,49
919,291,54
755,735,54
775,265,38
3903,472,32
497,307,30
812,302,35
1710,488,37
582,269,40
510,152,52
3,693,45
705,251,52
365,211,53
289,303,29
142,219,52
3366,129,45
590,282,49
3266,195,49
769,175,39
668,308,54
2747,407,32
733,250,28
3839,476,46
3059,397,41
490,280,49
482,202,45
259,310,40
1965,548,36
576,320,31
1978,2051,49
548,124,33
486,206,47
1590,392,31
579,380,29
738,526,46
330,191,40
721,393,27
786,478,33
661,392,34
816,215,50
503,283,49
504,310,45
3642,275,42
3365,429,41
543,158,30
3448,178,31
610,111,40
2392,461,28
515,235,29
752,183,30
773,236,34
836,480,44
496,268,33
3436,253,47
1862,3120,42
3712,200,41
479,110,26
629,109,35
3785,63,34
631,93,33
521,219,29
2892,1454,25
929,757,44
530,186,26
835,123,45
2294,225,46
678,866,46
331,199,45
3180,182,39
3714,274,29
3789,468,45
544,290,32
267,234,33
1803,419,26
417,179,33
296,177,45
762,348,36
823,312,43
655,132,25
826,239,31
513,201,43
644,297,29
493,220,37
645,162,41
568,226,23
245,336,40
508,494,26
520,713,33
218,289,35
552,263,27
3902,314,26
935,621,173
859,1434,133
977,834,140
983,1063,99
970,1299,118
672,764,107
943,861,173
966,651,131
1011,584,107
961,1937,173
1027,879,117
3788,801,108
942,905,160
1301,635,129
3787,786,140
986,623,109
984,703,113
933,658,146
939,863,129
394,2136,105
1000,1135,87
981,435,110
3189,690,129
693,425,166
2104,765,158
964,547,158
728,624,127
1181,1074,157
912,868,122
993,448,121
2079,665,138
998,518,123
965,716,127
3718,1523,153
747,1161,90
927,648,138
821,1169,153
3587,1161,103
930,833,118
665,288,85
2739,754,105
673,450,104
2923,440,140
894,570,130
946,529,152
973,733,79
720,626,109
945,944,78
959,784,126
958,512,117
3186,1737,79
976,458,96
1018,597,95
685,669,133
910,956,144
3716,1099,91
940,485,79
688,381,96
1001,571,100
666,554,129
3645,533,82
415,1767,118
1004,417,82
987,897,130
1026,727,107
2465,1205,80
1024,643,70
1013,900,107
2532,1116,122
1136,396,123
2528,402,69
963,886,121
3841,907,89
684,522,74
3907,653,129
682,811,84
2100,430,86
3273,597,108
999,1094,114
3272,756,121
978,792,64
662,610,63
670,607,93
3660,944,95
716,492,124
957,409,75
715,967,81
791,591,104
750,346,116
3908,597,67
1012,1218,112
3838,770,108
2093,718,67
3370,632,112
683,593,85
949,723,109
3824,1028,81
724,643,63
511,351,91
505,413,57
1016,831,101
708,267,94
3790,492,75
996,888,63
751,249,93
1014,1463,58
677,390,85
1002,288,76
2006,1212,82
717,733,72
689,549,83
676,372,85
3227,1381,60
1565,1001,61
796,412,68
799,631,79
698,370,68
3042,1756,75
679,585,65
690,425,50
3056,403,95
3270,400,51
815,449,59
664,243,95
730,285,58
718,404,81
825,438,95
818,282,71
667,730,67
1028,523,53
995,804,64
770,284,90
757,510,70
760,185,56
771,487,74
754,326,79
820,425,67
3060,353,55
925,594,85
1010,819,66
500,405,71
3713,710,59
3369,304,58
476,382,75
522,526,82
3052,520,59
805,311,76
706,376,44
3904,613,72
687,471,69
713,430,71
3477,653,43
402,468,42
844,496,50
1025,788,68
3454,434,42
830,393,63
681,464,47
3905,329,66
1864,484,58
561,275,71
800,177,49
704,851,80
2385,11214,1294
868,3976,812
2410,5691,819
870,2228,815
901,4095,554
852,3756,767
911,3186,389
277,2866,494
1941,2961,523
855,2196,439
850,2019,634
3057,2104,556
856,2816,484
887,2198,367
863,1839,523
913,1339,386
853,2180,264
875,2509,363
1160,1659,450
3372,1862,476
3188,2352,307
1006,1403,304
1019,2509,447
879,1400,450
348,1246,255
866,1874,398
867,1599,317
2529,1529,347
869,1534,364
877,1361,223
1252,1157,337
883,2367,229
3840,2603,333
2102,796,258
1949,1406,283
936,1746,212
892,1829,227
1219,1824,286
3643,1525,239
876,1406,212
1022,1818,193
889,1737,264
2101,1452,270
864,2722,321
893,1417,211
908,2063,169
886,1731,308
3717,659,236
897,907,313
861,1762,304
881,2197,312
895,1213,166
931,1360,223
899,1803,197
525,2834,222
874,1226,258
888,1169,303
884,1373,283
660,667,151
871,1487,194
3373,1420,260
903,1516,267
3842,1088,207
2222,2088,236
890,790,275
928,906,268
937,1065,160
3452,2671,199
1003,965,228
907,1379,142
941,1557,153
3859,2143,230
669,1191,251
914,742,217
997,726,149
969,1273,158
1017,1125,255
891,1381,216
916,888,219
923,1273,135
934,1081,197
285,2225,197
954,1066,165
2091,1752,184
909,1523,170
663,721,150
944,1159,239
1513,1224,174
1520,959,137
3177,1188,195
438,700,228
896,985,141
951,1408,173
902,1073,199
947,1098,153
783,540,202
971,921,164
674,576,147
992,1031,128
3720,1198,123
2010,783,193
2103,657,195
922,765,206
279,2016,154
880,732,203
905,1099,195
3271,564,170
709,575,109
988,1488,109
994,848,154
982,861,117
2738,975,126
3187,1195,114
435,565,145
1889,826,141
955,1254,113
3644,615,137
776,414,194
697,719,185
904,1469,179
980,589,163
953,632,171
499,669,103
920,793,103
975,565,180
1020,914,179
1888,65,3
2698,13,2
1493,26,3
51,18,2
1,36,3
1036,34,2
1952,166,2
2537,29,2
2538,9,3
260,56,2
1038,58,2
1040,13,2
1734,48,2
2112,9,2
2461,62,3
1957,39,3
1735,110,3
3355,184,2
1960,13,2
2771,11,2
4,149,3
1737,24,2
2745,26,3
3255,204,2
1508,56,3
1962,34,3
2773,24,2
2462,361,3
1065,59,2
1741,68,3
3435,289,2
1516,13,2
1071,24,3
1078,8,2
1083,24,3
3199,52,3
3950,7,3
1523,66,3
734,52,2
2142,14,3
58,41,3
1527,22,3
1091,9,2
1095,38,2
2563,18,2
1106,33,2
1112,389,2
1541,27,3
112,130,2
3953,3,3
3954,5,2
3701,17,3
2390,23,3
2391,8,3
113,20,3
3696,53,2
1907,7,2
115,147,3
1557,153,2
1980,57,2
2168,26,3
2394,13,2
1560,13,3
1561,12,2
1984,69,2
1777,13,3
2175,38,3
1778,42,3
1779,35,2
2488,28,2
3580,25,2
1568,20,2
1569,17,2
1780,44,3
1142,36,2
3942,25,2
1781,16,3
1911,71,3
1782,38,3
3243,50,3
565,33,3
1912,51,3
2080,81,3
1995,65,3
1155,32,3
2401,40,3
2752,31,2
2590,28,2
3918,27,3
1158,17,2
2592,6,2
1578,6,2
1166,31,2
3894,26,2
3601,13,2
1584,22,2
3476,12,2
3951,14,2
2200,37,3
3390,67,2
1197,16,3
3955,11,3
281,36,3
1921,32,3
1199,16,2
1202,26,2
1795,17,3
3114,8,2
1205,1,3
2515,8,3
1601,18,3
282,65,2
1800,89,2
2220,57,3
2503,33,3
3426,29,3
3549,31,2
3886,14,3
1218,112,3
1806,6,3
1223,8,3
2017,15,2
2894,14,3
170,35,3
3551,163,3
1234,61,3
1814,64,2
1239,203,3
132,17,2
3121,33,3
2825,102,3
1622,17,3
2915,64,3
1821,29,2
2418,27,3
2023,58,3
1825,31,2
1927,72,3
1828,45,2
1258,17,3
1625,28,3
2252,8,2
76,37,2
3956,2,3
1285,49,3
3517,52,2
3559,12,2
2259,14,2
1638,16,3
1296,12,2
2422,45,3
1644,25,2
2262,10,3
3928,20,3
3957,23,3
3769,27,3
136,48,3
2276,25,3
3312,3,2
1326,12,3
1839,21,3
1842,17,3
3490,35,2
2282,9,3
2524,43,3
3803,8,3
3610,57,2
2517,94,3
3495,27,2
3496,71,2
1844,32,3
3958,5,2
1355,47,3
3829,52,2
3252,63,3
2657,7,3
1360,18,2
3253,103,3
1847,29,3
1366,63,2
3041,264,2
1665,80,2
1368,20,3
1666,27,2
1849,54,2
3683,46,3
1670,24,2
1378,46,3
2074,136,3
2039,71,3
1390,8,2
1393,5,2
1394,17,3
1681,39,2
2475,63,3
3891,17,3
1401,36,3
1403,180,2
366,71,2
2441,13,3
1410,14,2
1691,18,3
1416,6,3
1418,37,2
3959,3,2
1420,34,2
1694,72,2
298,392,3
1863,346,3
2672,21,3
2330,21,3
1428,88,3
3351,20,2
3181,30,3
180,376,2
1698,61,2
2479,20,3
3038,57,3
2682,24,2
1712,16,2
45,7,2
1447,8,2
46,8,3
1714,6,3
3692,12,3
2696,14,2
1726,53,2
1885,38,2
1728,39,3
3078,20,5
1490,209,3
257,205,4
583,43,3
229,38,5
258,151,5
1953,95,5
1955,90,4
1891,131,4
3793,41,5
353,93,4
1893,120,4
1509,6,4
2547,7,3
233,155,3
55,130,3
1746,24,5
107,81,4
1077,26,4
1079,35,3
3960,23,4
2922,79,4
3537,53,4
1528,29,4
1532,33,5
3538,93,5
111,18,3
1977,46,3
3913,19,3
1903,17,4
1767,65,3
3828,31,3
1906,57,3
2795,218,5
967,43,3
3471,17,5
1908,74,5
1775,210,3
63,65,5
1986,15,4
1141,89,5
1143,42,4
2582,17,5
1993,43,3
2801,69,5
65,255,5
2188,31,4
278,7,5
12,25,5
1579,23,3
3884,26,3
3444,105,3
882,35,5
2082,35,4
3961,28,5
1922,76,4
1600,38,4
1798,45,5
3856,20,3
462,58,3
2412,11,3
1220,51,3
2413,57,5
1811,45,3
1812,87,5
130,209,3
1815,58,5
1925,43,3
1816,59,3
1817,430,5
2612,182,5
1249,214,4
465,59,3
2022,99,5
1251,32,4
3175,58,5
1827,74,4
1626,29,3
807,48,5
1629,46,4
3213,14,5
3305,66,4
3248,39,4
2505,21,4
1299,11,3
1930,98,5
3360,15,5
2264,36,5
3669,27,3
3582,31,3
3487,161,4
3527,417,4
2278,42,5
2280,30,4
3131,30,4
81,29,5
1932,26,4
2510,27,5
3674,65,4
3675,29,4
2521,108,3
211,142,3
3866,44,4
84,74,5
290,127,5
32,44,5
2295,14,5
291,202,4
603,96,4
3029,30,5
1851,71,3
292,53,4
294,72,4
404,20,5
3168,9,3
3773,66,4
1685,41,4
2047,29,3
2322,32,3
1421,53,4
1861,87,3
2673,43,4
2919,10,4
1865,28,5
1702,78,3
41,40,4
1870,25,3
2052,33,3
2920,9,5
1439,64,5
1708,82,3
1711,23,4
153,11,3
92,6,5
303,15,3
3825,21,4
1877,22,4
480,155,5
305,36,5
1882,16,3
1474,98,4
2066,82,5
50,36,3
306,35,3
96,29,4
97,53,5
1730,22,7
98,115,9
1496,85,5
1732,31,9
410,65,9
1044,31,6
101,107,5
452,145,6
985,41,9
2379,35,5
163,45,6
2749,131,6
1973,144,6
1540,38,6
3239,131,6
3827,150,7
1904,350,5
3915,43,6
2709,220,7
1127,192,8
2393,53,8
2076,54,6
802,113,5
2958,246,8
357,243,6
199,303,7
3106,29,8
1788,26,9
2001,86,6
3514,22,5
3547,51,6
3058,65,5
1208,133,7
1801,82,9
2533,44,5
3299,174,6
1804,186,6
437,54,6
72,71,5
2021,77,5
23,148,5
1241,76,6
556,89,6
286,28,8
1830,65,8
327,72,9
3450,86,7
1286,162,7
1297,464,8
422,103,7
1650,191,6
1656,80,5
2071,133,8
242,65,8
2069,61,9
2072,25,6
378,127,9
3314,32,6
2506,120,6
2731,145,9
2903,224,9
2286,63,5
1933,66,8
2035,360,6
2036,224,5
2306,12,8
35,93,7
86,457,8
214,168,5
37,92,9
249,299,8
442,120,9
313,39,5
570,64,5
89,72,9
1866,74,6
3170,81,8
1706,72,7
3877,95,6
1944,36,9
3892,44,5
3171,36,7
151,49,5
1874,33,8
1947,26,5
2057,16,5
2060,10,5
2511,16,7
2061,12,6
526,458,9
227,93,9
3784,133,8
960,34,6
1951,57,7
1733,175,4
1055,108,6
5,110,5
1057,90,6
1963,321,5
2703,96,6
606,114,6
1897,63,4
109,51,6
1761,40,7
3240,18,5
1902,89,4
3846,33,5
8,107,5
3540,27,5
271,32,4
114,81,4
1981,31,4
273,249,7
1774,26,5
117,32,7
2575,77,4
274,81,7
196,37,4
169,93,6
118,499,4
2186,70,4
393,105,4
900,73,6
13,59,7
66,164,6
3388,26,5
2403,75,4
2516,88,4
1187,59,4
1596,17,5
1794,76,7
3244,321,5
2012,84,7
124,166,5
622,100,4
854,132,5
840,68,5
239,310,7
22,79,7
3925,24,7
1255,104,5
2718,20,4
2027,32,4
1294,12,6
3249,202,4
1306,84,5
28,74,6
3802,90,5
843,46,7
3521,104,6
137,41,4
139,62,7
1662,74,5
441,83,4
3584,95,4
2077,148,6
2473,45,7
33,134,6
2298,127,5
2519,125,7
34,284,4
1852,73,6
347,47,4
3224,36,7
406,54,5
297,256,5
1697,53,5
1700,38,6
1701,41,5
148,53,5
2051,82,7
152,129,7
1442,9,5
91,61,6
254,29,6
2058,21,4
43,8,6
3434,14,6
1876,14,6
1449,32,4
1450,17,7
3946,102,5
2063,53,4
226,58,6
1475,126,7
95,44,7
2065,73,4
