产品SKU,产品浏览量,产品加入购物车次数
880,2101,671
892,2818,452
2101,2473,334
878,1956,623
859,2235,410
877,2304,571
905,2529,577
881,2506,558
887,2037,317
937,2319,575
2528,1989,464
884,2722,351
511,2677,522
2410,2411,485
889,1986,513
919,2028,415
891,1936,516
936,1668,345
913,2564,513
908,2052,516
731,1690,442
900,1694,499
2532,2011,311
962,2136,505
956,2663,409
888,2003,331
895,1225,524
893,2609,431
886,2774,462
899,2503,409
1252,1753,292
1003,2308,371
2385,2090,437
890,2026,277
912,1688,463
909,2030,398
902,2328,265
984,1709,323
927,1025,366
1403,4492,464
871,2000,313
928,1291,272
907,1816,404
828,3886,304
897,2781,346
894,1767,417
997,2213,233
925,1231,313
966,2081,276
914,1661,310
739,3036,224
903,1178,278
2533,1354,218
940,1283,275
948,1836,205
942,1241,296
690,1877,397
922,1146,310
957,802,206
930,2252,314
2103,1068,317
896,1850,257
1008,1405,310
973,1944,324
1520,1775,195
969,1561,357
944,1396,200
943,1560,336
120,2316,288
932,2560,231
992,1764,357
951,2816,197
959,2202,288
980,797,302
934,1493,350
2091,2073,355
904,2468,261
949,1027,240
916,1347,335
679,1767,330
941,1025,182
505,1916,203
988,1688,333
967,1482,342
285,1703,217
939,1595,191
958,1005,297
970,2139,192
917,960,169
982,1063,251
953,1360,262
978,973,239
2529,1028,183
3057,1166,320
983,1763,180
685,1106,226
976,1014,190
2102,1027,288
2512,921,184
1013,2023,309
1006,1085,303
963,1636,224
1011,645,296
977,1619,301
946,1731,272
693,1463,246
955,1675,165
985,1154,196
920,1277,197
1024,870,224
981,1177,171
947,1022,214
933,1739,239
1015,971,288
996,1546,225
1000,1652,272
1695,2806,287
995,1975,225
945,892,196
3058,1086,260
700,10798,214
915,1434,189
783,1064,199
1001,1805,247
777,3907,170
660,792,245
682,1237,266
677,656,226
952,1586,255
1012,1655,167
987,1649,161
906,3785,222
1020,1120,145
279,2452,238
994,1441,198
1017,1362,131
972,736,215
986,1104,233
971,911,158
709,655,215
438,968,211
964,596,173
910,1412,239
1007,1286,228
998,773,132
1010,1723,147
991,1117,137
717,1794,212
671,1159,170
670,825,226
2100,801,131
3059,784,128
721,1458,191
674,1175,170
475,2346,149
1002,726,157
666,803,222
743,909,159
126,2761,223
2079,1010,165
692,2051,131
1014,2112,144
1271,2708,171
1638,1483,169
868,3139,156
1004,1070,156
688,818,202
716,1310,154
713,1179,150
1023,959,144
2243,1063,177
702,329,127
684,570,203
764,1638,109
683,1008,200
2923,466,191
1319,1017,182
821,1671,138
2104,1169,181
1026,817,204
691,1797,198
1027,852,138
2076,1746,109
795,1037,115
664,479,110
696,995,161
3060,586,139
698,1044,172
669,1611,171
2747,1199,169
326,1839,125
750,416,129
579,937,113
489,1620,191
729,1276,121
689,1325,185
672,786,125
695,1164,98
687,394,148
676,646,107
662,793,107
667,1267,114
1028,518,167
726,1088,98
829,1271,133
718,997,134
3027,37,1
1372,3,1
3061,5,1
1668,44,1
1669,11,1
1671,5,1
3028,4,1
1674,44,1
2037,101,1
1675,36,1
2307,43,1
1935,12,1
1385,20,1
2905,13,1
1389,21,1
1390,34,1
3062,2,1
2663,12,1
1681,26,1
145,25,1
1682,3,1
3063,13,1
710,38,1
2310,5,1
2041,28,1
1398,12,1
1683,4,1
1684,28,1
2664,8,1
1685,31,1
1402,16,1
3064,1,1
1856,7,1
1687,44,1
1407,29,1
3065,13,1
2441,32,1
1410,66,1
2442,130,1
1412,9,1
2319,33,1
3066,38,1
2667,25,1
1415,12,1
2494,66,1
1416,23,1
2323,27,1
2325,22,1
2670,4,1
1423,9,1
1424,35,1
1425,17,1
3010,10,1
1427,43,1
2445,53,1
2672,39,1
3067,6,1
2674,19,1
1428,71,1
1696,52,1
1698,75,1
1865,28,1
1699,27,1
2050,46,1
3068,4,1
1434,29,1
2335,9,1
1436,2,1
2336,6,1
1438,3,1
1872,13,1
1707,73,1
675,1,1
1874,39,1
2347,3,1
3069,1,1
1453,13,1
1454,3,1
3070,4,1
1717,26,1
1456,23,1
2881,12,1
3071,11,1
2451,6,1
2687,18,1
2355,10,1
2691,17,1
159,146,1
1473,9,1
1475,121,1
3072,2,1
3073,5,1
2361,11,1
3018,9,1
1948,18,1
1479,40,1
3074,1,1
1480,2,1
1484,3,1
2065,186,1
1486,164,1
1487,1,1
3075,5,1
3076,3,1
2883,3,1
1489,30,1
3077,1,1
1730,66,1
3078,8,1
1493,23,1
1494,20,1
3079,1,1
2107,16,1
1495,14,1
2699,20,1
1031,28,1
1034,33,1
2769,4,1
3080,29,1
1953,36,1
2374,10,1
1502,79,1
2110,12,1
3081,4,1
3082,2,1
1042,5,1
2375,27,1
1956,1,1
100,11,1
2541,38,1
2377,7,1
1892,67,1
1959,8,1
411,30,1
2543,16,1
1507,11,1
2120,8,1
1509,16,1
2773,18,1
3083,7,1
3084,2,1
2774,9,1
2545,19,1
2122,7,1
1059,11,1
3085,1,1
3086,3,1
2547,37,1
1511,43,1
2497,34,1
1512,2,1
1067,12,1
2129,8,1
2131,38,1
2132,56,1
2552,6,1
3087,22,1
2379,18,1
1743,19,1
1073,12,1
3088,4,1
1074,19,1
2381,20,1
1519,15,1
3035,53,1
1076,7,1
2553,19,1
1750,26,1
1898,8,1
3089,4,1
1751,4,1
1082,19,1
2554,32,1
2555,25,1
3090,1,1
2384,4,1
3091,3,1
1525,24,1
110,14,1
2386,11,1
3092,3,1
2142,10,1
1092,20,1
2146,3,1
1096,5,1
1098,8,1
2561,13,1
1531,21,1
1103,4,1
2149,15,1
1757,10,1
3093,7,1
1108,21,1
3094,18,1
3095,5,1
6,130,1
1112,35,1
1899,44,1
1537,5,1
1539,26,1
1542,53,1
2152,37,1
2706,11,1
2565,11,1
2155,17,1
1545,47,1
1546,18,1
3096,3,1
2157,24,1
3097,4,1
2947,6,1
2888,21,1
3098,1,1
270,18,1
3099,1,1
3100,2,1
2163,1,1
3101,5,1
924,22,1
1555,26,1
2167,39,1
2499,9,1
2953,36,1
1772,5,1
1131,3,1
116,10,1
1561,44,1
1910,19,1
2710,47,1
1779,64,1
3102,8,1
63,58,1
2576,18,1
196,29,1
2176,36,1
2397,8,1
1566,69,1
2578,6,1
3103,0,1
2891,12,1
2962,18,1
2399,19,1
1988,25,1
3104,1,1
1572,83,1
1148,30,1
1151,22,1
1152,60,1
2587,17,1
2588,28,1
2401,42,1
3105,1,1
2183,33,1
2752,25,1
1156,3,1
1998,37,1
2590,30,1
3106,14,1
3107,21,1
1999,6,1
1573,24,1
1787,65,1
3108,3,1
1157,11,1
1574,16,1
2186,5,1
1576,9,1
3109,7,1
435,13,1
2190,11,1
1789,13,1
1578,15,1
3110,4,1
2191,71,1
1166,7,1
2712,15,1
1169,14,1
1171,11,1
2595,24,1
1584,4,1
1172,6,1
1173,15,1
2005,23,1
1587,13,1
3111,3,1
2198,9,1
2199,3,1
1182,29,1
1184,12,1
1592,13,1
3112,19,1
2597,6,1
1919,105,1
1188,20,1
1190,42,1
1192,32,1
1594,4,1
2206,1,1
2409,73,1
2713,20,1
2209,9,1
1197,12,1
990,40,1
1200,13,1
3113,3,1
3114,8,1
1204,8,1
1205,39,1
1206,6,1
2215,23,1
2217,19,1
204,41,1
2013,25,1
122,45,1
2219,33,1
436,4,1
2502,5,1
1216,27,1
1802,9,1
125,32,1
2606,59,1
2607,17,1
3115,6,1
1608,420,1
1804,40,1
840,41,1
931,11,1
1223,14,1
1224,51,1
2225,13,1
2229,23,1
1226,5,1
1228,137,1
1229,4,1
1230,47,1
2413,25,1
1612,26,1
3116,11,1
2414,26,1
2608,25,1
1812,142,1
1236,40,1
3117,58,1
2816,18,1
2820,3,1
3118,3,1
1616,6,1
3119,1,1
2823,5,1
3120,3,1
1617,78,1
1618,100,1
1239,239,1
3121,9,1
1244,17,1
2826,11,1
841,85,1
2237,25,1
1247,27,1
2238,30,1
1823,15,1
1824,41,1
1251,253,1
1826,63,1
3122,1,1
935,19,1
2244,2,1
1257,4,1
2504,7,1
3123,18,1
2755,13,1
2246,22,1
2718,36,1
1260,13,1
2619,30,1
1263,19,1
3024,180,1
2468,18,1
1830,11,1
1270,26,1
3124,19,1
3125,14,1
3126,7,1
1631,24,1
2255,20,1
1633,31,1
1283,12,1
3127,9,1
1286,144,1
1288,9,1
1289,16,1
1637,11,1
2421,66,1
2259,29,1
1639,33,1
1293,19,1
1295,29,1
2492,40,1
2723,17,1
3128,16,1
1643,18,1
1644,6,1
2628,2,1
1301,19,1
2424,14,1
2261,8,1
1305,6,1
1306,38,1
2900,51,1
2985,18,1
1310,3,1
2267,20,1
2271,16,1
954,18,1
2272,28,1
3129,1,1
2636,13,1
2637,19,1
1651,42,1
1652,30,1
3130,7,1
1317,7,1
2727,6,1
2275,13,1
2031,23,1
1654,71,1
2427,154,1
1656,73,1
2071,20,1
1322,18,1
3131,14,1
2842,14,1
1009,2,1
1326,2,1
1840,29,1
2763,23,1
1659,10,1
1330,41,1
2433,45,1
2843,2,1
2989,12,1
2901,11,1
3132,5,1
2756,19,1
1333,1,1
1334,80,1
1336,28,1
3133,4,1
3134,46,1
3135,3,1
2994,10,1
2902,13,1
3136,12,1
2436,4,1
3137,5,1
2996,11,1
2997,6,1
3138,1,1
3139,1,1
1844,28,1
3140,12,1
1662,161,1
1348,21,1
2286,25,1
3141,18,1
3000,9,1
1354,25,1
2290,4,1
2904,16,1
1357,60,1
3142,4,1
2655,22,1
3143,3,1
1362,16,1
1365,42,1
1848,25,1
1368,56,1
2853,7,1
1731,26,2
2698,22,2
2370,7,3
1496,24,3
1890,49,2
1033,13,2
814,27,3
2109,29,3
1952,166,2
2929,11,2
1954,218,2
1732,29,3
2916,16,2
1040,42,2
52,16,2
3144,8,2
1736,121,2
1050,28,3
2115,45,2
3145,6,2
1964,207,3
2779,242,2
105,61,2
2550,13,2
1513,33,2
1021,16,3
1071,51,2
1745,54,2
2134,91,2
1896,98,3
109,44,3
1081,20,3
2135,63,3
388,87,3
1970,17,2
3146,5,3
1971,71,2
2498,28,2
2140,11,2
1089,9,2
2912,57,2
2886,29,3
2557,34,3
1754,28,2
1094,58,3
2486,123,2
2387,30,2
1099,20,2
2559,13,3
1974,21,2
1755,106,2
3147,254,2
1110,7,2
2150,16,2
1536,31,2
1976,31,3
1540,28,3
1543,23,2
1115,45,3
2464,18,3
1118,11,3
1548,17,3
1903,18,3
2572,141,2
2949,2,2
9,4,2
1907,30,3
1556,53,3
1557,263,2
1773,46,3
2751,25,2
1560,20,3
1777,62,2
2466,22,3
1138,15,2
3148,7,2
1141,66,3
2179,21,2
3149,11,3
1991,60,2
577,105,2
1150,76,2
1783,33,3
1153,20,3
1154,23,3
1155,111,3
2188,23,2
1165,16,3
2193,54,3
2002,16,3
1586,31,2
1791,32,2
2004,44,3
2006,93,3
1916,42,3
2068,37,3
2195,41,3
2408,19,2
898,31,3
1189,37,2
1191,12,2
2760,26,3
2489,35,3
416,18,3
1196,27,2
2210,21,3
1199,26,3
1795,61,3
2754,11,3
2214,24,3
1602,12,3
3150,27,3
3151,13,3
2411,9,2
2227,33,2
1808,39,3
2017,28,3
171,83,3
735,37,2
517,108,3
1815,152,2
2821,7,3
132,35,3
1241,105,3
1817,465,3
2897,15,3
1820,56,3
1822,29,3
2418,75,3
2975,7,2
1825,38,2
1927,35,2
2242,0,3
3152,68,3
1259,40,3
2617,32,2
3153,18,2
3154,7,2
3155,4,2
2253,21,3
1632,40,3
1279,12,3
2720,27,3
635,61,3
2722,36,3
2027,51,2
2491,23,3
2625,46,3
3156,10,3
2262,78,3
2630,95,2
2631,15,3
1646,23,3
842,44,2
1834,25,2
2724,30,3
2837,104,2
1316,21,2
1318,28,2
3157,409,2
1658,17,2
2471,57,3
1838,50,3
1843,77,2
1328,1,3
2282,210,3
1660,23,2
2435,14,3
1341,22,3
2092,34,2
2472,13,2
1350,30,2
2651,12,3
2653,275,2
2288,27,3
246,77,3
3001,18,3
2473,46,3
1366,87,3
2852,25,2
3158,38,2
1666,43,2
1378,49,3
1381,34,3
1677,64,3
1383,19,3
1679,34,2
347,112,2
2043,24,2
1855,19,2
2757,13,3
1400,44,3
1401,34,3
1688,14,3
2736,18,3
1411,275,2
1860,49,3
1421,30,3
3159,24,2
89,71,3
3044,21,3
2332,21,2
1431,29,2
148,63,3
39,53,3
1705,28,2
2052,27,3
1435,28,2
2447,6,2
2053,52,3
2343,34,3
1708,53,2
837,12,2
1711,30,3
1712,19,2
92,6,3
2061,9,2
2349,8,2
2480,4,3
1715,10,2
3160,4,3
1718,32,2
3161,18,3
2352,13,2
2454,53,3
1883,14,2
1723,33,2
2457,22,2
1485,96,2
3162,4,2
1488,139,2
1029,50,5
1950,22,3
51,289,3
2535,11,4
2925,15,3
1035,38,3
1036,47,5
1037,17,4
260,101,4
1038,44,3
1955,65,4
1957,41,3
2376,49,4
1741,111,3
1514,41,4
106,186,4
1746,49,5
1749,446,3
1969,87,3
1083,9,4
2787,25,4
2749,59,3
3042,35,4
1088,8,3
1091,17,3
2145,50,4
1530,70,3
1533,13,3
1106,22,5
1109,46,4
1760,190,5
1541,25,3
1763,50,4
2161,22,3
1124,29,5
114,58,5
1771,43,3
1908,336,5
2890,15,3
2394,50,4
1563,108,4
1776,47,4
2175,73,3
1564,37,3
1568,55,5
3163,60,5
1140,31,3
1570,34,5
1989,34,3
1993,48,3
1164,47,5
12,94,5
1579,26,3
1168,22,4
1588,33,4
2893,3,3
1179,18,4
3164,13,3
1921,75,3
3165,57,5
1600,37,5
123,61,3
2603,68,4
968,76,5
2503,53,5
1220,56,3
1221,276,3
1613,195,3
1615,14,5
2896,41,3
1819,45,4
2241,42,4
1253,18,3
1828,49,5
3166,6,3
133,106,4
1278,61,5
1285,50,4
1831,24,5
1292,66,3
1294,25,3
1296,38,4
1297,736,4
2505,82,4
2028,63,5
1300,104,3
1645,40,3
1647,88,3
3167,27,4
2729,31,3
2280,35,5
2730,51,4
1331,39,3
1335,80,4
3040,254,4
139,112,3
211,61,3
2287,32,5
1352,12,3
1355,158,5
1356,51,5
1933,72,4
1373,16,5
1382,34,4
1851,35,3
1676,37,5
1678,80,3
36,71,3
2039,32,3
3168,27,4
2040,16,3
3169,73,3
1691,12,5
570,144,3
1861,61,4
252,242,3
1701,82,4
90,40,4
3170,63,3
2680,72,5
1439,50,3
1442,26,5
2682,71,4
2758,12,4
1451,46,5
2686,64,3
1469,20,3
2064,65,4
2696,8,5
96,52,4
1735,343,9
1505,255,9
2745,68,8
1962,170,7
102,107,8
1739,124,7
1066,27,8
2937,25,5
1515,49,8
2748,97,6
1532,62,7
1104,42,6
111,91,8
7,101,6
1549,149,9
1552,226,5
1130,9,9
11,97,9
198,115,8
1782,143,5
1997,83,7
1788,49,5
2001,75,7
1590,33,6
2008,84,8
1598,95,5
1601,32,7
121,143,9
1609,66,7
1222,68,5
2716,45,5
2894,78,9
170,88,8
129,65,5
1809,32,8
1233,76,9
1813,76,7
130,495,8
1246,106,9
1827,90,6
1623,81,8
1829,70,9
76,41,9
1630,54,9
1930,177,9
2030,100,8
136,136,8
1836,62,9
1839,38,6
1932,31,6
1841,46,7
1845,110,7
1665,104,9
1934,81,7
2070,81,8
213,73,5
1680,93,6
2508,69,9
146,705,9
1866,150,8
149,89,8
1433,35,6
1704,48,6
1706,65,9
1944,26,8
3171,26,8
42,195,8
2877,53,9
254,63,5
1447,11,6
2450,37,5
2062,116,6
1468,90,7
305,61,9
2067,110,9
1032,40,5
3,28,7
1047,45,4
99,45,5
2702,76,4
1894,141,4
2462,665,4
2549,64,5
1965,28,4
108,134,4
1968,39,5
1521,26,7
1753,189,6
3172,51,6
1524,49,6
58,151,4
1761,111,6
1762,114,7
1901,35,6
1547,24,4
2708,32,5
3173,71,4
1906,74,6
1980,192,4
1982,76,4
274,109,5
1134,318,4
1984,117,6
1778,126,7
1567,404,6
1990,25,5
3174,29,5
1145,182,7
2080,228,5
2184,45,5
461,35,6
66,37,5
14,54,7
1580,57,5
1176,42,7
882,184,6
281,42,6
1599,31,5
1208,642,6
1210,28,5
1212,59,6
1801,139,5
