产品SKU,订单产品数量,订单产品收入
162,1,46
269,9,303
1552,3,85
1981,15,469
2192,44,1731
21,1,41
1821,0,0
420,1,32
362,1,37
377,1,22
2069,7,124
2518,0,0
143,0,0
292,19,675
1678,36,1187
347,27,443
216,2,79
2478,52,1571
181,0,0
1947,3,48
2058,5,50
46,1,12
1876,9,73
446,1,21
48,2,65
97,1,24
187,1,25
547,4,154
53,1,47
491,1,30
17,14,549
73,3,69
567,3,93
774,1,30
488,1,39
342,1,42
2089,5,188
650,10,299
424,3,54
469,1,30
346,13,374
637,8,162
184,7,184
553,1,30
387,0,0
1973,15,746
309,1,30
310,57,1474
457,3,73
564,12,560
357,3,53
336,6,187
434,0,0
202,1,51
464,1,33
398,2,83
559,7,192
626,4,108
2519,14,255
344,9,168
543,7,122
253,1,26
2520,22,123
608,2,53
334,4,80
335,25,620
392,45,736
236,20,624
642,47,1788
644,3,53
495,3,113
328,2,94
602,1,37
140,1,27
312,4,156
178,7,148
428,0,0
473,1,39
182,7,186
383,4,112
2054,5,130
433,1,41
192,3,62
598,8,272
112,5,99
2084,1,43
1905,12,323
2076,28,1280
374,3,132
418,2,80
623,0,0
2022,0,0
360,0,0
647,1,38
423,9,168
2521,0,0
471,3,89
295,33,698
2095,3,87
2522,12,50
409,14,64
814,4,85
1497,1,41
619,13,435
356,3,57
325,6,182
463,3,88
645,0,0
339,0,0
735,0,0
648,3,63
27,7,153
401,1,29
1345,1,28
2523,1,55
343,2,110
651,41,893
313,12,256
1697,10,327
44,6,43
386,0,0
546,0,0
316,3,55
333,0,0
448,2,51
353,6,167
262,2,52
453,1,29
734,5,105
1900,0,0
1982,3,97
169,3,55
461,5,98
324,0,0
400,1,39
1324,4,155
468,2,64
2524,1,29
33,1,35
748,0,0
404,8,246
472,6,142
382,1,25
616,14,283
431,6,102
91,6,176
537,2,94
223,2,24
231,3,78
354,3,56
449,0,0
1057,72,3708
1963,5,164
527,5,121
639,7,128
575,2,79
390,2,82
166,8,271
322,10,305
64,2,84
276,2,61
199,9,182
622,3,84
205,1,37
19,3,95
419,1,22
207,1,31
376,0,0
588,4,163
422,1,42
174,12,199
2032,5,159
289,13,285
83,15,403
142,2,55
366,20,603
304,7,37
410,0,0
1956,0,0
307,0,0
101,3,64
584,2,49
55,1,30
1895,1,50
607,1,53
320,5,247
373,1,34
321,1,34
460,5,258
358,1,45
67,3,52
337,0,0
395,1,32
239,1,44
1299,7,179
421,1,26
399,2,66
244,1,30
177,2,82
2048,0,0
215,1,29
2090,5,173
183,3,84
186,7,42
352,3,15
225,0,0
47,1,29
188,3,48
960,16,452
1891,2,68
640,0,0
634,1,36
194,2,72
1142,9,136
393,0,0
278,53,2229
1181,1,30
838,12,523
649,1,38
2083,4,84
780,3,78
475,8,308
476,15,431
515,0,0
758,7,174
782,7,192
742,6,119
497,7,198
736,1,37
989,9,178
833,11,172
781,5,167
803,12,300
550,9,243
824,16,423
544,8,227
591,0,0
574,3,67
597,11,316
586,23,550
697,14,553
680,12,191
2029,31,527
519,11,323
524,10,219
540,3,76
365,0,0
440,1,44
569,3,81
571,17,342
2093,5,155
504,10,253
492,1,25
765,6,237
530,5,133
531,7,230
2099,2,68
638,15,321
817,13,300
827,1,32
534,6,226
2088,1,37
617,23,316
224,12,88
605,44,952
609,8,175
2525,5,90
772,4,127
402,5,125
535,4,150
823,1,23
576,6,157
538,6,188
832,5,93
548,3,52
599,0,0
840,16,526
326,11,432
212,6,184
518,2,85
573,5,64
596,3,64
802,0,0
521,4,126
485,7,179
621,29,588
566,12,242
835,6,156
311,3,101
810,2,36
403,4,59
628,19,362
655,8,274
846,8,43
445,2,110
847,0,0
656,1,35
522,11,250
359,10,173
766,0,0
589,5,72
545,0,0
632,3,73
477,0,0
340,1,34
523,3,91
721,16,296
542,17,316
219,10,211
474,10,160
484,10,157
577,7,135
1914,8,126
417,1,30
580,2,89
549,0,0
541,5,123
496,2,64
2302,9,123
581,5,176
520,5,115
526,0,0
482,7,78
514,5,104
478,6,235
2085,4,136
614,4,145
330,5,158
558,4,83
185,7,234
592,10,122
502,1,27
631,3,33
308,1,42
167,4,109
600,2,74
635,1,63
363,6,204
636,1,30
2526,0,0
551,5,188
250,7,176
367,12,313
653,7,226
384,6,161
561,10,254
768,1,58
317,20,666
318,2,49
193,2,56
323,7,131
126,25,438
532,3,96
587,2,72
557,16,323
533,1,30
590,1,10
315,3,127
536,11,196
594,2,49
620,7,171
585,7,226
555,2,58
200,1,40
415,2,83
528,3,90
486,5,143
206,60,1292
646,1,46
327,5,143
613,9,256
489,5,106
467,11,223
425,0,0
625,3,144
381,7,266
629,3,63
2086,9,63
582,1,25
563,5,103
447,4,194
391,2,79
539,2,40
938,4,168
643,4,127
1917,6,270
612,1,47
397,1,26
568,2,69
525,3,36
331,6,283
351,3,50
332,8,227
369,4,61
633,37,962
319,5,92
610,5,121
2098,1,19
529,5,136
1614,3,77
375,2,82
329,1,39
2527,9,144
82,5,165
427,1,39
179,1,26
552,7,205
350,3,109
385,3,17
595,1,19
672,14,559
658,13,440
995,12,328
702,29,285
696,20,404
999,8,378
1257,5,138
717,35,1180
673,7,203
954,17,242
704,29,320
1016,31,765
669,28,671
821,16,495
698,4,108
693,24,425
1018,19,471
682,30,543
695,11,459
684,14,405
746,15,479
683,10,250
730,33,497
1028,10,373
690,12,227
659,3,71
1026,18,370
733,15,298
1025,5,115
918,32,609
579,5,151
661,13,430
747,16,394
1790,14,489
961,89,1588
799,10,496
711,7,139
719,20,288
728,18,353
667,7,240
1015,14,304
689,12,376
706,12,293
715,5,143
761,28,796
666,30,681
499,0,0
676,7,370
764,69,2060
713,17,470
722,2,82
692,5,186
723,11,358
664,26,868
929,6,156
2528,7,248
662,17,388
681,14,280
714,10,235
845,17,510
767,11,176
813,6,210
726,5,71
679,0,0
739,17,456
556,18,837
778,16,384
789,9,399
777,15,370
755,18,712
687,7,185
678,3,68
724,6,275
725,23,794
686,14,296
701,11,295
786,9,129
703,15,308
771,28,687
694,11,391
743,11,273
1027,13,227
750,6,219
812,8,165
775,12,322
965,4,201
759,9,302
752,6,113
708,8,165
729,15,420
800,25,612
727,8,207
751,11,220
668,7,179
2529,1,36
770,3,61
830,5,127
756,19,437
501,4,122
815,6,135
744,9,238
606,3,50
732,26,627
691,19,674
820,8,209
760,17,274
1009,21,449
844,9,342
498,15,531
809,10,326
2096,4,87
2530,10,295
805,21,318
480,3,133
493,26,764
975,7,149
783,10,290
801,0,0
757,5,133
806,0,0
763,1,49
712,9,363
506,8,189
562,0,0
707,4,83
1638,4,161
785,4,126
793,22,769
829,2,64
819,9,199
834,3,102
741,8,165
791,20,384
2097,5,125
792,9,260
804,11,291
500,21,493
314,21,315
479,27,693
831,1,22
1160,7,337
798,10,340
788,20,561
794,8,312
762,24,579
811,15,354
481,0,0
572,1,53
818,12,388
842,4,131
910,44,1168
779,7,196
825,11,269
654,18,394
753,9,190
705,5,126
338,119,2571
516,2,67
2092,6,158
509,3,67
1174,11,224
1922,9,279
773,7,206
494,9,146
738,6,118
508,5,78
490,6,169
483,1,31
796,13,284
826,18,221
583,12,390
54,32,976
836,6,182
2094,7,178
513,11,207
2531,3,88
604,12,324
512,5,119
790,7,154
754,5,108
839,14,388
517,17,280
787,5,117
627,12,241
848,2,92
769,1,25
510,2,44
503,10,194
554,3,69
737,15,337
822,3,69
816,3,27
849,352,10690
868,65,1281
855,121,3991
852,132,2920
858,126,2425
857,98,2274
911,63,1720
2102,55,1062
853,77,3392
870,68,1486
950,105,2650
850,88,2232
872,108,3535
854,60,2021
860,52,1896
1941,25,1155
866,87,1187
875,65,1625
851,75,1305
856,79,1496
865,83,2948
885,58,1546
879,23,551
864,72,1109
861,56,2124
867,65,1332
859,62,935
869,12,388
2101,62,1346
880,41,766
1019,16,579
874,57,1252
873,25,621
863,79,2687
926,249,4930
892,38,1122
883,44,1071
878,77,2050
876,53,1222
888,57,1804
887,37,1610
1949,39,1610
884,25,1141
877,55,1373
871,42,988
882,43,2128
889,26,1083
913,65,1327
886,50,1374
937,32,676
890,36,931
905,32,1010
936,23,743
919,17,508
899,24,673
881,24,936
908,28,1423
891,110,1770
896,69,1903
907,59,1529
893,62,1240
914,20,426
902,14,709
901,47,1555
904,45,1821
1003,32,956
731,50,885
894,16,712
895,55,1375
925,28,755
916,19,794
909,23,678
922,32,602
906,22,682
959,23,643
997,18,714
942,23,957
348,35,1030
897,53,914
2103,17,824
928,29,618
927,39,642
943,15,542
903,15,686
944,15,337
921,18,448
900,38,764
2532,20,314
912,23,878
951,47,1239
940,18,267
511,22,480
917,27,595
932,35,1117
930,22,929
948,25,657
924,22,420
915,25,578
983,21,573
2533,5,184
941,11,511
1520,10,520
285,35,713
969,26,746
957,33,689
971,27,564
992,25,455
1006,33,605
934,33,919
991,53,1453
1008,14,776
984,14,491
435,17,584
982,27,613
953,27,419
955,38,987
1000,3,123
962,11,257
973,20,365
939,15,475
970,29,689
952,25,626
505,17,424
933,34,788
966,13,765
967,12,458
949,12,290
979,3,74
963,20,375
980,11,307
945,9,390
2104,20,444
685,30,500
946,14,417
986,19,816
1002,21,468
987,20,292
976,57,1855
998,34,710
920,7,340
1013,5,166
964,16,403
958,23,582
988,25,641
1011,28,498
1017,32,1040
977,15,310
981,15,433
2100,21,518
985,12,375
923,28,612
671,15,495
947,10,267
828,57,1453
978,39,1166
1021,11,426
670,12,235
1001,19,264
1007,11,338
1012,21,371
996,12,244
709,13,144
972,24,506
956,15,313
1014,36,733
1004,8,331
718,48,811
1024,18,353
898,49,701
1020,19,366
776,20,519
677,13,438
931,29,625
438,40,562
716,24,408
994,17,588
663,25,894
1010,14,438
660,15,280
1023,15,288
968,5,143
688,17,350
674,12,387
665,29,225
2534,0,0
1029,2,64
1950,7,182
1494,5,87
2106,5,107
1030,3,108
2535,2,56
2460,1,31
2536,1,46
1031,12,320
1036,9,181
1952,0,0
2537,9,151
2538,1,25
2539,0,0
1954,1,31
1038,7,253
2540,0,0
1040,5,139
2110,2,60
2111,0,0
1041,0,0
1504,1,36
2541,4,162
2542,2,67
261,0,0
1506,0,0
2543,1,28
1054,1,54
1893,0,0
2120,1,36
1509,10,270
2544,3,85
2545,0,0
2546,2,58
2547,3,55
2548,0,0
1964,0,0
2549,13,332
2550,1,40
2129,5,134
1741,0,0
1965,15,281
2551,0,0
2552,1,36
2379,4,205
1516,1,48
1073,1,31
2134,8,237
2553,0,0
109,0,0
2382,1,34
2554,4,157
2135,2,65
2555,0,0
2556,1,44
1521,9,229
1970,1,41
2384,0,0
1523,0,0
1524,2,84
1525,0,0
1526,2,49
2140,2,78
2557,6,140
1972,0,0
1091,3,105
2145,0,0
1096,0,0
1097,0,0
2387,9,346
2558,1,40
2559,2,68
1974,5,107
2560,3,97
2561,0,0
2562,0,0
2563,11,340
1104,0,0
2564,0,0
1107,1,25
1108,11,297
1109,5,124
1111,0,0
1535,1,58
1113,4,88
1114,0,0
1115,13,406
2565,0,0
2566,1,27
2567,1,48
1121,1,34
2568,0,0
2160,0,0
2569,1,27
1765,0,0
113,1,29
270,0,0
1903,7,210
1550,1,46
2570,3,54
2571,1,26
1770,36,1040
2572,0,0
2573,4,151
60,1,30
2574,0,0
2167,3,72
1980,0,0
2168,12,359
10,15,335
1772,6,98
1558,0,0
117,7,243
2575,0,0
2170,0,0
2172,0,0
2173,0,0
2394,0,0
1560,3,89
1564,7,231
2576,0,0
2395,1,25
2577,0,0
2466,6,227
1566,0,0
2578,1,26
2398,1,37
2579,0,0
1986,0,0
1990,3,75
2580,1,45
2581,1,35
2582,9,261
2583,1,33
2584,5,144
1147,3,80
1148,0,0
2585,2,76
2181,0,0
2586,0,0
1783,5,91
2587,9,144
1994,22,578
1154,0,0
2588,2,64
2589,4,136
2183,7,187
1156,2,78
2467,3,68
2590,2,78
2185,1,20
2591,1,34
1787,14,350
1157,0,0
1574,17,420
2592,5,125
2593,0,0
2188,0,0
1165,3,71
1166,6,199
2402,4,77
14,9,179
1167,2,68
1168,3,103
1581,5,133
2594,0,0
2403,9,201
2595,5,293
1172,1,32
2002,3,143
2068,7,111
2596,3,71
1178,3,76
2197,1,31
1182,13,389
1592,4,190
1185,4,103
2597,0,0
2598,0,0
1189,7,284
280,0,0
1191,6,118
1596,0,0
2599,8,195
1195,0,0
1197,3,86
2490,0,0
2212,0,0
1205,11,272
2215,3,120
2600,2,85
238,1,24
1602,4,79
2217,0,0
204,19,603
2013,2,111
2601,0,0
2602,0,0
2603,9,247
2219,7,212
2604,0,0
1216,0,0
784,0,0
18,0,0
1607,4,128
462,1,31
2605,3,68
2606,8,206
2607,3,83
1608,0,0
1222,2,76
2227,3,77
2230,4,176
1611,1,44
1230,2,121
72,17,234
1810,7,159
2414,3,84
2608,0,0
1233,2,63
1235,0,0
1613,0,0
2609,1,50
1615,14,608
797,0,0
487,0,0
2610,0,0
2611,0,0
1618,1,33
1620,0,0
2236,0,0
2612,0,0
1244,5,124
1245,8,236
2613,1,30
2614,0,0
2615,1,35
2238,1,56
2616,1,35
2240,1,33
1826,6,200
2242,1,35
1255,0,0
2243,16,587
2245,0,0
2617,1,31
2248,3,89
2618,0,0
2619,1,40
396,0,0
1271,7,174
2620,0,0
2621,0,0
2622,1,32
1629,10,313
2623,2,96
1631,7,170
1278,8,248
1632,3,99
1279,1,50
1634,1,38
1289,1,37
2259,13,304
1639,1,29
1296,4,83
2624,0,0
2625,1,27
1642,3,172
2626,8,168
2627,2,77
2628,0,0
1300,3,63
2629,1,45
1645,3,58
2630,1,28
2264,5,149
1306,6,291
2265,2,75
2631,1,31
2632,0,0
1310,3,83
2267,8,242
2633,1,45
1311,5,188
2634,0,0
2268,1,38
1313,2,69
2425,0,0
2273,0,0
2635,3,57
2636,0,0
2637,1,35
1834,3,131
2030,4,96
1652,6,225
2638,8,221
2639,0,0
2427,0,0
2429,0,0
2278,6,278
2279,5,143
2640,0,0
1931,0,0
1323,0,0
2641,0,0
2642,0,0
2643,1,26
2644,0,0
1841,0,0
2433,0,0
138,0,0
1332,0,0
1335,0,0
2645,5,117
1340,0,0
2646,4,85
2436,1,33
2647,0,0
1341,9,276
2648,9,196
31,0,0
2649,2,49
2650,1,39
1349,1,47
2651,0,0
2286,1,43
2652,0,0
2653,0,0
2654,3,118
2288,1,33
2290,3,58
1356,1,24
2655,0,0
2656,2,66
2657,0,0
2658,0,0
2295,3,172
1361,1,62
2473,1,41
2659,0,0
2660,3,44
1365,0,0
2661,0,0
2299,4,191
1667,0,0
1670,0,0
1671,2,88
1673,9,250
2304,1,34
1378,1,39
1381,10,202
1383,1,38
1384,15,379
1679,7,154
2662,0,0
1389,0,0
2309,11,115
2663,1,27
1393,2,58
1854,3,74
1681,9,208
1396,0,0
1398,7,302
1683,5,194
1684,6,191
2664,0,0
2476,7,183
1685,5,60
1400,1,37
1401,2,72
1402,0,0
1936,0,0
2508,41,863
1403,1,40
2665,0,0
1404,3,43
2314,0,0
2666,1,27
1938,3,63
1690,9,401
2477,2,59
1412,0,0
2320,0,0
2667,1,34
2494,12,246
2668,2,56
2324,2,93
2325,3,53
2669,0,0
2670,0,0
1420,12,250
1422,4,147
1942,17,544
1861,5,212
2327,11,159
2328,1,21
2671,0,0
2672,6,163
1695,9,233
2673,0,0
2674,4,118
1428,0,0
2675,3,91
2676,0,0
1699,18,332
2677,1,20
2678,0,0
2679,0,0
1870,0,0
1435,0,0
1871,0,0
2335,0,0
2337,3,53
1438,1,18
2680,0,0
2343,0,0
2681,0,0
675,0,0
2682,0,0
1445,0,0
2347,0,0
2061,0,0
1714,0,0
2449,0,0
2480,1,7
1451,0,0
2450,1,27
1717,0,0
2683,2,71
2684,0,0
1455,3,138
2685,2,102
2495,17,460
2686,5,150
2352,2,93
2451,7,332
2687,5,178
2688,1,51
2454,5,177
2689,0,0
2690,0,0
1880,0,0
1462,9,336
2691,3,144
1881,11,390
2692,1,37
2358,1,31
1470,5,72
2693,0,0
2694,0,0
2064,0,0
2360,3,54
305,0,0
1722,1,29
1476,1,20
2362,3,71
2695,0,0
1884,2,42
2456,3,72
2696,2,46
2458,0,0
50,0,0
1489,0,0
2697,1,17
2698,12,214
2699,1,37
1032,6,178
2700,0,0
1034,3,96
1035,18,656
1953,17,748
260,0,0
1039,1,41
2701,0,0
1005,16,607
1502,19,306
189,0,0
2461,0,0
2376,12,321
1958,9,310
2702,7,240
1050,12,273
1959,8,257
2115,11,294
2122,0,0
2463,0,0
2703,1,35
1511,1,47
1067,0,0
234,3,155
105,3,135
2704,0,0
1514,8,212
2705,0,0
1071,0,0
1967,1,40
1968,3,70
1081,5,170
1522,14,352
1085,0,0
2498,12,352
1527,7,242
2486,3,78
1530,5,97
1533,0,0
1756,3,141
1106,6,181
1760,1,39
165,1,47
1536,4,95
1976,8,364
2389,10,216
2706,5,102
1116,0,0
1901,1,48
1977,5,219
2707,1,49
1545,2,83
2156,0,0
1763,10,456
1978,1,43
1124,6,255
1768,5,126
2708,0,0
2709,2,85
1906,19,873
1556,1,59
1132,0,0
1561,0,0
2174,1,25
1134,0,0
2710,5,176
2175,22,515
63,6,246
1985,10,246
1138,5,90
1571,15,630
1988,3,66
1150,3,166
565,0,0
2184,14,444
1998,9,380
1573,6,102
1159,0,0
66,3,70
2711,0,0
2712,0,0
1583,14,398
2193,5,294
237,0,0
1586,0,0
1791,17,630
2004,9,259
1916,10,201
2195,1,27
1589,0,0
1918,7,152
1188,1,47
1190,7,302
2207,9,234
2489,6,147
2713,0,0
2208,0,0
1196,3,63
1599,0,0
1201,0,0
1794,18,359
1208,0,0
2714,8,151
1601,26,817
1798,0,0
1800,3,115
1605,7,324
1803,5,210
2715,3,114
1804,1,26
1806,1,31
1609,25,901
1807,0,0
2716,3,62
2019,0,0
1813,0,0
2020,1,48
2021,0,0
1617,0,0
1240,18,326
24,0,0
2717,1,40
1622,12,352
1822,0,0
2241,11,429
1256,19,630
935,0,0
2504,2,88
1259,12,293
2718,0,0
1260,1,38
2468,5,127
1267,17,530
1269,13,257
1626,3,123
2719,0,0
2469,1,36
1273,0,0
2720,0,0
2721,3,77
1636,0,0
2722,0,0
1637,5,132
1831,11,366
1292,15,433
1294,15,382
2422,3,92
2505,3,35
1298,1,31
2028,4,104
2492,1,45
2723,10,269
1643,2,59
1930,1,45
2261,0,0
1308,1,41
1309,0,0
2724,1,39
2725,0,0
2726,0,0
2727,1,30
2031,3,55
1319,24,638
1654,0,0
2728,2,76
2277,0,0
1321,3,131
2071,1,29
2729,0,0
1322,11,439
1657,0,0
2280,1,58
2730,1,35
1325,7,199
1840,0,0
1843,1,44
2432,0,0
1331,0,0
2282,0,0
2731,2,99
2285,6,143
1844,0,0
2732,1,52
2733,6,129
2293,10,205
1363,9,299
1366,8,336
1371,1,16
1373,8,343
1668,9,145
1669,3,83
1380,6,146
1385,0,0
2734,3,134
145,18,307
2735,0,0
2047,15,275
1687,8,310
249,1,49
2736,16,398
2441,15,291
2737,2,76
1414,11,231
442,0,0
1692,1,32
2738,0,0
1419,22,482
1693,4,113
1421,8,183
2444,1,29
1426,8,106
2446,15,435
2739,0,0
2740,1,39
180,0,0
1866,0,0
1701,0,0
90,1,24
2050,1,30
1869,1,33
2741,0,0
1872,0,0
1707,0,0
1442,0,0
1443,6,187
2448,1,41
1711,1,29
43,0,0
1712,2,10
92,1,12
1715,1,11
2481,5,184
2742,2,75
2743,9,247
1459,7,292
1460,0,0
1468,3,101
2744,2,57
1472,1,27
226,0,0
2457,3,76
1726,0,0
228,1,18
1888,7,113
1889,0,0
1730,6,189
1490,0,0
1890,9,249
1501,1,37
2374,6,162
1044,1,36
1046,11,277
1736,0,0
1737,5,102
2745,4,118
2746,4,96
1510,0,0
2132,5,122
2747,3,49
2380,20,575
1070,1,32
1746,10,208
107,0,0
1750,11,493
1079,4,186
1082,5,105
2748,9,352
56,14,494
1753,1,40
2749,0,0
1755,7,239
1110,1,44
1899,3,120
1537,2,121
1541,11,214
2750,0,0
2157,6,232
1549,15,308
1904,1,55
1553,0,0
1771,8,179
1130,9,329
1908,9,139
2751,1,36
1563,0,0
1777,14,313
1567,0,0
1140,12,322
1987,1,38
1145,2,88
2180,1,34
1993,15,291
2080,3,52
1995,2,62
2752,1,46
1785,2,54
1158,4,178
1577,0,0
65,0,0
1579,19,467
1580,11,272
1582,5,108
1915,1,30
2200,11,272
2753,9,293
16,1,43
1920,1,39
2754,0,0
1600,6,155
282,23,527
1212,15,359
1603,0,0
123,0,0
2220,1,24
2015,11,566
125,17,389
2016,12,308
1228,1,27
129,7,120
1923,0,0
1812,0,0
1816,1,29
1818,0,0
1246,0,0
284,6,81
1820,14,448
1927,18,353
2755,21,356
2246,13,283
25,0,0
1624,1,34
1830,1,35
1295,5,118
2262,0,0
1650,10,255
1315,9,266
2426,5,101
80,3,65
2471,0,0
2756,2,71
441,0,0
1846,1,29
1353,0,0
84,0,0
1360,10,181
1847,14,370
1848,3,87
1368,11,148
1369,4,75
2034,19,325
1850,6,128
1376,3,90
1672,0,0
1379,8,373
1675,0,0
1382,3,135
2306,15,409
1386,3,64
1392,2,68
710,0,0
2475,0,0
2757,7,214
296,0,0
1406,0,0
1407,3,58
2316,5,150
1858,3,121
88,8,387
1694,0,0
2330,13,571
1865,12,325
1702,0,0
1433,2,48
1704,3,34
40,0,0
1708,0,0
1946,2,75
1709,0,0
2348,0,0
2758,0,0
1448,1,11
1877,0,0
2062,1,36
1879,3,81
1467,3,59
2063,1,27
1882,0,0
1474,1,17
1948,1,39
1488,1,16
1731,17,313
98,0,0
257,3,83
1955,14,275
1499,11,205
2485,0,0
52,6,174
99,19,808
1505,1,44
1962,8,268
232,3,102
106,10,497
1748,3,80
1749,0,0
1896,17,609
163,30,368
2759,4,96
58,13,391
59,1,27
1126,2,67
2392,5,126
1129,0,0
1557,1,31
1774,8,228
1775,1,32
1984,54,1934
1776,23,640
1565,66,1831
1569,10,291
1782,3,94
1997,20,529
12,9,199
2404,0,0
279,30,1547
2760,4,168
2012,3,170
1801,14,278
436,0,0
1802,7,255
127,4,184
71,0,0
437,17,869
1621,31,778
465,3,102
1623,14,479
1928,0,0
133,0,0
1270,8,240
1628,14,372
2421,0,0
2081,6,218
288,4,102
1651,0,0
2507,7,273
1355,0,0
291,0,0
1665,27,589
1851,13,360
86,6,136
2044,0,0
248,3,145
1411,1,36
1859,8,222
38,42,1290
298,0,0
2445,9,190
1863,0,0
1943,0,0
148,0,0
2051,0,0
2052,0,0
1439,0,0
153,2,17
45,0,0
2761,6,186
432,10,409
159,0,0
1720,0,0
2065,2,39
2067,2,48
258,1,55
1732,14,420
1733,1,50
1503,24,1035
1047,3,78
1957,3,73
745,0,0
230,0,0
5,0,0
451,5,117
1966,23,653
1742,1,43
1743,8,342
1751,8,229
388,16,391
111,3,148
1540,11,518
1543,1,43
1546,11,227
8,0,0
1769,0,0
114,22,430
1907,8,380
115,1,40
1778,3,105
235,27,894
1568,0,0
1989,9,166
2762,6,210
1911,16,467
2401,16,333
1788,6,302
1170,1,32
1585,13,354
201,1,48
2005,7,339
2006,15,330
1176,6,148
1919,11,429
2008,6,172
1192,1,41
394,56,1449
1799,31,811
69,8,244
2503,13,190
1220,32,863
1808,8,479
2018,20,332
170,12,563
1809,1,40
1236,6,197
1925,1,25
132,5,209
1619,6,89
74,1,42
1819,14,304
1248,19,307
2418,8,210
1251,15,503
2024,9,201
1625,9,342
2026,16,642
1630,9,197
134,4,125
1291,1,46
2027,3,57
808,0,0
1644,4,170
29,7,217
1836,0,0
1656,3,90
2493,1,28
1838,1,28
2763,0,0
2434,8,161
2506,1,32
1662,7,310
1933,0,0
2298,17,727
2035,9,158
1849,23,782
144,1,41
2039,1,31
1390,4,137
2045,4,157
1410,1,45
1860,3,105
89,13,301
1864,2,95
1696,21,323
1698,36,616
1430,1,28
1867,0,0
149,0,0
1706,0,0
150,1,29
301,1,31
2479,0,0
1875,1,9
1447,2,29
302,0,0
2452,11,286
593,0,0
1479,2,77
1886,1,18
