产品SKU,订单产品数量,订单产品收入
736,1,52
657,0,0
49,2,29
632,0,0
745,1,43
827,5,144
794,1,39
521,5,133
3838,10,336
759,2,66
690,12,379
2279,3,78
701,7,238
379,1,47
3833,2,77
3227,16,288
590,1,10
702,12,223
627,6,154
655,4,100
1978,5,122
2709,4,94
321,0,0
322,4,204
507,1,49
721,7,179
810,1,29
637,3,100
581,4,184
3178,0,0
218,2,45
3268,11,217
595,7,73
4043,5,82
2525,3,89
758,1,27
340,0,0
587,2,52
649,0,0
540,2,91
836,10,257
558,1,27
3836,0,0
4020,2,57
3636,1,35
2302,2,45
652,3,55
725,4,156
3448,5,166
553,2,45
769,0,0
793,8,324
633,16,522
1530,7,337
514,0,0
3970,2,61
3821,10,249
373,10,211
3114,2,62
3859,3,117
533,1,36
636,1,37
3804,6,126
3269,7,144
4066,0,0
3445,2,75
142,2,82
143,2,98
179,0,0
382,1,27
2095,0,0
537,2,54
307,3,94
574,1,34
3511,7,194
235,11,281
3444,5,202
3486,1,32
342,3,98
245,3,109
3994,1,42
312,6,253
824,7,117
219,11,277
443,3,82
3453,5,144
253,1,35
617,3,106
502,0,0
594,3,39
621,10,238
2192,30,721
1826,3,119
2248,7,167
614,2,97
488,2,63
2434,1,26
559,0,0
3439,0,0
3440,2,36
3900,2,49
1891,0,0
576,0,0
2098,3,41
491,1,26
833,4,101
1154,1,48
200,3,88
173,1,34
532,0,0
362,4,147
468,0,0
174,13,313
289,15,354
424,1,26
3678,6,274
2324,3,66
299,1,20
2054,1,49
3267,6,84
629,4,93
385,7,35
352,13,76
620,3,57
607,0,0
512,2,65
575,1,30
1590,2,105
1823,1,42
3166,0,0
549,1,46
1299,2,81
378,3,115
244,1,46
496,1,51
3363,5,80
2521,4,112
3437,1,32
3901,0,0
1942,13,429
429,1,48
616,8,262
221,2,47
571,1,35
3972,2,51
2086,8,42
304,8,55
3947,1,36
482,1,24
333,2,66
509,2,48
1068,11,375
640,3,82
355,0,0
3915,3,103
832,4,87
539,3,40
3839,7,172
1201,0,0
68,10,441
4067,0,0
418,0,0
646,0,0
2256,7,346
588,1,41
2638,3,86
3263,1,39
2524,1,36
2036,1,32
403,0,0
2048,1,47
3441,1,27
383,5,118
3054,3,70
1476,1,23
814,3,70
3718,1,42
3270,13,224
823,5,79
704,8,143
990,8,281
3436,0,0
497,3,79
996,4,142
3904,0,0
3967,9,159
798,1,35
834,3,75
365,3,96
664,3,63
718,10,335
805,7,242
707,9,244
3,14,292
726,5,98
267,34,838
677,3,138
948,6,111
493,49,1335
1269,5,113
661,6,184
638,19,490
561,9,206
3357,11,200
3023,7,243
487,5,72
762,10,196
662,10,194
770,7,151
1915,3,51
830,6,166
3184,1,49
3976,1,43
3640,10,169
518,3,83
787,10,286
1864,3,89
3180,6,120
780,9,150
676,2,85
1965,5,146
2006,15,314
3053,30,959
2507,7,205
812,2,62
816,2,35
3368,11,232
3266,8,246
3449,1,32
757,3,135
492,5,145
764,41,962
1710,6,142
3903,2,52
671,1,46
743,9,244
729,6,140
804,1,32
3182,10,218
846,13,103
706,7,125
3056,9,154
3185,4,84
4018,1,39
3712,3,106
3789,5,264
504,1,27
3974,5,181
2451,0,0
476,3,101
784,44,992
766,1,37
506,0,0
519,1,44
589,5,41
3709,10,286
498,16,353
817,6,209
543,11,302
3634,5,67
2892,10,453
1224,10,213
3660,10,442
330,6,122
602,0,0
3809,6,116
3366,3,57
1025,3,76
678,3,139
3262,2,73
522,3,107
796,3,95
738,6,212
344,6,143
959,8,190
526,1,36
2131,5,130
2922,0,0
2140,1,37
569,3,87
331,2,60
3183,11,259
3477,10,248
3295,0,0
3364,29,469
782,3,82
3906,1,34
427,8,234
520,8,145
2876,13,230
825,7,121
479,7,241
753,4,99
503,2,76
2381,3,102
3051,9,160
336,6,177
3109,3,93
515,5,98
1004,4,131
530,3,72
613,1,37
714,6,230
3934,4,101
3635,1,42
2045,2,46
779,5,90
544,8,125
806,0,0
554,4,117
236,24,474
3708,26,382
1314,0,0
568,3,102
650,7,157
3865,2,70
3531,7,140
2473,0,0
552,10,192
3714,9,226
3971,8,174
826,4,81
4068,7,135
3785,10,68
510,2,66
939,14,619
797,18,434
973,12,282
983,1,47
3908,6,293
963,7,185
904,20,672
2465,9,214
660,5,174
890,18,450
2103,11,198
693,30,675
977,6,100
975,6,131
3841,14,494
720,9,276
955,23,564
1002,11,214
2104,7,243
688,8,328
953,5,181
943,13,406
3788,13,229
957,7,111
971,27,467
1026,11,360
903,19,315
927,17,774
673,9,361
994,7,292
435,16,575
970,7,197
508,10,348
930,13,437
995,5,135
980,18,531
992,9,380
3907,13,316
987,10,284
998,12,254
783,11,259
665,8,111
445,0,0
741,5,138
1001,4,113
902,19,515
3645,6,290
982,10,344
1007,11,326
3188,16,268
3720,8,201
966,2,114
791,26,408
3373,16,460
1018,11,257
958,8,370
1301,17,577
2739,9,343
591,0,0
672,16,420
981,3,90
3975,0,0
965,6,186
3952,6,165
751,9,82
500,14,281
697,8,215
579,11,250
821,10,298
986,4,95
1182,14,554
3713,17,349
3716,15,386
1011,12,171
861,17,594
698,4,119
88,12,366
666,38,952
949,3,119
991,12,281
732,22,608
2923,10,197
1565,46,806
999,7,215
1024,5,266
3451,5,182
1027,4,107
946,7,400
480,0,0
747,10,259
3842,17,539
683,11,309
1000,1,28
786,16,334
978,15,378
2093,6,152
1015,16,252
1012,6,202
3273,0,0
716,6,203
3452,24,376
1010,10,351
684,1,27
733,5,135
3902,26,623
815,2,57
4045,3,53
713,3,77
761,10,273
719,6,158
755,5,230
717,16,245
3905,1,39
3369,22,407
667,5,125
3790,2,98
844,6,122
499,0,0
750,12,304
682,4,95
724,5,192
845,19,471
2528,9,179
708,5,216
1008,6,124
681,3,113
2100,9,259
551,4,302
490,7,179
524,5,101
474,16,517
1136,7,146
730,10,314
1028,5,119
820,8,174
689,5,222
686,9,107
679,2,72
722,0,0
3719,4,106
2999,5,116
723,10,303
54,12,435
818,3,105
829,1,53
3641,5,195
494,4,118
3996,1,37
670,5,87
775,7,272
1016,6,190
3060,2,55
4021,1,42
862,51,1703
851,58,2393
277,41,808
857,47,1501
911,55,1896
870,62,1774
868,46,1083
3997,33,563
850,70,2017
2410,48,1032
852,49,1084
855,61,2414
901,55,1216
4022,33,737
3057,68,1133
872,34,869
1941,22,778
1019,35,973
2708,9,274
2530,13,567
853,30,980
863,27,874
3372,47,879
1160,31,790
875,31,801
858,45,1041
867,24,674
3977,17,477
4044,15,377
548,19,698
2101,19,864
864,24,371
878,27,1168
2102,27,804
856,23,672
348,29,1072
511,43,1092
879,25,471
866,34,1293
1949,24,663
887,41,787
859,20,587
1636,12,327
919,21,797
3643,31,1208
877,24,428
869,22,517
438,25,306
883,12,335
2222,23,510
893,20,431
936,18,418
897,19,568
1219,15,417
895,30,866
3978,20,318
888,15,376
3271,24,675
894,13,347
865,38,713
891,39,1027
3840,22,496
876,17,724
1014,19,490
871,20,540
1252,14,446
931,14,392
889,29,678
886,15,480
899,30,773
874,33,709
892,12,332
880,14,256
928,16,240
952,9,233
3042,65,1819
912,17,451
907,21,837
909,14,499
3187,43,1606
848,3,96
884,8,452
984,8,172
663,29,645
916,12,356
669,13,281
709,12,164
944,19,278
908,6,176
954,9,209
3998,14,385
951,12,587
2010,21,654
941,13,450
967,17,296
969,15,302
1889,21,409
914,16,478
1022,28,593
922,24,568
1003,6,191
942,10,244
2049,10,195
1520,14,379
937,6,298
685,21,334
896,7,129
881,14,356
2091,8,275
3644,19,389
997,13,391
1006,20,595
1017,20,924
988,12,327
483,3,77
935,20,319
905,21,554
674,9,196
771,19,505
776,21,473
789,1,35
923,17,815
906,21,629
940,11,319
934,10,216
2738,8,319
920,13,425
993,8,184
976,48,1036
898,20,393
3189,18,771
1695,27,684
2529,4,94
924,8,176
1013,5,158
947,11,340
1888,11,344
960,9,261
1493,12,310
1950,7,136
1890,7,259
2537,2,83
2373,4,171
3793,3,81
1732,15,380
619,22,468
1044,2,95
2461,0,0
1958,5,147
100,1,39
2702,2,70
1050,4,76
2771,4,147
2115,4,114
1507,0,0
1893,0,0
1962,3,55
2462,1,29
2463,2,94
3278,22,523
1063,1,45
1511,10,220
3435,0,0
586,3,66
2379,7,188
1516,0,0
3256,0,0
3424,1,40
4069,5,146
108,0,0
1750,11,286
2382,1,37
1080,8,187
2135,1,29
3647,2,67
1524,5,99
2498,5,230
1527,11,335
1754,3,57
1094,5,127
2387,3,114
1534,0,0
4016,1,36
4055,13,490
4070,3,81
3538,0,0
269,5,150
1901,9,244
3240,1,45
3893,5,154
4071,8,228
4072,0,0
3701,0,0
3285,1,25
2888,3,77
1547,0,0
3540,1,41
1904,0,0
1905,5,91
3786,1,48
2572,0,0
2487,0,0
1980,0,0
10,7,200
2796,0,0
1132,0,0
1775,0,0
275,1,32
1776,6,167
1778,0,0
1566,0,0
1567,0,0
2962,4,113
1569,7,106
198,8,234
4073,0,0
3243,0,0
2401,3,89
2467,4,179
3918,0,0
2186,4,100
1577,0,0
4074,1,47
3110,0,0
14,8,283
3899,1,28
1580,2,61
3601,6,198
3884,6,179
2193,5,120
4075,3,82
2002,13,240
1589,0,0
1180,7,324
1793,23,695
1917,2,59
882,1,56
1184,7,363
1189,2,81
1594,5,96
3478,0,0
1196,1,35
1197,0,0
3961,6,268
203,16,645
1795,4,155
1601,18,587
1212,5,99
122,28,732
3921,16,347
700,0,0
3922,8,179
70,7,220
3968,9,210
4076,1,32
3985,0,0
4028,13,206
4077,7,147
1808,11,317
2017,1,49
3551,0,0
1233,1,34
1812,1,37
1237,1,34
517,12,257
4078,1,34
1925,0,0
2611,0,0
1239,0,0
1816,1,30
2234,0,0
24,0,0
2897,0,0
4079,1,26
1249,0,0
3555,0,0
3123,0,0
1258,1,30
3739,0,0
1263,1,32
1267,12,177
466,16,523
2026,6,257
3248,4,109
4080,2,89
1285,5,235
1286,0,0
1831,9,167
1294,7,132
1295,8,102
1296,0,0
2028,8,280
808,1,27
1644,2,89
1645,1,37
1646,5,148
3401,0,0
3931,1,40
3957,1,38
2029,7,132
3582,7,135
2272,3,100
2427,1,55
3167,5,94
2729,0,0
3561,3,103
4081,3,134
2433,1,38
2518,0,0
799,0,0
2651,2,74
1357,0,0
2850,13,368
4053,1,27
2292,3,69
3253,3,89
4082,1,42
1361,2,158
1362,4,170
1665,13,319
1666,0,0
2035,10,234
2300,19,373
3771,3,111
1373,0,0
1670,17,253
3029,4,92
2038,12,611
1851,15,413
292,14,354
1677,10,161
2905,11,339
35,1,32
1390,5,139
3988,9,155
1683,2,57
3773,5,160
3871,2,87
1857,18,762
2317,1,38
2442,1,24
2907,0,0
3007,1,47
2322,4,126
3159,4,90
1861,7,239
3009,1,20
2445,9,150
4011,5,107
3181,0,0
2678,2,46
1434,0,0
2053,0,0
4083,0,0
1944,0,0
2682,1,43
4084,0,0
1444,0,0
3434,0,0
1450,1,7
3825,1,6
4085,0,0
1877,1,49
3585,0,0
386,0,0
4012,12,364
1455,3,105
618,0,0
1472,0,0
2065,0,0
1885,0,0
1886,0,0
1488,1,14
258,1,39
2538,3,62
3455,0,0
230,1,36
1055,0,0
2773,1,48
3535,1,35
191,0,0
4047,3,60
162,0,0
1969,4,88
412,0,0
454,0,0
2145,0,0
1098,0,0
319,0,0
1762,11,442
8,0,0
3650,6,138
1767,0,0
3969,15,342
1768,4,106
1981,10,258
1982,0,0
2958,0,0
3580,0,0
1780,13,476
2182,24,618
2965,1,43
900,3,106
13,11,314
2402,1,27
3514,2,97
2004,6,240
4086,10,425
1794,9,288
1922,5,165
1602,3,87
1802,17,498
1218,15,357
2412,1,27
2019,0,0
2814,1,39
2020,3,54
132,7,168
1246,1,34
2023,20,428
3175,8,469
1270,2,84
807,9,143
1638,0,0
2505,1,21
2260,18,299
1930,1,34
2071,1,31
3312,1,33
311,1,49
1932,0,0
439,1,30
1331,0,0
2282,0,0
3987,3,78
4056,0,0
3610,6,184
3888,0,0
139,1,27
3565,4,99
426,7,149
1934,8,192
3783,4,107
1671,3,93
34,1,37
1382,2,55
1682,0,0
295,27,534
2044,0,0
651,32,605
2508,8,242
1403,1,45
1691,1,28
1694,1,50
1424,12,232
1426,4,119
252,0,0
1943,1,22
3410,1,18
1437,5,69
1872,0,0
1439,0,0
1708,0,0
1946,1,24
2479,1,33
1709,1,40
3045,5,109
2057,1,12
43,1,10
153,3,22
4054,2,18
2060,0,0
1876,1,14
1449,3,20
3692,0,0
4007,3,10
4039,3,12
3757,0,0
3946,0,0
3818,0,0
545,0,0
4087,9,229
546,0,0
446,1,37
305,1,20
227,0,0
831,0,0
50,1,17
3076,0,0
97,0,0
3586,5,172
1731,7,122
98,0,0
1490,0,0
1497,1,25
1951,0,0
1035,10,473
2,0,0
260,5,185
1733,0,0
2374,9,137
2112,7,185
1735,1,46
1508,40,838
1739,16,725
2779,0,0
2549,16,801
608,2,46
56,20,282
2759,0,0
3725,1,60
192,0,0
1755,4,109
3980,18,397
1759,4,116
611,7,294
1764,24,455
3594,4,102
113,3,75
3850,20,462
3696,11,269
3702,15,356
1907,9,197
115,0,0
2168,11,460
3917,1,46
3163,1,36
1140,8,215
1986,17,468
3387,23,532
565,3,91
1912,0,0
2080,1,25
2801,1,28
4025,3,88
1787,11,130
3734,0,0
393,1,34
3292,11,312
1161,1,41
795,1,36
1579,3,115
2512,12,533
1584,4,118
1172,1,28
3210,3,64
2212,2,61
2011,0,0
4013,3,54
282,5,114
121,4,77
337,0,0
4088,10,357
4089,1,39
3299,5,172
1231,0,0
72,11,273
1613,0,0
419,0,0
2818,0,0
2825,1,45
1817,0,0
1820,6,184
1821,1,35
465,0,0
1824,9,297
556,10,375
75,3,64
1827,1,24
1256,2,105
1829,1,29
1830,0,0
1626,3,88
1271,5,103
327,0,0
2025,0,0
3046,0,0
3516,0,0
1292,8,379
1297,1,28
2423,17,583
2723,3,83
2984,0,0
3861,0,0
3485,7,149
2425,0,0
136,1,44
1316,5,160
1836,1,38
3131,3,74
80,2,95
1840,0,0
81,0,0
1842,0,0
441,1,35
2077,1,36
2286,3,58
3612,14,298
1355,1,28
246,1,39
1847,12,222
1848,1,44
3041,0,0
1368,7,185
2034,12,241
3619,4,131
1672,1,26
1377,22,528
1678,17,465
86,5,117
3891,9,202
2046,1,27
1685,3,68
1855,7,82
2047,1,45
366,11,276
1411,0,0
4090,0,0
4091,4,97
2494,5,138
1863,1,33
2672,15,246
2673,22,481
3774,11,289
2446,12,353
2083,1,47
788,13,268
2050,0,0
1433,0,0
3170,0,0
1870,0,0
1435,0,0
1871,0,0
1436,3,55
1707,0,0
2877,1,29
1874,0,0
223,0,0
4092,1,7
2061,1,8
303,2,16
3966,0,0
481,1,52
2687,0,0
93,0,0
1720,0,0
1882,0,0
1727,1,19
560,1,26
144,3,103
405,1,42
407,0,0
756,18,677
473,0,0
90,0,0
2052,0,0
3171,0,0
152,3,99
1442,0,0
1875,2,23
45,1,8
1719,4,124
847,0,0
656,0,0
2066,0,0
1005,13,381
1957,1,51
4,0,0
4046,11,259
102,1,32
2775,0,0
55,1,43
3910,12,365
1111,3,135
3447,0,0
457,0,0
1770,13,375
1127,1,27
1129,0,0
166,0,0
118,0,0
1996,13,190
2001,26,518
2403,6,314
2012,2,107
395,1,30
2968,0,0
3150,5,183
462,0,0
1804,0,0
170,13,522
129,2,67
1811,0,0
23,0,0
207,0,0
2915,1,55
396,44,1296
1629,6,163
835,0,0
4093,1,25
2421,3,70
28,0,0
137,1,22
1838,0,0
2763,1,20
140,1,28
1663,12,303
1933,1,27
1360,7,119
3683,3,67
3964,3,86
1675,39,1190
3832,6,174
37,0,0
442,1,47
2478,11,292
2330,6,142
1701,0,0
1702,0,0
41,0,0
183,1,45
151,1,32
349,0,0
408,1,35
430,3,82
2056,0,0
4060,1,6
155,2,17
4094,1,7
46,2,20
3693,1,9
768,0,0
4095,17,603
158,0,0
2063,0,0
