产品SKU,订单产品数量,订单产品收入
132,13,349
359,1,40
3859,0,0
2279,3,133
244,1,42
379,0,0
3993,0,0
3994,8,237
312,8,151
344,1,24
2324,0,0
253,1,28
255,0,0
224,7,28
3817,0,0
657,1,21
190,0,0
2764,1,27
633,15,267
1975,19,521
2794,1,44
273,5,111
61,1,27
322,1,48
325,1,19
1920,3,137
1209,1,26
1802,17,403
4018,0,0
2248,1,37
3166,1,39
646,0,0
567,1,46
362,0,0
533,1,33
329,3,65
3179,1,31
378,0,0
143,1,27
1376,0,0
1942,13,442
652,0,0
218,1,24
2056,2,64
847,0,0
607,3,86
268,4,147
514,0,0
3915,3,64
2709,0,0
687,1,39
463,0,0
206,43,1428
418,1,48
328,4,190
2434,3,80
140,1,38
403,1,27
2039,1,35
473,0,0
148,0,0
525,0,0
383,3,93
2054,2,86
3262,0,0
3526,1,47
3446,2,111
546,0,0
711,0,0
4019,0,0
2131,3,76
512,1,23
598,6,225
456,1,33
457,3,94
169,0,0
324,1,44
200,0,0
528,1,45
3834,0,0
464,1,33
360,4,133
549,0,0
649,2,61
28,0,0
602,1,27
2072,5,81
174,9,290
3048,1,31
289,14,388
1348,1,27
214,1,22
248,2,56
179,0,0
3159,13,272
429,2,83
1868,1,29
3328,0,0
653,0,0
350,0,0
3443,5,140
184,7,117
3433,1,45
156,8,33
304,8,65
545,0,0
831,0,0
3454,1,29
257,0,0
307,1,43
308,0,0
3255,1,46
1057,40,1433
450,2,74
262,4,146
1066,2,92
1021,0,0
1967,0,0
192,0,0
356,1,26
309,5,80
2795,0,0
197,1,25
539,3,61
621,15,452
2085,0,0
395,0,0
3298,0,0
1805,8,213
600,3,62
2021,5,142
557,5,193
311,0,0
2069,2,42
364,0,0
175,0,0
2521,0,0
2518,1,34
3901,2,66
2035,19,415
3964,0,0
34,3,72
2045,0,0
1943,1,20
2051,3,50
367,2,89
526,5,121
187,5,77
707,1,39
2381,3,68
576,10,270
832,3,82
3636,5,108
810,2,56
497,5,190
729,9,173
824,7,82
638,3,120
351,4,109
1710,4,108
655,11,226
604,3,61
1110,1,26
491,0,0
3357,2,48
758,3,79
338,65,1912
417,0,0
532,3,120
376,1,44
523,1,38
836,5,145
401,2,79
245,2,73
3635,3,52
331,8,229
3182,2,89
3714,6,174
333,1,29
553,7,91
1543,1,42
2953,1,56
3715,5,124
493,22,538
3364,24,420
1803,4,74
3708,15,544
2977,2,93
496,4,89
518,3,78
846,16,74
482,5,79
373,4,214
614,3,85
3445,1,48
382,1,25
3837,2,45
3900,1,21
219,5,125
3268,0,0
543,1,20
3972,6,212
563,6,79
632,0,0
1891,5,122
597,4,106
827,3,73
11,6,130
459,0,0
236,37,994
3053,32,642
340,1,27
558,1,45
3269,3,83
3809,3,99
2507,2,103
178,0,0
542,6,173
385,17,68
409,11,43
316,3,47
594,1,15
259,3,153
3970,0,0
3839,8,214
3477,9,145
644,3,43
764,26,705
929,3,61
173,3,62
530,5,151
420,2,80
588,0,0
738,4,88
569,0,0
299,3,46
90,1,15
182,7,232
817,2,93
3448,7,92
185,2,50
3947,3,56
806,0,0
573,3,92
3634,1,26
1743,1,58
610,3,85
2098,1,20
2084,4,134
564,7,368
833,1,28
515,0,0
358,3,62
516,3,55
468,0,0
427,1,26
581,1,44
3897,2,38
617,4,136
571,5,85
352,1,9
1476,10,160
2079,3,131
434,1,43
645,1,38
587,3,81
766,5,148
488,3,82
3487,0,0
636,1,34
3833,3,63
4020,1,44
3531,7,347
2523,0,0
3260,3,139
177,0,0
787,4,112
250,1,33
1862,1,39
2090,11,269
3530,5,85
221,10,161
3049,3,55
800,5,132
186,7,25
562,0,0
510,0,0
631,1,27
317,9,319
575,0,0
634,0,0
3447,0,0
336,4,105
392,16,441
1785,1,37
2192,20,544
1181,2,94
207,1,25
467,1,38
138,3,68
637,2,47
38,33,792
616,4,140
3054,8,182
537,1,33
2520,5,25
582,2,70
595,5,62
772,7,250
568,2,63
1154,1,43
786,10,167
661,9,130
3227,4,193
730,10,301
763,0,0
726,1,21
713,13,440
285,7,176
494,1,34
3368,8,210
3,11,345
521,5,123
3838,11,304
3023,3,91
2999,7,209
3709,15,386
834,2,76
3976,8,204
3905,2,68
589,5,74
676,0,0
948,6,201
3967,3,75
508,7,194
825,15,377
769,6,115
583,9,275
476,1,51
829,5,166
2892,18,608
708,2,73
784,38,1131
798,1,42
490,3,60
823,5,98
805,7,139
627,17,444
509,1,21
54,7,228
2385,3,120
522,3,79
3185,5,108
3184,4,149
520,5,70
3178,2,43
991,11,248
498,13,314
513,5,67
504,4,62
812,7,200
779,1,53
826,15,345
1978,9,157
2525,2,72
3295,0,0
2015,9,349
579,3,70
4021,1,25
267,34,720
538,7,201
3051,10,197
775,2,92
1915,2,90
365,1,42
723,4,107
910,21,417
745,0,0
1513,4,170
794,2,62
820,5,137
3263,5,135
701,2,56
3934,3,81
799,4,208
551,5,123
678,1,30
3712,11,235
3365,7,146
3453,12,452
3789,6,171
544,8,155
706,2,63
754,7,107
342,1,36
753,1,35
1590,5,185
613,6,275
3490,6,174
3436,3,105
3370,11,221
590,6,43
702,13,204
561,12,297
620,1,34
503,6,87
3107,10,177
782,0,0
3906,1,30
506,0,0
2087,1,29
3836,3,91
3052,5,127
3903,2,68
671,10,295
743,6,278
3441,1,27
3180,9,194
3267,9,114
3971,4,155
479,12,223
3183,7,262
474,4,106
3449,0,0
554,2,43
3439,2,85
2302,4,81
524,4,101
552,12,316
780,3,86
793,14,262
492,1,27
1269,3,74
540,7,166
1326,0,0
3363,3,117
721,11,214
535,5,199
3995,31,697
477,3,81
486,2,75
759,2,61
599,2,108
330,2,78
650,17,263
3804,1,48
142,2,58
3366,3,104
2294,10,188
1025,0,0
519,1,35
1441,4,103
2095,5,69
672,24,869
980,22,373
435,13,447
2739,6,325
953,7,178
993,20,518
982,11,519
992,15,336
3952,5,178
934,18,615
998,7,254
984,7,195
3645,9,350
930,8,402
939,15,296
697,4,154
950,41,1623
970,17,374
685,9,197
942,7,282
797,10,193
673,4,200
946,7,197
964,25,715
943,13,447
1000,1,27
2465,16,330
3273,0,0
791,28,547
1013,13,209
1011,11,332
986,12,259
720,8,176
1301,12,524
776,18,684
967,6,237
904,12,396
688,7,162
981,15,308
4022,6,189
3974,14,190
1001,16,373
996,12,434
966,7,298
958,9,179
783,12,260
2049,6,236
1020,20,465
751,9,114
3452,23,736
483,2,76
3907,7,210
719,1,31
1024,4,147
682,4,125
987,17,436
3904,2,62
2923,5,140
906,10,354
1018,8,185
978,19,389
2528,13,374
3718,8,217
662,13,397
684,10,415
500,21,505
2100,4,139
999,9,265
821,3,51
716,10,569
677,8,176
1012,6,216
665,21,214
693,21,542
952,2,83
3875,19,203
3716,18,319
666,28,421
445,0,0
1565,24,638
3790,8,140
683,14,298
1010,6,138
2093,4,128
1015,6,159
957,9,182
949,10,301
717,18,234
771,12,288
3369,25,355
755,5,126
681,3,138
3975,0,0
667,12,302
1016,13,372
704,10,278
698,3,73
499,0,0
689,11,308
1136,4,179
1007,2,143
3660,15,437
741,9,92
3719,10,240
3060,3,99
762,19,450
480,0,0
818,12,395
670,6,173
505,6,138
690,17,399
995,4,104
1695,5,151
757,3,72
2006,7,218
722,3,104
724,11,429
664,12,191
1028,6,180
718,20,271
3056,9,335
679,10,212
830,6,93
973,9,181
1314,1,34
3713,13,289
1002,8,314
3931,5,85
796,3,85
844,1,36
1864,1,48
816,13,74
3244,21,436
1004,7,284
714,3,107
815,2,73
3902,12,344
732,4,137
715,7,141
3565,6,279
1965,13,246
750,5,142
686,2,50
770,5,138
733,3,70
990,15,315
3270,3,126
3640,4,122
3996,1,37
804,10,487
3266,15,377
487,0,0
3639,8,418
3641,9,186
849,117,3263
2410,56,2072
868,57,986
852,44,2158
870,79,2338
3042,145,2542
901,54,1306
3057,69,1007
911,47,1166
3977,28,962
700,11,317
850,47,840
1941,43,905
913,32,968
853,24,694
855,43,1505
3787,56,1375
863,27,928
1019,20,612
926,109,3365
856,29,806
277,60,1381
864,40,540
3643,33,854
872,26,1176
2101,25,757
2102,25,935
1160,43,1266
867,21,643
348,18,490
879,33,754
875,18,687
859,38,670
883,38,1018
887,17,486
3372,33,580
876,34,651
511,20,752
877,58,968
1949,25,1066
871,18,584
857,28,931
866,46,1182
936,19,819
1252,17,800
891,94,1850
889,27,583
3978,22,494
865,40,1396
3908,16,412
3271,19,411
1017,26,819
886,36,899
874,18,404
884,24,567
969,15,406
897,21,1145
1022,24,727
1003,16,411
3840,24,445
954,15,484
888,26,575
1219,20,415
2222,16,386
907,18,359
894,24,421
3842,18,471
869,27,494
988,16,479
2010,13,597
931,28,375
3188,26,1027
941,34,997
909,14,300
912,9,383
971,18,433
663,21,741
3644,15,219
1006,26,429
660,5,94
669,10,480
928,19,344
919,15,368
895,16,681
896,20,320
438,15,525
893,20,611
892,22,689
944,16,477
3187,37,887
903,16,650
3373,21,507
937,15,246
997,8,417
878,16,576
908,22,609
947,13,261
881,18,403
905,13,349
890,20,450
916,10,344
709,16,561
951,22,540
899,15,295
977,7,138
2091,10,593
3720,12,318
1889,10,265
1014,12,365
2529,20,609
920,11,372
548,15,298
279,13,637
983,18,340
914,8,244
923,6,201
674,11,266
2103,15,394
1520,8,190
2104,30,625
3841,7,138
935,11,357
994,17,358
747,5,77
2738,6,158
963,8,240
902,13,355
3998,20,496
965,7,234
848,0,0
955,17,344
1027,12,349
922,13,288
975,13,354
927,10,313
861,27,713
3997,12,422
976,25,1006
880,13,256
1026,10,166
3788,13,484
959,17,412
940,15,279
694,15,253
3578,1,40
1494,0,0
1031,10,288
1952,0,0
260,0,0
1038,13,288
4023,1,37
3793,0,0
1732,15,637
1044,0,0
1958,6,155
1736,1,29
2771,5,154
411,2,88
1508,11,249
1963,6,139
2545,0,0
1511,9,199
668,0,0
1741,0,0
3435,0,0
2379,3,107
1744,9,203
1077,1,44
1750,15,252
1079,1,42
163,7,142
1080,11,187
3984,0,0
3466,1,33
1522,3,64
3146,4,121
3647,7,155
1972,2,64
3979,0,0
1974,1,55
2560,0,0
1759,10,333
3538,0,0
1540,3,96
739,0,0
1902,0,0
3954,0,0
4024,1,27
828,3,118
3285,0,0
1547,5,113
3827,6,206
3650,10,186
3850,6,219
1770,29,464
3696,10,257
2573,3,91
1555,0,0
1906,15,517
1129,0,0
1557,0,0
1982,1,63
1558,0,0
2575,9,336
2394,0,0
1776,8,244
2958,0,0
196,1,47
3917,2,49
3580,1,38
1568,0,0
1986,6,183
1988,4,149
3207,0,0
1911,6,183
3243,1,31
1912,0,0
1155,10,389
3105,0,0
1997,6,104
2590,0,0
4025,1,22
1573,2,65
1787,11,374
393,0,0
12,11,241
2402,1,39
3899,0,0
3894,0,0
2512,15,443
2595,1,55
3951,6,178
1791,18,563
3111,0,0
898,1,42
1187,18,374
1188,4,188
1189,4,95
2082,11,411
203,12,444
1921,0,0
2490,0,0
1199,1,41
1600,9,243
2515,2,58
1208,1,37
282,13,271
1212,6,123
2012,3,97
1602,0,0
122,26,542
2503,7,217
3549,4,109
4026,0,0
4027,7,170
3432,9,339
1804,0,0
1223,4,110
1224,0,0
2225,0,0
3985,1,37
2230,2,90
4028,10,348
71,0,0
72,16,324
1924,8,208
2020,2,103
3480,0,0
2896,9,313
3925,12,239
1621,14,548
284,3,67
1622,6,133
1821,0,0
465,0,0
1250,2,111
3175,19,402
556,7,376
1256,11,260
2718,0,0
2468,2,78
1625,6,105
807,1,39
3247,0,0
3559,1,62
1292,8,331
2491,2,42
1297,0,0
1298,2,59
3307,1,36
3483,2,115
4029,2,76
3769,8,203
3131,1,48
3312,3,76
137,3,70
243,3,83
1841,1,29
2763,0,0
3824,0,0
2901,5,102
4030,2,71
2903,0,0
1844,0,0
3405,1,31
4004,0,0
3584,0,0
3678,1,52
3750,0,0
3983,2,40
3869,0,0
3318,5,269
1361,0,0
1365,0,0
1934,9,199
1370,3,77
3771,1,32
1849,15,245
3783,3,89
1851,14,247
1678,47,813
345,0,0
1684,6,203
2046,0,0
1693,3,78
89,14,250
3774,7,220
2083,3,96
2330,11,285
1698,15,285
2861,0,0
1703,1,17
2050,1,36
1433,0,0
1871,1,35
1872,1,26
1439,0,0
1707,0,0
1708,0,0
3171,1,24
3990,1,48
1442,0,0
2479,1,45
1709,0,0
2682,0,0
1875,1,10
3434,1,9
1876,2,18
2449,0,0
2758,3,21
1449,0,0
4031,1,7
3825,1,9
3966,1,33
4032,0,0
4012,3,109
2685,5,142
159,0,0
1722,0,0
50,0,0
1950,14,389
258,1,36
1733,0,0
189,2,90
3535,0,0
191,0,0
2703,0,0
233,0,0
162,2,53
1969,1,31
56,6,135
2749,1,41
1524,2,111
2498,7,117
1098,0,0
310,25,925
372,0,0
1552,0,0
1127,0,0
166,2,80
2167,2,50
1132,1,32
62,27,770
63,5,136
1780,5,220
2179,0,0
1142,3,71
2080,2,96
2401,13,208
199,2,102
3514,3,62
415,0,0
3444,8,293
1587,5,73
1919,10,266
1595,3,83
1596,0,0
1202,0,0
4013,2,70
1799,30,645
17,16,539
437,4,173
170,16,264
22,0,0
1240,10,349
3121,8,204
1816,1,30
2915,0,0
2022,3,59
1258,1,47
1830,1,34
1626,4,130
2025,0,0
3516,1,33
1285,10,526
2027,2,65
1641,11,658
1642,7,150
3986,3,85
3930,10,366
3802,12,231
3743,0,0
400,3,137
624,0,0
2280,5,172
1932,0,0
439,3,81
1842,1,28
4033,0,0
441,0,0
291,0,0
1366,8,368
33,1,30
1670,17,300
560,1,24
1672,1,23
292,15,565
293,0,0
35,1,39
3891,3,76
651,19,867
249,1,33
297,2,85
313,8,137
149,1,14
41,0,0
444,3,79
3261,5,25
46,3,27
2061,3,35
3946,1,29
2063,1,19
446,0,0
49,1,24
2065,0,0
1726,0,0
2066,1,31
1888,6,141
1492,0,0
1951,0,0
2,1,42
1955,15,271
619,21,368
4034,0,0
2916,0,0
1957,2,109
1055,0,0
1893,1,26
1894,14,468
1739,13,553
2462,1,52
2779,1,39
108,0,0
3960,0,0
1751,7,317
1082,7,117
2922,2,93
2759,0,0
1523,4,157
734,0,0
1971,17,376
1094,5,121
1973,4,90
4035,5,123
1112,0,0
111,4,214
3835,5,69
3846,1,41
4036,1,34
1764,9,219
1549,14,267
3786,5,244
10,4,92
2796,1,36
1775,3,111
391,0,0
2962,3,71
1140,15,316
1141,2,99
2800,0,0
1150,6,167
3356,37,599
565,1,26
1993,18,452
2403,17,361
1584,4,166
1174,3,95
2004,13,271
3390,0,0
3736,2,116
1196,3,109
1922,3,96
1795,1,36
2011,0,0
68,4,140
1801,5,199
337,3,72
3150,10,352
1220,13,661
2018,6,112
3551,1,42
696,0,0
1812,0,0
2019,0,0
2818,0,0
24,0,0
2612,0,0
2023,10,238
1827,1,34
1255,0,0
1623,23,605
25,0,0
3024,1,32
1829,0,0
1267,8,192
133,0,0
1632,6,118
2422,5,119
2505,2,59
2260,18,579
3485,6,239
136,2,57
3186,0,0
2427,0,0
2730,0,0
1838,2,65
81,3,92
1331,0,0
4037,0,0
139,1,29
3495,5,95
211,2,93
1663,3,81
426,3,68
1357,0,0
32,11,233
3253,6,311
2295,1,81
2473,0,0
1848,1,27
1665,18,287
2298,2,61
1368,9,155
2519,7,166
3683,0,0
3890,0,0
247,0,0
3988,2,63
2475,0,0
2044,0,0
1685,0,0
1687,5,137
1857,17,413
1405,1,27
1938,4,124
1411,1,28
406,0,0
4038,9,165
3704,1,32
1939,1,34
1692,14,335
3007,7,129
2322,4,140
570,6,214
1426,2,45
3010,1,29
1863,0,0
2446,5,206
788,12,246
1696,9,158
1699,3,52
1431,0,0
1867,0,0
3410,0,0
1435,0,0
2875,5,89
1944,1,22
3892,0,0
151,0,0
3047,3,114
222,0,0
1874,1,31
1947,0,0
2058,1,14
1712,1,6
92,0,0
3692,0,0
4007,1,8
4039,0,0
2496,3,69
1720,0,0
305,1,28
1882,0,0
1475,0,0
256,0,0
306,1,22
1728,0,0
2537,7,213
2538,5,142
2775,0,0
2129,1,22
1748,0,0
453,3,56
1897,12,352
608,1,31
2555,0,0
389,0,0
3199,3,76
3091,0,0
1525,1,55
1527,5,107
2145,0,0
319,0,0
1532,3,98
3980,30,541
2389,2,82
2706,3,70
1767,0,0
1904,1,34
1768,4,97
114,11,326
115,1,53
275,2,76
357,0,0
3163,1,39
118,1,47
1992,0,0
3387,10,138
2182,17,375
3106,6,95
3734,5,146
900,18,383
2001,24,701
1579,3,107
3547,15,309
882,0,0
1201,0,0
3426,8,304
3299,4,136
2413,3,72
129,1,48
1811,1,39
171,0,0
1814,0,0
172,1,33
23,1,38
2825,0,0
2237,19,397
1828,27,607
1270,6,158
2421,1,32
2423,12,493
808,1,46
2984,0,0
3862,2,110
3486,11,213
208,1,42
2510,1,28
3987,1,28
3888,0,0
2731,0,0
2517,1,39
2033,3,89
2286,2,88
1846,0,0
1933,0,0
1377,9,209
3029,8,183
2038,15,504
213,3,81
347,8,360
3832,13,282
1403,2,75
442,0,0
3428,1,33
4040,0,0
1420,3,83
2673,28,547
1697,15,282
1700,0,0
181,0,0
1870,1,23
3965,1,20
42,1,52
301,3,55
220,0,0
152,4,105
3050,1,38
155,1,6
1450,3,24
481,1,49
768,1,40
93,0,0
1472,0,0
158,0,0
1886,1,26
97,0,0
