产品SKU,产品浏览量,产品加入购物车次数
486,404,46
206,501,44
646,162,24
327,193,25
613,466,35
489,365,45
467,187,33
425,115,43
625,297,32
381,336,26
629,162,33
2086,62,44
582,374,30
563,119,35
447,240,35
391,343,30
539,245,30
938,246,45
643,111,33
1917,1136,37
612,294,44
397,210,31
568,218,38
525,199,28
331,236,38
351,101,24
332,257,29
369,186,37
633,239,29
319,222,41
610,157,43
2098,205,23
529,398,34
1614,662,43
375,385,36
329,257,30
2527,117,25
82,240,28
427,167,33
179,199,33
552,195,24
350,199,40
385,61,31
595,97,31
672,1107,132
658,373,114
995,1135,97
702,453,105
696,774,109
999,1664,101
1257,712,117
717,611,129
673,550,178
954,651,156
704,2666,102
1016,1629,148
669,977,169
821,1426,144
698,891,112
693,573,138
1018,487,128
682,865,164
695,525,147
684,644,102
746,973,92
683,566,159
730,437,93
1028,773,136
690,545,135
659,467,144
1026,1121,124
733,541,158
1025,837,116
918,1094,81
579,614,106
661,908,129
747,1343,149
1790,807,152
961,960,86
799,529,84
711,894,90
719,845,114
728,642,128
667,813,108
1015,537,102
689,780,96
706,444,150
715,1057,115
761,971,124
666,784,82
499,1451,130
676,611,114
764,1725,115
713,606,82
722,596,110
692,555,134
723,546,141
664,504,103
929,1229,110
2528,571,110
662,763,121
681,619,77
714,756,71
845,477,112
767,285,94
813,1438,124
726,951,100
679,719,110
739,383,104
556,1010,81
778,642,90
789,1600,95
777,344,68
755,1101,122
687,454,109
678,1058,68
724,715,120
725,354,107
686,813,90
701,562,123
786,726,84
703,1118,82
771,723,109
694,946,86
743,1022,96
1027,451,76
750,410,70
812,446,79
775,434,79
965,637,116
759,546,115
752,1296,85
708,593,96
729,1046,68
800,359,93
727,875,86
751,287,62
668,683,108
2529,305,74
770,299,117
830,588,105
756,783,76
501,1234,102
815,661,80
744,498,82
606,1071,58
732,634,78
691,2133,65
820,371,84
760,462,88
1009,802,93
844,344,84
498,459,103
809,442,83
2096,476,96
2530,273,61
805,422,80
480,737,82
493,993,74
975,406,96
783,327,71
801,943,109
757,827,86
806,830,72
763,1195,95
712,864,101
506,324,59
562,1039,63
707,515,61
1638,424,103
785,646,53
793,1942,95
829,422,56
819,353,62
834,448,65
741,567,64
791,785,87
2097,574,71
792,551,85
804,1499,101
500,261,91
314,265,65
479,298,51
831,391,96
1160,298,53
798,468,64
788,650,52
794,437,63
762,645,57
811,472,92
481,1178,93
572,1179,96
818,414,60
842,476,65
910,1314,65
779,397,77
825,331,80
654,253,67
753,274,48
705,432,70
338,532,59
516,465,53
2092,260,57
509,281,63
1174,684,56
1922,384,48
773,360,72
494,320,90
738,720,60
508,611,53
490,504,73
483,710,50
796,339,72
826,399,85
583,663,77
54,1132,47
836,548,64
2094,298,72
513,248,67
2531,316,79
604,415,50
512,252,55
790,632,59
754,324,51
839,507,62
517,818,50
787,1229,57
627,231,49
848,2607,75
769,413,55
510,227,77
503,442,49
554,223,71
737,396,43
822,470,73
816,215,51
849,7940,1195
868,5955,949
855,4011,1014
852,6210,615
858,5939,559
857,4340,532
911,2897,601
2102,2234,894
853,2751,695
870,3470,470
950,7173,588
850,3587,797
872,4802,775
854,3027,503
860,3226,622
1941,2503,808
866,1703,530
875,5559,600
851,3491,408
856,3816,619
865,2239,746
885,2199,382
879,1946,436
864,2877,515
861,2326,427
867,1997,431
859,1532,453
869,2424,379
2101,2445,422
880,1520,510
1019,3054,496
874,2066,484
873,2333,432
863,2188,463
926,4059,344
892,1654,341
883,3097,446
878,2384,429
876,3127,506
888,2366,533
887,1573,401
1949,1871,425
884,2288,316
877,1854,353
871,1727,441
882,2828,390
889,1607,480
913,1687,366
886,3201,381
937,2019,338
890,1954,274
905,3036,424
936,1566,381
919,1592,371
899,2214,351
881,2850,295
908,2130,381
891,1207,415
896,1932,219
907,1234,319
893,2770,388
914,2155,346
902,1541,317
901,1798,384
904,1871,394
1003,1666,299
731,2263,319
894,1175,383
895,1318,328
925,1466,200
916,1387,275
909,1651,356
922,816,365
906,3537,290
959,1190,327
997,1086,312
942,1250,195
348,2617,246
897,1392,214
2103,974,342
928,877,181
927,1140,276
943,1521,191
903,1348,201
944,2023,267
921,1047,245
900,2214,174
2532,664,248
912,1375,230
951,1329,335
940,1527,326
511,1043,170
917,643,309
932,1852,225
930,1503,300
948,916,216
924,1007,232
915,969,266
983,902,270
2533,1001,198
941,1369,274
1520,1018,293
285,2209,188
969,1467,194
957,1008,150
971,903,287
992,1678,185
1006,1470,211
934,1016,273
991,1656,149
1008,1034,242
984,1281,162
435,1121,272
982,728,223
953,1068,214
955,2036,244
1000,1754,185
962,1021,259
973,800,225
939,1115,226
970,1211,173
952,993,235
505,2306,179
933,860,147
966,1406,239
967,752,240
949,1258,228
979,2178,194
963,1747,258
980,701,166
945,897,213
2104,779,224
685,1120,144
946,1056,180
986,1066,249
1002,826,183
987,819,139
976,702,167
998,549,188
920,909,154
1013,1952,129
964,942,209
958,1339,202
988,1084,135
1011,583,153
1017,1624,142
977,1314,180
981,889,206
2100,448,159
985,814,154
923,1455,176
671,1265,137
947,626,205
828,2171,122
978,1267,205
1021,1196,187
670,840,128
1001,863,144
1007,1355,147
1012,1868,187
996,1134,179
709,547,122
972,741,117
956,788,143
1014,2751,138
1004,764,152
718,996,132
1024,752,197
898,1192,201
1020,993,184
776,1362,102
677,489,193
931,1481,100
438,1071,140
716,844,126
994,887,142
663,551,192
1010,1872,176
660,832,123
1023,642,173
968,971,145
688,604,128
674,744,187
665,485,111
2534,20,1
1029,31,1
1950,18,1
1494,22,1
2106,21,1
1030,3,1
2535,9,1
2460,2,1
2536,1,1
1031,35,1
1036,38,1
1952,201,1
2537,8,1
2538,6,1
2539,1,1
1954,126,1
1038,31,1
2540,3,1
1040,29,1
2110,6,1
2111,13,1
1041,16,1
1504,8,1
2541,32,1
2542,11,1
261,24,1
1506,3,1
2543,15,1
1054,12,1
1893,111,1
2120,6,1
1509,15,1
2544,7,1
2545,11,1
2546,20,1
2547,15,1
2548,1,1
1964,176,1
2549,18,1
2550,4,1
2129,18,1
1741,71,1
1965,8,1
2551,7,1
2552,8,1
2379,48,1
1516,8,1
1073,7,1
2134,96,1
2553,13,1
109,27,1
2382,7,1
2554,43,1
2135,20,1
2555,2,1
2556,4,1
1521,19,1
1970,25,1
2384,4,1
1523,81,1
1524,36,1
1525,21,1
1526,3,1
2140,19,1
2557,36,1
1972,9,1
1091,22,1
2145,41,1
1096,23,1
1097,5,1
2387,10,1
2558,12,1
2559,16,1
1974,22,1
2560,4,1
2561,29,1
2562,1,1
2563,14,1
1104,11,1
2564,1,1
1107,8,1
1108,28,1
1109,53,1
1111,18,1
1535,18,1
1113,6,1
1114,7,1
1115,31,1
2565,25,1
2566,58,1
2567,13,1
1121,10,1
2568,3,1
2160,9,1
2569,3,1
1765,7,1
113,5,1
270,28,1
1903,17,1
1550,5,1
2570,6,1
2571,6,1
1770,55,1
2572,131,1
2573,13,1
60,17,1
2574,1,1
2167,22,1
1980,133,1
2168,21,1
10,45,1
1772,8,1
1558,87,1
117,58,1
2575,14,1
2170,61,1
2172,10,1
2173,13,1
2394,19,1
1560,146,1
1564,32,1
2576,11,1
2395,5,1
2577,1,1
2466,10,1
1566,36,1
2578,11,1
2398,16,1
2579,5,1
1986,25,1
1990,13,1
2580,9,1
2581,9,1
2582,16,1
2583,16,1
2584,7,1
1147,12,1
1148,22,1
2585,8,1
2181,23,1
2586,19,1
1783,24,1
2587,14,1
1994,36,1
1154,36,1
2588,11,1
2589,19,1
2183,14,1
1156,15,1
2467,19,1
2590,36,1
2185,20,1
2591,6,1
1787,44,1
1157,6,1
1574,72,1
2592,6,1
2593,3,1
2188,25,1
1165,14,1
1166,30,1
2402,59,1
14,53,1
1167,9,1
1168,50,1
1581,19,1
2594,7,1
2403,20,1
2595,15,1
1172,9,1
2002,25,1
2068,38,1
2596,1,1
1178,53,1
2197,26,1
1182,63,1
1592,2,1
1185,18,1
2597,15,1
2598,3,1
1189,23,1
280,76,1
1191,80,1
1596,29,1
2599,20,1
1195,125,1
1197,11,1
2490,32,1
2212,4,1
1205,25,1
2215,11,1
2600,4,1
238,44,1
1602,41,1
2217,5,1
204,84,1
2013,17,1
2601,1,1
2602,8,1
2603,15,1
2219,21,1
2604,5,1
1216,10,1
784,50,1
18,10,1
1607,18,1
462,9,1
2605,8,1
2606,22,1
2607,9,1
1608,284,1
1222,26,1
2227,13,1
2230,23,1
1611,10,1
1230,44,1
72,85,1
1810,12,1
2414,49,1
2608,28,1
1233,29,1
1235,41,1
1613,130,1
2609,8,1
1615,46,1
797,33,1
487,6,1
2610,1,1
2611,4,1
1618,64,1
1620,18,1
2236,4,1
2612,149,1
1244,17,1
1245,23,1
2613,84,1
2614,3,1
2615,21,1
2238,4,1
2616,33,1
2240,6,1
1826,13,1
2242,11,1
1255,12,1
2243,32,1
2245,1,1
2617,10,1
2248,12,1
2618,3,1
2619,5,1
396,19,1
1271,18,1
2620,5,1
2621,3,1
2622,4,1
1629,32,1
2623,9,1
1631,17,1
1278,36,1
1632,24,1
1279,15,1
1634,52,1
1289,24,1
2259,30,1
1639,22,1
1296,27,1
2624,7,1
2625,15,1
1642,9,1
2626,11,1
2627,5,1
2628,7,1
1300,95,1
2629,31,1
1645,8,1
2630,19,1
2264,20,1
1306,22,1
2265,15,1
2631,4,1
2632,5,1
1310,7,1
2267,24,1
2633,9,1
1311,52,1
2634,16,1
2268,12,1
1313,3,1
2425,50,1
2273,6,1
2635,7,1
2636,2,1
2637,28,1
1834,40,1
2030,31,1
1652,17,1
2638,17,1
2639,45,1
2427,52,1
2429,11,1
2278,28,1
2279,13,1
2640,8,1
1931,16,1
1323,13,1
2641,6,1
2642,3,1
2643,5,1
2644,10,1
1841,39,1
2433,11,1
138,18,1
1332,55,1
1335,71,1
2645,4,1
1340,4,1
2646,3,1
2436,3,1
2647,8,1
1341,14,1
2648,8,1
31,77,1
2649,6,1
2650,13,1
1349,22,1
2651,5,1
2286,3,1
2652,17,1
2653,47,1
2654,43,1
2288,39,1
2290,25,1
1356,79,1
2655,18,1
2656,5,1
2657,24,1
2658,8,1
2295,11,1
1361,40,1
2473,11,1
2659,19,1
2660,18,1
1365,34,1
2661,3,1
2299,19,1
1667,37,1
1670,9,1
1671,37,1
1673,22,1
2304,15,1
1378,57,1
1381,17,1
1383,15,1
1384,20,1
1679,12,1
2662,3,1
1389,11,1
2309,22,1
2663,12,1
1393,9,1
1854,32,1
1681,25,1
1396,16,1
1398,45,1
1683,11,1
1684,25,1
2664,1,1
2476,60,1
1685,23,1
1400,15,1
1401,11,1
1402,31,1
1936,11,1
2508,45,1
1403,34,1
2665,3,1
1404,13,1
2314,3,1
2666,12,1
1938,55,1
1690,17,1
2477,32,1
1412,8,1
2320,9,1
2667,7,1
2494,73,1
2668,16,1
2324,21,1
2325,8,1
2669,16,1
2670,7,1
1420,48,1
1422,23,1
1942,48,1
1861,36,1
2327,10,1
2328,7,1
2671,30,1
2672,6,1
1695,22,1
2673,43,1
2674,11,1
1428,67,1
2675,20,1
2676,9,1
1699,31,1
2677,3,1
2678,15,1
2679,3,1
1870,14,1
1435,50,1
1871,37,1
2335,9,1
2337,2,1
1438,5,1
2680,22,1
2343,23,1
2681,4,1
675,9,1
2682,24,1
1445,2,1
2347,3,1
2061,5,1
1714,6,1
2449,7,1
2480,3,1
1451,12,1
2450,37,1
1717,44,1
2683,5,1
2684,6,1
1455,51,1
2685,19,1
2495,37,1
2686,26,1
2352,13,1
2451,5,1
2687,13,1
2688,3,1
2454,17,1
2689,24,1
2690,3,1
1880,21,1
1462,10,1
2691,9,1
1881,69,1
2692,8,1
2358,25,1
1470,8,1
2693,6,1
2694,5,1
2064,11,1
2360,6,1
305,28,1
1722,4,1
1476,6,1
2362,3,1
2695,11,1
1884,28,1
2456,3,1
2696,5,1
2458,1,1
50,17,1
1489,19,1
2697,2,1
2698,9,2
2699,7,3
1032,38,3
2700,14,2
1034,64,3
1035,35,2
1953,33,3
260,149,2
1039,38,2
2701,3,2
1005,94,3
1502,70,2
189,101,2
2461,7,2
2376,65,2
1958,87,3
2702,8,2
1050,27,2
1959,8,2
2115,29,3
2122,1,3
2463,35,2
2703,30,3
1511,22,3
1067,9,2
234,57,3
105,36,3
2704,3,2
1514,32,3
2705,9,3
1071,48,2
1967,32,3
1968,25,3
1081,25,2
1522,41,2
1085,30,2
2498,49,2
1527,79,3
2486,81,3
1530,31,3
1533,31,2
1756,16,2
1106,19,2
1760,265,3
165,16,3
1536,26,3
1976,42,3
2389,52,2
2706,3,3
1116,23,2
1901,32,2
1977,53,3
2707,20,3
1545,39,2
2156,28,2
1763,46,2
1978,125,3
1124,12,2
1768,40,3
2708,7,3
2709,30,2
1906,38,2
1556,43,3
1132,12,2
1561,10,3
2174,61,2
1134,299,3
2710,12,2
2175,43,3
63,57,3
1985,34,2
1138,11,3
1571,23,2
1988,15,3
1150,25,3
565,27,3
2184,63,2
1998,19,2
1573,22,3
1159,9,2
66,47,3
2711,5,2
2712,22,3
1583,59,3
2193,26,2
237,44,3
1586,19,3
1791,35,3
2004,27,2
1916,60,3
2195,12,2
1589,18,3
1918,39,3
1188,14,3
1190,43,3
2207,66,2
2489,28,2
2713,19,3
2208,18,3
1196,42,3
1599,43,2
1201,45,3
1794,65,3
1208,378,3
2714,23,2
1601,31,2
1798,54,2
1800,31,3
1605,37,2
1803,24,2
2715,8,3
1804,77,2
1806,21,3
1609,49,2
1807,131,2
2716,21,2
2019,152,2
1813,106,3
2020,30,2
2021,37,3
1617,58,2
1240,70,2
24,212,2
2717,17,3
1622,27,2
1822,29,2
2241,38,3
1256,43,2
935,41,3
2504,25,3
1259,16,3
2718,27,3
1260,14,3
2468,31,3
1267,27,2
1269,23,3
1626,22,3
2719,20,3
2469,33,2
1273,20,3
2720,30,2
2721,5,3
1636,3,3
2722,26,2
1637,22,2
1831,18,3
1292,27,2
1294,24,2
2422,22,2
2505,17,2
1298,38,3
2028,55,3
2492,15,3
2723,14,2
1643,18,2
1930,56,3
2261,25,3
1308,295,3
1309,1,3
2724,14,3
2725,5,2
2726,9,3
2727,8,3
2031,21,2
1319,31,2
1654,38,2
2728,11,3
2277,21,2
1321,37,2
2071,129,3
2729,38,2
1322,26,3
1657,10,2
2280,16,3
2730,18,3
1325,61,3
1840,16,2
1843,150,2
2432,19,2
1331,32,3
2282,31,3
2731,19,2
2285,33,3
1844,43,3
2732,50,3
2733,25,2
2293,26,3
1363,15,2
1366,45,2
1371,5,2
1373,23,3
1668,29,3
1669,15,2
1380,8,3
1385,17,3
2734,28,3
145,64,2
2735,27,2
2047,29,2
1687,34,2
249,450,3
2736,36,2
2441,19,3
2737,22,3
1414,21,3
442,232,3
1692,92,2
2738,4,3
1419,37,3
1693,53,2
1421,39,3
2444,34,3
1426,38,2
2446,24,2
2739,1,2
2740,5,3
180,533,2
1866,137,3
1701,30,2
90,69,2
2050,48,3
1869,36,2
2741,8,2
1872,21,3
1707,41,3
1442,31,2
1443,12,2
2448,48,3
1711,34,2
43,22,3
1712,27,3
92,3,2
1715,10,3
2481,77,2
2742,6,2
2743,26,3
1459,29,3
1460,13,2
1468,24,2
2744,8,2
1472,7,2
226,27,2
2457,4,2
1726,49,3
228,154,3
1888,67,5
1889,79,4
1730,46,3
1490,270,3
1890,31,4
1501,77,3
2374,18,5
1044,52,5
1046,21,3
1736,146,5
1737,51,3
2745,21,5
2746,13,5
1510,180,5
2132,44,3
2747,24,4
2380,19,5
1070,42,3
1746,37,3
107,59,4
1750,28,4
1079,43,4
1082,37,5
2748,34,4
56,117,4
1753,116,3
2749,34,4
1755,54,5
1110,5,5
1899,48,4
1537,39,4
1541,14,4
2750,22,5
2157,27,3
1549,97,5
1904,776,5
1553,48,4
1771,36,5
1130,33,4
1908,240,5
2751,49,5
1563,38,4
1777,62,5
1567,215,4
1140,47,5
1987,35,3
1145,93,5
2180,28,4
1993,56,5
2080,132,4
1995,158,4
2752,28,4
1785,398,4
1158,74,3
1577,12,5
65,370,5
1579,27,3
1580,69,5
1582,43,3
1915,75,3
2200,21,3
2753,23,5
16,117,5
1920,151,3
2754,5,5
1600,27,5
282,66,3
1212,22,5
1603,23,5
123,60,3
2220,46,3
2015,111,3
125,53,5
2016,31,4
1228,91,5
129,31,5
1923,148,3
1812,68,4
1816,50,3
1818,212,4
1246,40,4
284,51,4
1820,29,3
1927,28,5
2755,15,4
2246,18,4
25,132,3
1624,8,3
1830,40,3
1295,19,5
2262,7,5
1650,46,3
1315,45,4
2426,24,4
80,43,3
2471,15,4
2756,33,5
441,79,4
1846,281,4
1353,16,4
84,96,5
1360,13,5
1847,92,3
1848,28,3
1368,40,3
1369,34,3
2034,98,4
1850,81,3
1376,62,5
1672,853,4
1379,28,3
1675,36,4
1382,19,4
2306,63,3
1386,10,4
1392,31,4
710,46,5
2475,47,3
2757,8,5
296,19,4
1406,13,4
1407,16,5
2316,65,4
1858,68,3
88,65,3
1694,185,5
2330,66,3
1865,45,3
1702,70,3
1433,27,5
1704,70,4
40,71,3
1708,56,5
1946,73,5
1709,29,4
2348,10,4
2758,6,4
1448,9,4
1877,18,5
2062,54,4
1879,31,3
1467,17,4
2063,83,3
1882,16,3
1474,182,5
1948,20,3
1488,81,4
1731,28,7
98,96,8
257,364,6
1955,65,8
1499,41,5
2485,259,6
52,40,8
99,130,5
1505,134,9
1962,148,9
232,148,9
106,123,5
1748,64,9
1749,385,8
1896,59,7
163,77,7
2759,11,5
58,60,8
59,1142,6
1126,89,5
2392,19,5
1129,402,5
1557,124,9
1774,39,6
1775,139,7
1984,85,7
1776,57,9
1565,149,7
1569,13,7
1782,81,9
1997,47,9
12,102,8
2404,151,8
279,124,8
2760,41,8
2012,75,9
1801,66,9
436,62,6
1802,137,8
127,109,7
71,79,5
437,85,5
1621,55,7
465,340,9
1623,69,8
1928,162,5
133,45,5
1270,57,5
1628,62,5
2421,48,7
2081,52,8
288,119,9
1651,27,8
2507,105,9
1355,74,6
291,191,5
1665,121,5
1851,34,9
86,262,9
2044,142,8
248,89,7
1411,396,8
1859,130,6
38,135,9
298,441,9
2445,56,6
1863,495,8
1943,135,5
148,67,8
2051,56,6
2052,27,8
1439,41,7
153,19,7
45,12,6
2761,8,5
432,416,9
159,171,9
1720,504,8
2065,134,6
2067,45,5
258,221,4
1732,44,7
1733,132,7
1503,64,6
1047,38,7
1957,26,6
745,58,6
230,94,5
5,223,7
451,265,7
1966,68,7
1742,116,4
1743,17,6
1751,67,6
388,89,7
111,61,6
1540,25,7
1543,74,4
1546,23,6
8,87,4
1769,105,4
114,110,4
1907,62,5
115,155,6
1778,92,7
235,125,4
1568,56,4
1989,27,5
2762,30,4
1911,91,4
2401,43,5
1788,55,7
1170,24,7
1585,116,6
201,8,4
2005,33,4
2006,65,4
1176,38,5
1919,97,5
2008,115,7
1192,28,7
394,94,7
1799,143,6
69,150,5
2503,44,4
1220,67,6
1808,39,7
2018,49,7
170,92,4
1809,19,4
1236,113,4
1925,38,7
132,51,7
1619,30,7
74,519,7
1819,38,4
1248,54,5
2418,116,7
1251,51,6
2024,84,4
1625,43,5
2026,50,4
1630,23,4
134,165,4
1291,29,6
2027,29,7
808,33,6
1644,31,5
29,74,5
1836,55,6
1656,123,6
2493,394,4
1838,34,5
2763,18,7
2434,71,7
2506,113,7
1662,74,6
1933,37,7
2298,109,5
2035,193,6
1849,53,6
144,349,7
2039,37,6
1390,28,4
2045,254,6
1410,26,5
1860,35,6
89,77,7
1864,108,7
1696,55,5
1698,79,6
1430,60,4
1867,61,5
149,49,6
1706,66,5
150,50,5
301,25,5
2479,45,6
1875,28,6
1447,15,7
