产品SKU,产品浏览量,产品加入购物车次数
451,264,16
512,191,15
1530,403,14
2953,337,16
118,523,15
3357,106,13
1913,205,19
119,142,15
3444,200,23
1803,308,12
125,123,17
2818,418,23
173,178,16
549,132,17
399,159,20
342,475,18
174,219,22
139,131,19
3048,278,17
177,139,23
1382,828,16
1939,398,20
2324,514,20
407,328,15
3440,177,19
351,124,20
2054,166,23
444,58,18
629,147,20
3261,29,15
545,228,12
502,157,12
307,163,15
190,124,17
1057,146,19
453,115,12
454,170,13
1902,117,18
391,193,20
358,215,14
3053,110,21
3299,126,20
418,147,12
375,191,18
376,183,16
362,100,15
1306,183,11
28,88,15
1932,24,15
364,73,12
2434,161,17
83,198,16
346,318,15
472,783,15
3328,108,15
220,151,13
2095,146,14
3433,103,18
44,47,16
386,217,21
229,67,18
3455,70,13
1501,274,13
189,111,17
353,83,15
449,122,11
192,170,17
1973,125,10
2084,134,13
564,181,18
1785,152,18
1208,45,10
69,86,11
1804,298,10
137,57,16
2523,144,16
343,83,15
290,172,12
3260,307,10
471,332,13
3159,120,11
1868,108,17
90,74,14
2051,96,17
3530,76,11
185,81,19
155,35,12
255,43,16
801,960,16
1474,162,15
95,44,15
187,43,14
259,322,13
448,107,16
53,150,15
191,82,11
1066,279,11
607,127,17
640,244,13
1748,111,10
162,248,9
3466,132,15
412,207,15
2154,454,15
309,171,16
1557,230,14
166,148,12
235,232,14
3163,143,14
392,285,14
13,150,15
2206,2275,14
2085,64,11
764,158,16
17,315,11
337,96,17
395,178,15
73,148,17
1240,176,12
422,92,14
328,276,11
81,24,11
3888,336,15
211,240,10
3445,299,14
3678,167,16
2298,173,12
403,132,15
213,155,11
179,195,17
297,226,15
250,282,12
252,150,15
349,162,9
3526,62,10
91,50,12
2059,18,15
225,230,12
158,60,16
1721,119,14
1743,408,35
3447,198,24
2392,661,40
200,300,38
2192,224,41
1805,209,36
3166,313,24
340,193,38
587,317,30
2527,103,24
3269,282,35
2302,661,41
1376,411,32
2685,802,33
711,792,32
387,237,37
2764,482,32
456,114,26
832,219,37
539,141,25
643,63,36
882,268,24
360,104,29
533,349,22
496,459,38
822,496,28
248,768,32
3837,116,33
3262,280,22
3947,469,36
806,312,37
575,758,20
548,207,32
567,301,32
588,114,19
3562,180,37
467,110,30
378,217,26
535,335,30
3875,455,34
1441,175,37
653,94,28
616,166,37
430,61,27
594,105,20
324,268,20
236,397,35
3839,265,24
3834,805,23
579,457,23
600,212,25
645,150,21
580,145,26
614,395,31
523,101,23
330,258,23
468,90,32
1348,160,25
519,165,24
1943,201,25
542,181,20
182,130,25
352,61,20
573,217,34
597,481,24
2381,520,31
514,194,28
276,170,21
336,301,26
3107,168,32
838,257,26
463,168,19
2837,400,26
245,460,33
427,216,31
2039,433,25
405,622,25
429,1528,33
218,205,25
184,71,26
768,405,33
316,91,23
333,157,19
553,61,23
317,341,16
610,174,26
59,551,19
460,226,24
839,224,28
599,92,25
359,210,29
421,121,29
809,223,26
636,363,30
401,124,25
140,123,30
3531,775,27
652,469,27
3897,113,28
219,177,23
350,76,30
383,78,16
543,91,29
3049,123,18
2056,101,24
617,108,27
481,845,17
562,651,21
656,286,25
356,403,17
2709,237,18
199,498,24
206,201,29
420,275,17
2272,387,17
3179,344,23
379,270,28
2518,129,19
3635,188,17
312,430,20
473,161,17
3900,99,20
2520,56,27
1476,196,18
563,161,17
1975,446,22
2796,730,15
169,81,16
434,241,24
644,423,22
1210,214,16
124,202,19
339,263,27
646,121,18
397,189,14
3046,200,24
138,318,17
175,95,24
3439,287,25
296,158,25
1856,301,26
637,696,18
824,430,26
3054,130,15
253,146,17
537,176,17
3446,165,21
304,40,16
657,84,20
188,109,24
686,525,75
2892,1676,41
3477,607,77
3641,530,45
518,376,65
804,1264,65
702,176,55
704,1085,54
632,123,69
753,242,50
576,313,53
829,483,42
755,600,59
834,252,76
613,493,61
2509,1765,47
365,427,60
799,812,64
492,466,55
1590,278,41
798,573,58
779,288,53
836,756,68
3368,235,49
1978,2142,36
486,229,48
820,254,54
752,214,48
494,348,59
540,418,51
742,350,58
743,435,47
3902,300,54
3789,607,64
726,425,53
1996,264,46
506,165,37
826,210,53
780,320,60
770,241,55
2294,403,56
520,982,45
513,297,50
705,308,45
558,510,56
3639,368,42
142,318,52
490,308,44
816,132,48
805,421,38
561,169,47
846,101,59
510,277,56
706,470,60
491,165,40
515,244,34
2204,644,35
3263,508,54
524,1450,52
3180,267,54
479,153,50
3183,368,58
415,570,42
498,292,53
3266,267,39
521,152,45
2914,446,41
3364,294,30
1314,460,49
3836,293,58
3436,549,40
3565,1046,56
812,457,59
678,986,41
38,883,47
590,296,45
627,151,32
3449,141,50
538,215,52
554,136,29
528,319,34
729,580,53
823,465,53
730,388,38
3714,268,44
571,103,34
582,183,54
769,246,32
744,209,29
2747,422,53
754,596,51
3185,420,36
929,350,54
530,225,55
835,385,40
2096,381,53
721,312,33
661,481,33
544,290,46
385,91,33
745,1469,52
827,224,33
373,378,38
990,472,36
738,613,50
3264,390,53
3366,206,31
344,296,48
2045,855,32
1862,3134,34
3178,251,36
655,138,49
482,214,36
267,407,27
733,250,32
775,324,38
3448,124,47
631,163,30
620,365,43
268,172,26
1110,616,40
621,367,29
758,385,39
784,540,36
2532,417,42
516,250,49
244,184,39
3363,249,41
497,349,47
787,1102,35
589,271,46
1710,287,29
793,977,43
503,302,28
1965,502,39
3511,429,35
457,135,34
833,537,35
1588,413,44
647,211,38
602,441,30
2087,210,31
3833,281,27
552,247,41
707,489,25
3035,994,30
794,335,43
1543,1324,33
2098,240,45
2525,186,27
649,177,41
3901,152,38
810,226,26
569,368,36
581,605,44
2876,648,32
3268,115,32
3453,231,29
3817,293,30
604,371,23
3587,606,29
1525,1347,41
3151,118,42
417,174,30
782,484,28
532,561,31
766,199,26
568,320,40
178,511,37
1942,496,41
382,197,28
331,361,23
3712,264,42
3182,195,22
3267,123,32
3443,141,22
536,161,29
595,60,22
2079,673,105
1026,647,143
673,494,133
943,749,159
945,728,105
993,820,161
980,908,106
1027,1240,93
970,1405,179
998,603,163
2093,668,172
1024,989,123
1013,1305,133
973,845,123
3645,627,118
693,958,113
3952,529,107
2465,1227,96
3270,955,139
682,866,104
683,645,141
1011,515,125
2923,635,153
1001,846,163
666,710,128
1136,322,109
697,859,146
996,683,125
3718,1603,101
3186,1321,90
930,1126,110
713,664,132
957,564,89
1018,420,120
672,1237,125
1002,446,117
791,819,100
1015,629,77
1000,802,137
2100,588,115
690,704,91
698,636,110
525,898,85
500,759,121
688,577,121
3904,868,89
670,1058,80
687,715,127
662,466,99
708,471,128
3060,479,83
3370,868,123
1012,780,118
717,975,123
963,909,110
3719,1093,96
821,1299,84
665,194,99
750,326,73
3908,831,137
3713,578,105
1181,1280,74
978,860,115
715,843,86
679,908,120
844,484,120
676,349,88
830,539,85
732,656,77
505,701,66
3227,1023,76
1565,1605,77
722,592,116
3660,466,112
3176,2546,73
689,449,63
1028,691,64
3272,534,64
3454,480,103
2528,446,87
949,562,98
667,758,67
681,393,107
716,932,110
522,453,73
825,480,110
948,452,93
1016,893,108
3824,675,91
3052,830,102
818,323,91
504,292,57
759,405,99
3790,474,110
3365,575,82
757,832,55
786,682,56
664,386,68
1010,614,87
3709,574,69
54,1533,73
760,231,74
3369,406,93
684,571,59
1004,752,63
995,1000,96
800,331,81
677,549,66
741,612,79
402,412,94
3905,365,85
724,492,53
796,526,64
2006,1078,83
638,830,99
3,952,92
3838,865,65
772,304,58
771,548,62
723,477,93
815,719,69
671,877,49
1864,971,85
751,282,60
3906,544,66
1695,1168,60
476,548,61
551,231,74
910,440,66
509,319,66
3056,621,54
3051,436,74
11,988,47
714,419,68
3934,816,52
1025,1127,54
3715,632,43
3640,508,79
718,628,50
701,397,68
762,423,49
3042,2196,64
3023,537,60
3184,338,78
3698,331,73
3903,626,70
508,346,78
2385,12331,1356
870,3534,891
2410,3535,733
852,4181,851
3372,4348,767
868,5157,790
901,3649,821
911,3575,468
277,3062,723
1941,2216,693
850,2217,404
855,2957,363
853,2724,596
887,1944,464
913,2292,381
856,3791,461
3057,3895,421
863,3245,371
875,3838,455
1160,1606,558
1019,4611,462
867,1519,364
348,2197,323
866,2625,483
936,1313,508
879,2121,320
1949,1312,450
2102,1173,421
1252,2090,443
1006,2252,337
3188,2694,242
871,1853,288
3643,1894,286
877,1611,414
3841,2274,406
2101,1553,393
3373,1561,317
883,2557,346
2529,2303,268
3840,2748,280
888,1438,237
1022,2352,364
897,964,226
889,1407,371
886,2258,218
931,1410,200
894,1455,320
864,1794,291
876,1737,237
892,1939,231
861,1269,203
1219,1488,308
895,1007,209
969,1783,281
3842,1961,308
899,1615,219
874,1616,214
954,1038,270
884,1376,346
907,1848,323
3717,935,220
893,2066,337
928,1346,276
1017,2020,206
869,1462,336
2222,2243,335
3859,1972,247
2010,961,255
2091,1948,213
912,1026,186
3271,1091,220
909,1796,248
941,1804,228
891,1138,293
903,1051,283
1003,1236,264
908,2056,209
890,840,303
937,968,249
660,1013,219
859,1560,266
881,1869,160
674,1284,194
669,1261,193
951,1971,173
905,1222,281
923,1928,183
914,1510,155
776,1004,157
988,1468,140
1513,891,216
438,1163,252
896,779,202
934,670,266
971,1737,221
902,1418,169
977,983,249
2103,1177,204
872,1206,176
720,645,140
944,1012,240
2738,1292,159
997,1425,143
916,792,174
3720,1061,254
2104,1233,240
947,1377,227
1889,1011,151
1520,1102,129
3189,1062,161
992,768,198
953,807,224
955,875,153
2739,915,248
939,648,186
285,2710,157
984,830,151
3644,1313,193
880,925,229
1020,1207,222
976,970,220
1014,1045,157
904,1862,165
685,1091,138
279,1762,143
935,634,147
986,893,218
961,2585,194
3273,674,159
3716,3281,165
994,1300,144
435,1110,205
3787,674,147
975,1045,200
3187,987,159
511,671,113
3177,1997,181
964,592,169
728,739,159
747,1173,215
865,1170,200
946,756,217
981,863,208
783,1132,114
709,738,188
499,1105,144
922,915,163
982,936,174
958,942,188
1301,1030,146
663,631,183
3788,1010,182
940,728,163
3452,2051,122
933,1044,132
983,1032,191
3907,569,200
927,712,150
987,888,116
959,589,143
966,786,137
920,1282,183
942,1059,165
999,1365,177
965,988,146
3078,18,2
1950,40,2
1494,5,3
583,32,2
1952,135,2
1037,18,3
260,85,2
3793,28,3
1732,56,2
1733,199,3
2374,41,3
1005,35,2
1735,148,3
1736,180,3
2115,68,3
1737,32,2
1962,34,2
2773,17,3
1894,33,3
2546,48,2
3940,154,3
2775,340,3
2547,21,3
1065,137,2
55,91,2
1897,37,3
1079,32,2
3960,14,2
2748,47,3
1521,22,3
1522,42,3
2759,31,2
3725,119,3
2141,10,2
2142,4,3
1754,21,2
1095,19,2
2149,3,3
1112,437,3
1542,55,2
2566,27,2
3701,41,3
2160,16,3
113,13,3
1547,72,3
1903,19,2
1767,40,3
271,28,3
1126,48,2
1555,8,3
1556,24,3
2168,21,3
1908,128,2
1561,24,3
2175,50,2
1566,85,3
2398,23,3
1567,269,3
2177,6,2
3637,11,2
3545,15,3
198,50,3
2582,34,3
2800,194,3
3243,41,3
2080,111,2
1995,102,2
2590,55,2
3894,21,3
2512,63,3
2595,14,3
3389,7,3
1174,19,3
1915,68,3
325,282,2
3547,87,3
3736,20,3
3961,17,2
3955,35,2
1599,19,3
282,52,3
1801,65,2
123,37,2
3885,33,3
3549,11,2
3886,19,2
3921,33,3
972,16,3
205,22,3
1608,175,3
1224,20,3
2229,14,3
1611,6,2
1228,56,2
71,93,2
2017,16,3
1231,166,3
2018,41,2
326,24,2
1233,20,2
1815,132,2
23,90,2
2611,28,2
24,211,2
1817,404,2
2613,17,2
74,311,2
1822,17,3
2022,107,2
2241,43,2
1927,25,3
1826,106,3
3246,61,2
1827,112,2
3123,3,2
2718,27,3
1260,50,3
773,21,3
1264,3,3
1270,34,3
3124,18,2
76,21,3
3213,7,3
3305,40,2
3248,65,3
1278,25,2
1632,23,2
1292,30,2
1294,7,3
3249,213,3
3861,70,3
3963,10,3
3485,25,3
3582,33,3
3933,19,2
3769,26,2
3743,35,3
3216,10,3
1656,116,2
2729,18,3
2280,53,2
3561,23,2
1838,19,3
2644,8,3
1841,20,3
1842,37,2
3490,93,3
3442,50,3
2282,16,3
1660,13,2
2524,49,3
3642,10,3
3674,28,2
3675,14,3
3808,27,3
1844,33,2
3632,69,3
1349,43,3
3865,66,3
3866,169,3
2077,186,2
3679,13,2
3498,3,3
2295,4,2
1361,29,2
1666,21,2
1668,13,2
1670,31,3
3964,4,2
3029,34,2
2038,26,3
1381,7,3
1677,37,3
1384,18,3
1385,15,2
1680,29,2
35,86,2
3224,68,2
2309,17,2
3063,91,3
1683,20,2
2044,96,3
2046,34,2
2440,34,3
1401,29,2
37,130,2
1938,70,2
1860,14,2
3959,5,2
1428,153,3
3351,20,3
3181,28,2
1698,69,3
3044,23,3
1699,17,3
1700,19,2
1701,39,2
1867,68,2
149,107,3
1434,28,3
1870,34,3
1435,53,2
2335,22,2
3965,38,3
3874,147,3
1439,43,2
1707,62,2
3892,58,2
2682,50,3
43,7,3
2060,19,3
3353,7,3
1447,5,3
92,12,3
1450,8,2
3780,5,3
3816,6,3
1877,18,2
3966,51,2
3575,35,3
3419,13,2
3879,11,2
159,159,2
2696,7,2
1485,78,3
1486,194,3
1886,52,2
2066,98,3
1728,47,3
1730,14,3
1035,56,5
2109,23,4
619,60,4
1502,25,5
100,14,5
3355,156,4
2771,21,5
483,58,3
2462,437,3
1964,202,4
3278,19,5
233,145,4
1511,27,5
1966,43,4
1744,13,5
1745,30,4
107,36,5
1074,19,3
1081,20,4
1523,68,3
1528,31,4
1974,39,5
3239,90,4
3893,34,3
3953,12,4
2161,18,5
1904,493,3
3850,29,4
1905,87,3
2487,9,5
1981,19,3
2795,191,5
1774,40,5
1776,21,5
2958,140,5
3917,10,4
1986,44,3
1141,105,4
1143,67,4
1148,40,4
1150,28,5
1912,60,5
2801,21,3
3734,11,3
3918,118,5
12,35,5
1579,18,5
3884,24,3
2193,21,3
3920,17,3
2004,23,4
1916,70,5
1919,48,5
1187,62,3
1191,34,4
1595,86,3
2489,27,3
281,18,3
1921,30,5
1199,27,4
1795,25,4
1600,29,5
1212,25,4
1799,98,4
2220,74,3
3776,30,3
2503,31,4
3581,24,4
3967,23,4
3968,55,5
1808,22,3
129,79,5
1234,85,3
130,282,3
1615,52,4
1814,43,4
132,32,4
1816,27,3
1619,22,4
1247,13,4
2418,21,4
3175,54,5
3024,191,4
1625,34,5
1626,25,3
3154,8,4
807,43,3
1285,66,3
1638,30,5
1295,18,5
2422,67,3
1298,63,5
2492,28,4
3360,28,5
3931,31,5
3957,55,5
136,115,4
2726,29,3
1836,39,4
1321,29,3
2071,55,4
1331,42,4
3314,49,4
3887,81,3
210,127,3
2507,156,4
3253,83,5
2473,92,4
33,223,4
1934,49,5
2519,137,4
1849,41,4
3683,47,4
144,522,4
1851,65,3
293,85,3
2905,60,5
347,67,5
2043,14,3
366,101,5
1411,212,5
442,227,5
1420,25,5
1426,90,5
89,72,4
2330,23,5
2332,68,4
1865,24,4
2050,54,5
3877,59,4
1442,13,5
1709,22,4
254,27,5
2058,15,4
153,18,4
227,123,5
1724,79,4
1885,75,3
3784,98,3
50,70,3
1888,84,8
3255,204,7
102,53,7
3083,209,6
2549,79,6
2379,24,5
1896,106,8
1751,59,5
389,120,8
1755,43,7
112,121,9
3827,231,5
3828,39,7
3915,76,6
3702,58,8
1127,328,7
2076,55,7
1982,155,9
2575,110,6
275,357,8
1984,170,7
1140,27,7
1780,70,9
393,82,8
900,80,5
3710,58,5
2188,33,7
2001,183,6
66,43,8
1202,34,9
2011,213,6
1798,45,6
3298,171,7
1218,101,8
2413,46,8
2019,199,9
2825,150,7
2612,186,9
2915,65,5
1255,98,6
3450,147,9
3516,327,9
808,44,7
400,113,7
80,46,9
2763,21,8
30,67,7
441,71,9
1933,79,8
246,79,9
3437,209,5
32,33,5
291,170,7
3773,58,8
249,356,5
406,109,8
313,46,5
298,474,8
1866,121,8
1702,51,7
1704,37,7
41,62,6
1874,20,7
1711,40,5
1947,32,9
1875,27,6
1712,21,5
46,9,7
1876,15,6
831,315,6
306,36,5
1727,99,5
1488,104,5
97,91,8
1496,60,5
814,28,7
1953,52,6
1038,124,4
1958,54,7
4,283,7
262,165,4
2779,216,6
878,39,7
633,232,4
1750,22,7
3911,30,4
2135,45,5
1527,39,5
2486,24,7
1756,25,4
269,41,4
2389,190,7
2706,58,5
857,65,5
3969,47,7
114,64,6
274,106,6
1775,207,5
196,46,4
2179,127,6
2799,31,6
3387,41,6
565,21,7
1573,29,7
2187,43,4
14,29,7
3951,14,7
737,33,7
1794,78,7
1922,40,7
1601,36,7
3150,58,5
3432,33,4
854,38,6
1220,45,4
72,98,4
1811,107,6
171,54,7
2020,47,6
2021,87,4
3661,147,6
1821,41,7
75,104,4
1830,55,6
133,35,5
2026,46,7
1286,99,5
3517,20,6
1297,537,4
1299,57,4
1930,187,7
2264,55,4
1646,44,5
2029,67,5
843,58,7
311,240,5
243,38,5
2072,18,4
2903,207,6
2033,123,5
1846,175,4
426,53,7
1360,36,6
1665,131,4
560,61,7
1377,66,4
292,68,7
1852,100,7
3832,125,7
1685,51,6
2508,45,6
147,206,5
1418,60,4
1940,113,7
1694,104,6
2672,33,4
2673,66,7
2446,26,6
1433,33,6
3170,96,4
1706,48,6
1946,47,4
2479,31,7
186,22,6
3757,11,7
3825,21,7
3438,15,4
445,814,4
93,106,4
1720,323,5
1882,15,7
1475,177,4
2065,154,5
96,37,4
