产品SKU,产品浏览量,产品加入购物车次数
97,105,16
390,536,36
2084,339,35
275,1120,21
323,369,30
375,321,24
807,175,39
360,103,26
397,141,38
614,308,41
651,200,41
407,304,40
313,384,32
332,296,34
253,167,25
386,241,41
526,1197,26
316,124,22
354,213,34
527,294,38
640,223,25
575,706,31
611,483,23
456,110,22
236,339,29
2085,623,31
623,238,26
73,175,29
1257,119,25
311,353,27
425,136,38
177,163,20
344,260,30
560,274,30
220,189,30
2086,65,24
618,175,28
632,71,33
584,350,25
596,452,36
334,228,34
457,177,20
720,156,20
1790,168,37
645,142,37
1614,433,21
423,381,31
424,93,29
178,460,27
346,933,31
352,54,29
156,66,30
304,50,37
319,132,29
832,233,20
461,404,18
740,267,35
364,120,27
379,233,23
470,198,25
290,149,18
345,344,33
250,439,21
183,221,30
443,119,23
191,115,18
639,227,24
317,196,20
318,221,17
477,156,19
193,202,17
64,243,26
621,244,20
201,464,31
358,535,31
1211,308,31
418,340,20
173,203,29
612,303,17
647,380,17
401,172,18
2087,126,17
2088,207,29
428,343,23
637,936,20
181,127,20
222,120,28
593,599,22
370,212,23
447,318,25
101,216,24
262,139,24
309,238,24
564,145,20
271,54,23
336,255,27
67,843,25
205,923,27
1805,143,26
420,201,30
28,223,17
244,165,27
343,146,29
142,108,20
218,137,29
444,103,19
553,63,31
49,65,26
410,269,28
453,128,27
389,138,16
268,111,27
598,280,16
372,154,22
373,341,21
321,181,16
335,658,15
414,666,16
1780,93,20
276,296,24
642,181,21
416,128,26
395,174,23
207,111,17
240,172,18
77,160,22
557,306,23
208,75,26
2089,194,27
175,110,29
507,121,20
83,144,16
366,345,24
40,104,17
300,149,26
2090,172,21
408,113,26
592,117,20
2066,119,18
595,98,19
448,227,27
353,230,20
266,105,18
412,259,17
634,213,17
1975,326,19
1905,136,19
458,227,19
120,142,26
376,277,16
292,126,24
214,185,25
473,168,27
1868,101,14
383,201,17
221,79,26
186,44,24
385,85,22
263,193,21
264,125,19
265,210,17
192,211,22
164,1006,16
119,139,15
1593,352,24
394,114,20
465,273,15
2091,168,23
624,314,25
439,87,20
210,149,19
471,353,22
626,267,15
1856,131,23
472,726,16
652,516,23
251,381,19
252,241,21
1946,133,15
780,460,60
1923,160,78
506,517,74
541,352,68
569,475,64
628,208,54
846,139,65
578,322,49
559,407,58
524,2664,64
573,224,62
497,500,43
490,507,57
542,308,45
480,944,62
848,2642,56
475,6143,58
485,393,44
504,324,49
833,633,49
990,996,61
842,522,68
558,433,45
2092,239,71
816,259,69
502,178,55
585,368,37
503,315,57
492,366,41
547,300,43
237,446,61
534,241,49
761,660,64
627,188,42
561,194,54
617,346,61
546,775,66
482,131,65
583,453,50
609,581,66
516,368,51
327,293,36
549,402,64
766,428,45
523,273,39
710,468,37
653,263,38
474,319,39
545,455,58
656,373,34
509,325,57
582,257,38
310,338,65
384,220,52
594,166,57
495,342,36
803,386,32
810,448,34
508,678,63
519,227,59
604,583,36
514,278,34
539,318,52
644,587,41
326,521,38
330,265,48
568,231,44
535,467,53
590,281,49
537,471,41
445,1606,35
2093,351,49
320,232,58
197,487,40
528,343,48
649,388,34
540,335,51
404,1830,47
2054,191,44
591,1998,49
597,676,40
538,208,44
413,871,40
622,351,48
599,144,37
646,354,42
650,234,57
518,622,31
381,386,37
552,201,45
331,231,40
847,444,31
1005,246,37
512,419,44
167,543,36
415,580,41
840,328,55
530,340,32
340,311,37
567,374,37
774,784,39
2094,183,36
179,368,40
382,299,31
543,141,50
2095,161,49
333,230,55
307,315,31
574,426,33
308,205,50
608,347,51
491,279,53
566,362,49
580,292,40
648,939,40
587,298,35
533,254,47
2096,327,51
2097,346,28
426,374,46
616,136,30
629,150,28
563,116,47
631,116,35
356,365,35
2098,280,43
357,454,47
460,355,48
601,327,32
532,620,27
613,588,30
496,370,45
217,337,31
351,121,38
620,502,45
355,282,49
486,339,31
337,170,49
600,252,30
531,331,49
329,142,43
467,104,32
312,300,42
184,108,49
409,128,47
1453,75,48
188,111,28
633,228,34
610,239,25
555,369,36
797,436,41
361,299,45
635,1153,41
363,373,26
602,574,38
2099,129,47
551,414,39
367,214,42
225,407,38
387,273,24
607,164,32
802,394,29
325,595,24
417,224,35
359,348,23
362,176,42
378,260,39
427,200,44
403,255,30
405,1115,25
349,256,40
431,225,23
536,132,39
224,134,32
233,345,23
391,306,27
322,647,30
577,287,43
434,261,37
324,197,32
200,176,37
529,371,25
339,291,23
464,309,26
468,161,41
469,410,32
216,616,42
581,825,25
182,273,31
694,939,170
662,1116,126
1004,840,177
2100,568,124
659,608,118
730,429,182
684,804,97
1007,989,142
438,1163,117
666,572,165
750,573,166
702,379,158
1520,635,170
688,546,151
672,1153,107
676,452,116
696,602,94
692,625,114
678,964,149
722,828,102
995,1151,107
800,349,89
669,1533,140
929,1402,157
683,917,154
746,1229,162
690,778,117
709,394,122
1026,696,150
556,1416,116
747,1455,86
703,629,137
711,1500,89
713,968,158
715,1124,153
689,1247,100
668,825,139
712,683,115
743,700,114
751,345,137
771,668,88
707,500,112
679,819,143
691,2153,134
716,674,86
910,733,118
729,581,87
960,1289,132
714,601,93
698,933,100
732,606,139
708,654,82
742,488,85
763,1006,136
572,2146,96
764,1277,137
736,643,120
728,596,85
701,590,133
828,1131,131
681,713,135
759,639,108
762,526,69
498,468,135
753,341,109
705,460,117
830,532,119
756,756,69
767,323,94
726,645,75
749,438,120
737,371,103
706,358,109
493,859,110
844,543,113
500,482,77
744,622,94
723,762,79
725,472,103
686,562,84
719,820,120
770,570,71
811,677,101
517,537,106
787,1345,96
798,625,82
791,464,86
814,615,94
829,345,66
733,564,111
760,393,102
777,259,90
748,1136,67
483,913,61
680,699,115
755,950,81
781,675,66
724,812,62
788,1066,82
476,317,107
775,447,73
550,421,60
801,929,63
606,1204,73
515,384,61
821,726,101
1025,1277,90
661,791,76
562,1196,62
586,470,101
494,501,71
799,741,92
779,487,74
479,298,93
792,606,91
314,320,96
478,300,98
785,581,99
576,344,55
820,318,76
741,773,72
738,691,105
778,775,89
757,724,55
697,913,83
815,799,58
481,2029,83
605,725,63
773,579,86
809,407,83
823,461,92
805,656,82
826,456,67
202,3933,66
579,637,90
765,565,90
822,748,74
525,323,67
501,1055,70
499,977,86
484,365,64
522,321,89
784,618,83
488,674,71
589,363,58
571,203,75
818,359,90
804,1952,78
831,522,51
793,1507,52
794,562,75
752,395,91
440,413,76
812,232,65
786,689,91
824,1007,68
825,352,60
790,723,87
565,3256,58
796,483,51
365,456,87
813,865,53
638,585,50
768,650,70
510,289,90
513,241,65
554,468,71
548,340,67
839,389,58
836,471,51
837,408,62
654,200,73
806,487,76
789,1811,55
769,387,64
754,420,77
758,548,63
735,713,81
489,1222,47
655,155,84
1174,729,60
819,370,79
782,417,81
402,269,84
817,224,48
521,317,66
838,356,42
338,359,57
772,465,52
834,339,44
636,1225,70
315,387,44
827,520,45
835,433,62
588,251,46
625,384,67
699,1175,65
520,788,53
544,364,48
849,5795,2045
858,4142,882
852,5330,1262
855,6209,1156
868,6243,1000
857,4701,678
853,4396,579
850,3908,927
851,4117,921
860,4264,686
870,2667,646
856,5934,821
911,3914,765
950,7003,780
854,3115,743
865,2035,628
864,2736,675
861,1794,686
872,3879,497
866,2510,649
869,2153,717
875,5444,637
859,1478,438
878,2005,522
867,2196,528
863,2366,478
879,3297,518
881,2328,467
1941,2569,588
880,1811,365
892,1883,539
877,3108,424
874,2510,586
873,2377,328
926,4572,566
885,1954,419
883,2651,501
888,1789,302
871,1722,460
876,2279,368
896,2169,382
882,2632,545
893,3575,378
884,2944,499
887,2649,445
913,1685,496
908,1794,352
890,1388,312
886,3813,424
889,2061,433
901,1653,454
731,2125,513
904,1936,268
899,2266,501
2101,1510,481
891,1792,306
894,1411,257
906,2184,306
937,1969,478
903,1405,312
895,1543,281
916,1056,321
936,1422,405
907,1605,218
909,1953,393
921,1484,269
1003,1314,343
897,2357,408
900,1620,261
928,1848,361
925,1208,213
919,1217,266
931,1720,236
912,1989,328
927,1416,316
991,2130,299
924,1395,351
940,1775,283
914,1681,352
917,1050,280
923,2446,364
727,2925,343
962,1034,331
934,1241,365
905,1623,267
997,1274,204
984,1262,218
902,1174,189
930,1331,191
898,1784,254
958,1368,192
992,1340,276
939,1157,182
944,1693,305
932,2040,229
511,1188,236
975,1210,171
969,1296,312
922,1288,182
957,977,306
948,1035,265
949,750,296
1006,1904,324
952,1184,278
943,749,301
942,924,228
959,1489,263
963,1853,294
285,2798,251
2102,960,233
947,817,212
920,1089,208
968,1299,180
941,1662,245
435,1568,306
956,1144,182
982,1515,250
951,2125,271
665,451,199
915,1045,161
967,1124,169
1017,1315,156
976,664,274
972,1121,181
946,878,255
945,1020,241
988,1327,165
966,1252,183
954,877,250
1000,2196,163
2103,511,237
998,872,210
986,702,208
348,1475,146
981,797,212
933,988,218
693,1028,261
734,1305,248
970,1614,190
965,998,169
776,1430,253
987,782,186
977,1036,230
1019,1459,237
675,647,230
1011,545,218
935,948,241
1008,1238,163
953,1004,261
955,1568,139
983,1715,180
658,811,225
980,799,155
1001,1635,234
1024,1110,239
973,1457,234
989,2195,183
978,896,213
1014,2521,217
1018,519,133
685,871,222
999,2060,214
663,853,219
985,1070,192
964,1101,241
994,1174,173
721,1836,229
938,955,227
1949,467,198
1021,1165,224
1002,862,153
674,870,175
996,880,117
1020,1051,149
971,1200,142
918,1421,153
961,1582,178
1013,1239,142
1027,515,210
660,811,149
670,1018,127
1015,881,177
667,1032,132
979,1509,168
671,680,142
664,813,175
1023,1017,154
739,632,146
687,453,133
1012,1781,106
1010,1805,121
717,1209,119
677,791,132
1028,641,153
1016,1934,129
682,1071,157
845,899,156
2104,764,110
673,500,172
505,1815,165
695,542,144
1009,1048,146
718,904,189
704,1914,103
1889,20,1
2105,5,1
1029,13,1
1950,28,1
2106,14,1
2107,5,1
1031,70,1
2108,1,1
1035,24,1
2109,5,1
1953,47,1
1038,63,1
1039,57,1
1502,52,1
1040,52,1
2110,13,1
2111,6,1
1041,9,1
2112,13,1
1043,10,1
2113,10,1
2114,0,1
1960,19,1
2115,19,1
411,179,1
2116,10,1
1506,12,1
2117,9,1
2118,20,1
2119,1,1
2120,12,1
2121,14,1
2122,21,1
2123,22,1
2124,3,1
2125,17,1
2126,2,1
2127,1,1
2128,2,1
1511,45,1
1066,35,1
234,34,1
2129,5,1
2130,5,1
2131,27,1
2132,17,1
1515,29,1
1516,7,1
1072,7,1
1517,8,1
1967,33,1
2133,7,1
1074,11,1
1519,17,1
2134,108,1
1080,17,1
1083,8,1
2135,9,1
1521,24,1
1970,19,1
2136,33,1
2137,1,1
2138,1,1
1752,18,1
2139,12,1
1085,17,1
1525,15,1
110,7,1
1526,5,1
2140,24,1
2141,10,1
2142,5,1
1090,6,1
2143,13,1
2144,15,1
2145,76,1
2146,9,1
1098,17,1
2147,3,1
2148,11,1
2149,14,1
2150,5,1
1111,19,1
2151,3,1
1536,60,1
1539,52,1
1540,11,1
2152,7,1
1115,23,1
2153,5,1
1901,26,1
2154,18,1
2155,17,1
2156,89,1
2157,19,1
2158,1,1
2159,11,1
2160,6,1
2161,16,1
2162,5,1
1547,7,1
270,43,1
1548,21,1
2163,8,1
1124,32,1
2164,13,1
2165,6,1
2166,6,1
1907,33,1
1128,31,1
2167,21,1
1980,105,1
2168,12,1
2169,1,1
1130,13,1
116,33,1
2170,106,1
2171,4,1
2172,12,1
2173,158,1
1560,58,1
2174,59,1
2175,37,1
1778,55,1
1779,31,1
2176,18,1
1567,443,1
2177,9,1
1137,15,1
1139,4,1
1140,34,1
2178,1,1
2179,39,1
1571,53,1
1988,13,1
1144,8,1
1781,29,1
1146,9,1
1147,14,1
1572,64,1
2180,22,1
2181,91,1
2182,9,1
1993,43,1
1151,14,1
1783,25,1
2183,31,1
2184,48,1
1156,4,1
1998,41,1
2185,10,1
1787,92,1
1158,53,1
2186,27,1
1577,36,1
2187,21,1
2188,51,1
2189,2,1
2190,15,1
2191,6,1
1165,10,1
2001,33,1
14,28,1
1580,33,1
1581,13,1
1583,49,1
2192,20,1
1172,11,1
2193,13,1
2194,5,1
2002,27,1
2005,16,1
1916,41,1
2195,12,1
2196,3,1
2197,31,1
2198,25,1
2199,3,1
2200,22,1
1591,15,1
1792,56,1
2201,11,1
2202,10,1
2203,11,1
2204,42,1
1189,33,1
2205,10,1
1191,65,1
1594,51,1
2206,14,1
2207,41,1
1194,17,1
1597,12,1
2208,34,1
2209,9,1
1196,41,1
2009,30,1
2210,13,1
2211,5,1
2212,3,1
1202,16,1
1795,69,1
2213,7,1
1600,30,1
2214,4,1
1207,12,1
1209,17,1
1797,23,1
2215,15,1
1798,30,1
2216,8,1
2217,15,1
2218,30,1
1801,72,1
1605,28,1
2219,21,1
2220,19,1
2221,6,1
1606,7,1
2222,1,1
2014,99,1
2223,1,1
2016,18,1
2224,7,1
2225,9,1
2226,12,1
2227,29,1
2228,7,1
2229,15,1
2230,17,1
1807,141,1
1228,96,1
1808,58,1
2231,1,1
1924,91,1
487,17,1
2232,7,1
2233,9,1
1617,59,1
1618,102,1
283,20,1
132,23,1
1619,31,1
2234,8,1
1241,56,1
2235,3,1
2236,4,1
1244,43,1
1245,12,1
2237,9,1
2238,5,1
1822,31,1
2239,8,1
1250,2,1
2240,5,1
2241,19,1
1927,31,1
1826,15,1
2242,6,1
1252,23,1
1254,4,1
2243,48,1
2244,14,1
2245,24,1
1828,43,1
2246,11,1
2247,5,1
2248,18,1
2249,7,1
1624,9,1
1264,7,1
1928,140,1
1829,44,1
2250,2,1
1270,53,1
2251,3,1
1628,66,1
1273,13,1
2252,8,1
2253,2,1
2254,8,1
1632,19,1
1279,12,1
2255,7,1
1634,41,1
2256,0,1
2257,3,1
2258,40,1
1287,6,1
1288,3,1
1637,35,1
1291,24,1
2259,24,1
1638,23,1
1639,26,1
1293,15,1
2260,39,1
1644,14,1
1930,123,1
1302,17,1
2261,21,1
1832,12,1
135,28,1
2262,25,1
2263,3,1
2264,10,1
1306,10,1
2265,11,1
1307,8,1
1646,18,1
2266,10,1
1647,44,1
1308,218,1
2267,10,1
1649,38,1
2268,29,1
2269,3,1
2270,2,1
2271,1,1
2029,54,1
2272,7,1
2273,3,1
1834,31,1
2030,61,1
1316,6,1
1317,7,1
1836,15,1
1318,19,1
2274,7,1
2275,2,1
2276,3,1
2277,19,1
783,268,1
1322,23,1
1657,25,1
2278,19,1
2279,9,1
2280,3,1
2281,1,1
1323,4,1
1843,92,1
2282,41,1
1333,5,1
2283,26,1
1343,24,1
2284,3,1
2285,6,1
1347,14,1
1662,59,1
31,56,1
2286,4,1
2287,2,1
2288,11,1
2289,4,1
2290,48,1
2291,1,1
2292,11,1
2293,12,1
2294,15,1
2295,9,1
1361,31,1
1362,8,1
2296,9,1
1363,22,1
291,249,1
1365,58,1
1848,18,1
2297,10,1
2298,116,1
2299,32,1
2300,3,1
1370,28,1
2301,21,1
2302,48,1
1668,40,1
1669,15,1
1376,51,1
2303,2,1
2304,42,1
2305,8,1
1378,36,1
1675,51,1
2306,26,1
2307,30,1
1935,15,1
1383,19,1
1384,9,1
2308,11,1
1679,18,1
1680,52,1
2039,45,1
2309,6,1
1390,19,1
1391,18,1
1392,21,1
1393,34,1
1854,40,1
2040,8,1
1682,1,1
2310,5,1
2041,30,1
1398,47,1
1683,12,1
1855,23,1
1401,17,1
2311,4,1
1936,19,1
2312,1,1
2313,7,1
2314,17,1
1689,15,1
1690,12,1
2315,8,1
87,51,1
2316,13,1
88,51,1
2317,6,1
2318,7,1
1413,11,1
1414,23,1
2319,18,1
2320,4,1
2321,11,1
1415,18,1
2322,17,1
1416,11,1
2323,21,1
2324,21,1
2325,6,1
1693,48,1
38,61,1
2326,7,1
2327,10,1
2328,7,1
2329,0,1
2330,5,1
2331,14,1
2332,22,1
2333,1,1
1430,69,1
2334,2,1
1431,18,1
148,49,1
1705,24,1
2335,18,1
2336,17,1
2337,4,1
2338,15,1
2339,2,1
2340,7,1
2341,4,1
2342,3,1
2343,18,1
1872,48,1
1439,59,1
1441,15,1
2344,2,1
1443,32,1
2345,1,1
2346,5,1
2347,4,1
2348,6,1
1714,14,1
2349,3,1
1448,6,1
1715,7,1
2350,3,1
2351,15,1
1455,34,1
1879,92,1
2352,15,1
2353,5,1
2354,15,1
2355,3,1
2356,38,1
1880,23,1
1462,10,1
1463,1,1
2357,3,1
2358,25,1
1470,15,1
2359,5,1
1721,34,1
2360,12,1
1475,149,1
2361,7,1
2362,4,1
1724,49,1
2363,2,1
1483,4,1
1726,77,1
2364,11,1
1485,111,1
2365,0,1
2366,3,1
2367,3,1
2368,5,1
2369,3,1
1490,261,3
1493,27,3
2370,7,3
2371,3,2
2372,8,2
1890,47,2
1034,71,3
1497,34,3
1037,28,3
2373,9,2
260,136,3
1954,103,3
1732,48,3
1499,23,3
2374,18,2
1042,13,2
2375,17,3
1044,25,3
1957,62,3
2376,37,3
2377,13,2
1050,64,3
2378,20,3
1052,16,2
54,331,3
1063,17,2
1512,31,3
105,22,3
1741,111,2
1513,37,3
2379,30,3
2380,37,2
1071,38,3
1744,70,2
1745,23,3
1746,44,3
2381,8,2
1898,17,3
2382,12,2
1082,59,2
2383,6,3
2384,11,2
1523,67,2
2385,44,2
2386,15,3
1754,23,2
1091,29,3
2387,19,3
1528,13,2
1974,20,2
1755,84,2
2388,81,2
1541,31,2
2389,8,3
1543,65,2
1545,33,3
2390,14,2
2391,6,2
1766,99,3
1549,51,2
1126,58,2
1554,43,2
9,66,3
2392,15,2
2393,45,2
1772,6,3
1131,7,3
1773,31,3
1774,36,2
117,79,3
1133,22,2
2394,46,2
1561,13,3
1563,61,3
1776,31,2
1910,15,3
2395,17,2
2396,11,3
2397,7,2
2398,20,2
1569,24,3
2399,18,3
1987,20,2
1570,34,2
1990,24,2
1148,25,3
2400,12,2
1994,71,3
2401,21,2
1997,42,2
1785,431,3
1160,38,3
1579,31,2
2402,24,3
1582,34,3
1170,20,3
2403,39,3
2404,253,2
2405,5,3
2406,10,2
1914,34,3
2407,8,3
1791,71,2
2408,8,3
1180,19,2
1793,5,2
1188,23,3
1190,36,3
1193,27,2
2409,14,3
1195,12,2
281,50,3
1599,22,2
1198,64,2
1199,44,2
1796,43,2
2011,38,2
1210,9,3
1602,39,3
2410,31,2
18,20,3
2411,7,3
2412,21,2
1608,241,3
1221,143,3
1222,34,3
2413,8,2
1809,13,2
2414,23,2
1811,85,2
1813,58,3
1615,47,2
2415,11,2
1817,450,2
2416,24,3
2417,36,3
1824,24,2
2418,70,2
286,131,2
1261,17,2
1626,38,3
396,34,2
1278,40,3
2419,13,3
1286,251,2
2420,8,3
2421,11,3
1292,25,3
1295,24,2
1297,47,3
2422,39,3
1642,31,3
2423,23,2
1643,24,3
2424,32,2
1309,11,3
2425,48,3
1315,33,2
2426,27,3
1835,28,2
1319,40,3
1653,21,3
1654,54,2
2427,38,3
2428,17,2
2429,10,2
80,29,2
2430,3,3
2431,9,3
1842,19,2
2432,11,3
2433,11,3
2434,24,3
138,32,2
2435,8,2
2436,2,2
1844,54,2
1352,21,2
1353,39,3
1357,86,3
84,113,2
2437,12,2
993,33,3
1368,40,3
1369,20,3
1666,26,3
2034,69,2
1667,22,3
1849,125,2
2438,15,2
1377,59,3
2439,44,2
144,427,3
1851,31,3
1678,92,3
1681,26,2
2042,55,2
2440,11,3
1407,15,3
2441,13,3
1410,19,2
2442,109,3
1419,37,3
1942,49,3
2443,33,2
2444,41,2
1426,51,3
2445,30,3
89,66,2
2446,14,3
1864,130,2
1865,17,3
1434,21,2
1437,12,2
2447,5,3
1944,34,3
1709,29,3
2448,33,3
1446,14,3
1447,5,3
2061,6,2
2449,9,2
1450,11,2
2450,57,2
1719,74,3
2451,2,2
2452,227,3
2453,12,2
2454,17,3
1474,162,2
2455,7,2
2456,12,3
1948,18,3
2457,9,3
1885,93,2
2458,7,2
1486,195,3
1886,62,2
2459,40,3
1730,48,5
1731,19,4
2460,5,4
1496,24,5
1036,36,5
1733,123,3
52,45,4
2461,16,5
1047,47,4
1735,305,3
1959,8,5
2462,262,4
2463,12,4
104,29,4
1965,39,4
1742,51,4
1743,34,4
107,48,4
109,50,5
1750,49,3
1522,66,5
1971,68,5
1096,30,5
1099,14,4
1760,215,4
111,72,5
7,64,3
2464,29,5
1763,24,3
1119,12,5
2465,34,3
1550,13,3
1553,56,4
60,19,3
1555,20,5
115,170,4
1777,97,4
195,210,4
2466,21,4
1143,43,4
1150,67,3
1154,16,4
2467,25,4
1159,11,4
1162,17,3
1789,33,5
1578,17,4
1164,25,5
1166,15,4
66,57,5
1168,47,4
1586,31,4
2003,60,5
2006,144,4
1588,27,5
1178,26,3
1590,42,4
1918,90,4
1794,138,4
1601,84,4
1212,24,3
121,44,3
1214,37,4
123,40,3
125,51,3
126,67,4
1611,18,5
1231,283,4
129,23,4
1613,233,4
171,80,4
1236,44,5
1237,125,5
1621,32,4
1622,26,3
1256,68,5
2468,14,5
2469,29,4
2470,23,3
241,36,5
1631,47,3
1290,34,3
1298,115,3
2028,43,4
1300,97,3
615,44,5
1650,41,5
1652,39,5
136,88,5
2471,20,5
1838,27,5
1840,20,4
1932,53,5
1841,69,4
1344,17,4
2472,1,4
1356,62,4
2473,15,5
1364,7,4
2474,13,3
2037,138,4
1677,40,5
35,97,4
36,91,4
2475,42,3
2476,81,4
1687,22,4
1938,40,3
2477,8,5
1858,97,3
297,291,3
1692,74,3
147,207,5
1860,31,3
1422,40,5
2478,129,4
1866,108,5
2050,51,4
1433,35,5
2051,114,5
1871,45,5
1707,69,4
1708,72,5
1442,21,5
2479,81,4
2055,143,4
1711,29,3
2057,16,5
1712,35,5
2480,7,5
1451,31,5
2481,51,3
2482,12,4
2483,26,5
1468,30,5
1720,292,5
1882,21,3
1727,68,5
258,237,7
1952,286,8
2484,32,6
2485,258,9
1734,159,6
99,140,7
1736,210,5
1737,64,7
1962,103,8
1894,89,5
1514,57,7
1748,93,9
58,51,9
1527,61,7
1094,71,7
1095,30,7
2486,92,6
1899,42,8
1537,47,6
1903,31,6
2487,33,9
1979,158,6
1129,370,5
1557,270,5
1134,173,8
2488,16,6
198,62,8
1782,71,9
1912,133,8
862,1216,5
1919,100,8
2489,31,5
1598,40,5
1921,81,8
2490,61,9
1922,186,7
974,515,7
68,94,7
700,102,7
462,63,8
206,212,5
170,63,9
2020,59,7
2021,58,9
172,86,8
1815,143,6
1240,88,9
1816,36,6
1830,43,6
2491,47,9
2492,18,5
1833,95,6
341,115,6
2493,242,5
1331,47,9
30,69,8
380,60,6
82,98,7
1847,97,5
34,462,5
294,146,6
296,40,8
1405,6,6
2494,66,5
1421,67,7
429,1842,5
1701,43,7
1869,89,6
1874,36,6
2058,16,8
2495,73,7
2496,45,9
94,232,6
1479,69,9
2067,78,6
51,134,6
1,117,5
259,104,7
1956,55,4
3,77,6
1046,20,5
1505,90,5
1892,62,7
1964,402,4
451,219,6
2497,27,6
1749,369,6
1896,93,5
1897,93,6
1078,13,5
1079,41,5
1022,38,4
1524,40,6
2498,15,4
1532,25,6
1106,25,7
1109,36,4
6,74,7
1976,67,4
1546,25,4
8,133,5
1769,213,7
1770,34,4
1552,284,5
2499,53,7
1908,308,4
274,50,4
1138,9,6
1141,56,7
1142,80,4
1989,51,7
1995,140,4
1574,110,6
65,395,6
2500,27,6
2004,35,6
16,39,5
2010,61,7
203,158,4
2501,26,4
1800,75,5
2502,20,6
1802,80,7
2503,56,4
1804,57,7
70,154,6
128,233,7
2018,45,4
1234,116,5
2019,219,7
419,156,4
130,202,5
