产品SKU,产品浏览量,产品加入购物车次数
677,840,136
708,497,121
2738,516,107
3056,436,96
3718,877,89
722,564,88
995,1034,72
687,311,136
681,660,109
3273,455,116
998,709,70
717,927,95
2532,967,128
3272,645,94
993,649,106
3477,729,84
698,853,73
684,556,104
791,726,109
724,687,118
667,508,74
1016,898,122
664,520,75
2747,942,97
821,1294,93
718,664,64
676,569,66
1028,639,120
750,458,71
799,874,64
1565,1096,91
777,377,120
762,547,71
689,963,108
11,918,79
965,404,63
929,1053,119
3060,633,117
743,556,73
716,618,70
751,319,84
702,411,61
499,1275,90
686,631,73
662,682,100
1695,769,104
726,534,83
2749,630,66
770,329,77
815,681,110
665,328,102
948,590,89
3370,676,98
844,551,96
679,680,67
2204,976,104
771,365,72
818,413,73
796,429,82
985,455,77
760,376,86
683,609,54
3716,905,104
757,493,89
775,358,84
834,550,104
3790,423,103
701,473,102
402,427,92
825,341,93
3454,490,83
1301,405,63
3642,334,73
3713,675,98
784,553,98
798,450,54
494,364,68
3719,661,73
489,2634,55
3715,954,57
741,556,75
3641,388,52
671,531,96
800,253,96
706,481,54
820,549,75
2074,3032,63
961,1061,76
690,380,68
816,202,90
3369,340,88
732,637,73
522,455,80
691,837,69
500,366,86
695,398,85
1766,907,83
1314,747,70
2434,237,54
2374,909,59
755,549,75
486,470,87
638,967,52
811,335,65
744,369,45
754,344,84
548,234,75
730,332,74
737,342,74
3023,396,49
714,474,54
506,325,66
3270,285,65
804,752,67
1864,792,58
826,230,53
787,965,76
805,506,51
1710,317,58
3266,348,49
704,894,60
707,489,73
476,355,61
723,553,63
509,215,46
2385,10174,2382
901,4124,596
277,2188,829
870,2989,497
2410,2469,791
852,3399,756
911,3424,641
863,3704,489
850,1922,418
3188,2851,477
1941,2399,497
3372,2357,402
2529,3183,551
853,2740,669
856,4305,564
867,2492,488
913,1455,316
857,5189,581
855,2607,539
1006,1449,579
875,4388,433
887,1984,511
883,1725,314
879,2162,394
1160,1280,302
877,2730,315
866,2682,433
864,3700,458
874,1240,269
898,1615,320
1252,1893,446
2102,1159,505
892,2187,404
348,1170,362
1949,1207,341
578,1775,311
876,2899,287
988,2349,281
3059,2218,320
869,1642,382
936,1489,351
871,1430,280
3057,1295,261
888,2025,433
897,1277,380
1219,2036,370
854,2379,429
861,1920,379
663,1461,280
908,1851,333
880,1686,378
884,1412,322
905,1587,249
3643,1529,248
893,1712,357
881,1796,355
899,1711,235
909,2070,324
928,983,331
895,761,200
889,1174,326
886,2897,262
997,1642,225
1022,1253,325
1513,1605,338
931,1116,270
971,1870,234
1889,1555,259
903,1202,296
969,1546,263
934,1005,221
907,1269,278
984,1157,206
890,1497,184
923,1473,238
922,862,230
935,630,272
891,1252,226
731,1590,261
435,1923,198
954,642,218
1017,1209,291
970,1368,268
859,2353,250
1588,1465,171
942,1241,152
951,1529,269
3633,3515,251
3717,550,202
3373,1291,201
944,1433,170
959,1231,232
914,1048,185
916,1148,257
438,976,201
279,1915,239
927,1228,212
955,1199,141
980,1121,197
977,945,170
2103,592,133
930,1202,215
1019,1537,153
902,1479,218
783,799,189
981,604,223
920,878,255
912,1435,165
3271,1034,142
2091,1461,172
992,965,130
285,2238,144
973,774,192
1520,905,132
674,1041,230
3425,811,171
941,1130,207
939,1049,144
937,1652,169
1020,1359,184
2222,877,218
966,1406,150
975,913,228
3587,1376,165
940,751,213
3720,1186,149
919,1321,173
943,707,133
415,1845,178
3644,713,131
945,873,158
904,1216,193
957,811,178
747,1438,196
1024,610,128
982,999,122
3645,749,111
953,680,138
2079,745,187
978,963,186
964,1037,173
715,1686,136
1011,750,140
1000,1671,204
660,560,169
2923,974,139
3177,2091,153
987,1192,185
3187,1427,200
720,609,125
2739,666,169
917,557,200
925,1060,141
1003,857,167
958,903,162
976,594,201
994,1268,188
697,1037,168
3185,1042,195
3186,1375,123
933,854,140
2533,769,188
2100,508,103
1001,745,101
1010,991,152
999,1509,112
672,1481,120
896,587,115
894,982,113
1731,17,1
3791,1,1
1950,25,1
2370,12,1
2460,6,1
2699,6,1
1033,15,1
2108,1,1
3792,9,1
1037,27,1
1954,104,1
3793,26,1
1500,2,1
511,20,1
1041,26,1
2375,21,1
2377,8,1
1735,213,1
3460,7,1
1050,18,1
2115,15,1
1737,51,1
1055,22,1
3794,4,1
2120,4,1
1962,27,1
1509,17,1
2773,15,1
3795,11,1
1964,253,1
1061,11,1
1063,14,1
1065,125,1
1066,14,1
2780,11,1
2129,22,1
1068,8,1
3435,116,1
1515,8,1
1516,6,1
746,16,1
3256,8,1
1744,25,1
3579,24,1
2784,3,1
719,3,1
2553,7,1
2382,16,1
608,62,1
1521,11,1
3467,7,1
3146,19,1
2384,10,1
1752,9,1
2139,13,1
3172,22,1
2140,20,1
1088,5,1
2141,8,1
1754,24,1
1092,15,1
2144,5,1
1100,6,1
1974,12,1
2563,23,1
1533,13,1
1534,14,1
3147,77,1
1108,17,1
1110,9,1
3648,5,1
1759,52,1
1899,17,1
269,25,1
1113,13,1
3339,13,1
3539,6,1
932,18,1
2707,12,1
1118,20,1
2566,39,1
3796,1,1
828,20,1
2157,53,1
1121,9,1
2159,23,1
3728,9,1
3594,2,1
3468,9,1
3287,7,1
2390,20,1
2391,22,1
3202,3,1
3384,4,1
3596,14,1
2162,3,1
3597,7,1
2888,5,1
1903,6,1
1124,24,1
1125,5,1
3101,2,1
60,1,1
1555,8,1
1128,98,1
3542,5,1
2168,11,1
2889,10,1
10,4,1
1558,65,1
116,16,1
1773,17,1
2575,34,1
3731,18,1
2957,10,1
2394,12,1
1775,251,1
1563,173,1
2710,7,1
3102,18,1
2395,2,1
196,18,1
2488,25,1
2578,18,1
3473,22,1
3103,26,1
1567,317,1
1137,8,1
1023,18,1
1138,26,1
1569,7,1
2579,3,1
3797,0,1
2179,29,1
1570,16,1
1988,37,1
3174,7,1
3207,13,1
1781,25,1
1146,9,1
2581,14,1
1149,15,1
2800,100,1
1151,13,1
1783,7,1
2400,14,1
1155,24,1
2589,14,1
1997,35,1
2184,35,1
1156,2,1
1998,27,1
2185,14,1
1787,37,1
952,42,1
1575,1,1
2593,3,1
2000,3,1
1161,12,1
2187,23,1
1789,14,1
1578,9,1
278,34,1
1165,3,1
1579,13,1
1167,12,1
1581,13,1
2803,9,1
1582,38,1
1169,8,1
642,9,1
2595,14,1
1172,3,1
1173,9,1
1586,16,1
2003,27,1
3652,4,1
1589,15,1
1590,26,1
3546,5,1
2200,30,1
1181,15,1
1184,61,1
1007,18,1
3112,7,1
2804,10,1
1919,71,1
1189,15,1
2008,27,1
3478,1,1
3548,4,1
2409,26,1
2489,26,1
1195,4,1
416,8,1
2208,6,1
1922,23,1
1795,46,1
2214,13,1
2714,24,1
2215,10,1
282,46,1
2217,21,1
1603,7,1
2219,29,1
205,23,1
840,13,1
2227,22,1
2970,9,1
1809,16,1
2608,56,1
3767,10,1
2813,14,1
1613,139,1
2019,152,1
2815,6,1
1615,36,1
2896,62,1
1620,45,1
1243,4,1
2236,10,1
3661,181,1
2826,4,1
1622,24,1
2238,15,1
2239,8,1
2975,2,1
1251,19,1
2241,9,1
3798,7,1
1253,7,1
3303,13,1
2243,20,1
1828,55,1
1258,24,1
1623,33,1
1259,53,1
2248,4,1
2619,22,1
1264,2,1
1830,36,1
3799,3,1
2621,2,1
2252,10,1
3125,5,1
3800,20,1
2623,9,1
3126,4,1
3346,76,1
1279,2,1
2720,15,1
2721,34,1
1285,46,1
2420,3,1
1637,13,1
2259,16,1
1295,12,1
1296,13,1
2491,15,1
2625,17,1
1929,23,1
2982,88,1
3128,6,1
1643,12,1
1644,33,1
3801,6,1
1645,11,1
2262,17,1
2266,21,1
2985,9,1
3401,21,1
1313,12,1
2269,2,1
3802,9,1
1834,12,1
3348,39,1
2638,69,1
2837,32,1
2726,17,1
1317,8,1
3402,14,1
1319,51,1
3488,10,1
3745,18,1
1656,78,1
79,17,1
1322,14,1
3218,3,1
2730,35,1
2842,8,1
3561,12,1
3631,17,1
1326,13,1
1840,10,1
1932,14,1
1841,10,1
1842,17,1
2763,19,1
3257,146,1
1328,3,1
3132,3,1
3697,13,1
2645,15,1
3314,10,1
2524,65,1
2994,36,1
3492,3,1
3803,11,1
2995,3,1
3804,1,1
3805,1,1
3583,2,1
3806,3,1
3807,13,1
3808,12,1
3809,4,1
3611,10,1
2998,7,1
2033,18,1
2650,9,1
1349,3,1
3749,13,1
3810,4,1
3612,55,1
1351,6,1
2290,6,1
3811,21,1
2657,10,1
3529,16,1
3750,17,1
3253,455,1
3221,18,1
2295,11,1
2473,51,1
2660,14,1
1365,61,1
1848,34,1
2853,12,1
1667,7,1
2300,28,1
3771,45,1
3027,26,1
3812,5,1
1374,7,1
1668,21,1
3783,23,1
1670,26,1
3619,7,1
1671,16,1
1677,62,1
1384,30,1
1386,1,1
35,57,1
2039,115,1
2309,15,1
1391,9,1
1392,15,1
1682,11,1
1396,41,1
2475,43,1
1684,35,1
3773,16,1
1401,21,1
1402,4,1
2857,5,1
2666,22,1
1408,4,1
87,1,1
2441,21,1
3323,4,1
1410,29,1
3752,5,1
3066,26,1
1416,15,1
2668,5,1
3227,19,1
3813,6,1
1693,23,1
3814,3,1
1420,28,1
1421,28,1
1861,96,1
1427,5,1
2674,27,1
1428,188,1
3351,31,1
3228,7,1
3032,17,1
2331,11,1
1699,31,1
149,66,1
1434,47,1
2335,16,1
2338,12,1
2875,4,1
1944,44,1
3231,3,1
2918,34,1
3414,3,1
3815,1,1
1709,10,1
1443,8,1
3038,31,1
3523,8,1
2058,10,1
1444,7,1
3434,19,1
2061,6,1
3693,8,1
3757,19,1
3816,10,1
3817,153,1
1877,19,1
3574,27,1
3818,14,1
501,49,1
2685,23,1
2686,39,1
1719,7,1
3419,21,1
1469,37,1
1471,9,1
3235,3,1
1475,118,1
3819,5,1
3421,17,1
2075,14,1
3695,6,1
1479,17,1
2457,5,1
1726,85,1
1485,76,1
1886,67,1
2067,43,1
2366,3,1
1487,9,1
3820,1,1
1488,102,1
2767,15,3
1492,33,2
1493,16,2
2107,14,2
1496,84,2
2926,55,3
3190,32,2
258,141,2
1502,37,3
1040,51,2
1734,224,3
1957,81,2
2376,59,3
1958,41,3
100,40,2
2541,20,3
1736,200,3
3355,186,2
3194,141,2
2378,13,3
2116,1,2
2118,15,3
1507,8,2
1508,70,2
2746,9,2
1057,123,2
1739,73,2
232,124,2
2779,145,2
3424,14,2
1746,28,2
1079,20,3
1898,27,3
2135,25,3
2787,28,3
2759,24,3
1525,63,3
2145,66,2
2486,25,2
1532,30,2
3538,79,2
1540,33,2
1542,36,3
1901,40,3
3240,16,3
1545,10,2
727,1,3
3540,10,2
1904,473,2
3821,13,2
3696,12,2
1907,29,2
1556,40,3
115,322,2
2167,94,2
2170,75,3
1133,12,2
63,104,2
2396,9,2
2398,22,2
1568,47,2
3822,11,3
1140,46,2
1142,39,3
1143,46,3
1991,78,3
2583,5,2
1148,73,2
2180,8,2
2586,187,2
3341,5,2
1994,40,3
1784,23,3
2467,26,2
3106,15,3
2592,15,3
1577,13,3
2188,13,3
1164,20,3
14,14,3
2404,206,2
2512,54,2
1174,26,2
1916,57,3
1178,35,2
1180,49,3
3547,73,2
3515,12,2
3391,71,2
1188,22,3
1190,29,2
2760,39,3
1597,14,3
1196,41,3
1197,10,2
3114,55,2
1209,16,3
121,25,3
1798,48,3
1602,18,3
915,0,3
1801,97,3
3393,27,3
462,108,2
3432,107,2
70,26,2
3823,6,3
127,3,3
2017,32,3
1811,93,2
3245,79,3
1924,121,2
2020,51,3
2233,6,3
24,292,3
1621,22,3
1249,387,3
2418,247,2
2977,11,3
1827,175,3
1256,47,3
287,2,3
3739,107,2
1625,39,3
1267,38,2
133,78,2
1270,32,3
851,12,2
2469,42,2
3247,6,3
1278,60,3
1632,10,2
2027,78,2
1293,11,2
1294,19,3
1646,21,2
2029,34,2
1650,17,2
136,75,3
2639,8,2
3157,359,3
2280,70,2
3312,5,2
2644,13,2
3490,31,3
1331,22,3
3824,14,3
138,35,3
2283,149,3
2435,10,2
3778,7,3
2506,67,3
3404,19,2
3496,22,3
2507,26,3
2651,29,3
3613,92,2
1356,74,2
3567,6,3
2658,15,2
3318,14,2
1364,9,3
1368,13,2
2034,60,2
2438,4,2
3683,56,2
1377,33,3
2439,41,3
2038,211,3
2306,34,2
1935,28,3
347,47,2
404,239,3
1390,19,3
295,53,3
2041,19,3
1398,45,3
2757,16,3
1938,67,3
1691,39,2
1414,17,3
1940,128,3
1694,239,3
298,378,3
2327,14,3
2445,19,3
2330,24,3
788,32,2
2861,27,3
1705,51,2
41,76,3
2052,31,2
1706,42,2
1439,40,3
3045,12,2
3415,21,2
2059,10,2
2086,3,2
3353,4,3
3416,3,2
3692,7,3
3825,14,3
159,110,2
1882,17,2
1883,22,3
1480,16,3
96,47,3
1729,9,2
1730,34,3
2698,12,4
1490,254,5
2925,27,5
814,14,4
1035,25,4
1952,192,3
1953,35,4
260,165,3
1733,192,4
2112,27,5
2745,53,4
1054,24,3
102,43,5
2775,331,5
3462,8,4
55,133,4
3826,23,3
586,43,4
106,83,3
1967,63,5
1074,7,5
109,63,3
1083,517,4
2555,24,5
2922,91,5
1970,28,5
3537,58,5
3090,22,4
2912,45,5
1094,22,5
1755,30,5
111,39,5
1762,101,4
1977,26,5
1902,59,3
1978,54,3
2161,65,4
113,53,5
1122,22,4
3827,52,5
3828,11,3
3702,16,4
117,38,4
3580,34,3
1986,67,4
3545,31,4
2762,29,4
1145,67,3
1911,50,3
1150,66,3
1912,74,3
2080,229,3
1154,37,3
1157,24,3
900,113,5
1170,17,3
2193,79,4
2006,64,5
873,61,5
1179,19,3
1191,27,4
1596,23,4
281,27,5
203,73,3
2490,26,5
1199,26,4
3165,81,3
1208,546,5
1601,34,4
123,51,4
3551,141,4
1235,42,4
2814,216,3
130,267,5
1814,62,5
1815,148,3
1239,115,5
132,72,5
3121,17,4
2234,413,5
1241,78,4
2237,42,5
1246,33,3
1247,14,5
1824,42,3
1255,134,4
2244,60,5
1829,21,3
1626,30,4
1273,13,5
2026,50,4
1629,53,5
3248,118,3
1633,40,3
1286,90,4
1291,22,3
1299,117,4
1930,46,4
2264,36,4
2271,10,4
3486,42,4
2071,85,3
3217,21,4
2279,40,4
80,41,4
3672,197,4
3747,34,5
3675,23,4
1844,49,5
1355,50,5
246,89,5
3829,21,5
1361,81,3
1847,50,3
1674,27,3
2037,63,5
1851,91,3
1678,41,4
1680,29,3
1681,24,3
710,14,4
2044,132,3
2046,67,4
1855,22,4
1857,71,5
406,93,5
2494,83,5
313,44,4
216,23,3
2673,59,5
2919,31,3
1696,31,4
1866,150,5
1867,71,5
3170,87,5
1870,14,3
1872,28,5
408,74,4
1711,22,5
45,8,5
1876,16,5
3830,12,5
3528,31,4
2910,7,3
1720,274,3
1474,197,3
1,102,8
1894,65,9
2462,285,5
2937,32,8
452,180,8
163,26,6
3199,73,8
192,98,9
1761,81,5
3239,131,9
114,92,9
1906,57,5
1557,177,7
1982,56,8
1908,120,7
62,123,6
275,568,9
1984,69,8
2175,60,9
168,158,8
3205,58,9
1780,65,8
1995,148,6
1788,44,7
3444,52,6
860,70,7
1921,74,7
1794,65,9
1800,100,5
2012,182,9
68,91,9
1802,60,5
2503,41,5
3549,41,7
1220,40,7
3343,70,9
2229,50,8
72,80,9
2894,36,7
1812,156,8
171,41,5
2818,476,9
73,80,5
2611,47,5
1240,90,5
2612,206,7
74,385,6
2023,128,8
2718,21,6
76,104,6
1631,40,8
3516,306,5
2421,58,9
1292,50,5
3521,93,6
3770,104,6
211,151,9
2286,35,6
1357,89,7
290,222,7
3678,108,9
2035,325,7
1849,52,7
34,329,9
3831,78,8
2070,48,5
345,140,7
293,102,7
1852,101,8
214,102,6
1939,434,8
1860,58,7
3159,99,8
1426,59,7
89,49,5
3774,44,6
2083,99,7
1698,100,8
1865,24,6
473,122,5
148,24,6
2051,82,7
3440,56,5
1707,47,7
91,62,5
254,36,7
153,9,5
223,44,9
2060,17,5
386,205,7
763,551,5
1476,224,6
227,82,8
2065,135,5
3784,129,7
1727,79,7
3586,26,5
960,63,4
3078,14,6
1038,26,5
1955,87,5
1732,51,4
1044,159,4
2461,43,7
2702,33,7
190,83,4
1960,17,6
1511,53,4
2550,55,5
1966,39,6
2748,73,4
2136,49,4
3782,81,5
57,97,7
734,51,5
1106,17,4
611,163,4
1112,521,7
310,24,7
270,64,7
1549,61,6
2921,64,4
1126,155,6
1127,292,7
1129,257,7
2393,88,5
1774,45,4
274,87,6
1985,71,7
3387,53,6
65,256,5
1920,98,4
122,35,7
2220,88,6
968,75,7
1608,255,4
1609,60,7
962,17,7
2018,73,4
1612,25,4
170,115,7
131,130,5
1816,39,7
2825,128,4
1817,531,5
1821,66,7
1825,57,4
1927,22,7
1826,260,7
3175,39,7
75,90,6
531,32,6
3517,22,5
1321,102,5
2278,112,7
3349,89,4
1838,37,4
242,35,5
174,31,6
2902,44,6
1662,106,6
83,29,6
84,153,7
1934,73,5
2519,138,7
1370,49,7
2905,56,5
86,181,5
3832,42,7
366,78,7
756,33,7
3181,47,5
2332,65,4
1702,86,5
1433,34,6
151,112,5
1442,14,7
2479,25,7
2056,85,5
1874,21,4
2682,24,4
2057,41,6
43,10,6
1446,11,4
3261,9,4
1449,33,4
1450,11,5
3438,32,7
2063,86,4
305,55,4
95,30,5
1885,91,4
1728,34,6
