产品SKU,产品浏览量,产品加入购物车次数
3433,127,21
44,42,15
304,34,21
158,62,19
333,149,15
306,130,12
189,114,13
190,100,19
191,190,19
233,208,18
266,68,12
55,240,18
633,152,17
267,129,14
1748,75,14
1075,261,10
1973,184,15
611,364,14
458,259,10
335,410,14
13,256,11
1187,107,17
3177,155,15
2011,358,19
68,75,16
3426,69,11
599,126,12
419,142,17
2818,728,15
73,154,18
1240,97,11
851,99,11
361,270,14
567,230,16
422,154,17
1833,211,18
2280,121,19
439,51,19
140,49,19
1661,134,18
2517,80,17
3269,121,10
177,133,12
293,149,17
472,693,11
1868,111,18
90,44,11
3265,94,16
182,124,19
2090,117,15
3262,185,19
408,127,17
184,112,14
1947,37,15
2520,41,16
445,1446,10
93,178,17
1476,296,19
370,109,17
1951,141,11
1522,68,17
2084,154,17
2393,94,9
1908,220,10
169,163,10
459,319,13
900,95,11
2001,62,16
415,245,14
2512,64,15
2220,128,11
1220,71,14
22,156,12
131,593,17
132,80,11
2837,245,12
3263,141,17
467,122,9
2506,130,10
2903,255,12
1846,263,12
407,310,11
1430,166,9
148,54,13
1946,63,15
3047,193,16
2060,33,14
156,69,15
224,61,14
831,339,11
49,75,9
1501,747,36
317,557,26
3042,235,38
610,274,24
373,402,38
200,193,23
838,180,29
1798,1933,30
3053,393,40
127,347,24
580,247,26
2719,307,29
588,188,36
488,289,21
2521,243,31
403,341,30
1862,4194,39
3178,170,39
3268,102,38
315,83,33
3183,185,38
386,344,27
711,951,21
316,152,31
452,564,27
162,381,36
318,386,30
194,427,30
1992,487,35
839,241,26
398,358,20
709,155,21
312,373,36
603,565,23
552,186,35
2877,126,27
3441,114,25
480,828,33
502,273,25
594,157,36
595,79,33
1891,365,32
3447,214,25
199,507,31
325,694,32
2206,1781,25
623,246,36
647,202,22
362,153,29
400,161,33
3179,586,33
496,449,26
2991,130,21
209,159,22
2284,298,27
3252,198,36
471,614,35
571,185,36
188,61,33
257,405,22
2538,301,20
453,186,19
334,286,26
321,238,23
324,516,29
3117,348,18
549,284,24
541,296,23
3531,453,25
250,520,26
637,1104,33
383,113,22
3182,133,33
546,802,25
307,242,25
2381,301,32
356,148,18
197,295,22
1785,208,32
236,313,23
358,398,27
887,156,29
417,192,25
339,271,23
173,283,24
587,247,21
636,291,30
346,534,27
638,303,23
501,1064,22
446,127,23
53,107,18
2764,337,24
1743,359,27
640,240,31
412,373,17
564,375,26
193,343,17
2709,237,27
391,342,29
336,338,23
392,341,30
1913,351,22
278,228,28
643,142,22
645,224,17
328,331,25
330,271,20
2527,102,31
401,148,26
3436,142,25
178,619,20
2045,970,20
179,210,25
590,217,26
1441,266,17
219,178,23
618,286,19
256,92,23
387,284,24
606,190,21
192,180,20
598,251,19
2795,394,15
521,196,28
357,282,16
2516,141,21
2406,326,22
69,191,23
579,151,17
360,111,16
3055,265,18
2518,170,15
294,102,26
542,382,18
220,129,17
543,73,24
3446,143,20
385,57,20
2522,52,28
369,142,28
573,220,23
308,216,16
433,167,20
605,384,25
454,156,21
268,113,21
2525,86,15
3357,254,26
17,163,23
2012,158,27
2016,244,27
206,309,23
376,139,16
557,159,15
3249,250,15
489,387,27
568,150,26
342,323,17
378,209,19
244,145,21
379,225,17
3316,193,14
3439,294,16
3264,301,14
344,330,22
366,173,18
349,240,23
350,101,23
384,182,25
3443,77,21
3050,104,17
222,168,19
3448,108,22
544,191,16
668,823,62
3370,330,43
779,458,58
833,469,68
522,462,47
742,272,44
32,735,73
3452,483,49
503,486,41
609,452,73
770,444,63
515,559,51
497,502,52
518,844,73
604,617,69
793,1925,48
2892,1502,52
578,571,56
493,574,64
523,286,50
558,426,63
490,426,45
805,568,48
510,211,45
829,444,50
566,557,37
752,208,48
534,325,71
520,1158,53
817,221,68
561,249,37
2747,859,61
794,713,36
1803,554,67
494,461,67
738,780,48
519,345,43
816,187,59
767,243,55
811,459,50
3266,255,39
482,277,35
563,152,65
746,283,66
576,469,62
540,403,61
2096,392,63
3052,314,38
38,1066,60
3267,266,47
479,240,39
582,230,48
712,713,54
727,1103,57
754,339,58
504,318,56
3035,861,34
113,460,57
120,280,52
644,437,43
530,427,57
649,628,54
533,360,53
2302,749,38
806,582,62
801,1967,52
512,378,38
2392,392,46
402,359,59
2036,1340,52
697,537,46
782,447,57
613,399,47
535,402,58
581,561,35
652,555,34
824,887,33
331,193,35
826,258,35
768,1083,51
847,780,57
499,1260,48
3449,224,52
632,92,58
538,308,36
2389,519,37
3051,262,45
832,415,32
764,570,29
327,253,50
506,221,51
2087,216,44
810,402,30
508,470,47
627,190,33
332,363,29
545,402,50
119,522,44
532,451,41
650,216,54
3453,136,51
574,583,31
620,266,45
1081,835,49
575,800,52
2098,167,29
322,762,45
622,247,34
375,505,52
758,355,48
516,437,33
3450,828,41
614,312,29
3270,207,32
3363,113,51
245,341,48
3451,431,46
477,343,45
1141,219,43
323,337,40
492,378,25
394,428,27
2989,147,34
3445,950,47
785,317,37
1376,644,44
524,1681,27
3365,218,46
655,87,44
536,124,44
617,157,33
584,425,38
597,636,47
2704,289,28
514,340,41
554,137,32
1766,484,28
539,257,25
3165,156,47
3364,238,42
329,108,41
3250,545,40
1850,343,46
589,214,40
2095,112,36
225,524,26
656,465,24
491,176,41
555,457,32
2076,256,24
802,634,34
276,432,36
528,251,45
326,220,29
418,481,39
1271,2004,26
2732,1272,45
142,270,31
3366,140,36
428,369,34
2324,979,42
616,172,41
628,159,37
629,181,30
537,286,45
562,1048,31
631,143,28
827,268,35
460,515,39
2192,179,37
600,297,32
464,280,27
340,281,38
836,723,42
602,639,42
425,341,30
405,1276,23
314,102,33
3368,136,22
2450,322,23
481,1036,37
763,1239,33
553,103,27
1002,829,111
1115,1800,94
1018,525,121
505,1201,98
991,826,161
963,1387,94
670,1331,117
915,1195,153
704,2457,108
2100,826,91
2079,783,165
2528,721,164
1027,726,86
676,692,133
1007,1363,102
677,534,156
1028,874,127
1015,511,126
3185,1053,90
659,747,161
3056,810,118
733,471,130
995,1428,123
716,692,156
3271,492,92
1012,1404,132
667,752,120
690,505,155
3060,502,118
996,1126,136
682,651,137
1010,1032,103
1565,1646,113
952,1279,89
730,321,123
713,751,109
500,999,114
777,287,111
698,1071,113
896,618,99
695,805,126
1003,1435,107
737,354,133
688,717,102
679,731,139
722,600,137
700,3013,77
714,620,73
3272,334,105
672,571,98
660,449,103
696,643,88
1004,1024,132
718,1029,94
747,1266,104
687,434,77
760,360,100
743,754,83
678,1194,102
724,1135,110
804,1505,113
702,470,92
775,712,102
858,783,69
728,738,91
1016,1141,97
821,1340,98
771,671,69
706,680,73
663,159,93
683,830,120
89,1845,104
3454,720,78
691,2248,101
844,492,103
686,537,108
741,851,103
751,436,98
759,618,87
126,865,104
2509,2695,113
762,485,79
681,545,69
798,694,68
707,621,108
10,1216,88
11,974,107
948,602,75
708,605,96
750,546,72
705,398,102
962,781,93
723,894,86
665,227,91
726,589,94
791,1106,78
729,799,103
662,788,87
3244,1008,97
664,315,62
3369,196,68
818,312,75
809,514,74
701,599,98
689,917,88
2093,530,79
757,1146,80
772,258,58
929,853,51
815,625,85
732,663,70
834,788,56
1025,1361,84
961,863,76
993,310,83
812,378,59
753,408,79
513,281,88
820,491,73
569,692,79
1403,5060,48
744,444,66
3367,473,65
786,542,65
661,667,85
796,520,72
486,332,67
766,375,48
551,259,45
787,1342,65
823,462,88
1864,882,88
800,360,67
736,722,55
476,289,58
784,675,78
835,417,51
780,385,44
755,555,72
830,423,81
674,892,71
825,319,80
769,436,59
548,297,74
3184,544,51
799,703,45
822,496,72
509,216,70
773,541,42
2385,6163,1239
911,7880,873
857,7879,1043
277,3518,992
1941,2822,662
852,3678,720
870,2515,543
860,5155,824
850,3726,468
3059,4283,570
855,2931,434
861,2543,677
856,5390,451
875,2972,394
2529,3513,581
3372,2055,324
867,2855,547
3188,3747,606
1160,2219,626
874,2142,413
3057,2279,403
872,4069,478
715,5174,362
863,3954,295
3058,2327,572
881,3251,369
898,2627,419
853,3148,387
901,1612,405
892,2930,461
897,1721,332
879,2600,405
1949,1767,487
878,1691,457
876,2855,390
865,2046,278
877,2044,495
864,4121,322
866,2996,400
854,1842,470
883,2338,491
913,2048,360
731,2225,352
936,1830,375
905,2887,304
2410,2026,324
908,3413,425
2091,1909,354
1006,1562,323
888,2214,363
869,1805,304
1252,1152,420
884,2028,290
1219,2673,389
859,1830,227
889,1527,343
2532,1578,420
2102,1428,348
895,1643,240
899,1717,391
984,2557,233
880,1597,361
903,1923,232
1022,1941,263
3373,1209,383
904,2421,286
3172,1672,207
1520,1514,289
873,1690,231
886,3299,333
1017,1397,259
893,1462,359
951,2606,353
927,1441,280
902,1467,242
992,1179,264
928,1875,213
914,1262,205
890,1464,327
988,1036,180
912,2909,270
2103,1260,185
947,1060,177
909,1936,224
971,1569,254
279,3030,217
973,975,225
943,1465,287
922,1242,234
958,1884,217
944,1219,297
438,1531,220
891,1329,304
959,1255,242
969,1043,254
907,1266,296
894,1002,227
1005,1450,280
955,2153,287
2081,2428,204
937,2054,187
942,1078,183
987,1563,185
1024,1055,202
1013,1737,247
919,1639,272
1889,1073,143
980,915,242
934,1158,177
925,1497,157
2101,1767,147
435,1455,142
999,1644,170
3186,927,178
2739,681,260
3176,4978,254
1000,1393,136
966,1513,138
945,1493,246
954,842,132
935,1017,175
1020,1762,218
939,1207,248
985,1103,200
930,1775,246
975,688,204
1695,1747,140
917,825,191
940,966,184
976,974,198
1026,1155,178
916,1171,149
970,2041,221
692,4262,214
933,1557,205
285,2565,205
957,679,187
986,822,167
983,1444,150
982,758,221
203,781,153
1011,886,146
2533,1278,203
977,1221,193
720,621,154
946,1183,198
1136,495,211
1001,1552,193
671,1160,113
693,1064,109
2104,1016,158
953,834,129
920,772,190
941,918,145
2923,650,114
783,952,140
978,1215,193
997,1751,140
964,644,113
717,1426,159
981,885,156
1014,2074,148
3273,725,154
666,819,117
998,663,189
684,842,177
994,1045,171
3187,1062,177
949,681,123
3374,464,179
3078,9,1
3532,1,1
1029,3,1
1493,13,1
51,30,1
2107,8,1
2699,5,1
1032,32,1
2925,32,1
447,33,1
2700,13,1
1035,4,1
1036,54,1
3533,10,1
3080,14,1
2929,8,1
1038,20,1
1732,66,1
511,23,1
3534,1,1
2112,16,1
2375,6,1
2461,16,1
1045,1,1
1047,48,1
1957,45,1
1958,25,1
745,46,1
100,27,1
2542,9,1
261,3,1
1505,186,1
1050,15,1
411,19,1
2543,9,1
1507,9,1
1055,17,1
2746,10,1
3535,1,1
1894,90,1
1739,41,1
3536,16,1
527,34,1
3145,10,1
1063,20,1
1064,4,1
2497,16,1
1065,96,1
1066,55,1
3435,280,1
1965,21,1
1746,34,1
3198,10,1
1074,26,1
3089,2,1
669,18,1
2135,34,1
2555,19,1
1970,26,1
3466,26,1
3537,17,1
3425,33,1
2759,26,1
3199,44,1
3090,18,1
1752,14,1
3091,1,1
475,24,1
1525,44,1
2386,8,1
1089,4,1
2141,9,1
2912,104,1
2886,40,1
2557,32,1
2143,4,1
2144,34,1
2486,47,1
1096,10,1
1098,8,1
1974,33,1
2560,9,1
3201,9,1
2790,10,1
1106,19,1
2149,8,1
1757,13,1
3147,163,1
1107,3,1
1535,52,1
1112,219,1
3538,77,1
1899,20,1
1976,12,1
1541,24,1
3539,5,1
3239,10,1
7,85,1
3283,163,1
1977,60,1
3240,21,1
2154,33,1
2156,17,1
828,42,1
1764,40,1
2157,51,1
2946,13,1
3287,7,1
2888,14,1
1123,8,1
3540,1,1
3100,9,1
3541,2,1
1124,30,1
3101,2,1
2165,14,1
1771,3,1
2950,2,1
1555,10,1
1979,23,1
1127,46,1
1128,163,1
3542,5,1
1980,104,1
2889,14,1
3471,11,1
3543,7,1
116,14,1
2575,2,1
2751,12,1
2173,45,1
1776,14,1
1564,18,1
1779,124,1
2959,6,1
3472,3,1
1566,54,1
2398,7,1
2962,18,1
3544,5,1
3545,17,1
1570,36,1
3149,21,1
1144,18,1
3207,8,1
1145,68,1
1146,6,1
2584,3,1
1148,125,1
1149,14,1
2180,23,1
3341,4,1
1993,30,1
1151,23,1
1994,50,1
1784,14,1
1156,3,1
3106,31,1
461,1,1
1157,30,1
1576,8,1
1577,26,1
795,24,1
1162,13,1
1789,15,1
1164,8,1
66,160,1
1169,15,1
2403,22,1
3514,8,1
1583,56,1
2595,23,1
1173,38,1
3476,22,1
2002,34,1
1791,32,1
1587,22,1
1178,56,1
2408,23,1
3546,44,1
2199,3,1
1180,21,1
3547,24,1
3515,21,1
3390,19,1
882,16,1
1184,23,1
1188,23,1
1189,23,1
2205,9,1
1191,11,1
1192,36,1
3548,13,1
2409,42,1
1195,19,1
2713,3,1
416,17,1
2208,33,1
1197,11,1
1198,33,1
1795,35,1
1206,12,1
871,49,1
1602,15,1
2807,5,1
1216,10,1
3549,11,1
2607,15,1
3432,20,1
3300,18,1
3343,42,1
2230,19,1
3550,4,1
1228,67,1
2413,31,1
3551,12,1
3552,7,1
3553,14,1
3245,63,1
2816,2,1
3554,6,1
2821,20,1
2823,1,1
3120,3,1
1241,153,1
2896,20,1
2236,16,1
2416,18,1
1245,25,1
2613,27,1
2974,138,1
1622,8,1
2239,4,1
1823,9,1
3555,6,1
1824,123,1
556,41,1
3303,21,1
3556,1,1
1827,108,1
1257,22,1
3123,20,1
2755,35,1
1828,85,1
1258,24,1
2247,1,1
2248,6,1
531,10,1
3557,10,1
2468,4,1
1267,43,1
3153,14,1
2251,4,1
3154,14,1
3124,22,1
1627,25,1
359,47,1
3558,1,1
1273,25,1
2252,8,1
3346,60,1
2255,5,1
1633,21,1
2419,17,1
2720,13,1
2721,41,1
635,28,1
3559,14,1
1289,19,1
2722,76,1
2420,20,1
1831,28,1
1291,32,1
1292,59,1
2833,37,1
1640,7,1
1294,22,1
1295,33,1
2505,41,1
2625,35,1
2982,8,1
2627,4,1
1643,17,1
2628,3,1
1300,71,1
2984,207,1
2629,17,1
2262,69,1
2900,88,1
1309,3,1
3519,32,1
3560,5,1
2268,15,1
2986,8,1
956,303,1
3309,8,1
3487,37,1
3130,6,1
1318,10,1
2275,51,1
79,27,1
1322,16,1
3217,8,1
2278,72,1
2640,21,1
3521,12,1
3218,10,1
2730,39,1
3361,13,1
2842,14,1
2471,18,1
3561,11,1
3562,19,1
1838,11,1
1840,20,1
2644,10,1
81,18,1
3490,9,1
2901,10,1
2756,9,1
138,26,1
1334,27,1
2435,12,1
1336,40,1
2990,52,1
3563,5,1
1337,4,1
2646,17,1
3404,3,1
3139,14,1
3564,12,1
3496,11,1
1019,0,1
3405,2,1
2651,25,1
2653,120,1
3565,21,1
1352,19,1
3142,8,1
3566,9,1
3567,10,1
3568,8,1
3529,14,1
3143,1,1
3253,453,1
3498,23,1
3221,9,1
1362,15,1
2296,34,1
1363,13,1
1847,78,1
1366,38,1
3569,11,1
1369,8,1
1666,82,1
2034,111,1
1372,20,1
3061,3,1
2438,3,1
1675,12,1
1676,5,1
1677,89,1
1935,31,1
1384,40,1
1385,5,1
1386,12,1
2905,28,1
2039,88,1
2663,4,1
1682,2,1
3570,5,1
1683,5,1
1684,20,1
2440,45,1
2664,8,1
1685,36,1
3225,5,1
1405,27,1
2477,47,1
1410,30,1
3571,12,1
146,14,1
1691,28,1
2320,6,1
1860,34,1
2667,18,1
1415,11,1
3008,3,1
1416,30,1
2323,6,1
1422,8,1
1694,256,1
3572,4,1
2917,35,1
2443,42,1
2328,4,1
3010,13,1
2329,1,1
2671,24,1
3031,17,1
348,52,1
788,60,1
3044,18,1
2334,2,1
1701,56,1
1702,86,1
217,4,1
2867,1,1
2050,58,1
2052,24,1
2874,2,1
2335,23,1
1438,5,1
3573,5,1
2343,17,1
1872,21,1
2918,31,1
1708,32,1
2344,6,1
3038,37,1
254,23,1
43,6,1
2345,7,1
1446,5,1
3353,14,1
2449,9,1
2758,1,1
1448,1,1
1449,29,1
3574,14,1
3575,4,1
2761,7,1
3013,9,1
1718,9,1
2351,5,1
2686,81,1
2687,13,1
1469,112,1
2064,47,1
2360,7,1
1474,103,1
1883,22,1
3576,2,1
1724,344,1
3018,3,1
2696,20,1
1725,11,1
1479,19,1
1482,1,1
3577,2,1
3020,5,1
1487,5,1
1488,94,1
1489,24,1
1888,36,2
694,53,2
3578,9,3
960,32,2
1490,290,2
2106,6,2
1031,31,3
2701,12,3
1040,68,2
52,102,2
1044,118,2
1960,30,2
3255,85,3
1509,13,3
2546,1316,2
2123,7,3
105,34,3
2780,7,2
586,16,3
1516,21,3
3579,22,3
719,86,2
2382,8,2
2748,70,3
2787,30,3
2922,13,2
3511,14,3
3282,9,2
1523,31,2
734,49,3
2139,37,2
1527,59,2
1092,21,3
1094,61,3
2387,18,3
1530,91,2
2562,66,3
2563,15,2
1534,28,3
1108,18,2
2150,26,2
1536,17,3
1900,58,3
1539,53,3
1542,44,3
932,61,2
1901,39,2
1545,30,2
1978,44,2
2390,34,3
3202,5,3
2921,44,3
2573,21,2
1907,34,3
2167,26,2
2953,23,2
1774,46,3
3290,21,3
2170,102,3
1133,20,2
2957,18,2
1561,10,2
1777,60,3
2175,49,3
2396,8,3
485,36,3
3580,25,2
1568,40,3
2177,6,3
1985,83,2
2963,4,3
1140,52,3
1143,62,3
1990,13,2
1991,72,3
2582,61,3
2586,146,2
1783,44,3
2080,108,2
1153,13,2
2467,46,2
1787,25,3
1161,21,3
2188,33,2
1166,16,2
14,20,3
1581,26,3
1174,13,2
2003,9,3
2004,12,2
1589,8,2
2198,19,3
2204,23,2
1190,47,3
3478,5,3
1599,52,3
1203,8,3
1209,29,3
2215,42,2
1210,21,2
122,97,2
123,20,3
2502,13,3
3581,19,2
1607,8,3
462,122,2
2808,39,2
1224,38,2
2225,12,3
2229,29,3
3302,12,3
2894,33,3
1923,267,3
3023,20,2
1235,53,3
1613,118,2
2020,58,3
3480,77,2
1239,160,2
1816,47,3
1818,228,2
841,19,2
1621,42,2
1248,39,3
2915,41,3
2418,62,3
1826,45,3
3175,92,3
3246,49,2
286,16,2
2898,9,3
2244,10,3
25,112,3
2619,29,3
1829,27,2
1830,64,2
1268,9,3
1631,38,3
1632,22,3
3046,68,2
1286,33,3
2421,33,2
2491,30,3
2028,16,3
2492,50,2
1299,213,3
808,63,2
2424,23,3
135,16,2
2265,21,3
2029,42,3
3582,37,3
2030,83,3
3347,31,2
2726,23,2
1653,19,2
1654,88,2
2427,111,3
3167,23,3
3349,24,2
311,199,2
1839,8,3
3442,61,2
1331,26,2
3583,11,3
2507,30,3
1662,175,3
441,68,2
1349,49,2
3584,68,2
2286,49,3
290,207,3
3043,27,3
2293,71,2
2295,5,3
291,160,3
3027,25,3
1849,37,3
1375,6,2
1669,14,2
2037,112,3
2307,17,2
1680,70,3
2734,18,2
1392,6,3
3063,13,3
1398,24,2
2044,132,3
1401,41,2
1938,73,2
1690,6,3
3065,14,2
2441,22,3
2737,18,2
1411,284,3
2319,53,3
2494,99,2
1420,101,2
1426,84,2
2445,31,2
2446,35,2
2330,82,2
2919,20,3
2674,11,2
1865,36,2
1699,41,3
2678,7,3
1866,93,3
1867,71,2
1704,41,2
1439,52,2
2479,17,2
3526,107,3
1443,31,2
1874,33,3
3415,28,3
1875,17,2
3434,20,2
1450,5,2
1877,25,3
3528,51,2
3585,4,3
3331,24,2
1460,18,2
1475,113,2
1726,77,3
1485,106,2
1727,66,2
1731,33,5
2698,26,5
1492,98,5
1496,62,3
1033,11,5
2916,65,4
99,30,3
2541,58,3
1735,300,3
1737,100,3
1893,181,4
989,94,3
2550,28,3
1513,52,5
1517,24,3
1896,59,4
1078,34,3
1750,13,4
163,79,4
3382,34,5
58,55,5
2145,132,3
1095,24,3
1528,30,5
1109,24,5
2388,65,3
111,53,4
1550,12,3
2708,42,5
2487,43,5
1981,53,3
2168,40,3
2488,50,3
3473,28,4
1572,113,3
3243,14,4
1158,88,3
1579,33,4
3389,19,3
1172,9,3
2193,29,3
237,1,5
2006,32,4
1590,79,5
2197,8,5
3210,27,5
1182,73,3
2760,62,3
2489,18,4
1598,73,3
281,45,5
1921,41,4
1201,92,5
3114,10,3
1205,17,5
2214,17,4
2714,31,5
1214,48,5
2914,62,3
2219,27,4
3150,57,5
3393,41,5
2503,73,4
1808,26,3
1231,480,5
1612,32,5
1233,33,3
1925,40,3
2611,68,3
2825,203,3
1817,536,4
1246,70,4
284,26,4
1820,25,5
1822,45,4
1825,37,3
1927,37,3
2243,38,5
1259,81,5
2246,32,3
3024,252,5
3125,25,5
134,107,4
3517,19,5
1638,41,5
1929,37,3
3485,14,5
1314,63,4
2071,45,4
2729,16,4
80,116,3
137,59,5
1932,18,4
2763,13,3
424,13,4
1357,68,3
2658,35,3
1848,13,5
2298,234,3
1368,46,5
1373,21,5
1379,86,3
1851,83,5
2306,32,4
86,735,4
1389,24,4
247,17,3
2041,41,3
2043,19,5
1855,17,3
2736,34,3
1407,20,5
1693,144,4
1421,18,3
1861,55,3
2327,58,5
1863,375,3
2083,72,3
1428,112,5
1698,64,4
2332,67,4
1433,21,5
3170,89,4
1435,35,3
1706,29,5
151,93,3
3523,8,4
2058,9,4
2511,8,5
1447,15,4
92,9,3
2480,9,3
1468,77,3
1882,24,4
2457,17,5
1486,151,4
97,58,3
583,90,6
258,267,7
1,165,7
1955,248,5
2376,122,7
1048,53,9
230,149,6
1736,206,7
1892,86,6
1962,78,5
102,54,7
451,245,7
265,218,6
1968,10,9
608,69,6
1754,32,5
112,247,5
2161,69,6
270,74,9
1768,130,5
62,97,5
195,154,5
63,107,7
3163,190,8
1782,63,7
2182,51,6
1919,97,9
1600,62,8
2017,53,8
72,119,6
170,78,6
129,45,5
130,405,5
2237,72,9
133,33,6
1285,65,6
1298,142,9
1641,84,9
2423,38,5
136,77,6
624,152,7
1656,121,7
1321,107,7
2069,83,6
364,116,5
1842,30,8
30,62,5
3315,58,6
2902,75,8
1355,254,7
143,123,8
1665,118,5
1934,162,7
3224,141,9
1681,26,6
1857,88,5
249,416,9
88,116,7
313,113,8
1696,60,6
252,247,5
2861,61,5
1707,34,9
3530,36,9
91,62,8
3045,89,7
2057,17,9
223,47,6
255,19,8
1720,438,8
227,110,7
2065,193,8
2066,74,8
187,37,5
1730,49,5
3586,20,5
1890,49,5
2926,70,7
260,65,4
619,89,5
3,57,7
2702,47,7
547,209,5
1054,108,4
5,207,6
232,118,4
2775,340,6
1964,279,6
2703,232,4
2779,142,7
1511,77,6
2937,65,5
1966,99,7
3256,34,7
1744,30,7
1745,39,7
1897,115,5
109,57,5
3587,17,4
1532,71,5
1759,79,6
1760,616,5
2565,22,4
1903,15,6
1770,87,7
1552,213,6
2794,7,5
1906,73,5
1557,252,4
1132,442,7
1984,90,5
1778,101,7
3205,68,4
1567,370,6
118,854,7
1780,43,5
1912,265,6
1995,172,7
1181,40,7
1596,391,5
1196,73,4
1208,455,4
1608,297,4
2716,41,6
1812,136,4
1815,169,5
23,243,7
2234,420,6
1249,646,6
2241,62,7
2718,16,7
287,97,5
807,73,6
2026,63,4
3305,52,5
3248,85,7
2258,466,7
2624,20,7
1836,55,5
921,13,5
2279,48,7
2996,162,5
212,5,5
1845,79,6
426,288,5
1933,33,7
2473,44,6
35,46,5
1858,182,4
3159,81,6
2478,118,6
1700,53,7
149,94,7
3328,85,7
41,65,6
1871,50,6
3352,82,4
3440,62,6
2053,88,4
1712,32,4
2086,19,5
45,15,6
3261,18,7
303,30,6
2063,73,6
