产品SKU,产品浏览量,产品加入购物车次数
1314,274,28
2638,832,26
378,195,23
3270,141,20
245,523,19
3636,289,17
2045,737,18
38,248,19
382,214,17
3441,71,27
383,97,16
352,54,23
482,217,29
573,230,18
502,177,15
1066,306,21
2704,206,24
512,185,19
640,153,20
1896,128,18
355,199,15
193,122,15
391,174,14
373,298,14
199,285,27
324,197,24
1826,522,16
2977,206,26
420,187,18
421,154,24
3864,297,21
3833,188,27
312,387,26
824,662,16
3178,208,19
653,71,18
384,118,22
444,102,24
2086,50,15
3947,309,15
225,224,23
582,118,20
510,197,19
1028,548,66
782,290,75
820,518,72
729,674,55
804,838,69
561,235,42
509,250,59
793,1448,59
54,1301,72
686,501,54
3185,659,68
784,569,40
2302,843,56
834,182,39
518,558,73
3712,287,47
3789,276,71
3051,172,40
796,315,67
540,219,40
559,273,55
3641,555,43
524,1626,66
589,217,44
3453,224,44
1915,427,58
506,321,67
365,360,51
4066,411,54
826,245,47
1154,895,69
3184,326,56
3976,189,57
507,230,63
497,475,61
661,533,37
3227,826,36
706,290,58
2922,543,58
3056,340,42
3109,303,66
3477,557,38
1269,349,60
836,480,57
1025,1112,46
806,530,36
503,273,33
586,370,61
4067,527,39
799,399,35
3903,359,51
655,101,34
753,158,41
4064,326,49
1710,324,32
4068,339,56
769,171,50
3053,480,42
530,381,55
2032,1130,36
3905,418,58
3180,181,39
758,257,58
1268,406,45
3366,140,36
344,240,58
519,197,57
1862,737,46
3709,301,48
3971,238,56
3634,373,58
604,281,52
504,292,32
486,241,44
764,624,49
4093,295,56
714,515,51
787,761,46
779,398,47
552,221,52
805,402,49
331,194,37
3972,139,48
3785,61,47
522,515,28
2473,422,34
3266,165,50
832,198,33
3364,422,45
212,1063,38
637,827,42
816,151,36
632,104,41
492,302,34
990,452,35
3934,541,48
3182,179,26
3714,391,41
3268,149,46
3295,435,29
549,296,42
328,387,29
701,561,39
174,184,28
3836,214,34
493,489,42
342,301,36
590,164,31
182,230,25
702,127,28
3902,393,39
3183,279,40
3,477,37
1958,1139,43
477,250,42
336,479,26
644,421,26
3967,306,41
4018,303,37
487,1009,45
3166,402,33
690,397,43
558,313,27
3263,329,42
520,751,23
537,348,33
544,252,34
1889,774,149
998,644,106
3645,588,135
720,434,144
970,1114,113
992,747,157
1008,557,92
965,813,119
953,410,124
783,572,141
3373,715,109
2104,510,120
673,556,111
3908,884,172
747,1165,119
927,523,157
977,616,160
2100,782,116
682,664,168
3452,1437,122
771,1100,101
791,654,157
981,783,140
1026,868,90
1000,1216,106
963,779,121
3975,578,140
906,1067,84
987,1144,122
946,569,80
993,621,88
1024,491,128
500,940,153
957,509,100
821,1392,91
786,1239,118
1011,763,129
982,570,131
2923,745,133
750,503,117
508,564,77
1018,519,142
991,574,118
3713,987,101
689,655,107
435,778,78
88,858,138
3369,490,119
2528,656,78
986,431,71
3788,701,130
999,1632,135
978,842,117
996,650,126
719,679,107
684,456,120
3996,392,121
995,740,123
666,585,130
3842,1120,127
1027,750,87
4045,847,103
3273,596,74
1012,2602,104
683,645,82
713,687,91
2006,760,122
697,954,93
693,523,107
1136,498,109
755,649,111
1007,677,77
579,542,65
732,685,108
677,394,96
844,384,96
490,571,92
3716,517,86
1719,668,102
267,659,103
1536,635,112
665,260,114
432,880,68
662,542,101
948,288,88
724,470,94
480,847,92
670,655,76
815,890,85
1010,1016,80
698,764,87
672,894,90
733,676,70
1015,363,59
1565,1153,67
667,636,56
722,444,71
723,406,72
717,477,105
3974,379,57
708,348,101
681,554,70
2999,503,57
716,581,95
845,408,72
551,470,67
526,522,77
818,503,96
966,657,79
3790,419,94
751,383,87
3023,446,74
825,359,70
479,267,53
704,1051,72
474,717,72
499,874,95
830,334,81
3060,394,77
3451,1042,95
664,194,48
3719,739,63
823,510,93
707,703,75
757,526,46
798,515,51
4021,673,49
2530,449,78
762,482,49
743,703,91
775,446,77
812,228,49
730,288,58
638,638,85
676,384,64
726,445,56
2892,967,87
1016,777,85
3718,591,70
3436,404,71
671,576,48
498,200,55
780,436,42
679,494,77
476,302,63
770,508,51
718,676,58
725,331,47
1965,479,62
2093,378,57
3904,446,61
1004,590,44
1864,720,77
4022,8887,1177
851,5238,1173
277,2600,566
862,3663,1055
911,6493,843
857,6478,577
858,2836,432
868,4764,707
870,2817,671
2410,2315,452
852,2878,474
1941,1920,646
855,2983,475
850,1705,519
1019,2913,430
901,2013,524
872,3915,391
3057,1894,567
348,1497,489
866,1620,312
2708,2198,475
878,1545,496
875,3416,463
877,1958,511
856,2488,536
3977,2556,276
864,1869,459
1160,1142,466
879,1415,324
853,1946,424
2101,2696,331
3997,1725,305
1949,2045,318
887,1629,373
548,2077,478
863,2462,265
3372,1924,270
1252,1112,272
1636,2243,361
883,1510,420
931,1356,296
511,1356,308
936,1770,255
871,1825,410
438,1183,341
2102,1162,237
893,3204,203
3998,1491,355
1022,2305,257
876,2092,230
888,1727,282
1014,2224,289
895,1019,313
869,1498,272
886,1995,368
741,3172,219
1001,2348,224
919,1026,240
3643,931,184
848,1717,234
907,1722,347
928,1081,342
892,1044,339
663,1724,313
859,1301,239
874,1575,244
896,1612,237
3978,1422,245
867,1414,311
897,1546,211
908,1715,191
899,1179,240
882,1150,200
2222,1826,169
3840,1826,215
1219,1011,184
905,1225,189
941,1581,204
969,1171,249
865,2214,294
1017,827,234
912,1202,281
3271,861,183
789,1588,293
891,1138,296
884,1911,280
1003,1052,262
942,1016,207
3187,986,157
914,1431,266
984,956,180
952,1863,186
709,1102,232
944,958,281
4044,994,209
674,1221,153
881,1613,248
954,901,222
894,1057,215
951,2231,158
916,994,262
2010,1044,172
2091,1755,220
976,496,159
1002,772,169
880,875,149
889,1322,263
973,905,148
997,1150,173
660,674,132
909,1286,193
947,903,136
1520,788,155
937,1524,149
898,710,216
922,747,124
2103,1036,145
988,912,131
902,1206,201
3189,958,146
3042,4763,136
2465,1371,228
967,629,199
688,719,155
776,726,164
2049,894,169
1695,1887,148
814,535,134
669,754,124
3907,709,220
1006,1132,126
920,914,124
934,627,207
761,1461,191
958,1044,184
975,663,133
939,1040,152
1013,921,121
904,1743,142
994,1130,169
924,740,194
3188,1241,154
685,1280,144
2529,924,154
949,797,193
890,1533,115
3720,1235,173
983,748,136
923,1120,159
955,1391,111
971,1541,185
445,1349,137
483,1647,169
980,694,170
2738,996,124
2739,920,148
3841,849,191
861,1298,139
3952,952,181
935,390,162
1301,687,134
3644,577,155
903,1261,141
797,1072,187
943,837,133
940,944,136
591,729,147
2370,23,2
1890,33,3
2925,14,2
1034,43,2
1952,204,3
3455,29,2
1037,13,2
260,97,3
619,34,3
1733,110,3
4034,28,2
1502,50,3
2541,30,2
3355,163,3
1959,10,2
2771,12,3
411,11,3
2745,13,3
1893,101,3
102,38,3
2746,3,2
2125,30,2
1511,14,3
1065,75,2
1741,76,3
1513,60,2
3435,51,3
1744,36,3
1746,52,2
1080,67,2
1081,13,2
3911,20,3
3984,5,3
1751,48,3
2554,40,2
2556,4,3
3282,16,2
1094,12,2
2486,25,3
2887,9,2
319,68,2
1755,37,2
1530,56,2
1756,11,3
3980,41,2
4097,36,2
4041,53,2
4070,27,3
1759,165,3
3538,100,2
1976,30,3
1114,8,2
1542,24,2
7,21,3
112,58,2
1977,16,3
3835,55,2
3846,22,3
2157,52,3
3594,19,3
2792,25,2
1767,62,2
3828,30,2
1770,35,3
3651,22,2
271,27,2
1556,13,3
1774,45,3
2170,100,2
1133,12,2
275,358,2
1984,78,3
1779,57,3
2958,227,2
485,22,3
3580,10,2
3512,6,3
1569,17,3
4101,17,3
2798,13,3
2582,33,2
1912,63,2
3106,14,2
2186,9,3
2592,40,3
2593,24,2
14,18,3
3899,15,3
1581,8,3
1584,45,2
1791,30,3
3164,8,2
1793,37,3
202,19,2
3391,214,2
2205,20,2
1194,4,3
2489,10,2
281,12,3
1921,15,3
2966,20,3
1600,29,2
2515,8,3
3992,5,2
4013,71,3
1208,29,2
1601,25,2
3776,30,2
3885,25,2
3886,24,2
3921,43,3
4027,22,2
2810,12,3
3968,61,3
3985,23,3
4077,25,3
1228,45,2
1808,24,2
2017,9,3
2608,11,2
1811,48,2
132,57,3
1241,44,3
2612,193,3
2416,15,2
4120,2,2
74,153,3
284,13,3
2418,43,2
2975,161,3
1251,58,2
3175,42,2
1827,75,3
1255,69,2
1259,8,3
2718,21,3
3024,97,2
1830,57,3
494,3,2
1626,33,3
2251,8,2
1271,10,2
1272,21,2
2025,61,3
1278,67,3
4080,30,3
1285,49,2
3517,27,2
3559,20,3
2421,49,3
2027,27,2
3401,40,2
3768,11,2
3928,52,2
4029,21,2
4115,52,3
3485,14,3
2272,307,2
3933,35,2
4121,1,2
423,24,3
3521,27,3
3218,19,2
1838,24,3
1842,25,3
3257,140,2
1331,43,2
1660,14,2
2756,9,2
138,18,3
3973,13,2
3989,13,3
82,14,3
1844,44,3
3749,41,3
2077,206,2
2286,42,2
2850,50,2
2295,9,2
1848,28,3
1667,4,2
3771,16,3
1674,18,2
1851,36,3
1677,35,3
1384,16,2
1678,46,2
3988,20,3
1857,49,3
366,84,2
1938,69,2
4038,9,3
3169,33,2
1939,239,3
1692,61,3
3007,21,2
2494,16,2
2670,3,3
570,75,2
1863,430,3
2673,37,2
2919,16,3
788,39,2
3228,7,2
1698,80,2
3044,12,3
3873,7,3
3229,13,2
1866,127,3
1433,32,3
1434,24,2
218,79,3
1435,71,3
1872,25,3
4122,48,2
1708,41,2
3045,87,2
4106,13,2
45,12,3
92,4,3
3756,13,3
1450,12,3
3878,8,2
3966,50,3
3417,30,3
4123,39,2
1882,14,3
1722,5,2
1474,143,3
96,32,3
1727,97,3
98,72,6
1950,70,4
230,100,5
1508,208,7
2462,237,6
263,72,6
3465,198,7
2549,65,6
1745,33,7
162,223,4
1897,70,4
1083,23,5
1525,102,7
1532,65,6
111,44,6
1547,152,6
59,330,7
1549,31,6
2921,30,7
1127,148,6
1557,211,6
2393,116,7
1981,35,4
2168,45,7
272,420,4
1132,195,4
1775,250,4
1777,43,5
1778,64,4
1141,109,7
198,54,5
1155,41,5
2590,56,4
2188,27,7
12,42,5
13,33,5
1579,24,4
2403,18,6
3444,100,4
3839,104,4
1792,67,5
1188,20,4
945,13,6
1197,51,6
1201,211,7
1922,67,4
1799,53,5
122,33,6
68,82,7
3150,27,6
69,72,4
1218,134,6
1804,305,5
2229,64,6
71,95,6
170,68,7
3551,210,6
1233,42,6
1235,48,6
2019,262,6
2234,354,4
1621,32,5
285,45,4
556,90,5
466,48,5
3450,167,7
1292,24,6
1296,45,5
1297,127,6
2260,70,5
567,111,5
4113,49,5
136,219,7
1654,193,5
137,55,5
2510,47,5
2763,19,7
1337,43,6
4110,98,6
2506,161,5
211,115,7
31,153,7
3318,66,7
33,199,4
3683,52,5
3619,24,7
1672,830,4
3029,59,6
2038,79,4
2074,54,5
1852,78,4
35,157,7
3224,31,5
2475,65,4
2044,266,4
3832,123,6
3773,78,4
1411,534,6
472,829,4
297,385,7
442,111,7
4091,33,6
3896,199,4
1694,156,7
3181,48,6
1431,32,6
149,66,5
3410,63,6
2741,21,5
2052,28,6
3877,68,6
4124,73,5
1442,24,4
153,41,7
4065,18,5
3692,51,7
3438,32,6
4125,26,7
4126,46,7
656,378,6
2063,72,5
1475,71,6
831,247,7
95,28,6
3076,34,5
3078,16,3
1032,18,5
2884,201,4
258,150,3
1953,86,5
4023,28,4
1732,46,4
1734,26,4
353,64,5
4,328,3
3278,46,5
233,129,5
3259,92,3
605,47,3
4069,39,4
2134,254,5
1077,87,4
163,38,5
1969,51,4
2555,26,4
3511,265,3
2145,141,3
3979,15,4
611,43,5
1899,20,5
269,37,4
4071,77,5
4127,57,4
3540,21,4
1126,79,3
2889,69,3
1910,26,3
168,107,4
196,55,3
357,293,3
1567,261,5
2177,14,4
2962,64,4
1140,58,3
1142,42,5
1992,122,4
2180,40,4
565,29,3
3105,22,4
1997,19,5
393,106,3
900,57,5
65,55,4
2512,59,5
2595,10,5
1180,46,3
4086,35,3
1917,23,4
1191,56,3
1196,66,4
1599,10,5
1794,68,3
1202,46,5
1795,13,3
2503,61,3
3581,15,4
462,351,5
3922,25,5
3299,83,4
2894,28,5
1812,101,4
2814,152,4
1924,69,3
1238,8,4
2818,42,4
3121,11,3
1816,67,4
2825,115,5
1817,266,5
3925,16,3
75,61,5
1828,48,5
1263,48,5
1829,31,3
1267,42,5
327,46,4
3248,56,4
3516,204,3
3483,43,4
2984,100,4
1646,134,3
2900,72,5
3861,48,4
3931,211,4
3582,27,5
624,102,4
1321,33,4
2280,75,3
2730,83,4
3312,79,4
1840,27,4
81,34,3
243,45,3
3139,162,3
3807,29,4
4128,27,5
3612,162,5
3565,232,4
1357,57,4
3811,44,4
1361,61,4
1847,51,5
1934,83,5
2298,371,3
2034,67,4
1370,13,3
1378,46,5
1675,156,3
1681,35,3
1682,78,4
1398,8,4
1684,14,3
1855,16,4
1401,21,3
3872,11,5
2508,48,3
2441,27,3
406,67,4
407,155,4
756,192,5
313,24,4
2478,118,3
3774,92,3
1700,57,4
41,49,4
1870,16,4
1871,51,4
2920,27,4
1707,27,4
3171,20,3
3990,56,3
2479,42,4
3050,58,3
3038,20,3
1874,12,3
2057,27,3
1712,26,4
4094,23,3
3434,20,4
1447,12,3
4039,26,3
4061,17,3
3946,85,5
4129,87,3
4130,26,5
4087,15,5
546,831,4
1472,102,4
1726,80,4
1951,23,10
259,136,7
1005,106,11
1055,167,7
4046,78,7
606,121,6
1750,34,11
1079,38,9
734,47,10
1973,180,10
4000,44,7
1762,38,7
1905,52,8
1771,58,9
115,245,8
1982,106,9
2795,137,9
459,173,11
276,146,8
1913,103,11
1182,91,7
1595,109,8
1920,232,8
1209,107,11
2968,183,9
599,151,6
1805,136,7
437,85,6
22,111,11
4131,34,11
1925,27,6
464,101,6
3246,55,7
1628,31,7
2505,245,9
1299,218,9
3167,54,7
311,253,9
1932,21,8
2844,111,7
289,240,8
1663,124,8
2033,85,10
3994,158,11
343,69,7
3437,605,6
3253,242,10
3041,243,7
2035,181,10
822,72,11
345,85,7
429,1333,6
1697,75,10
1699,38,9
1701,75,10
1702,66,7
1868,122,11
91,70,7
3047,94,10
254,45,8
4092,15,8
155,44,7
156,36,9
386,175,7
2496,37,8
562,780,10
618,124,7
711,312,6
158,45,9
1476,175,7
1728,63,10
4132,65,5
1955,98,8
1962,42,5
3535,268,9
56,97,9
3199,148,9
1523,46,9
1971,51,8
2142,223,7
1112,359,8
1902,146,8
309,151,7
3827,85,6
4063,44,9
3696,43,5
2165,50,5
1907,21,9
1979,23,9
166,249,9
322,350,9
63,107,7
1780,102,9
4025,28,6
2001,344,8
120,97,5
1919,59,5
2490,51,6
3834,193,9
2412,122,9
1220,72,8
2225,265,8
1239,119,9
2023,94,9
2252,11,9
807,56,7
1629,37,9
2422,143,7
2492,41,6
422,74,9
3862,47,8
2072,21,8
140,76,7
3496,504,7
1933,116,7
246,128,8
1360,79,8
32,56,6
1368,30,9
2036,544,9
34,336,9
213,98,6
295,89,7
1685,154,6
296,174,9
1403,85,6
147,244,7
1940,71,9
89,81,6
252,51,8
1867,33,5
148,58,7
181,112,5
3170,84,8
2053,110,5
4083,191,5
3892,65,6
2090,74,7
1945,117,7
1946,52,6
184,46,5
4060,13,9
4054,15,6
255,15,5
3261,44,7
1876,13,9
224,47,7
2495,60,5
4133,32,8
