产品SKU,产品浏览量,产品加入购物车次数
118,960,18
1913,172,21
2512,52,15
495,176,11
27,829,17
2423,143,20
774,735,14
468,88,19
32,93,15
407,288,13
90,37,12
40,81,16
42,89,20
383,111,18
1449,79,15
960,109,15
53,147,10
1753,131,16
112,184,16
271,52,10
458,314,12
273,291,18
61,199,18
1799,139,11
2015,249,17
240,182,19
466,165,11
2026,73,10
422,209,13
467,118,10
242,133,17
243,174,14
424,67,15
290,138,12
177,158,18
1852,231,19
249,246,14
1420,159,16
298,602,19
299,129,16
149,81,11
1945,225,16
1873,113,11
653,88,18
408,123,14
185,111,11
368,53,13
2057,28,14
1876,26,10
304,43,13
188,68,18
370,66,17
229,39,12
1891,200,14
1961,88,10
2703,306,10
163,133,17
192,155,15
268,97,14
2393,131,14
275,818,13
414,710,14
461,477,10
621,159,9
1598,119,12
2012,199,15
68,99,15
1234,163,17
22,249,15
73,48,13
1925,78,13
1833,105,13
624,243,9
843,312,15
1663,141,10
1846,232,10
1672,599,11
248,152,16
2508,72,14
215,1058,12
297,578,17
147,184,11
1942,151,12
1430,124,17
2051,51,15
300,76,10
220,143,14
430,105,17
303,53,10
93,86,10
592,178,11
256,40,15
187,43,17
308,275,38
596,555,22
319,204,30
2098,134,33
12,368,38
374,320,32
549,225,30
835,173,32
1650,336,25
401,90,30
589,207,29
537,222,26
545,366,39
553,73,39
1005,188,22
307,243,25
527,343,29
1900,574,36
2084,175,23
2709,287,37
622,253,38
599,169,29
1610,433,21
339,167,26
362,142,25
602,610,38
650,191,33
344,245,33
346,536,29
404,955,22
247,190,23
405,888,32
218,138,26
334,200,28
193,161,27
276,451,33
326,271,32
28,141,30
329,178,25
636,421,36
342,336,36
311,325,37
425,159,37
470,121,26
366,480,26
38,435,28
590,227,23
350,144,32
351,112,22
44,42,35
186,78,22
385,46,34
2511,43,23
224,109,30
547,444,28
1057,125,27
585,137,33
264,83,32
634,250,31
457,91,32
167,491,29
460,230,20
463,231,23
464,302,26
612,286,25
363,351,22
423,276,33
244,186,34
496,412,21
379,120,24
209,149,18
1345,121,30
343,135,32
625,307,22
312,370,20
295,207,33
535,288,20
179,237,22
472,605,21
349,219,26
431,155,26
2520,47,22
768,570,31
369,135,27
595,69,26
632,62,23
98,141,18
354,208,26
607,283,20
320,359,28
413,742,31
372,155,17
484,308,26
321,250,32
64,166,21
197,300,18
1911,337,28
392,264,28
566,317,28
646,165,27
567,259,17
440,392,20
426,835,28
381,316,25
1868,106,25
253,181,26
223,62,27
1497,497,22
259,444,30
734,1546,23
356,270,26
335,715,31
120,211,29
358,330,24
578,154,18
1920,213,20
205,1606,17
359,238,31
360,93,19
557,120,21
400,259,27
2089,170,18
2523,132,31
294,213,25
428,298,21
651,193,22
652,297,27
225,321,22
594,119,19
452,212,16
453,138,15
412,245,24
1780,241,24
577,131,24
1996,126,20
2516,156,17
999,325,27
17,123,16
395,159,27
69,262,18
840,324,20
2022,158,18
173,334,22
208,56,17
2527,75,20
2517,169,18
471,593,18
403,319,16
313,235,26
2090,104,15
384,186,27
2095,103,25
154,30,24
2086,61,20
156,48,23
333,95,21
1725,753,28
657,60,17
447,162,27
448,227,16
449,87,17
317,312,22
633,118,23
608,244,26
611,296,24
324,311,24
325,404,16
2085,1523,14
337,115,19
680,161,17
417,160,25
75,131,15
935,107,17
376,138,15
77,179,25
420,140,24
1299,220,15
421,158,22
82,184,16
178,483,20
1686,194,18
442,163,14
1940,149,17
473,133,19
367,127,21
2075,232,14
1324,690,69
825,238,47
763,624,66
583,503,73
586,428,61
833,737,68
548,247,41
375,452,47
742,315,64
513,278,41
754,368,70
540,360,39
558,327,55
824,705,43
655,201,61
811,535,73
562,790,59
631,127,59
605,444,41
610,326,52
737,501,73
1181,1138,62
758,401,67
635,1545,47
587,353,64
534,188,37
2766,306,44
785,445,65
777,314,51
831,434,61
521,268,49
961,345,70
530,359,58
174,655,68
2094,189,45
508,653,68
524,2181,65
817,210,45
322,930,56
490,367,57
526,867,68
847,471,64
483,507,44
606,1021,43
794,422,52
1914,315,59
494,454,66
327,137,60
649,416,61
509,254,34
574,727,55
802,741,65
492,367,60
772,307,51
533,336,59
402,273,51
810,405,61
627,204,34
561,210,52
604,708,56
827,499,63
523,189,46
2092,187,62
289,532,36
2036,801,59
569,637,43
314,254,40
546,860,40
780,282,50
475,3757,34
514,406,50
832,346,58
486,266,41
644,638,47
529,539,53
1614,1090,45
517,1150,31
580,338,51
613,436,58
2302,980,45
654,135,42
474,312,39
1963,527,45
620,436,56
609,648,57
477,393,50
539,230,33
528,284,47
647,321,37
648,1301,31
399,317,41
541,215,50
2088,225,36
581,731,37
552,291,57
331,332,36
571,210,55
697,1033,45
550,209,49
142,213,46
497,363,31
315,171,36
544,298,51
502,259,43
563,86,40
576,286,52
839,365,35
2526,243,52
318,283,32
2093,218,43
357,305,38
323,368,36
2011,403,32
819,310,40
532,542,44
614,245,28
365,192,51
2524,359,37
658,181,44
427,228,47
629,151,43
598,232,39
2398,367,40
278,356,44
1195,1747,40
968,609,33
1805,201,45
398,239,26
588,219,42
212,901,34
83,239,36
536,166,27
409,229,43
481,1406,39
582,233,47
488,318,28
568,223,48
551,263,31
542,117,43
332,251,31
445,1498,37
573,305,49
316,178,33
2525,240,44
564,213,24
434,269,24
623,264,42
803,306,47
345,277,27
616,249,46
543,100,47
617,192,44
480,615,25
656,247,39
482,123,45
640,191,41
164,1455,24
538,209,34
491,225,30
600,235,39
645,243,38
2267,339,44
2521,249,44
637,1312,27
520,1153,40
2054,178,45
628,187,29
444,134,42
352,43,32
1501,365,42
387,252,41
267,168,40
512,306,24
194,491,41
391,372,39
415,935,38
206,694,38
418,443,30
361,205,25
766,314,25
842,187,25
330,260,35
2518,213,22
626,446,36
910,529,41
184,151,25
677,514,141
674,1057,128
698,922,145
1021,581,131
1004,563,131
690,649,109
679,947,143
1015,454,137
1638,731,141
956,514,131
1026,911,112
998,848,117
1016,1316,137
995,1472,177
1007,851,106
703,1111,143
669,812,94
1028,615,133
709,776,141
729,1166,102
666,722,114
670,885,166
821,1153,161
733,441,155
776,927,112
689,1035,107
695,504,136
739,732,90
2528,687,100
691,2185,157
683,554,153
1027,605,102
759,509,131
788,831,87
702,412,141
2529,440,91
662,1008,99
556,1249,135
678,1446,119
718,1347,88
746,628,84
1018,502,82
664,625,85
717,1466,127
665,370,101
728,739,121
750,431,76
688,399,98
659,371,102
667,844,78
715,1094,104
756,1669,107
712,916,120
676,573,133
673,514,141
844,368,124
672,971,100
684,769,132
708,459,72
1922,898,132
2519,1464,100
722,749,85
681,399,71
815,970,100
498,308,130
929,1172,82
661,1029,111
699,2557,98
687,452,100
1025,1512,129
789,2674,75
775,634,116
760,314,89
705,490,108
830,478,115
741,655,84
767,334,72
800,298,113
762,386,105
730,486,110
771,536,118
499,1411,75
719,853,115
714,389,101
724,894,64
804,1382,69
711,1075,85
706,417,74
747,891,88
743,829,101
813,1447,84
834,404,78
736,1109,92
579,759,76
694,851,107
757,548,75
799,782,71
638,1017,67
726,562,70
790,673,66
764,1364,75
786,747,68
845,444,63
753,270,75
779,356,61
510,235,106
793,1431,53
727,995,54
805,536,55
500,316,57
826,330,65
572,1555,74
744,589,86
54,1987,87
554,187,58
493,1273,96
518,890,78
725,407,55
707,563,54
818,331,58
1257,838,60
798,603,76
791,1129,90
2531,395,68
501,1416,69
591,1417,82
2076,983,92
1174,442,71
812,315,96
751,314,83
686,556,87
796,496,67
531,440,88
738,805,96
668,736,69
770,479,64
732,574,78
752,348,71
809,417,80
701,505,56
348,407,62
792,798,80
787,1074,70
525,152,75
555,503,55
755,500,80
1790,1381,53
489,660,58
519,398,83
848,1532,91
119,647,65
506,410,58
2530,463,64
823,642,71
801,829,83
503,320,52
1917,2334,54
516,506,54
773,628,86
836,364,87
2099,275,48
723,965,76
816,243,58
504,743,48
765,388,51
820,554,60
2097,293,56
721,691,82
822,431,56
479,224,50
806,575,80
829,511,70
522,371,56
515,318,78
838,281,52
778,523,76
846,161,46
769,206,62
597,609,43
476,462,56
782,550,54
2096,264,48
761,1044,60
868,6194,899
911,5676,864
857,6634,1279
852,5394,817
858,3405,797
855,3103,772
850,2794,657
872,4107,683
1941,2230,795
870,3038,791
861,2683,846
700,5446,719
885,2539,753
853,3013,427
856,4141,652
875,5962,675
860,2824,606
864,4381,656
867,2766,615
873,3388,637
879,3121,711
854,2164,684
849,2666,634
865,2355,502
866,2620,534
869,1834,551
874,1892,479
892,1899,342
1949,1862,568
877,2466,334
851,2658,527
880,1292,431
878,1905,456
883,1997,318
913,1553,439
2102,1824,266
2101,1878,265
859,2196,437
901,1936,423
950,4734,492
936,2448,496
876,2659,333
887,1837,255
884,2688,446
890,1415,415
881,1767,293
871,2420,354
889,1546,316
2532,1123,270
919,1795,263
882,2090,331
511,1335,369
902,2146,245
1003,2165,307
888,976,359
907,1894,216
899,2402,222
905,3203,342
937,1966,294
897,2263,399
863,2075,413
904,1434,294
891,1949,295
914,1129,295
886,3619,309
926,2607,393
909,2185,365
928,1308,326
912,1264,282
922,1162,298
894,1688,338
927,1717,368
900,2279,227
893,2601,273
932,1402,363
930,2228,348
925,1433,287
997,1704,237
906,2854,208
895,1224,265
903,1426,301
957,1024,274
962,1617,218
944,1522,215
896,1041,242
908,2294,321
940,1444,199
1520,1170,209
2103,1043,241
967,921,297
969,1264,234
959,1513,270
924,968,231
992,1116,197
828,3121,207
984,1689,287
1006,1368,176
970,1141,179
917,1136,168
946,1261,213
966,1525,227
943,1582,209
2533,871,246
973,1275,200
948,885,286
1024,1020,175
949,1099,189
916,964,257
958,1685,174
921,1123,225
1000,1611,272
951,1183,248
953,883,160
977,1133,145
942,1457,211
1017,1432,163
955,1189,173
920,1249,160
934,1042,255
731,2388,206
939,1176,136
915,1146,178
986,959,253
2410,830,216
285,1337,259
1008,964,216
978,996,229
1011,683,210
505,1393,246
2100,693,239
963,1329,200
980,834,223
994,1123,238
933,1055,224
979,1651,162
671,807,199
1001,1215,240
964,574,205
991,864,232
704,2858,153
1002,672,162
988,1337,185
783,558,187
952,846,224
981,1025,133
941,1079,160
685,722,215
985,864,161
982,949,177
435,655,191
983,1098,135
972,610,194
971,1206,195
2104,508,132
682,818,178
1013,2080,156
976,915,198
660,602,111
987,1181,136
1014,2122,152
692,653,106
713,1007,141
945,1379,203
1012,2142,128
1020,721,206
1023,1017,146
663,546,154
996,815,164
693,603,159
947,882,185
1019,867,124
126,1030,143
696,483,101
438,869,109
2029,1131,160
716,1189,137
1010,1856,105
1888,102,1
2767,4,1
1490,153,1
1029,12,1
1493,8,1
2370,7,1
2106,16,1
2460,17,1
2699,5,1
1496,27,1
1032,12,1
814,21,1
1034,34,1
2768,1,1
2769,2,1
2770,35,1
1037,28,1
2374,13,1
2110,28,1
52,16,1
1044,39,1
1957,24,1
2376,49,1
1504,7,1
1050,15,1
2771,14,1
2115,19,1
2378,7,1
2117,11,1
1054,6,1
2772,3,1
2773,15,1
2746,11,1
2774,3,1
2775,7,1
2122,5,1
2776,12,1
2777,7,1
2778,7,1
1964,292,1
2779,168,1
1512,3,1
2780,11,1
2781,3,1
1514,34,1
2380,22,1
2782,4,1
2705,6,1
1745,11,1
107,33,1
1967,22,1
2783,13,1
2784,4,1
2785,1,1
1074,16,1
1519,29,1
1078,7,1
109,40,1
2382,26,1
1751,38,1
1082,22,1
1083,9,1
2786,1,1
2748,47,1
2787,22,1
2788,7,1
2136,16,1
2759,14,1
1022,19,1
1525,14,1
2140,25,1
1754,12,1
1092,23,1
1093,11,1
2789,11,1
2143,9,1
1096,22,1
1098,8,1
2387,21,1
1099,9,1
1101,7,1
2561,23,1
2790,6,1
2563,28,1
2149,7,1
1757,6,1
1107,21,1
1108,19,1
1536,14,1
7,76,1
1116,11,1
371,13,1
2154,29,1
2155,10,1
1545,10,1
1546,15,1
1119,10,1
2791,7,1
2160,4,1
2390,26,1
113,8,1
2792,35,1
1122,23,1
1123,5,1
1124,14,1
2164,16,1
2793,4,1
1126,107,1
2392,4,1
2794,3,1
1555,22,1
1979,41,1
1127,30,1
2167,24,1
2795,1,1
1130,19,1
2796,2,1
1773,32,1
2797,16,1
2170,75,1
2171,7,1
2173,58,1
1562,4,1
2710,9,1
2175,34,1
1564,16,1
1135,3,1
2176,95,1
1566,77,1
1137,19,1
1138,17,1
1140,28,1
1143,25,1
1988,55,1
2762,29,1
2798,9,1
2580,16,1
2582,24,1
2799,1,1
2583,11,1
1572,68,1
2180,4,1
2800,4,1
1993,23,1
1995,43,1
2401,41,1
2801,5,1
2589,15,1
2183,13,1
1997,23,1
1998,18,1
2590,28,1
1787,48,1
1159,27,1
2190,4,1
1789,36,1
1578,10,1
2802,21,1
2001,18,1
1579,23,1
1168,37,1
2803,16,1
2403,24,1
1583,17,1
2595,7,1
1584,22,1
1172,9,1
1585,44,1
2407,7,1
1586,12,1
2003,27,1
2005,5,1
2196,2,1
1178,47,1
1590,27,1
1592,6,1
2804,5,1
1188,15,1
280,34,1
2805,14,1
1191,32,1
2753,26,1
1596,223,1
2599,16,1
2760,39,1
2489,27,1
16,23,1
2208,47,1
2210,12,1
990,52,1
1796,26,1
2214,9,1
2714,18,1
238,7,1
282,39,1
1212,49,1
2217,12,1
2806,1,1
2013,6,1
2218,7,1
2603,20,1
2807,10,1
2604,2,1
1215,16,1
2605,11,1
2606,26,1
2808,43,1
2607,21,1
2809,2,1
2810,8,1
1804,26,1
1221,216,1
1222,41,1
1225,8,1
2811,1,1
2413,9,1
1810,18,1
2414,34,1
2608,16,1
2812,1,1
1233,41,1
1812,91,1
2813,9,1
2814,1,1
1236,58,1
2815,8,1
2816,11,1
2817,5,1
2231,1,1
2818,13,1
2819,10,1
2820,4,1
2821,3,1
2822,1,1
2823,3,1
2824,3,1
1619,36,1
2415,2,1
1620,3,1
2825,2,1
1817,291,1
1243,6,1
601,13,1
2612,238,1
2416,19,1
1244,19,1
2826,6,1
1247,34,1
2827,7,1
1622,23,1
2616,7,1
1250,6,1
2024,52,1
1825,32,1
286,47,1
2828,7,1
2829,7,1
2244,5,1
2245,16,1
2246,19,1
2617,17,1
2830,3,1
1260,6,1
1263,21,1
1625,44,1
1267,33,1
2251,1,1
396,26,1
2469,11,1
1273,8,1
2253,6,1
2831,9,1
2832,6,1
1288,10,1
1289,23,1
1637,28,1
1291,26,1
1292,17,1
2833,17,1
1639,15,1
1294,17,1
2491,14,1
1297,127,1
2505,45,1
2625,22,1
1642,53,1
2723,13,1
2261,11,1
1832,10,1
135,14,1
2262,20,1
2630,26,1
2834,17,1
1646,25,1
1309,9,1
2835,1,1
2836,4,1
2272,9,1
1651,16,1
2426,10,1
1835,28,1
2837,28,1
2726,12,1
2838,1,1
1316,6,1
2275,13,1
2276,23,1
2839,4,1
2639,52,1
2031,42,1
1654,56,1
2427,68,1
2840,17,1
2277,17,1
79,26,1
2071,6,1
2729,14,1
2279,24,1
2280,21,1
2841,16,1
2842,25,1
1009,125,1
1325,38,1
1840,17,1
1843,83,1
2432,19,1
2843,2,1
2434,421,1
30,39,1
1336,32,1
2844,1,1
2845,4,1
2506,122,1
2846,5,1
1844,49,1
2649,3,1
2847,4,1
2289,5,1
1353,3,1
2848,8,1
1355,51,1
2849,15,1
2656,1,1
2850,2,1
1360,7,1
2293,48,1
2295,3,1
2473,37,1
2296,11,1
1848,19,1
2851,1,1
2852,11,1
2853,7,1
1374,11,1
1671,36,1
1376,63,1
1674,19,1
1379,26,1
1381,12,1
1676,5,1
1677,70,1
2854,5,1
2039,29,1
2855,1,1
1390,33,1
1392,12,1
1393,7,1
1681,18,1
1683,18,1
2856,15,1
2476,49,1
1855,9,1
1401,16,1
1936,48,1
1687,30,1
2857,1,1
1405,20,1
1938,38,1
1407,23,1
2477,12,1
2441,27,1
1410,16,1
2858,12,1
2442,89,1
1411,418,1
2859,13,1
1414,29,1
2319,27,1
2667,7,1
2324,25,1
2325,5,1
2738,4,1
1422,40,1
1423,17,1
2860,2,1
89,63,1
1428,73,1
2675,22,1
2740,17,1
2861,49,1
2862,1,1
2863,3,1
2864,0,1
1703,8,1
2865,0,1
2866,0,1
2867,4,1
1869,56,1
2868,1,1
1705,28,1
1434,26,1
2869,0,1
2870,10,1
2871,3,1
2872,4,1
2873,0,1
2874,5,1
1435,39,1
2335,13,1
1437,4,1
2875,4,1
2876,23,1
2053,84,1
2877,2,1
2344,9,1
2479,28,1
2448,46,1
2878,1,1
2347,1,1
1446,20,1
45,21,1
2348,8,1
1714,2,1
1448,3,1
2761,3,1
2879,4,1
1878,63,1
2880,3,1
2685,32,1
2686,54,1
2881,20,1
2352,14,1
2451,13,1
2742,3,1
1458,11,1
2454,21,1
2691,15,1
1463,0,1
2692,11,1
1471,2,1
2882,1,1
2694,3,1
2064,2,1
305,61,1
1882,11,1
1475,133,1
1883,18,1
2695,6,1
1723,10,1
2696,6,1
1479,15,1
1481,5,1
2065,82,1
1485,83,1
50,28,1
2883,1,1
2369,1,1
1728,43,1
1729,7,1
2372,2,2
1890,24,2
1031,45,2
2884,9,3
1035,42,3
2537,19,3
1954,126,2
2111,26,2
1734,324,2
2375,17,2
1046,36,3
1958,80,3
745,67,2
1736,195,3
1510,83,3
2497,28,3
2550,11,2
1741,118,2
1513,49,2
1743,16,2
1744,48,2
1746,44,3
1750,20,2
1079,24,2
1969,44,3
1971,65,3
1524,40,3
2498,22,3
110,23,2
2885,5,2
2886,38,3
58,71,2
1527,26,2
2145,46,2
2887,8,3
455,51,2
1974,21,3
1103,3,2
1104,30,2
1109,30,3
1760,346,3
1542,34,2
1115,21,2
1763,67,2
1902,45,3
2157,42,3
2161,16,2
2888,18,3
270,32,3
478,11,2
1771,57,3
60,21,2
1557,244,3
2889,27,2
117,71,2
2890,4,2
2488,29,3
485,31,3
1568,63,3
2891,16,2
1985,52,3
1570,29,2
1990,14,2
1144,18,3
2892,33,2
2184,22,3
2752,25,3
1786,35,3
2186,6,2
2592,7,3
393,96,3
2404,158,3
1791,21,2
1916,56,2
2068,49,3
1589,25,2
2893,11,3
1793,40,2
2007,21,3
1919,74,3
1187,46,2
1190,42,2
1192,35,3
1594,34,2
2490,35,3
1201,72,2
1202,22,3
2754,20,2
1205,25,2
1206,4,3
1798,40,3
1602,18,2
123,42,3
1803,12,2
931,53,3
1807,157,2
1231,265,3
2894,18,3
1809,21,2
2019,175,2
2895,13,2
1815,124,3
1239,160,3
2896,65,2
2897,11,2
1245,7,2
1621,34,2
2615,11,3
1251,74,2
1927,38,2
2898,8,2
2243,16,3
1258,7,2
2718,32,3
1928,116,2
1829,57,2
1270,36,2
2899,12,3
2620,5,3
1630,26,3
1279,11,3
2258,91,2
2422,48,3
2028,37,2
808,28,2
1643,21,2
1644,29,3
2265,20,2
1307,12,3
1647,30,3
2900,33,3
29,76,2
1652,122,2
1836,53,3
1656,110,3
2730,17,3
2471,16,2
1838,44,3
1841,31,2
1331,28,2
2282,24,3
2901,25,2
2756,24,3
138,21,2
1335,81,2
2902,56,2
1341,17,3
2903,17,3
2507,38,2
1662,214,3
2653,159,2
1352,28,3
1354,9,2
2904,14,2
1366,28,2
2034,79,2
2299,33,2
1667,8,2
1849,42,3
1378,21,3
2037,94,3
1384,31,3
2905,6,3
35,66,3
36,49,2
2734,21,2
2040,19,2
2440,35,3
1685,21,2
2666,15,3
1858,57,2
2906,27,3
2317,8,2
2049,19,3
2907,7,2
1691,32,3
1859,69,2
1415,11,3
2494,86,3
1419,46,2
2669,43,2
1694,120,2
1426,58,2
1864,113,2
1696,59,3
2331,6,2
1865,42,3
1866,216,2
2908,0,3
2337,4,2
2680,103,3
1872,18,2
1439,53,3
1708,69,2
2055,49,2
1443,29,2
1874,43,3
43,5,2
1715,8,2
2909,8,3
2450,8,3
2062,40,2
1718,16,2
1719,25,2
1465,15,3
2910,9,3
1469,79,2
2457,28,2
1480,4,3
1731,22,3
1494,24,3
2538,15,4
1953,97,4
2373,19,5
1038,68,3
1955,63,5
1042,31,4
2541,40,3
4,364,4
103,119,3
2462,263,5
2911,3,3
2704,16,4
2379,18,5
1742,73,5
1070,53,3
1071,35,4
108,87,3
1898,27,4
1968,26,4
1080,8,5
388,41,5
1522,41,4
2912,45,4
1091,25,4
1095,31,3
1528,29,4
1106,28,3
6,105,3
1539,36,5
1540,42,3
1541,32,3
1543,43,5
1544,206,3
1118,21,3
1978,52,5
1903,29,3
1767,61,5
1768,70,4
2708,24,3
1552,228,4
1553,59,5
1906,66,5
2487,116,3
2168,34,4
1774,32,4
1133,8,4
1910,27,5
1778,32,3
196,85,3
1567,265,3
2177,13,3
11,85,4
1569,23,5
1141,59,3
1142,43,5
1987,16,4
198,54,4
1151,15,3
1783,26,5
1994,72,4
1158,88,5
1788,36,3
2187,21,3
795,34,4
938,69,5
2004,34,5
1588,38,3
2197,16,5
2198,14,3
1179,19,3
279,77,5
1189,18,3
2913,24,4
281,53,4
1921,64,3
1599,28,4
1199,41,4
1794,96,5
1795,22,5
1208,419,3
1797,21,4
2215,36,4
122,118,4
1801,73,3
2914,25,5
2220,114,3
1216,17,4
1608,245,3
1808,32,5
2017,25,4
2018,46,4
2716,26,5
129,26,3
1615,35,4
1617,81,3
132,35,4
2613,22,4
1819,62,4
1248,44,5
1926,585,5
1820,39,5
2915,59,4
1822,42,4
1827,129,5
1828,71,4
1830,43,5
133,26,3
1632,87,4
1831,29,3
2027,31,4
1929,38,5
1930,61,3
1308,230,4
1311,104,4
2425,78,3
2081,36,4
288,151,5
1318,19,5
2278,27,5
80,119,5
2032,90,3
2732,102,3
1357,53,4
246,54,3
84,104,5
2292,22,5
2733,26,3
1847,123,4
1665,57,5
1666,45,5
923,131,5
34,224,4
144,485,5
1678,97,5
86,113,5
1394,27,4
710,61,3
2475,44,3
2041,27,4
1402,30,3
2047,32,3
1689,33,5
1690,18,4
1862,143,5
2330,81,4
1698,38,3
1700,35,5
2677,8,5
1701,69,5
1867,79,3
1871,52,4
2058,16,3
2452,112,3
1881,70,3
159,101,4
1721,69,3
1726,56,3
1886,52,5
2067,90,5
1950,36,5
2,362,7
2916,114,5
1502,41,5
3,73,5
1047,34,6
231,179,9
1892,51,5
1737,55,5
102,65,7
1894,115,6
450,173,5
232,73,6
106,136,7
1748,87,6
1749,431,9
1970,24,6
389,71,5
1533,48,7
1899,54,5
2389,60,7
1977,75,9
1769,190,8
114,63,5
10,59,6
1908,195,9
1560,36,6
1776,51,7
1779,70,5
1565,87,7
63,117,6
1148,70,5
1150,98,7
2080,97,8
1160,65,5
1166,44,7
13,181,5
66,83,8
14,41,7
749,48,9
2006,72,7
1196,90,8
965,34,5
1210,34,7
1601,50,7
1800,48,6
124,105,9
1811,107,8
2020,69,7
1240,101,5
1816,48,5
284,26,6
1269,25,7
134,189,6
2257,122,9
2259,40,6
1298,64,5
1641,92,9
2492,101,7
1300,107,9
954,69,8
2763,25,9
139,100,6
140,72,8
210,145,7
441,105,9
1356,55,9
143,74,7
2074,117,5
2917,46,5
2443,141,8
1699,37,9
1433,47,8
1870,12,8
2918,27,8
1442,20,8
302,63,9
1450,84,9
1877,29,5
2066,170,6
306,40,6
51,336,6
1952,187,4
1732,51,6
619,77,7
1499,49,6
1503,66,5
353,124,7
2745,27,6
2547,35,5
105,49,7
266,55,6
2134,82,4
2486,45,4
111,60,5
1537,47,5
1761,90,4
1976,57,5
1904,828,5
115,272,4
1129,307,7
1775,310,4
1134,341,7
1145,114,5
1912,139,4
1155,101,6
1574,26,4
1165,11,7
1580,58,7
1582,41,4
1170,22,6
1593,221,7
2008,71,5
203,77,5
781,23,5
121,61,7
2503,67,4
1228,59,4
72,55,6
1813,100,5
130,301,6
1246,33,4
2418,119,5
2023,157,7
2241,28,4
1252,44,6
1629,37,4
1631,47,5
1633,39,5
2421,25,5
2030,33,4
1321,43,6
1322,25,4
81,22,4
1842,27,6
1344,50,4
2288,79,5
1361,45,6
1934,20,6
2298,147,7
1377,41,5
2439,36,4
2306,26,7
2042,38,4
88,76,7
1421,38,7
216,55,7
2478,378,5
2444,46,6
2739,57,7
1702,69,6
2050,40,7
39,65,4
1704,50,5
1944,33,7
1946,76,4
1709,35,6
1712,19,5
92,7,6
158,38,4
1474,127,5
1885,77,7
228,134,6
