产品SKU,产品浏览量,产品加入购物车次数
536,134,33
846,92,41
481,1249,46
276,418,40
838,172,35
764,639,26
3151,212,40
587,260,29
398,234,43
3269,152,39
2302,605,27
1376,636,31
3368,199,32
655,115,24
629,205,29
480,811,27
2704,273,40
794,481,33
3447,384,38
372,110,24
193,267,39
555,574,25
2076,427,28
126,491,37
614,227,38
471,542,30
603,300,30
2048,654,26
431,287,42
543,146,31
562,1221,32
801,1211,24
1010,1431,157
718,1485,99
998,825,118
687,641,91
3185,1272,134
730,428,179
3454,819,164
671,800,116
1027,638,109
952,1568,110
678,1121,155
698,902,156
7,1198,92
696,744,129
713,802,153
931,579,91
681,447,109
3273,897,139
716,901,101
689,1086,144
733,591,132
683,852,160
1004,996,93
1014,1217,91
777,534,105
754,515,127
11,710,128
760,307,108
690,781,86
702,433,100
800,229,78
1002,823,115
667,806,142
686,547,120
818,593,121
750,363,141
1016,1031,81
500,673,140
796,473,124
752,411,124
757,939,113
741,759,92
706,639,72
993,574,70
662,1045,90
737,514,123
996,908,100
729,1128,84
665,382,114
744,547,100
834,646,94
948,724,97
743,664,114
679,609,117
1003,1176,97
769,444,128
2538,630,75
770,373,93
203,918,115
821,913,103
775,486,92
3272,582,101
732,623,90
548,271,108
722,455,76
692,1163,121
762,861,121
751,458,64
771,524,123
742,475,84
786,628,77
1695,1036,82
755,822,111
691,1800,83
798,471,81
3369,362,73
509,434,114
2465,240,108
929,938,88
726,590,87
2204,1040,103
659,748,82
844,686,61
1565,841,92
791,637,79
829,408,93
2509,2585,61
1025,1076,104
1969,934,85
728,1029,60
506,424,102
815,740,102
723,848,72
724,1116,61
2749,549,104
695,758,89
915,491,93
830,508,98
835,345,96
2096,361,76
799,478,76
661,573,71
504,627,93
493,1554,70
787,1486,98
804,1253,96
3183,472,84
707,488,70
3051,366,94
402,370,57
3367,929,102
508,436,97
705,346,82
664,493,65
779,403,53
1864,928,64
811,446,100
476,371,91
326,756,61
580,253,80
714,467,77
701,508,96
812,518,62
822,478,76
1710,757,78
708,626,70
486,502,83
961,733,84
766,334,96
497,382,49
668,637,86
479,245,77
753,314,48
522,623,58
523,342,60
490,415,76
704,1177,88
772,494,47
3035,1129,84
820,371,57
3370,859,78
561,402,52
2747,880,61
1743,514,73
576,250,54
518,607,45
482,208,59
477,325,84
515,343,73
759,559,48
516,421,51
3184,532,47
1306,502,83
809,510,60
3270,439,58
10,593,58
808,2649,54
825,242,72
767,432,48
3266,347,46
782,526,55
649,255,74
3449,183,68
2385,6463,1055
911,4554,1076
277,4258,878
852,4410,947
1941,2400,884
870,2484,508
857,7888,567
856,3850,682
850,2776,706
878,2120,523
863,2587,738
867,3007,518
855,2043,515
853,3381,570
877,1826,486
866,2545,597
876,2796,399
875,2282,356
883,3552,409
874,1542,635
913,2128,372
879,2268,594
898,2855,401
1160,2265,349
861,2716,382
3172,5139,558
869,1756,367
3372,2065,470
2102,1665,496
1949,1640,544
2529,3454,445
3059,3727,315
578,3591,521
854,3380,513
859,1922,443
897,2412,470
3057,1720,298
884,2648,485
2410,2957,380
3188,2305,383
864,2224,367
901,2325,466
1006,2134,382
880,1921,475
889,1951,281
1252,1622,507
936,1916,386
731,2406,366
892,2048,273
895,1290,328
1219,1297,462
888,2010,281
3058,1976,459
905,1992,457
881,2417,339
1022,1310,258
903,1711,306
886,3028,327
922,923,363
891,1282,277
893,1727,408
899,1989,227
438,1052,215
935,887,281
928,1860,265
908,1885,368
959,1923,390
3373,1418,320
2038,2439,232
984,1698,228
907,1013,367
3271,857,333
954,812,266
890,923,333
909,2447,193
279,2346,356
2532,1324,227
902,1970,326
1017,2072,341
1588,2864,318
955,1809,216
285,2375,194
969,1254,296
914,1771,301
951,1576,195
944,1789,190
977,1041,244
783,1104,227
3643,968,291
953,1087,185
970,2184,202
912,2145,306
1024,1132,219
982,1394,234
940,1268,270
916,1353,219
942,1149,278
2091,1944,288
2103,888,264
1889,965,302
988,1511,203
992,1332,181
415,2442,238
971,1675,246
966,1576,239
980,898,233
1020,1811,242
927,1099,166
1005,1627,205
957,1038,273
435,1467,190
925,1215,245
920,1609,280
1520,1246,195
904,1414,195
934,941,163
923,1214,174
663,728,170
2923,980,258
975,1008,183
894,1125,270
887,720,216
937,1607,235
3186,1055,194
964,837,156
941,1159,214
1000,2004,139
994,1248,146
939,792,230
973,1608,199
930,1254,166
677,1188,189
2533,1122,233
715,2473,248
3374,783,254
943,1358,145
976,1411,249
945,1321,187
983,972,169
2739,942,144
919,1270,225
985,876,169
3187,1659,126
720,903,223
997,1649,166
660,693,243
958,787,204
987,1486,162
978,1764,241
2104,1260,216
986,635,201
1013,1770,168
963,1730,203
3644,634,201
917,912,122
933,1251,137
505,1090,218
1833,972,218
1001,1156,119
1011,526,161
693,903,153
682,689,210
2093,993,199
1136,538,221
995,1279,112
717,1640,115
1026,790,149
999,1713,161
747,989,184
2100,486,212
949,735,210
981,924,207
670,1455,172
1018,500,151
1019,852,199
666,527,132
2079,881,166
676,849,177
871,823,152
688,589,110
3056,961,149
672,822,165
1015,420,114
947,999,167
946,917,122
3060,513,183
3645,904,116
1012,934,108
684,535,142
674,904,140
1028,543,102
694,26,1
3078,15,1
1491,3,1
1492,27,1
1493,29,1
1890,34,1
3080,17,1
3456,5,1
3274,4,1
2374,47,1
511,24,1
1040,25,1
2110,20,1
3192,4,1
1046,3,1
1957,33,1
1504,9,1
1736,182,1
3355,12,1
411,11,1
2378,7,1
1051,1,1
2933,3,1
2543,13,1
1053,19,1
1055,8,1
1962,44,1
2774,12,1
1058,3,1
3238,2,1
3462,18,1
3463,3,1
2547,11,1
1511,51,1
2497,15,1
1066,53,1
265,114,1
2911,9,1
3380,2,1
2551,6,1
2131,10,1
1514,43,1
2379,36,1
3510,6,1
2133,2,1
1519,12,1
1077,12,1
1078,7,1
1079,36,1
2135,49,1
2556,4,1
388,43,1
2788,22,1
3646,9,1
2136,11,1
2759,33,1
3146,16,1
3647,6,1
1752,7,1
2139,22,1
1085,27,1
1524,19,1
2386,12,1
1088,1,1
2886,15,1
58,18,1
2144,17,1
2486,55,1
1098,16,1
1528,9,1
1974,26,1
1103,17,1
1532,65,1
2563,11,1
2149,9,1
1534,19,1
3147,52,1
3648,7,1
1899,34,1
1976,5,1
1900,43,1
1540,69,1
1114,7,1
1542,31,1
1115,42,1
3240,15,1
2155,5,1
2943,27,1
1118,17,1
2566,45,1
2156,33,1
3649,2,1
2750,8,1
2160,7,1
2390,21,1
3288,1,1
3469,6,1
3098,1,1
1122,9,1
1548,9,1
3650,19,1
1903,13,1
3651,4,1
2572,224,1
1552,246,1
2166,21,1
1771,0,1
2952,19,1
1907,15,1
1556,36,1
1979,9,1
1127,5,1
2167,42,1
1774,27,1
1983,5,1
3290,4,1
2957,7,1
2173,11,1
1560,7,1
275,477,1
3205,23,1
1135,2,1
2396,8,1
3580,17,1
2399,13,1
1142,47,1
1145,46,1
2580,10,1
1149,7,1
2586,145,1
1151,19,1
1783,42,1
2587,20,1
1994,49,1
1153,23,1
1155,17,1
2589,13,1
1784,79,1
2752,14,1
2467,51,1
2590,9,1
1999,11,1
2185,15,1
1786,13,1
1157,40,1
1158,79,1
2000,1,1
1161,16,1
3293,11,1
2188,19,1
1789,26,1
1165,8,1
1166,30,1
2712,6,1
642,94,1
865,49,1
1583,66,1
1171,4,1
2595,21,1
3389,9,1
1174,27,1
3444,78,1
3476,17,1
2407,8,1
1586,8,1
2003,28,1
2004,36,1
1587,15,1
3652,1,1
1589,6,1
1590,35,1
2197,5,1
3546,23,1
3653,3,1
1184,37,1
2804,13,1
1188,39,1
2008,40,1
1191,36,1
1596,141,1
2760,35,1
3478,21,1
1597,4,1
416,7,1
2209,11,1
1197,22,1
3654,5,1
1198,32,1
1200,9,1
1205,16,1
3655,68,1
1208,462,1
2714,26,1
2215,15,1
1210,19,1
282,14,1
1212,12,1
1603,5,1
740,2,1
2601,1,1
2807,16,1
3297,13,1
2219,40,1
1215,7,1
3393,16,1
972,18,1
2808,51,1
2607,24,1
205,28,1
3300,22,1
3656,3,1
1804,34,1
70,77,1
962,16,1
1222,60,1
1223,18,1
3657,1,1
3550,8,1
1226,2,1
129,41,1
3658,1,1
3479,1,1
1925,32,1
3659,76,1
1620,60,1
1243,3,1
3660,7,1
3661,129,1
2416,29,1
2826,8,1
1245,41,1
3662,6,1
2613,37,1
1621,63,1
1247,6,1
2975,7,1
1250,82,1
1927,28,1
3663,3,1
1827,117,1
2829,6,1
1256,68,1
2504,2,1
3664,1,1
2617,7,1
3665,2,1
1263,12,1
26,2,1
2468,23,1
1267,32,1
3025,15,1
3153,9,1
1626,25,1
2251,4,1
3154,5,1
1627,29,1
3155,4,1
3666,2,1
2252,19,1
1277,9,1
3482,3,1
3667,5,1
3668,1,1
2720,19,1
2721,38,1
3516,229,1
3517,20,1
1287,6,1
1289,11,1
2833,47,1
1293,10,1
1296,26,1
2101,81,1
1643,30,1
1644,21,1
1300,49,1
2424,2,1
1645,12,1
2261,11,1
1832,9,1
135,18,1
2262,25,1
1304,15,1
1646,24,1
2266,19,1
2900,20,1
3669,5,1
3670,2,1
3129,5,1
136,63,1
2275,33,1
3488,18,1
1656,46,1
3131,9,1
3311,7,1
3219,10,1
3561,10,1
3349,53,1
3562,26,1
3671,4,1
3672,31,1
3673,3,1
2430,8,1
1837,1,1
2431,7,1
1326,10,1
1839,13,1
1659,10,1
2433,20,1
1331,45,1
3313,3,1
2901,11,1
2756,15,1
138,71,1
30,42,1
1335,18,1
2844,5,1
1339,5,1
2646,14,1
3610,2,1
3674,2,1
3220,12,1
3675,2,1
3496,25,1
3611,7,1
1844,50,1
289,14,1
3676,3,1
469,12,1
2999,8,1
3612,5,1
3677,7,1
2290,18,1
1356,15,1
3614,0,1
3142,7,1
3678,11,1
3522,23,1
3679,7,1
3680,1,1
2658,19,1
3318,13,1
3616,1,1
3681,7,1
3617,1,1
1362,10,1
1363,19,1
3499,11,1
3682,9,1
1368,33,1
1369,15,1
2034,83,1
3319,87,1
1667,12,1
2300,12,1
1370,17,1
1372,7,1
3061,5,1
1849,83,1
3683,10,1
2304,10,1
3028,3,1
1377,8,1
1378,66,1
1674,18,1
3684,3,1
2439,27,1
1381,4,1
2307,6,1
1935,36,1
1383,17,1
1386,2,1
3685,6,1
2039,90,1
3322,7,1
1392,15,1
1854,17,1
1394,12,1
1681,29,1
2040,1,1
710,23,1
2735,7,1
2041,30,1
1398,26,1
1684,6,1
1855,38,1
1400,8,1
1401,11,1
1688,16,1
1404,15,1
2736,29,1
1407,27,1
3005,4,1
2859,3,1
2319,32,1
1860,50,1
1419,22,1
3686,2,1
1424,10,1
2860,1,1
2672,33,1
2446,21,1
2919,36,1
2674,23,1
3032,14,1
2331,11,1
3044,12,1
1699,27,1
2050,84,1
1705,28,1
1434,19,1
3687,1,1
1437,4,1
3688,1,1
3689,2,1
2918,31,1
2479,22,1
1443,39,1
628,6,1
3045,28,1
43,9,1
2520,23,1
3690,9,1
3353,25,1
1714,7,1
1716,8,1
3691,3,1
3160,4,1
3692,22,1
3693,28,1
3012,9,1
3013,7,1
2351,4,1
1458,8,1
2688,6,1
1464,10,1
2357,4,1
1472,7,1
2064,32,1
1473,10,1
1722,6,1
3431,3,1
3694,3,1
1478,5,1
1725,6,1
3695,6,1
3634,4,1
1885,89,1
1485,65,1
1486,118,1
1728,51,1
1731,17,3
1029,5,2
3375,10,3
1950,33,3
1032,15,3
2926,52,2
1952,161,2
3034,15,3
1037,41,2
2930,17,3
1502,55,2
1041,23,2
52,17,2
1958,41,3
1048,35,3
100,20,3
2541,33,3
2702,75,3
1959,11,2
2771,12,3
2115,16,2
2118,26,2
2746,10,3
2545,21,2
2462,361,3
2463,24,2
1065,160,3
2550,36,3
2780,10,3
1513,44,3
3435,161,3
1745,36,2
1746,33,3
1750,21,3
2382,33,3
896,26,2
2555,35,2
1521,20,2
3537,30,3
1522,39,3
2383,4,2
3199,70,2
1523,45,3
2145,104,2
1755,52,2
2560,13,2
611,193,2
1761,57,2
2152,29,3
3339,13,3
1901,31,2
1124,14,3
3696,5,3
478,16,3
2951,7,3
1906,43,3
1980,123,2
1981,54,2
2953,33,3
2889,21,3
1558,103,2
116,24,3
2575,27,3
2394,25,2
1561,21,3
2175,54,2
1778,53,3
196,74,3
2397,10,2
1023,26,2
2963,7,3
1143,45,2
3149,30,3
1989,16,3
2180,27,3
3243,46,3
2964,6,2
1154,28,3
2588,11,3
1997,60,3
3106,25,3
1787,60,3
2592,6,2
393,116,2
2187,25,2
795,13,3
1162,15,3
1163,2,2
1578,11,2
3599,6,3
1167,24,3
1170,22,3
2403,39,2
3601,22,3
2193,48,3
2002,23,3
1916,37,2
2408,12,2
2198,13,3
1180,40,3
2200,37,2
3515,31,3
2203,10,2
3548,15,2
2409,47,2
2489,18,2
1598,50,2
1196,50,2
1795,42,2
1797,11,3
1601,42,3
2217,23,2
1801,79,2
123,37,2
1608,231,3
1220,52,3
2225,12,3
2227,17,3
2413,31,2
72,70,3
1809,21,2
1810,30,2
1234,111,2
1235,68,2
1236,52,3
130,270,2
1924,49,2
2610,3,2
2234,397,2
2896,44,2
2897,33,2
1622,19,3
2024,58,2
2977,45,2
2243,50,3
1259,32,3
2619,26,3
1829,24,3
1266,3,3
1830,50,3
1269,29,2
2253,7,3
3481,13,3
2623,8,2
1632,16,3
635,15,3
3559,29,2
1831,38,3
1291,27,3
3156,15,2
1930,22,2
3215,3,3
1314,113,2
885,24,2
3348,49,3
1654,86,2
3217,37,3
2730,31,3
2471,39,3
311,294,2
2643,14,2
137,68,3
3490,27,2
1660,8,3
1334,42,2
3697,14,2
2435,6,3
3314,10,2
2524,27,2
2994,36,3
2506,118,2
2647,5,2
3698,3,2
2997,90,2
3699,8,3
1349,14,3
2651,37,2
2286,42,2
1351,7,3
1355,99,2
1933,36,3
246,87,2
84,82,3
3437,144,3
3529,7,3
709,1,3
291,153,3
1366,63,3
1665,109,3
2035,100,3
1670,41,3
1671,24,3
1851,48,3
1384,27,2
1678,65,2
1385,15,2
345,109,2
1405,14,2
2477,42,2
1410,33,3
2907,9,2
1416,13,3
813,13,2
2325,32,3
1420,65,2
1421,34,2
3159,61,3
2478,147,3
3011,25,3
1696,43,2
1867,88,2
2679,10,3
1870,25,2
1435,37,3
1872,28,2
1439,59,2
1707,72,2
1709,16,2
3038,28,2
3523,12,2
2057,20,3
153,7,2
1875,12,3
2060,22,2
45,15,3
3261,32,3
1447,11,3
1715,9,3
1449,22,2
1877,13,3
3528,44,2
3333,29,2
1465,13,2
1469,85,3
159,255,2
3700,3,3
2075,18,2
2696,17,2
2067,71,2
1488,71,2
1489,31,2
2698,10,3
1490,260,3
51,12,5
2699,5,5
1496,61,5
1953,91,4
260,112,5
2376,70,3
745,21,4
3194,198,4
1507,15,3
2775,402,4
451,207,5
2937,38,4
2129,12,5
1741,80,5
106,173,5
107,72,3
108,111,5
2748,64,4
2922,36,5
1527,78,3
1094,52,5
1107,7,4
1977,49,3
8,193,3
1978,51,5
3701,4,3
2161,34,4
2947,28,5
113,68,3
3596,21,3
3702,18,4
1126,92,5
2393,146,4
2168,26,4
2796,228,5
1773,14,5
117,59,5
1133,27,5
62,96,3
1775,268,5
63,67,5
3473,25,3
2398,30,5
3512,5,5
1567,205,3
2962,18,3
3291,13,3
1988,22,3
1572,140,4
1782,36,3
3387,50,5
1995,96,4
3108,5,5
12,17,3
1579,32,3
14,29,3
1582,36,5
1169,21,3
3514,21,3
2404,149,3
2516,111,5
1915,73,5
2195,15,5
1190,68,5
1192,23,4
2490,85,4
1199,14,4
1600,46,3
121,9,5
3299,75,3
1808,35,5
2017,56,5
1612,21,4
1923,218,4
3245,114,3
1615,30,5
2020,38,3
3480,107,5
131,356,4
1816,68,3
1817,556,5
3703,15,4
2237,98,3
284,21,5
2241,12,3
3303,15,5
1255,131,3
1258,11,5
1623,50,4
3024,126,3
3248,44,3
1637,12,5
1292,25,3
1295,18,5
2491,38,3
2625,31,3
2630,19,5
3401,15,5
3519,42,4
2837,84,3
1836,71,3
3157,177,3
79,47,3
843,67,3
80,56,4
1841,33,5
441,124,5
1357,49,3
3253,216,4
2473,72,4
3320,39,4
2519,18,5
1379,43,3
2074,87,3
2306,44,4
2905,97,4
214,147,4
3704,1,3
1693,35,3
2444,155,4
1426,49,5
2330,33,3
1428,62,5
3351,57,4
3181,34,4
1700,48,4
1943,149,4
1866,96,3
1701,52,3
148,51,4
149,92,5
1433,18,4
1871,44,4
2920,19,3
1708,58,3
1946,106,4
1446,24,5
3705,23,5
3624,248,4
1475,153,3
1724,268,4
2457,16,5
1726,103,5
97,54,5
1888,58,5
3586,47,9
960,59,9
258,200,8
1732,42,8
1734,244,5
190,122,9
3255,194,5
584,129,9
232,143,5
233,207,9
3259,144,5
1966,49,7
1896,59,6
57,37,8
734,42,9
1759,107,5
3538,91,9
1768,160,5
1770,83,7
2708,81,5
2921,51,9
2487,48,6
1129,272,7
1557,266,8
274,137,9
1910,12,5
1140,57,7
198,57,7
2182,56,6
900,122,9
3390,62,6
1182,173,7
1919,132,8
1202,638,7
3706,20,6
1800,119,5
3581,29,5
3549,40,9
2606,107,6
170,114,9
2019,368,5
132,54,6
1241,55,8
2825,190,7
2246,17,6
3305,84,6
3346,108,8
2027,96,7
1297,482,9
2264,67,8
2425,96,6
2030,46,6
3527,532,8
3167,40,7
2729,47,6
3633,78,6
290,140,5
2298,329,8
34,461,6
2070,53,7
2044,127,7
1411,253,5
1939,568,6
570,79,8
1697,125,6
181,122,7
3265,54,7
1706,83,8
2056,92,8
2058,26,8
1712,26,7
155,28,5
2511,36,5
1720,320,5
2066,101,8
1031,43,4
3190,49,5
1955,151,5
410,270,4
1050,34,7
1960,13,7
1054,70,5
433,101,5
3083,178,4
1894,148,6
1739,52,6
2779,214,6
1898,33,6
2787,27,7
3466,53,6
1112,478,5
111,37,5
1762,120,4
112,179,7
3707,50,7
1984,67,5
1779,73,6
1566,135,6
169,113,5
1138,55,4
2181,52,4
1998,55,7
13,172,7
2006,169,4
3210,42,5
1181,21,7
3547,46,7
860,318,5
281,51,7
122,60,5
2220,128,6
3150,71,7
3432,45,7
1811,111,6
1613,148,6
24,215,5
3708,185,6
1818,115,6
1249,438,7
1820,42,5
465,252,5
2023,112,6
1825,283,6
3175,53,6
556,77,6
286,43,7
1270,58,4
76,101,4
2026,49,4
1631,26,6
1278,46,7
2421,32,6
3249,129,5
2638,73,4
2278,83,7
3521,63,6
1838,25,6
1840,31,5
81,39,7
2902,39,5
2507,48,7
3584,114,5
3565,46,5
2733,43,6
2295,23,6
1848,18,6
1934,138,5
2037,97,7
144,964,7
1677,44,6
1680,58,5
35,100,6
249,256,6
3323,14,7
2494,124,4
313,98,6
216,53,7
1861,90,7
1863,477,6
3328,85,4
2051,90,7
1944,28,4
42,132,5
2682,46,5
2059,12,4
3434,29,7
2061,22,7
1450,22,5
3438,44,4
2065,169,4
228,114,6
1886,77,4
50,33,5
