产品SKU,产品浏览量,产品加入购物车次数
611,415,28
321,214,16
197,181,22
643,84,26
2011,463,18
2012,304,28
207,134,29
328,462,24
290,197,20
177,138,26
178,461,22
293,157,26
295,130,27
406,220,18
442,304,22
407,322,23
220,181,26
384,264,18
44,66,15
158,123,22
657,56,29
96,50,21
354,217,18
55,502,24
355,274,26
164,959,23
460,230,22
236,279,14
419,329,26
623,230,26
74,924,24
340,171,16
359,295,24
807,151,22
242,73,23
2072,82,23
346,655,25
247,151,26
429,1728,27
299,170,20
2090,172,14
351,160,27
222,194,19
255,52,24
481,1746,22
95,49,16
2192,215,62
649,537,75
1324,738,52
2088,256,63
490,427,65
817,216,45
794,566,49
832,400,60
492,299,39
2085,1703,67
1257,470,63
648,869,46
534,304,68
654,118,59
538,292,38
278,331,61
1914,363,73
820,633,54
551,278,39
497,550,60
812,375,72
569,869,55
637,1229,46
514,408,59
566,662,49
533,216,39
776,569,39
543,170,63
563,145,42
574,830,71
833,646,43
2527,217,54
2094,198,61
2526,290,60
736,738,50
316,219,71
333,227,42
2525,370,50
2709,242,52
119,620,66
2516,454,67
926,1783,43
375,395,61
782,396,67
400,286,45
535,518,36
846,108,58
827,472,49
528,217,63
644,406,66
549,469,67
625,598,53
2324,1010,64
526,1077,38
502,259,35
620,436,33
564,405,60
521,350,65
1614,1245,43
778,764,57
524,2951,35
544,313,33
225,534,57
555,696,47
486,197,56
784,489,42
2521,341,46
768,811,55
594,149,52
547,386,40
2084,276,34
435,211,49
327,251,53
567,404,33
38,767,40
542,294,49
315,148,52
632,130,33
606,575,30
322,656,45
622,238,43
206,412,44
418,415,33
819,251,36
517,943,57
602,826,30
589,294,38
385,95,33
546,837,35
527,481,41
512,472,40
334,450,39
1565,537,45
342,470,52
761,491,47
344,374,44
403,423,46
2302,842,55
525,255,55
655,137,51
831,570,30
584,431,44
372,205,55
758,364,31
337,180,35
173,247,51
612,318,55
531,276,47
361,226,42
363,527,53
349,148,55
616,232,32
253,108,43
617,278,53
387,283,46
633,304,43
2093,268,37
323,748,33
614,212,32
552,309,28
224,94,36
604,724,28
597,416,39
491,216,28
539,193,30
12,297,39
330,269,50
2523,297,48
427,209,45
638,424,45
445,1667,33
553,146,30
2764,530,42
605,403,34
2922,5,42
193,183,28
802,696,37
373,309,26
325,693,33
69,318,31
417,169,26
600,252,30
765,505,43
329,257,37
142,159,25
332,238,29
480,829,44
1501,271,39
586,403,36
607,231,29
477,368,35
2098,252,41
849,452,38
464,301,31
532,455,32
646,200,40
397,177,27
613,547,37
420,295,32
2267,545,31
423,444,37
312,362,34
331,294,37
628,302,38
186,56,41
801,1250,26
573,299,37
631,180,43
188,71,41
575,1129,29
319,229,25
457,105,34
357,578,44
118,1030,41
740,387,33
803,215,38
1663,971,32
810,316,43
603,457,33
472,1035,38
627,137,37
350,260,45
545,470,32
789,1175,25
582,372,45
595,68,43
308,214,43
433,402,30
483,283,32
268,186,26
1780,188,42
276,422,33
339,379,22
401,160,38
209,155,40
405,735,29
219,194,24
537,408,42
2086,94,22
2522,48,32
847,814,24
592,163,43
1014,2366,115
684,897,125
667,839,174
126,2324,94
996,1162,169
727,1655,119
696,860,135
679,825,91
750,690,151
1004,1034,140
804,2503,160
676,685,90
713,1214,113
669,1069,108
747,852,95
722,977,88
670,1414,128
2747,897,130
1554,445,131
845,448,115
795,1233,136
1027,687,112
1922,764,94
664,479,149
672,819,113
1016,1408,112
714,598,127
673,569,87
773,508,159
815,1048,122
659,549,131
743,774,143
704,3451,156
2519,3032,154
979,1485,126
790,773,91
498,369,83
476,375,118
701,536,149
729,934,140
703,680,81
579,851,77
662,957,141
929,1295,108
663,424,149
719,805,92
775,816,97
665,363,126
712,610,140
829,549,74
692,1225,116
762,577,128
826,735,92
54,2127,123
2076,1054,137
756,985,96
708,756,128
759,486,116
1790,1340,82
788,953,80
744,852,119
726,765,103
2530,394,128
500,630,81
732,595,82
751,293,125
769,341,70
686,749,94
1195,3431,91
681,505,119
2079,360,81
779,390,84
796,598,67
2097,508,88
724,1083,76
800,354,75
818,589,78
770,573,69
723,1109,118
706,644,100
668,683,89
760,345,65
777,453,96
738,1079,63
2099,365,69
705,332,80
961,723,117
787,1518,93
697,1202,109
556,1066,111
721,994,80
792,731,90
522,680,106
2531,328,87
519,479,101
2923,359,92
548,370,84
835,373,100
730,385,72
771,908,66
811,489,92
510,514,79
694,1212,109
515,518,66
950,2880,76
678,2173,72
474,553,111
755,1103,86
834,403,84
791,802,84
786,630,94
1174,577,100
809,491,73
844,442,66
763,1234,98
711,1268,109
609,586,98
504,463,84
1181,1304,80
830,518,100
561,344,100
780,713,99
530,473,54
752,314,101
558,524,87
848,2881,84
503,596,81
2243,505,98
550,401,71
1025,1761,75
707,487,68
493,1294,89
506,295,76
823,610,51
314,331,98
767,241,62
509,399,96
737,526,72
798,446,52
1695,1031,79
824,1060,66
513,504,89
838,522,65
516,598,75
836,468,49
799,754,48
479,317,72
501,1286,48
488,504,88
742,251,49
365,403,59
326,789,81
805,588,88
571,262,59
757,827,68
772,389,77
741,875,69
2096,490,56
822,662,67
482,233,82
793,1438,57
754,302,72
839,430,50
536,142,54
806,850,86
753,235,49
554,370,43
494,369,67
2092,402,54
402,247,77
508,678,49
520,817,46
1963,403,82
576,317,44
587,460,49
766,468,52
540,311,45
523,331,56
518,655,83
499,1287,53
785,265,73
313,248,72
816,236,63
572,2179,50
857,8687,1397
911,4165,1104
858,4221,987
852,5943,885
868,10252,1073
855,5277,586
872,6245,583
850,2681,758
885,4411,929
1941,2846,835
853,3828,586
870,1984,898
861,2198,667
875,5847,685
867,3510,867
856,6290,747
860,3634,618
864,4099,588
874,2244,490
866,2798,755
854,2275,795
879,2694,736
869,2861,408
865,3081,685
883,3333,371
1949,1521,512
873,4062,446
2101,2120,614
863,3832,421
892,2667,498
881,2211,505
936,1579,411
851,3959,538
877,1801,492
876,3332,605
880,1386,561
859,2154,409
884,2638,391
878,1768,354
2102,1970,350
905,2966,453
871,1965,332
913,1768,364
897,2377,541
962,2607,406
914,1860,464
894,1023,488
891,1817,370
890,1821,319
886,3667,469
899,1626,395
887,1929,374
937,1584,435
700,6480,508
893,3560,364
882,3173,438
907,1283,415
928,1817,271
895,987,469
888,1183,261
2385,984,425
889,1249,367
2532,1732,435
511,1609,350
927,1990,426
902,2433,321
1003,1666,241
2410,1982,429
900,2375,257
922,1651,357
919,1381,401
951,2010,352
997,1417,368
896,1397,260
912,1600,220
2528,1188,272
903,1793,301
2103,1452,298
1520,1098,401
984,2039,390
957,1456,245
992,1669,318
917,1022,316
930,2393,352
925,1318,339
942,1727,336
932,2503,356
958,1278,311
909,2163,218
973,1440,332
908,2559,375
969,1161,264
959,1139,198
939,1576,208
956,1482,367
904,2022,319
916,1019,335
1008,1417,231
828,3484,321
2533,891,242
920,1475,197
949,791,192
934,1222,265
943,1574,298
967,1477,186
1000,2102,326
505,1491,334
941,1563,292
1024,1258,325
978,1732,224
983,1509,277
285,1835,310
948,1645,236
953,757,230
940,1403,199
921,1177,263
944,2055,169
976,857,278
1011,780,255
1010,2600,286
693,1291,192
1006,2088,230
685,1170,199
1001,1420,253
475,2697,266
906,2814,255
731,1719,283
955,2030,159
915,1113,279
1013,1586,219
995,1410,284
666,812,247
1017,1955,184
982,1379,295
970,2249,219
980,1247,211
963,1919,146
966,1342,191
933,1040,169
987,1566,191
981,763,148
901,1093,245
947,1118,189
972,570,233
671,826,179
2104,1235,184
964,1127,138
1007,1054,210
985,626,226
998,723,176
986,1062,188
946,1189,185
988,820,234
2091,1028,168
2029,926,228
991,2247,136
2704,1674,214
682,930,140
945,1001,146
1015,608,214
2100,683,143
952,1409,200
716,809,129
977,1017,176
764,2174,162
709,508,137
717,1009,179
690,1098,133
1002,513,210
677,1005,161
1023,1160,205
698,1322,223
971,706,207
718,1201,136
702,588,162
695,879,134
994,1101,194
739,819,187
438,1120,143
661,641,193
746,823,141
1012,1708,120
689,1197,146
660,624,122
691,1558,168
2529,773,201
1638,1178,187
783,596,138
688,701,116
120,1530,119
674,778,149
1020,1118,131
1026,1376,125
715,984,107
1028,706,148
733,862,123
699,2012,180
1018,526,128
489,1629,141
683,977,160
910,1372,150
728,1201,106
687,565,127
821,1725,97
1029,20,1
1492,9,1
2924,5,1
2460,11,1
1495,8,1
2925,2,1
2926,6,1
2927,2,1
1036,44,1
2928,1,1
2929,23,1
1037,17,1
1038,80,1
2701,24,1
2930,4,1
1040,14,1
2110,15,1
2931,3,1
52,8,1
160,45,1
100,11,1
2702,22,1
2932,11,1
2542,21,1
1960,9,1
2378,12,1
2933,5,1
2543,12,1
1054,20,1
1509,22,1
2746,9,1
2122,6,1
2124,1,1
2777,10,1
2463,24,1
1964,207,1
585,14,1
2934,1,1
2935,69,1
1066,21,1
2936,1,1
2550,13,1
2937,8,1
2938,1,1
2132,41,1
2552,9,1
1072,11,1
1747,6,1
2939,22,1
1074,27,1
2381,10,1
1519,23,1
2134,146,1
2940,1,1
1749,614,1
2941,7,1
2553,17,1
1897,78,1
1078,19,1
2382,3,1
1080,14,1
1081,46,1
1751,27,1
2748,79,1
2556,7,1
2788,5,1
1970,16,1
1085,20,1
1524,34,1
2386,4,1
2140,23,1
1088,3,1
2141,5,1
2912,85,1
1091,28,1
2789,13,1
1095,36,1
2387,20,1
1099,17,1
1974,28,1
2561,14,1
1531,14,1
2562,2,1
1103,8,1
1107,88,1
2150,3,1
1111,19,1
1899,26,1
2152,10,1
1116,5,1
1901,28,1
2942,9,1
2565,32,1
2943,3,1
1546,6,1
2944,9,1
1120,7,1
2945,1,1
2946,13,1
2947,9,1
2162,3,1
2888,10,1
1547,29,1
1123,3,1
1903,20,1
1124,36,1
2164,8,1
2571,9,1
2948,3,1
2708,16,1
1125,4,1
2949,3,1
60,37,1
2950,3,1
2951,5,1
2392,12,1
1555,17,1
2952,5,1
1980,225,1
2953,9,1
1130,24,1
2954,2,1
2955,6,1
2956,5,1
2170,96,1
2890,13,1
1133,28,1
2957,15,1
1910,10,1
2958,27,1
2959,3,1
2488,33,1
2960,7,1
2961,3,1
2177,11,1
1137,13,1
1138,11,1
2962,29,1
2963,3,1
1140,41,1
2579,6,1
1990,10,1
1144,13,1
2762,9,1
1781,29,1
1146,29,1
2586,41,1
1783,34,1
1152,25,1
2964,14,1
2587,14,1
2965,9,1
2467,22,1
2185,18,1
1574,63,1
2186,4,1
1789,23,1
2001,37,1
1579,13,1
1581,11,1
2803,4,1
1169,18,1
1170,15,1
1171,4,1
2406,17,1
1173,11,1
938,14,1
2407,6,1
1586,17,1
1791,37,1
2005,27,1
1175,11,1
1588,47,1
898,33,1
1185,14,1
2205,7,1
1192,27,1
1194,20,1
999,22,1
2489,28,1
1197,7,1
2210,27,1
2966,11,1
1199,34,1
965,24,1
1796,12,1
2754,13,1
2214,17,1
1210,25,1
1601,37,1
2967,9,1
2218,13,1
1215,5,1
2968,11,1
2503,59,1
2014,1,1
2015,290,1
1607,3,1
2969,1,1
1221,249,1
2970,15,1
2230,5,1
2017,15,1
1612,33,1
2971,2,1
2972,4,1
2973,5,1
2021,40,1
2821,5,1
2822,5,1
1241,73,1
1620,21,1
1244,19,1
1245,14,1
2974,85,1
1249,22,1
2915,27,1
2975,4,1
1927,48,1
1826,65,1
2976,3,1
2977,24,1
1255,5,1
2755,10,1
1259,27,1
2246,45,1
2247,3,1
1261,5,1
2619,20,1
2468,20,1
1267,37,1
1269,18,1
1626,34,1
396,16,1
2252,14,1
2978,7,1
2026,55,1
2979,5,1
2831,3,1
2980,2,1
1633,41,1
2832,10,1
2981,7,1
2721,5,1
2722,33,1
1637,12,1
1291,6,1
2259,36,1
1292,44,1
2027,13,1
2833,7,1
1639,16,1
1296,24,1
2491,32,1
27,66,1
2505,29,1
2723,19,1
2982,25,1
2626,12,1
1644,13,1
2628,9,1
2983,10,1
2984,5,1
2261,20,1
1832,37,1
2262,47,1
1304,12,1
2264,27,1
1306,13,1
2631,13,1
2266,11,1
1647,47,1
2900,72,1
1309,2,1
2985,24,1
2633,22,1
2986,16,1
2273,11,1
2637,8,1
2725,2,1
2638,19,1
1835,7,1
2726,11,1
1316,8,1
1836,42,1
2728,7,1
2987,4,1
2428,11,1
2277,17,1
2071,5,1
2279,3,1
2471,24,1
2988,7,1
1660,21,1
2989,7,1
1336,17,1
2990,5,1
2991,13,1
2992,2,1
2993,5,1
2994,10,1
2902,22,1
1341,9,1
2995,4,1
2846,10,1
507,7,1
1661,2,1
2996,11,1
2997,10,1
1844,22,1
2998,1,1
2649,12,1
2999,15,1
2653,356,1
2654,5,1
2287,12,1
3000,19,1
2288,30,1
1352,12,1
2732,46,1
2290,6,1
3001,6,1
2657,18,1
2295,1,1
1361,80,1
2296,6,1
2659,24,1
1848,49,1
3002,1,1
2661,14,1
1934,32,1
2073,5,1
1368,60,1
1666,43,1
2299,58,1
1373,29,1
1376,33,1
1377,87,1
2037,118,1
2306,45,1
1676,20,1
2307,10,1
1677,63,1
2905,11,1
2039,16,1
381,3,1
2309,3,1
3003,1,1
2663,14,1
1681,24,1
145,19,1
1395,33,1
1396,14,1
2042,43,1
3004,5,1
1685,23,1
296,17,1
1688,13,1
1405,15,1
2315,7,1
3005,2,1
2477,15,1
1858,16,1
2737,19,1
2906,21,1
2858,3,1
3006,1,1
2318,9,1
3007,1,1
2667,11,1
1415,7,1
3008,6,1
2323,27,1
2669,23,1
1421,19,1
1423,6,1
2917,18,1
1861,62,1
2444,70,1
2328,7,1
3009,6,1
3010,4,1
2672,19,1
1428,106,1
3011,6,1
2333,4,1
2677,7,1
2861,43,1
2050,52,1
1869,43,1
2871,7,1
2741,2,1
2873,1,1
1435,39,1
2337,1,1
1437,9,1
2875,1,1
1438,13,1
2341,5,1
2053,92,1
1707,70,1
2918,20,1
1708,51,1
1711,45,1
45,7,1
2061,13,1
2348,10,1
2449,7,1
1717,12,1
3012,6,1
3013,3,1
2683,13,1
2495,18,1
1456,14,1
2881,15,1
1719,81,1
2354,5,1
1459,33,1
3014,1,1
1880,26,1
1464,7,1
2692,4,1
3015,3,1
2882,1,1
3016,4,1
1473,11,1
3017,4,1
1722,3,1
2361,8,1
1884,18,1
1723,27,1
1724,87,1
3018,2,1
1479,26,1
1480,5,1
1481,2,1
3019,5,1
3020,4,1
2883,2,1
2459,18,1
1728,70,1
1731,26,2
2698,34,2
2370,9,3
1494,21,3
1496,37,2
260,68,3
1954,215,2
1955,64,2
1732,34,2
1499,35,2
2374,22,2
2111,22,3
2375,34,3
1956,47,2
3,26,3
1735,317,2
1505,187,3
1892,94,2
1959,21,2
2771,14,3
2118,14,3
2773,28,3
2462,369,3
2778,17,3
2547,28,3
3021,9,3
2779,187,3
1513,43,2
1515,36,2
1744,52,2
1750,27,2
2554,21,3
2555,33,3
1521,37,2
1971,75,3
1089,3,2
1092,29,2
1094,44,2
1528,38,2
2887,3,3
1108,29,3
1759,46,3
1535,17,2
1536,14,2
1537,21,2
1539,24,2
1540,45,2
1543,34,3
1115,22,2
2464,49,3
2750,21,3
2157,35,3
1549,78,3
1126,146,2
1771,17,2
2487,45,3
1979,97,2
1127,16,2
1559,6,3
1774,37,2
2797,27,2
1560,135,2
1562,8,2
1779,89,2
1568,54,3
1987,22,3
1570,22,3
1143,45,2
1151,24,2
2080,144,2
1997,43,3
1787,79,2
1158,42,2
2593,9,3
1159,23,2
1788,23,2
1161,28,3
2187,15,2
1165,3,2
1580,88,2
1168,40,3
3022,7,3
2404,191,3
2193,29,2
1916,75,2
1178,23,3
2198,17,3
1183,6,2
2007,6,3
2597,10,3
1189,53,3
1190,77,2
2008,38,2
2760,43,2
2209,11,2
1599,31,3
1198,8,3
1794,82,2
1600,43,2
1797,25,3
2215,35,2
1214,27,3
1802,15,3
968,42,2
338,56,3
125,69,2
2607,22,3
1223,10,2
2225,18,3
1611,15,2
2018,44,2
72,54,3
2716,18,3
2414,36,3
3023,17,2
1233,37,3
1235,65,3
1242,4,3
601,12,2
2416,21,2
2613,17,3
1246,34,2
1621,34,2
1256,88,2
1624,16,2
3024,266,2
3025,4,3
1270,35,2
2253,12,2
1631,15,3
1632,77,3
2258,74,2
1285,54,3
1930,142,2
2268,27,2
2274,7,3
1656,61,3
79,22,2
2278,14,3
2280,45,3
1325,22,3
1840,40,2
174,116,3
2506,98,3
1662,192,2
1349,17,2
2651,15,2
2848,26,3
1354,49,2
2849,17,2
1356,28,2
1357,108,2
84,161,2
3026,11,2
2292,37,3
2473,41,2
1363,16,3
1366,38,3
1369,13,2
1667,10,2
3027,20,2
3028,14,2
1378,22,2
3029,3,2
1674,35,3
2439,50,2
1935,26,2
1385,9,3
1386,11,2
36,29,2
2734,16,2
1389,28,2
1390,28,3
710,43,3
2735,15,2
2041,20,2
1855,34,3
1401,30,3
2047,31,3
2313,17,3
2314,8,3
1407,27,3
1690,6,2
88,37,2
2442,147,3
2859,3,2
1860,24,2
3030,8,2
1424,21,2
1862,110,2
2671,21,3
3031,6,2
2674,14,2
3032,17,3
2331,12,3
1866,118,3
1433,31,2
1434,27,2
2052,15,2
1871,57,2
1709,26,2
1874,34,3
43,9,2
1444,7,2
2347,7,2
1446,24,3
2480,3,3
1715,12,2
1451,59,2
1454,5,2
2451,10,2
2688,2,3
432,259,3
2356,19,3
1462,16,2
1465,15,3
1469,69,3
1472,6,3
3033,70,3
2064,46,3
1475,175,3
2362,5,3
2065,229,2
1485,105,2
1489,22,2
1730,76,3
1890,36,3
1032,40,5
1035,57,5
3034,15,3
2373,18,3
2916,27,3
1502,110,4
1044,102,3
2541,40,4
1050,55,5
1893,195,5
989,152,3
1511,36,5
1065,28,3
317,102,4
1071,21,5
1745,19,3
1075,23,3
3035,35,5
2135,80,4
1022,27,3
2749,68,4
1525,39,3
1755,76,4
1530,73,4
2563,53,4
6,193,5
1761,66,3
1762,91,5
1763,22,4
113,30,3
2792,22,4
270,27,4
1904,982,5
1768,51,5
1769,132,5
1906,129,3
1556,53,5
10,65,5
1773,54,3
274,101,4
2751,48,5
1563,145,4
1134,441,5
1776,36,3
2710,33,4
1778,42,5
63,69,5
1571,76,5
1782,51,4
1784,25,4
2752,40,3
2590,47,3
1999,14,3
65,466,4
66,64,4
14,27,5
2002,24,4
2004,38,3
2006,46,3
1176,28,3
2068,75,3
1188,14,3
2207,22,5
2409,74,4
203,105,5
2490,43,3
1203,18,4
1212,50,4
1798,27,4
1602,14,5
122,63,4
1803,15,3
1608,202,3
1222,73,3
1224,26,4
2229,40,3
437,61,3
2894,34,3
2019,365,3
1236,50,3
1615,46,4
1617,56,4
2896,48,4
24,294,4
1817,593,5
1247,57,3
1248,34,5
2238,24,4
1821,117,5
2241,63,5
286,606,5
1828,50,4
2718,19,5
1829,49,5
1625,30,5
3036,3,4
2469,6,4
76,78,5
1279,10,5
2421,37,4
1297,614,5
2625,61,5
2492,117,3
2260,71,3
1300,61,3
377,997,3
2425,115,5
1315,34,3
2030,42,3
136,68,5
2426,37,3
2275,33,4
2031,45,5
1654,73,4
2644,9,5
1841,65,4
1843,56,4
138,39,3
1332,19,4
3037,37,5
2507,52,5
31,154,3
1846,284,4
2733,29,3
2034,186,4
1849,78,5
2304,35,3
2040,8,3
2757,44,4
651,23,5
2441,41,3
1411,468,3
1426,62,5
2083,61,3
1870,28,5
2680,68,4
1872,54,4
2479,17,4
2448,26,4
3038,7,5
92,7,4
302,42,5
2758,13,3
1877,23,3
2062,43,3
1878,111,3
1881,59,4
1468,55,5
1882,17,5
2457,21,5
3039,16,5
1488,89,4
960,44,9
1952,146,9
1891,106,7
1039,164,9
1503,79,8
1962,200,8
1739,111,8
452,101,6
1895,195,7
106,140,7
1967,42,9
109,46,7
1079,31,7
388,37,9
1527,53,6
2486,117,5
111,93,7
7,76,9
1766,55,7
1129,563,9
1132,474,9
1908,250,8
1567,413,7
1985,84,5
198,53,6
1991,48,5
1912,68,5
1582,56,7
279,187,7
1921,38,6
2714,31,5
1800,61,8
1609,50,7
1234,187,6
239,684,6
1925,51,8
2024,60,8
134,220,8
2630,79,9
2493,368,9
81,70,5
3040,320,9
139,56,7
2077,258,5
426,335,8
1933,93,8
246,65,7
3041,178,5
2475,40,6
1936,57,8
2508,100,5
1687,72,5
180,765,8
1697,51,7
1700,78,5
1867,87,5
148,39,7
1944,26,7
153,24,5
2481,73,6
93,196,8
306,57,5
51,405,5
2537,54,5
2485,340,5
1046,32,4
1047,38,4
1958,58,7
745,113,7
1736,163,6
1737,62,4
2497,46,6
105,30,6
2549,34,6
107,37,6
1748,81,7
1969,36,4
3042,43,6
58,115,5
1096,11,6
1104,29,7
2388,155,7
1544,352,6
1977,110,7
1545,48,5
8,93,7
1770,61,4
1553,60,6
117,68,6
62,128,5
1984,70,6
196,39,5
1141,61,5
2584,17,5
1572,57,7
1993,49,4
2184,31,4
1998,37,5
393,66,5
1913,298,6
2595,15,4
1915,64,7
1590,38,7
1919,52,5
1187,57,6
1196,58,4
1795,65,4
1605,39,5
1231,423,7
1811,157,7
1812,97,5
1924,144,7
2020,106,7
1815,156,4
1240,68,7
1819,35,4
284,30,7
1622,46,4
1824,73,7
1825,40,5
1252,49,4
1623,76,4
133,93,5
1630,72,5
2419,20,6
1287,4,5
2422,63,5
1298,148,5
2509,112,5
1652,108,5
78,408,5
1331,32,7
2282,128,6
1346,128,5
289,129,6
1355,56,4
3043,26,4
1360,32,7
1672,763,5
34,275,6
1381,38,6
86,92,4
2316,149,4
1419,26,7
1422,48,6
1863,321,5
2446,63,7
1698,63,4
3044,18,5
1865,30,5
1699,34,6
1701,63,4
149,83,7
41,88,5
2051,62,4
2335,20,4
3045,33,7
1712,29,7
2452,244,4
2063,176,6
49,43,5
1726,69,7
2067,95,6
