产品SKU,产品浏览量,产品加入购物车次数
3244,595,36
516,432,25
588,176,24
602,217,29
3442,381,35
2733,176,33
2302,621,28
405,476,25
637,1084,26
627,125,29
331,315,23
846,84,38
3817,344,24
317,453,33
576,305,26
1766,521,27
276,371,27
17,239,29
530,319,36
647,228,20
649,332,29
329,197,29
2087,311,26
2997,231,34
3445,359,37
177,147,34
3182,220,35
3054,132,35
847,512,26
553,97,29
502,144,33
308,149,35
450,105,25
457,86,28
197,277,27
3357,373,23
336,402,33
324,189,26
622,190,30
568,156,18
342,320,18
496,330,23
3048,314,18
518,358,22
213,219,26
407,315,28
801,1006,24
482,115,27
575,665,32
3447,203,30
456,161,28
2709,320,30
1913,245,24
643,172,25
579,349,31
646,116,19
3450,310,31
420,182,18
210,117,21
3264,412,22
245,424,32
569,493,29
2324,551,20
350,159,21
3268,77,25
3530,117,33
352,77,33
333,120,27
631,102,22
3083,298,20
1978,1045,23
321,127,17
833,418,29
434,254,25
236,203,16
120,155,22
865,113,22
1202,152,21
493,397,27
623,185,16
173,225,19
549,187,16
77,157,29
400,149,30
636,362,19
558,316,16
344,152,16
581,673,27
3443,176,27
370,209,18
307,117,26
606,333,18
607,166,21
3035,610,27
610,228,29
476,224,24
193,158,17
2076,120,19
323,265,29
528,197,28
644,455,18
599,160,16
464,179,17
359,281,19
362,100,27
488,208,27
624,192,18
365,142,22
3636,235,26
179,188,20
3159,150,29
652,403,25
1441,158,26
3441,96,20
351,147,16
3267,176,18
184,89,27
3448,124,25
629,117,27
304,44,22
763,707,21
316,166,25
256,47,21
387,144,19
597,744,26
3646,281,25
319,126,14
1905,111,24
357,360,19
3710,269,23
339,215,21
375,261,27
3359,248,22
3743,228,21
738,442,19
379,182,16
471,317,25
1943,180,15
3050,131,15
2095,146,20
3433,173,22
480,540,23
481,947,17
806,455,15
3838,402,49
2747,632,40
3715,576,52
3660,283,39
551,309,50
812,332,44
3712,266,73
509,255,75
775,280,44
3436,307,49
804,1214,62
707,517,40
11,729,71
548,205,70
705,279,39
772,395,47
692,443,39
701,348,45
787,964,62
730,416,67
479,213,63
769,301,73
744,399,46
726,576,67
753,291,42
3107,469,62
2204,755,59
497,582,50
786,745,47
779,452,50
3266,172,66
3785,77,36
394,713,45
3184,482,52
835,319,35
589,228,68
3452,611,62
706,431,60
917,318,51
2006,496,41
486,408,62
830,409,43
773,329,37
714,448,57
506,219,66
723,534,66
590,384,47
525,354,45
1710,527,45
3453,189,64
267,487,53
512,320,43
3051,213,42
815,624,42
729,435,64
38,441,51
552,198,53
498,256,41
571,133,36
3425,461,42
832,317,48
515,309,37
2509,1285,54
742,183,61
3635,190,35
824,1023,34
3180,206,59
3789,703,62
632,96,59
809,449,54
767,241,49
536,197,48
3183,276,52
2374,798,31
554,132,38
737,358,31
468,193,44
3439,255,57
3565,1365,49
3714,340,54
800,169,58
826,239,36
3,491,40
793,1109,37
829,209,47
504,296,33
142,330,38
671,692,42
582,185,53
2537,528,31
758,393,35
494,330,28
523,222,43
1314,397,35
489,1929,49
836,579,28
541,399,55
3371,170,31
594,133,41
538,307,29
59,846,40
732,611,29
2892,1303,38
492,283,52
839,329,45
3364,258,35
613,325,29
614,252,50
3363,336,40
810,262,46
490,509,41
520,648,41
562,645,41
263,333,41
1743,364,30
477,219,33
2525,135,39
521,175,31
2192,261,49
2914,543,41
782,455,48
580,319,36
1850,146,32
822,248,51
535,200,29
823,433,44
3709,262,47
780,240,49
54,503,46
2004,525,27
3640,234,46
3633,1495,43
3260,489,42
805,436,48
356,185,24
2098,204,26
322,748,39
3839,345,41
645,250,26
3263,243,27
3269,178,46
425,284,32
1862,3237,44
3178,244,41
616,103,29
3368,305,43
827,181,25
2958,238,39
766,279,28
330,208,34
244,131,26
650,316,44
508,408,30
519,162,24
858,385,31
617,173,30
3449,235,31
510,167,40
574,432,40
604,351,32
2381,300,31
412,308,27
794,740,34
600,184,41
340,237,40
327,175,39
587,213,34
567,347,42
178,351,35
219,265,36
537,203,35
711,402,42
595,92,40
945,837,121
958,1120,104
1026,531,147
964,618,122
986,570,126
983,1068,93
976,801,182
947,1080,155
677,444,121
2104,643,175
720,460,161
3272,514,101
943,1462,123
715,1140,104
995,736,163
965,665,128
981,871,137
2465,1235,102
949,901,143
688,581,132
666,513,126
963,833,124
1011,576,141
999,1281,141
978,759,104
1018,384,90
682,677,162
3587,996,82
3840,988,149
2100,575,152
994,1047,98
2533,896,120
3370,749,106
1024,786,79
2093,770,110
925,858,146
1013,1391,126
3841,795,101
683,498,145
717,787,94
1010,884,140
2739,496,109
1136,571,141
1588,760,115
505,774,119
946,837,138
1695,1298,113
2079,662,135
670,957,122
684,616,82
791,741,102
771,470,115
3056,499,97
3642,665,126
751,368,129
1002,616,75
708,601,132
1015,478,79
929,1769,120
799,765,110
698,475,101
3060,578,66
2738,531,74
713,854,86
1004,710,107
3718,834,107
3788,438,102
3641,799,86
687,357,89
3042,498,121
690,424,86
3273,622,116
3186,1422,91
3270,470,84
402,745,107
996,616,69
3716,912,78
3531,4561,68
1012,1127,115
676,418,65
1565,1457,78
1028,525,106
2074,1950,92
2749,993,96
722,611,59
686,407,107
1965,573,111
894,445,77
821,1252,66
664,424,96
718,820,102
702,200,62
3713,574,103
3369,397,89
757,462,74
2096,423,55
844,394,94
716,548,61
665,326,82
948,363,70
760,282,67
3842,572,85
689,860,52
679,522,63
733,473,89
961,1206,53
3719,607,90
834,375,74
743,701,52
1027,546,79
796,304,62
638,836,57
500,404,91
503,401,79
513,378,81
754,397,89
667,831,58
759,254,93
681,318,66
820,609,48
798,443,75
659,462,50
3454,649,67
662,501,80
3790,421,47
3052,477,87
777,386,67
818,348,73
998,833,58
728,619,89
3023,441,78
1016,707,77
678,1363,91
724,705,46
1864,1084,83
825,279,84
770,326,77
752,207,63
704,1254,55
1014,1572,60
755,710,79
741,597,45
3176,983,54
3366,343,56
762,436,54
561,206,48
668,548,75
750,416,71
2532,558,50
661,641,65
3639,564,60
1025,1000,53
816,215,59
3786,489,54
522,279,81
784,633,52
2294,626,50
524,1077,64
811,425,57
2385,12915,1779
2410,3851,665
870,1895,423
901,3264,434
850,3318,725
277,2392,496
852,3704,497
853,2070,661
1941,2623,439
863,2441,640
856,5051,562
911,2978,512
2529,1841,403
867,1705,427
3372,1811,292
866,2354,515
868,1848,365
913,2210,414
855,2116,389
874,1918,346
875,2576,368
1160,1464,461
883,2171,441
988,1439,340
1006,1949,374
1949,1185,454
2102,1484,440
877,2573,311
3057,1223,293
854,1410,222
936,1615,414
898,1463,273
888,1993,285
776,1496,277
1252,1857,408
871,1582,301
879,1226,296
905,1881,223
869,1948,340
880,1473,244
3059,1612,302
348,1386,316
864,2112,204
876,2094,189
892,1627,322
663,989,196
887,1798,259
893,1784,276
3188,1684,269
1219,2113,209
934,1662,265
1019,2207,357
861,2004,289
895,983,249
889,928,351
993,2339,306
944,1756,209
884,1502,282
908,1445,198
899,1134,201
903,1326,246
923,1155,326
578,1749,178
931,1347,232
859,1828,295
891,1480,205
438,1910,206
959,1027,280
907,1572,206
897,1249,269
2222,1485,262
881,2486,254
3643,719,270
928,788,183
890,1090,269
886,1518,274
969,939,177
909,1296,157
922,1010,286
285,1588,199
857,2288,224
970,1066,268
2091,1135,274
954,963,287
1513,1076,217
942,1414,201
896,883,274
992,824,164
971,1562,254
1889,1167,177
914,782,173
939,985,260
1017,1157,257
534,1071,150
1022,1302,189
3717,858,196
997,1437,203
937,1433,183
916,860,207
935,568,163
984,1535,172
920,1433,176
941,1678,189
3373,836,255
980,928,206
435,1551,145
279,1691,190
672,1289,236
1020,931,125
951,2315,190
1520,978,218
3720,777,138
973,795,229
3644,938,144
987,1271,230
902,907,133
3477,1253,209
1003,973,231
1301,533,187
927,978,151
977,965,188
955,1289,119
783,803,224
3187,1183,170
747,1216,197
982,1100,116
415,2220,175
1000,1989,158
957,827,115
693,599,210
731,1452,114
660,641,177
709,825,117
930,1580,141
975,707,149
28,1335,152
904,1200,127
912,1281,135
966,887,126
3177,1891,165
940,974,191
674,942,153
933,1144,117
953,810,122
3271,766,195
685,1019,141
3645,525,157
3787,735,111
499,1245,191
919,1320,161
3185,2007,104
2103,700,195
697,880,144
1001,733,192
2923,743,137
1730,31,1
3578,6,1
3843,1,1
1731,15,1
1493,39,1
2699,4,1
1890,16,1
1031,26,1
1032,8,1
2925,41,1
583,58,1
1036,48,1
2109,14,1
2928,5,1
1037,20,1
1038,37,1
1039,3,1
2701,11,1
2110,28,1
1041,56,1
3082,2,1
2112,17,1
3844,1,1
2376,19,1
745,23,1
100,43,1
1735,163,1
1050,10,1
1959,13,1
1960,22,1
2771,7,1
2115,26,1
2118,15,1
1507,7,1
1054,4,1
1509,19,1
2773,16,1
1738,3,1
2746,12,1
2774,6,1
3845,3,1
232,114,1
2775,318,1
2123,8,1
2777,3,1
3278,11,1
3465,14,1
233,180,1
1065,120,1
104,5,1
2129,15,1
878,33,1
2781,2,1
2938,2,1
3087,29,1
2379,28,1
1516,11,1
3256,8,1
3424,19,1
1745,25,1
1746,40,1
3280,14,1
3281,3,1
1073,1,1
2939,21,1
1519,14,1
1968,7,1
1080,6,1
2135,48,1
2555,49,1
1521,14,1
2922,46,1
1970,15,1
2136,26,1
3647,17,1
1752,2,1
2139,14,1
1525,40,1
2386,6,1
2140,14,1
2141,16,1
58,11,1
2144,7,1
1528,25,1
1101,5,1
2559,8,1
1974,9,1
2560,7,1
2561,6,1
2790,9,1
2564,3,1
1106,11,1
1534,6,1
3147,184,1
1108,21,1
3648,6,1
1111,9,1
111,29,1
1114,6,1
3339,29,1
1977,23,1
3592,0,1
1545,14,1
2156,23,1
3846,16,1
3847,1,1
3848,13,1
2750,6,1
3701,8,1
2160,6,1
2945,4,1
3285,11,1
2946,5,1
3287,13,1
2161,71,1
113,54,1
1122,34,1
3540,26,1
1549,55,1
1767,55,1
3541,11,1
1904,595,1
1124,8,1
3849,0,1
3850,8,1
3696,20,1
3651,4,1
2572,115,1
2952,24,1
1557,203,1
2889,24,1
3471,20,1
1558,79,1
1773,34,1
2170,87,1
2890,8,1
2957,7,1
1560,24,1
1561,19,1
1776,19,1
1778,59,1
1779,49,1
3851,1,1
3473,16,1
3580,25,1
3163,194,1
2962,18,1
3545,24,1
1570,27,1
1143,31,1
3174,12,1
2581,7,1
1148,122,1
3852,5,1
2587,8,1
2752,14,1
2467,18,1
1998,30,1
2590,7,1
2185,20,1
1577,13,1
2187,32,1
3853,2,1
66,68,1
3854,9,1
1581,16,1
2712,20,1
1170,13,1
1583,15,1
3389,12,1
1172,5,1
749,2,1
1173,15,1
1174,36,1
2003,15,1
1176,1,1
1589,2,1
2198,18,1
3164,5,1
3391,66,1
1007,52,1
2007,11,1
1185,7,1
2804,1,1
1919,68,1
1187,44,1
1188,36,1
1189,21,1
2913,17,1
3855,4,1
860,11,1
1598,31,1
2209,11,1
1198,32,1
1199,23,1
3114,21,1
2214,7,1
1209,26,1
1601,18,1
123,28,1
2219,52,1
2220,78,1
3856,10,1
2503,23,1
2808,6,1
3299,167,1
3300,7,1
3343,57,1
126,29,1
962,24,1
127,17,1
1223,26,1
1224,18,1
2230,9,1
1228,70,1
1808,12,1
1230,20,1
437,97,1
3551,114,1
1810,16,1
2608,34,1
326,25,1
1235,64,1
3767,10,1
1613,319,1
3245,72,1
1924,86,1
2611,19,1
2234,238,1
1241,115,1
1620,5,1
2825,82,1
24,305,1
1621,34,1
1247,23,1
284,22,1
1822,28,1
1823,5,1
1824,67,1
2240,196,1
2241,27,1
3175,74,1
1623,61,1
3739,88,1
2248,3,1
3024,227,1
1829,23,1
1267,25,1
1830,34,1
1268,11,1
2251,4,1
1627,15,1
2620,1,1
3558,1,1
2978,1,1
3857,1,1
3481,12,1
3248,25,1
1279,9,1
1280,2,1
1635,19,1
2981,5,1
3858,28,1
2419,5,1
2721,36,1
1287,6,1
1637,4,1
1291,22,1
2833,15,1
3518,11,1
2491,17,1
2101,63,1
1643,16,1
1644,31,1
3801,8,1
1302,10,1
3859,6,1
135,21,1
3860,15,1
2900,10,1
3768,4,1
3215,3,1
3861,11,1
3862,16,1
3308,1,1
2269,6,1
3485,47,1
803,4,1
136,73,1
2638,27,1
2839,9,1
3402,16,1
3488,5,1
3608,5,1
1654,50,1
79,15,1
2640,19,1
3311,11,1
2730,24,1
3312,3,1
3631,15,1
3863,36,1
2431,18,1
1326,13,1
2644,21,1
1841,16,1
1328,3,1
2433,7,1
174,36,1
138,57,1
3563,3,1
2844,2,1
1338,3,1
3491,8,1
3864,10,1
3675,4,1
3404,11,1
3807,18,1
3808,15,1
721,5,1
3632,13,1
1349,6,1
3865,15,1
3866,3,1
3867,17,1
3810,15,1
3451,32,1
3677,2,1
3367,176,1
3868,6,1
3043,6,1
3568,6,1
2292,3,1
3869,37,1
3221,1,1
2295,10,1
1362,15,1
2473,40,1
1366,30,1
1848,30,1
626,5,1
3158,8,1
1369,12,1
3320,22,1
3027,13,1
1373,16,1
1374,9,1
3683,41,1
3870,8,1
1671,9,1
2037,45,1
1676,4,1
1383,9,1
3321,1,1
404,209,1
2309,23,1
1392,9,1
2475,22,1
2041,15,1
2042,50,1
3004,4,1
3871,9,1
2440,19,1
2312,5,1
651,15,1
3872,11,1
1686,28,1
2508,30,1
1687,4,1
1407,18,1
2441,10,1
2442,119,1
1412,3,1
1691,38,1
2859,2,1
2323,7,1
1418,8,1
1693,16,1
1421,16,1
1861,89,1
3502,14,1
2445,35,1
2330,28,1
2919,13,1
2674,7,1
1428,166,1
1429,1,1
3351,29,1
3181,30,1
2740,10,1
1696,11,1
3044,10,1
3873,1,1
2677,3,1
1430,35,1
3429,2,1
1867,69,1
1433,24,1
2679,13,1
1435,43,1
1436,13,1
2875,11,1
2339,3,1
2447,7,1
3874,24,1
3875,11,1
3876,1,1
3877,61,1
2920,28,1
1439,60,1
1707,46,1
1708,70,1
1712,19,1
1444,8,1
2878,1,1
2061,12,1
1448,9,1
3692,10,1
3830,6,1
1450,8,1
3780,5,1
3878,5,1
2685,20,1
2686,36,1
2687,33,1
2742,23,1
2692,8,1
3879,27,1
1466,17,1
2910,21,1
3880,7,1
1720,250,1
3881,1,1
1474,112,1
1478,6,1
1948,1,1
3759,3,1
3634,6,1
2457,7,1
3882,5,1
3019,7,1
1726,35,1
2364,4,1
2366,1,1
1727,56,1
3883,22,1
1728,38,1
3423,1,1
960,35,3
814,22,3
1953,45,3
2916,69,3
1734,129,2
1957,57,2
1892,60,2
1737,25,2
2772,9,2
433,46,3
1508,82,2
2547,7,2
1964,185,2
1061,3,3
1063,22,3
105,14,2
2549,64,3
1071,46,2
1744,34,2
108,71,2
1750,13,2
2382,8,2
1083,567,3
1523,38,3
3725,87,2
1972,15,3
2145,80,2
1094,24,2
1095,35,3
1755,42,2
1541,19,3
269,30,2
1542,66,2
1901,30,3
3240,14,3
2566,28,2
3596,5,3
3827,162,2
3650,50,2
1552,265,2
114,112,3
2951,6,3
1555,9,3
1906,47,3
1556,30,3
2168,33,3
1774,45,2
117,28,2
62,123,3
1777,28,3
1910,21,2
2710,85,3
2175,59,2
3205,43,3
2395,6,3
1566,121,3
1568,31,3
1140,29,2
1780,70,2
3637,22,2
2179,44,2
1142,45,2
1990,8,3
2762,43,2
3207,11,3
1145,93,2
2180,14,3
1150,85,2
1153,10,2
1155,21,2
1784,18,3
2184,21,2
3106,38,2
1573,43,2
1161,16,2
1164,16,3
2403,30,3
2404,142,2
3884,33,2
2595,21,3
1915,43,3
2893,13,2
1180,44,3
3210,16,2
882,57,3
1191,12,3
1192,9,3
2760,38,2
1600,42,2
1205,10,2
1206,5,2
3655,70,2
1212,17,3
1799,64,2
1602,14,3
3776,42,2
3885,25,2
3886,11,3
849,2,3
1220,29,3
70,19,2
1806,3,2
2225,8,2
2229,66,2
1231,413,2
1812,126,3
1236,48,3
2020,101,2
1815,108,3
3480,83,2
1239,114,2
1245,41,3
841,8,2
2237,58,3
1622,42,3
1820,43,3
2418,42,2
1251,43,2
3798,28,3
1826,78,2
1259,34,2
2246,15,3
2718,28,3
1625,24,2
3125,7,3
2255,4,2
1286,107,3
1831,11,3
1292,43,2
1638,14,3
1296,16,3
2625,42,2
1930,69,3
2264,51,3
2985,12,2
3742,15,2
2271,9,2
2081,82,2
3769,19,3
3486,35,3
2726,14,3
1656,69,2
3157,210,3
1321,32,2
2071,64,3
3167,31,2
1322,30,2
1840,26,3
2763,6,2
2282,19,2
30,49,2
3316,49,3
3748,44,2
3887,10,2
3888,7,2
440,40,3
3889,10,3
1844,66,2
2033,53,2
469,14,2
3749,22,2
3612,33,2
1933,66,3
1357,69,3
3567,11,3
2657,13,2
1361,42,3
2296,23,3
1365,56,3
1847,68,3
2852,7,3
1665,88,2
2034,48,2
3890,11,3
3751,63,3
1673,14,3
2439,32,2
2306,33,2
1385,17,3
1680,27,2
1390,26,3
1681,17,3
1398,15,3
1683,7,3
3891,19,3
1685,95,3
1855,25,3
248,26,2
1410,28,3
2494,56,2
1416,23,3
1694,208,3
2478,88,3
2671,22,3
89,29,3
2446,13,2
2083,44,3
2331,21,2
2333,7,3
1700,32,3
217,17,2
1434,31,3
1870,45,3
1871,86,3
2053,111,2
1872,28,2
3892,16,2
1443,18,3
43,8,3
2060,17,2
45,14,2
1447,7,3
92,15,3
1877,11,3
3331,17,3
2744,5,3
1472,120,3
159,62,2
1882,13,3
2065,94,3
1485,89,2
1486,108,3
1729,3,3
694,24,3
98,85,5
3190,22,3
1951,88,3
1733,635,3
410,106,5
230,95,4
2541,19,5
2702,27,5
3355,186,3
3255,174,4
1962,55,3
1963,79,5
451,225,5
2779,183,3
1741,68,4
3435,197,5
106,97,3
1967,73,5
109,34,4
2787,30,4
1754,50,3
1112,568,4
3538,134,5
1761,41,5
1762,78,3
3893,5,3
2888,1,5
1126,126,4
166,314,5
1982,76,4
272,436,4
274,66,4
63,72,3
1569,16,3
198,118,5
1989,27,4
2800,252,4
1997,50,3
1785,147,3
393,110,5
2188,21,5
13,107,3
3894,24,4
1582,46,4
2002,16,3
2407,5,5
873,19,4
2408,23,3
1590,72,4
2200,56,4
3295,9,3
906,91,4
2409,28,4
2489,16,4
1196,39,3
1599,44,4
2490,56,3
2211,8,4
282,45,3
124,187,5
3895,16,4
3393,17,3
1218,91,3
205,17,5
71,147,4
2413,60,5
170,44,3
1811,112,3
3552,12,3
130,350,5
3121,39,3
2236,11,5
601,37,4
2612,253,5
74,473,3
2238,46,3
556,123,4
3246,48,4
286,41,3
1256,60,4
25,126,5
1263,27,3
3305,63,4
1278,30,5
3046,40,3
1294,17,4
1297,282,3
2505,160,3
3401,24,5
1313,32,3
3520,125,3
2277,14,3
2280,34,4
3521,73,5
80,62,5
1838,14,3
1932,32,4
1331,54,5
3314,23,4
2524,53,3
2994,36,4
2902,90,5
2903,220,3
2517,102,4
3496,27,4
3770,85,3
83,31,3
2290,32,3
1356,33,5
84,163,4
290,238,5
3678,136,5
1934,58,3
1849,38,3
1670,40,3
2304,12,5
1378,78,3
1677,49,3
1678,75,5
2905,36,3
347,87,5
3224,72,5
2039,74,5
1401,44,5
1405,41,4
1938,77,5
406,144,4
1417,19,3
3227,32,4
788,45,3
1698,112,5
90,95,3
408,64,5
1711,36,5
2057,29,4
2058,30,5
3757,5,4
3825,32,3
3624,158,3
445,925,3
618,249,3
227,145,3
1885,106,5
2066,65,5
50,36,4
1488,79,4
189,87,9
266,83,5
633,274,5
586,66,6
162,222,5
453,104,9
1079,47,7
389,96,5
454,189,6
1973,66,6
2389,171,6
2154,316,5
271,33,7
60,85,7
1907,27,8
2796,595,5
1908,135,9
61,100,9
168,206,6
1911,73,6
1912,92,5
1787,43,5
1158,36,7
900,122,9
65,362,6
2516,94,7
3444,90,7
3476,26,9
1916,104,8
1182,155,7
1201,215,8
122,77,9
1801,122,8
3581,28,6
3549,51,9
1612,49,8
2019,280,7
1925,76,9
1817,477,9
1255,159,7
1285,38,6
2029,47,9
2425,92,7
3802,49,7
311,174,8
243,64,8
2434,474,9
3747,213,8
2506,106,7
2507,44,8
1662,145,6
2077,170,8
32,43,9
1666,35,5
34,324,9
1377,30,7
872,98,8
293,80,5
1852,82,8
35,46,7
1411,453,9
3896,81,9
298,299,7
1699,34,7
473,153,8
148,90,5
3170,88,8
41,56,6
3897,65,8
1944,41,8
1946,90,7
1875,38,8
155,24,9
2520,29,5
2522,39,8
3438,26,7
2063,84,7
226,95,6
305,39,9
1886,68,9
3586,23,7
1490,288,5
1494,40,5
1952,279,4
1955,73,5
3793,41,6
1732,35,4
1958,45,4
2119,78,4
1893,199,6
3795,22,6
449,62,6
2462,344,5
2776,337,4
2550,53,4
1897,61,7
163,36,4
2748,42,4
3199,49,6
3898,8,5
734,62,5
1527,32,4
1532,47,7
611,120,5
1976,19,6
1902,87,5
1768,312,7
3828,18,6
2921,43,6
3702,21,5
1129,364,4
555,161,7
3731,32,7
2398,27,7
1023,28,6
1986,59,4
1991,44,4
2582,41,4
3243,59,6
3387,72,5
2080,127,6
2965,15,4
1157,14,7
952,31,4
119,223,6
14,29,5
3899,44,5
1595,128,5
3766,53,7
203,38,4
1921,74,4
1208,433,6
1210,42,6
121,31,5
1213,61,5
3432,106,5
2018,47,4
129,60,7
1234,152,4
2814,199,5
2021,72,7
2896,32,6
1249,344,4
2915,42,6
1821,66,5
1828,34,7
133,73,6
1270,57,6
3346,90,6
3559,25,5
2027,47,5
1295,28,5
1298,76,6
2986,7,5
2279,67,7
1839,18,5
2990,98,7
209,156,6
441,120,4
2300,39,4
1370,44,7
1675,107,7
1851,42,5
292,127,4
345,105,7
296,11,6
1857,52,6
249,303,7
313,53,6
1940,138,7
1426,88,5
1863,228,6
3774,59,5
1866,113,6
1701,77,7
1702,96,6
2050,36,7
2052,24,7
2876,31,5
254,31,5
2682,47,6
3446,115,5
3415,16,6
255,29,6
1446,15,5
3353,6,4
2511,30,4
46,19,7
1449,21,5
3693,11,6
224,27,7
