产品SKU,产品浏览量,产品加入购物车次数
519,139,23
299,161,20
3897,155,16
3433,87,22
3817,72,29
806,213,23
632,35,18
3455,149,26
355,245,19
514,198,25
2084,192,17
754,186,18
457,108,27
2794,423,24
391,164,27
833,257,27
1913,266,16
621,310,29
528,165,25
764,262,28
418,140,17
533,175,24
3861,286,26
3934,350,16
2518,93,15
2523,138,22
3901,215,21
2324,346,23
38,549,29
1862,2297,24
652,405,17
181,199,20
3900,256,25
2095,147,18
444,94,27
385,40,17
3449,93,27
2764,221,20
3995,217,16
1154,209,20
643,105,16
579,282,24
173,206,15
647,315,26
549,161,18
397,136,20
3519,132,16
3932,135,17
3179,242,15
2510,59,21
3833,128,27
3804,180,14
3635,136,22
3636,230,18
312,252,25
810,165,16
2036,278,26
296,131,24
1686,193,22
1946,135,18
3180,255,15
221,59,16
185,122,20
409,84,20
304,41,14
562,454,14
759,308,49
798,550,49
506,188,43
3436,263,61
3,706,63
54,1240,50
686,475,65
476,289,52
3905,334,63
589,278,49
3023,217,56
741,464,40
3639,536,61
490,434,68
702,185,44
3266,241,61
846,135,39
504,374,53
933,312,69
2204,494,43
3177,777,54
1314,537,55
723,431,61
762,344,51
3368,300,53
820,305,54
3490,667,65
724,428,62
3712,299,36
707,351,56
1590,451,48
3244,982,61
2015,202,66
772,228,67
365,205,63
698,443,68
1710,365,41
796,275,57
752,251,47
3052,681,62
3453,237,58
769,153,60
705,242,52
3834,1072,46
834,287,55
3565,2021,36
3227,559,64
3714,275,59
561,208,57
483,324,36
2892,1015,54
498,301,37
3902,291,43
786,439,37
479,161,53
829,340,51
11,573,44
494,433,51
3836,163,43
508,492,31
219,159,44
316,109,45
753,145,33
1978,1748,43
3051,227,57
522,285,41
3477,224,40
836,440,30
3903,368,49
551,367,39
518,361,32
638,365,33
627,98,47
655,169,56
594,147,37
706,223,33
793,1397,30
554,159,41
775,279,33
3931,680,54
497,319,28
671,509,41
3268,210,33
536,106,53
582,170,53
3634,452,37
503,202,46
513,244,43
794,297,43
3970,422,40
733,263,31
613,335,39
3366,194,41
732,328,35
492,208,50
530,226,27
540,411,37
2302,747,28
661,295,35
520,412,29
552,283,27
553,128,38
780,251,28
1967,185,45
770,426,37
564,163,41
515,190,38
784,423,26
787,502,29
678,603,38
3837,187,28
3709,166,44
3365,407,41
3971,145,26
509,201,41
595,98,28
2192,314,26
614,211,25
3698,269,40
910,410,46
805,292,46
3183,155,47
544,265,43
1110,334,40
521,249,31
3357,309,23
3839,262,23
3859,1498,23
766,191,26
342,290,42
3996,250,37
3363,227,26
721,303,23
177,125,38
2294,230,23
535,216,42
1025,837,43
1943,290,29
616,146,37
3267,168,27
537,246,28
474,141,42
747,732,139
934,1058,137
959,879,91
3788,829,95
1018,624,150
927,792,94
1020,995,103
986,436,113
998,429,173
3997,592,123
2465,1079,94
1024,778,97
3645,700,96
673,366,162
3273,603,127
957,610,129
1301,712,154
776,662,99
848,609,98
904,1059,125
783,777,133
2739,455,133
3713,978,83
3369,391,120
1027,651,156
993,921,121
3452,1251,133
505,568,111
1011,325,98
720,509,86
3370,1055,134
666,545,91
499,1116,137
3042,1235,79
285,1473,100
987,953,112
687,464,111
665,399,75
978,471,74
797,530,131
940,878,120
3186,1586,129
1513,1098,137
1000,886,88
693,575,109
984,732,103
946,498,132
751,433,133
2528,538,78
2100,404,137
958,595,88
715,792,120
2049,531,70
682,590,112
1013,658,110
3838,922,75
2006,1339,104
973,411,116
966,332,97
684,577,108
548,424,108
722,651,73
1015,509,96
3660,594,79
995,587,125
1012,1187,125
771,525,85
3716,877,68
999,813,115
943,776,86
480,791,69
3718,911,108
3998,633,64
2079,514,75
1004,775,83
2093,665,67
3975,508,65
683,389,117
664,275,71
677,506,65
688,556,68
844,494,71
1001,556,62
719,524,62
713,521,77
757,655,95
708,367,95
3790,481,94
3060,408,85
818,288,96
949,340,61
3640,498,74
1016,766,100
681,356,68
690,494,72
676,441,90
2028,587,96
716,664,90
779,506,66
1565,983,74
791,750,65
3270,383,92
3641,678,82
1010,904,97
662,470,67
718,478,54
1136,241,93
1002,385,56
667,542,82
1028,387,74
3974,775,87
812,301,54
816,301,79
3904,571,53
3719,769,71
821,1204,68
717,696,66
689,665,48
500,429,61
704,763,70
755,634,51
830,342,72
2999,567,67
1695,560,57
730,417,65
670,537,78
714,463,81
3789,425,46
3056,488,61
3715,651,55
3184,367,63
701,523,54
3976,184,69
590,435,82
726,570,58
1965,497,55
679,627,59
990,554,56
815,473,72
1864,553,84
825,295,58
948,288,70
750,282,48
800,147,59
3295,850,78
3185,623,55
799,459,80
826,246,52
763,642,50
2385,10340,1396
849,6773,963
868,4225,595
3787,3779,822
870,3179,721
852,3184,393
2410,3508,565
1019,3115,694
850,2244,716
901,2232,624
911,2209,579
3057,2769,361
1941,1957,559
277,2469,521
913,2053,395
853,2140,418
863,1739,495
856,2351,376
855,3168,500
1160,1323,481
2102,1855,320
3372,1653,354
3977,1597,466
875,1864,357
879,1631,399
872,2344,319
877,1824,370
867,1344,241
866,1907,410
3643,1227,326
3978,1636,345
511,1566,321
883,1355,309
859,1242,322
1252,1599,366
2101,1936,357
887,1513,380
348,1068,198
1949,1047,321
871,1757,307
876,2158,302
888,1286,315
3840,1878,322
1219,1167,284
889,1036,301
874,1344,217
865,1932,190
919,994,316
1017,1384,270
884,1519,234
936,1524,218
869,1420,167
954,942,225
907,1445,317
895,852,245
886,1362,276
891,1872,200
969,804,258
3188,1860,227
892,1366,207
881,1358,291
864,1409,187
894,1386,198
926,1588,178
908,1391,257
2222,1330,157
3373,1407,299
1014,1625,241
660,963,273
896,686,238
931,1035,219
893,2089,181
1006,1648,169
438,1078,239
3644,1186,261
2529,1660,201
897,1293,172
905,1857,182
909,1220,209
1003,759,239
916,1028,265
923,1145,154
941,1209,210
890,751,175
3841,1754,143
977,961,164
2091,1043,177
903,1478,157
3842,1282,150
899,1320,224
1022,1421,215
971,1253,160
663,1321,137
674,594,208
944,926,185
920,1143,190
928,850,218
880,542,236
2010,834,246
3908,2307,237
988,1558,232
279,1264,191
997,710,202
2738,823,119
980,649,235
964,594,148
953,855,216
3187,889,172
992,1023,220
3271,674,162
2104,759,226
937,1207,229
2103,717,167
525,1254,203
3189,756,197
970,1455,171
1889,744,173
902,628,151
912,785,112
922,757,170
942,987,143
3720,1245,163
914,954,168
669,928,145
950,1419,142
1520,1138,137
2923,589,126
967,768,203
951,1619,106
955,897,188
983,746,160
672,1214,162
963,1342,172
982,1007,132
981,641,153
3952,720,189
994,1247,119
861,929,123
965,588,188
976,686,135
975,745,166
709,844,143
3907,728,114
930,984,176
1026,785,109
697,1135,133
996,1139,167
947,1041,100
435,572,100
939,879,180
935,524,143
685,1002,116
3960,26,2
2788,5,3
56,108,2
2759,35,2
3647,13,2
3999,8,2
1523,29,2
1085,20,2
1527,41,3
1754,16,2
1092,28,2
2387,13,2
2148,3,3
3980,54,2
4000,23,2
1761,40,2
1114,4,3
1901,30,3
2155,10,3
3953,43,3
1902,73,2
1119,15,3
3468,12,3
2947,18,2
113,8,2
1547,24,2
3650,72,2
1903,26,3
3850,34,3
2921,12,3
1126,48,3
1771,34,3
924,12,3
1555,19,2
1906,39,3
2487,10,2
166,221,2
2168,23,2
272,341,2
1133,18,2
274,100,3
1563,102,3
1910,6,3
1778,32,3
2958,285,2
2398,7,2
3580,29,2
3822,8,3
1140,48,2
198,54,3
2582,20,3
2181,24,2
2080,64,3
1995,65,3
3105,3,2
2801,9,3
2589,19,3
2752,17,2
2467,51,2
3918,57,3
1579,26,3
1174,41,2
2193,25,2
3951,10,3
1915,83,3
1791,29,3
1007,32,3
1185,9,2
3478,15,2
1197,23,3
1199,21,3
2754,11,2
2214,13,3
1209,24,3
2215,23,2
1212,18,3
1602,73,2
2216,13,3
122,58,2
3885,19,3
3581,14,2
3823,13,3
1223,40,3
3550,5,3
1808,17,2
2017,26,2
1234,34,2
1614,5,2
2814,321,2
1236,53,2
130,171,2
1924,97,3
2020,31,3
2818,70,3
623,104,3
2021,48,2
2821,10,3
1925,52,2
1239,186,3
1241,52,2
3661,133,2
841,80,2
1246,55,3
1247,28,3
1819,18,2
284,21,2
1249,283,2
1825,277,3
3175,29,3
556,54,2
3246,72,2
1253,8,2
286,27,3
1828,42,2
1830,46,3
133,43,2
1270,32,3
2899,4,3
2253,7,2
3125,3,2
3248,56,2
3450,83,3
4001,4,3
3517,10,2
1831,19,2
1638,25,2
1295,11,2
2491,19,3
2492,30,2
1644,35,3
3059,3,3
2262,7,3
1306,136,2
4002,44,2
3582,29,3
363,17,3
4003,15,2
3486,75,2
3167,19,2
2278,13,2
2280,62,2
2841,6,2
3631,3,3
137,53,2
2282,17,3
3697,36,3
3778,13,3
3809,25,2
3140,2,3
3251,4,2
4004,50,3
2653,57,3
1355,24,3
426,57,3
3936,18,3
2292,17,3
3983,24,2
3318,41,3
1363,27,3
1847,24,2
3319,33,2
3320,31,3
1667,4,3
2300,44,3
1370,39,2
2301,5,2
1373,18,2
1849,89,3
1670,35,3
1671,25,3
560,123,2
1377,37,2
1378,47,3
2038,75,2
2074,48,2
2306,19,2
404,20,2
2041,19,3
1683,16,2
3891,20,2
2508,39,2
1403,62,3
3225,1,2
3323,7,2
406,53,2
1414,13,3
1415,22,3
2494,25,3
3813,45,3
1693,27,3
1694,136,2
1861,41,2
2445,22,2
89,43,2
3774,49,3
788,17,2
3181,35,2
1699,24,3
1867,74,3
2864,14,2
1435,41,2
1871,47,2
4005,7,3
1872,31,2
4006,11,3
1442,15,3
1711,35,2
1947,31,3
223,26,2
3692,8,2
4007,9,3
801,474,2
1466,13,2
159,104,2
2063,97,2
226,44,2
3881,1,3
1475,154,2
95,36,2
2065,105,2
1726,49,3
1727,85,2
694,16,3
1731,22,2
1490,134,2
1950,24,2
1890,13,2
1033,13,2
3533,14,3
1952,211,3
260,98,2
1038,76,3
1955,67,3
3456,19,3
1734,80,3
2461,33,3
917,35,2
1957,69,3
731,52,3
2541,25,2
353,74,2
3355,96,2
3194,151,2
2745,13,3
4008,3,2
1893,75,3
3255,220,2
1509,12,3
1738,4,3
1739,97,2
4009,79,2
2462,424,2
3278,24,2
2779,101,2
1511,43,3
266,65,3
55,79,3
2780,15,3
1966,42,2
1516,26,3
3424,19,3
1746,67,2
3035,75,3
108,64,3
1897,71,3
608,44,2
3911,19,2
2298,106,4
1851,41,7
213,119,7
292,102,4
1678,54,6
345,143,6
1852,33,6
347,33,5
1394,17,5
1681,26,7
1685,79,5
37,126,4
405,516,6
366,79,6
1858,105,7
1939,420,4
3896,141,6
570,87,7
1426,123,5
1870,21,7
3892,40,7
151,64,6
349,122,4
254,27,4
2057,30,4
1444,8,7
1447,17,5
1449,46,5
618,93,7
1472,118,4
158,33,5
227,97,6
657,55,4
1488,49,5
2698,7,3
1953,87,3
1044,98,4
1055,157,3
2497,21,5
2549,139,5
2379,32,5
1750,24,5
163,56,5
1081,13,4
1082,32,5
1522,112,5
3146,21,5
734,38,4
1088,4,5
2790,18,5
111,21,5
598,105,5
269,42,5
1115,35,4
2567,9,4
2792,74,5
3827,207,5
3828,41,4
3696,11,5
1557,186,4
555,57,3
2076,88,3
1982,55,5
2795,189,5
1773,29,5
62,68,5
1775,108,4
168,158,5
335,120,3
1143,28,4
2799,16,4
1911,60,3
1782,44,4
3243,24,4
3387,77,4
1993,33,3
1787,38,5
1158,15,3
1788,46,5
2402,11,4
2403,51,4
3514,62,5
3884,46,5
1919,73,5
1187,27,5
945,41,5
2082,38,3
281,42,4
282,71,5
1801,107,3
3895,19,3
3150,39,3
3393,17,3
3886,15,4
972,47,3
4010,15,3
3299,110,3
2413,42,5
419,44,5
2826,12,4
74,244,5
1621,22,4
1822,28,3
2241,9,5
1258,21,4
1623,25,3
1263,18,5
3213,75,5
3800,20,5
3858,12,4
1285,57,3
557,77,3
2421,36,4
2027,75,5
2833,9,4
1639,9,5
1297,438,4
1298,60,4
2423,90,4
3930,65,3
3485,28,5
3933,31,3
2427,253,3
1838,17,4
1932,30,5
2069,45,3
1841,18,4
3864,7,3
211,90,3
2286,38,5
1933,49,4
1357,50,3
3567,8,5
3750,32,3
2034,74,3
3771,17,5
3029,23,3
1675,81,5
35,64,4
295,54,3
651,33,5
2048,253,3
3065,10,5
88,50,4
1411,221,5
3169,19,4
3704,7,5
442,145,5
756,91,5
1420,35,3
4011,12,5
1697,55,5
1698,69,5
1701,85,5
149,111,5
2050,75,4
1437,27,4
1875,49,4
155,15,5
156,19,3
3946,91,3
1877,23,5
4012,40,5
2685,14,3
2496,16,3
847,393,4
1886,25,3
1728,29,4
3793,21,8
619,73,8
1733,189,5
1735,175,5
101,159,5
102,35,9
263,210,7
1066,233,8
1079,29,5
611,98,7
1762,73,5
2706,54,5
3239,73,9
112,111,9
309,109,9
8,64,7
3821,82,5
1552,194,9
1127,165,6
1984,57,7
1141,79,8
197,110,5
1150,117,9
2182,57,5
1155,38,9
393,66,6
65,161,5
2406,120,7
3390,79,5
1182,278,6
1595,119,5
1920,124,6
3955,28,7
3991,45,8
2515,70,9
72,90,5
2894,47,5
170,62,7
2825,143,9
1817,943,5
1244,52,8
1826,43,6
3166,240,6
1626,42,7
807,38,6
3516,188,6
399,114,6
2029,48,8
1839,26,5
1331,40,6
3973,87,7
3888,156,9
2731,245,6
2033,87,5
2077,102,7
603,128,8
3964,314,7
293,69,7
2905,33,5
428,142,9
1398,16,8
3159,47,6
216,40,8
1863,433,9
2332,34,8
1700,29,7
1703,271,9
1433,18,6
3170,101,6
3410,67,8
1944,41,7
2090,78,6
2479,40,7
2682,49,9
186,18,5
255,22,9
3434,23,9
46,11,5
1876,14,8
3757,23,9
1450,19,9
3818,42,7
386,153,8
656,238,6
50,34,9
96,33,6
1888,89,5
960,56,5
1035,33,5
1732,34,5
448,122,6
2916,52,7
1041,44,6
2118,15,5
3535,215,4
1894,36,7
989,44,7
2775,312,6
3259,90,5
1741,75,7
1525,40,5
58,72,7
2145,149,7
1095,38,6
2486,28,4
1098,245,7
319,67,5
1973,120,5
3538,48,4
3240,24,6
857,115,7
3969,69,7
1768,45,6
3786,56,4
271,52,6
10,33,4
2796,42,5
275,413,4
2590,30,6
900,59,5
14,12,7
2512,99,5
3920,42,6
873,49,4
898,26,4
3547,86,5
838,121,7
1596,32,6
1196,29,7
1201,112,6
1794,42,5
1922,62,7
4013,25,7
1799,92,5
2012,236,6
3968,39,7
2018,42,4
1811,49,4
1613,191,7
375,150,4
132,52,7
2234,290,5
24,207,7
2237,69,4
465,89,6
2977,136,6
1827,98,5
327,96,6
2026,28,7
2422,113,7
1641,56,5
2260,97,6
808,39,6
3862,61,6
2272,255,7
3802,88,5
3743,58,7
3863,22,4
30,65,6
2506,93,4
210,73,7
1663,81,4
1846,234,4
3253,74,6
4014,30,5
1665,78,5
