产品SKU,订单产品数量,订单产品收入
1943,10,125
3790,4,118
1001,9,110
1013,10,256
717,23,458
981,8,247
958,12,306
986,11,260
2006,25,537
751,17,130
3369,25,587
3718,4,137
1002,6,137
821,24,591
666,34,440
3904,5,73
3060,4,116
919,9,334
966,8,242
3660,20,789
715,5,103
683,6,152
999,17,391
2079,4,100
1565,49,1182
505,1,28
3270,14,275
670,6,244
912,10,391
2028,5,161
3052,6,250
677,21,474
1136,15,501
946,1,57
1015,21,486
2049,6,212
844,8,193
662,15,404
949,20,326
687,11,264
688,8,180
3713,16,348
2093,6,270
1016,15,313
681,1,26
1012,8,350
978,5,245
3227,16,260
943,9,153
713,13,342
750,7,190
791,31,497
995,21,487
1513,7,318
945,7,140
957,5,69
3640,7,168
3905,7,105
698,10,230
548,8,199
500,16,411
522,7,154
799,4,227
816,1,15
3859,0,0
3056,10,183
722,5,122
3185,2,58
963,6,194
679,4,87
690,9,280
589,7,43
800,17,486
716,5,196
1010,11,312
1864,8,180
3715,6,296
961,14,411
714,3,120
3836,9,222
732,5,82
757,10,236
815,1,20
771,23,515
689,8,181
3838,6,180
760,10,297
3903,4,124
676,15,307
948,4,105
708,8,377
1004,5,218
784,81,1483
779,10,212
3042,47,2288
664,7,308
730,16,445
829,4,148
990,12,554
3698,2,83
3639,3,161
684,11,351
3184,7,100
3436,3,60
812,5,130
706,8,366
3023,3,65
741,2,63
1000,3,81
702,20,422
882,5,269
796,10,287
787,11,252
3453,15,208
769,0,0
667,12,245
755,15,373
759,5,179
797,14,243
506,4,142
671,12,339
762,6,134
2876,22,351
825,15,452
1978,7,162
753,9,153
818,8,212
540,3,89
3641,2,63
3178,3,93
707,4,117
726,5,143
686,7,184
724,7,195
3180,3,109
3709,8,175
704,17,240
3975,1,29
1181,3,126
804,6,197
590,3,35
718,14,337
3902,9,310
479,6,235
733,2,73
3976,5,129
721,10,281
3565,3,178
551,3,120
743,7,134
3365,11,175
2385,166,5759
849,106,3555
868,37,1091
852,83,1795
2410,76,1619
870,55,1691
911,52,1993
901,48,1991
850,61,1051
3057,41,985
1941,70,1593
277,54,993
913,26,694
853,41,1276
855,35,1208
856,45,1026
863,26,955
875,19,1031
1019,45,619
1160,36,1132
348,59,1335
879,31,681
877,39,1019
867,32,740
3372,31,701
866,72,1233
2102,45,1016
936,28,461
2101,41,1096
1949,36,989
1252,26,1349
3643,37,1293
859,15,373
871,23,663
872,21,788
3840,22,475
883,25,764
3977,10,522
887,21,664
888,45,1102
869,21,594
1006,13,347
899,12,611
931,14,444
891,78,1272
864,45,1469
886,36,901
1219,27,721
893,17,660
969,36,819
3787,44,1021
876,29,758
903,18,331
889,17,381
890,31,558
894,19,396
874,27,603
1889,23,491
2222,28,548
3188,32,512
3644,18,464
2529,21,663
897,13,484
3373,19,676
895,19,767
916,19,695
941,18,670
923,18,440
908,14,442
660,7,160
934,19,480
884,27,790
2010,29,524
892,22,561
1022,15,532
909,19,374
905,42,586
511,26,500
928,16,514
954,17,534
3720,12,224
997,18,534
3842,14,597
907,19,638
865,17,832
2091,11,294
3189,43,1032
896,19,287
1014,15,247
1017,15,443
2738,14,336
935,14,512
669,17,579
881,18,367
438,25,706
951,25,665
3841,25,438
902,11,408
944,17,377
861,26,943
942,22,685
914,8,236
976,38,997
693,28,933
880,17,590
674,13,270
525,16,340
977,10,213
776,18,589
1003,8,202
3978,13,279
3273,20,444
988,12,222
920,25,408
953,12,450
663,22,593
937,6,211
3187,43,1015
3271,10,228
2103,29,686
947,20,509
747,7,156
904,19,573
992,20,279
1020,20,690
2739,12,376
1520,10,343
984,21,428
933,15,507
3717,33,521
3177,43,663
1024,12,341
499,1,49
1026,9,142
994,10,336
2923,18,382
939,23,698
3908,3,112
3719,5,89
709,13,203
3907,11,295
971,18,468
3645,10,323
983,15,459
435,7,254
279,23,444
3452,19,401
673,10,184
965,9,400
2465,23,510
3186,17,631
975,21,343
685,23,500
3716,28,895
2104,13,519
922,12,295
3952,7,228
1018,16,530
697,6,327
927,14,537
682,8,198
1027,5,144
672,5,268
970,12,265
930,19,466
665,17,190
3586,0,0
3578,3,117
1492,0,0
1494,2,59
1890,9,193
3190,0,0
2929,0,0
1955,12,402
1733,0,0
1502,1,35
2110,1,54
1735,1,25
3355,0,0
2933,3,93
1507,1,51
1509,4,208
2773,1,47
1964,1,36
1063,6,188
2550,0,0
1741,0,0
1021,1,38
3256,5,93
2940,0,0
1078,5,142
1898,5,74
1080,9,234
3960,8,216
2759,1,39
3950,1,35
1523,11,281
1754,3,68
1091,1,39
2486,5,108
2387,1,44
3979,0,0
1756,6,173
3980,8,275
3538,0,0
1762,3,173
269,1,45
3239,0,0
112,3,81
1901,7,140
3981,3,64
1902,0,0
3846,3,130
2161,1,55
3384,3,86
113,1,22
2888,3,64
1548,2,55
3650,9,293
1551,1,38
1557,0,0
2890,0,0
1775,0,0
1778,5,95
1779,0,0
2396,3,96
1566,0,0
3473,8,233
1142,3,96
1143,10,406
3942,3,109
3174,2,56
3207,0,0
2800,0,0
3243,1,46
3387,19,422
1151,0,0
2964,3,89
1995,6,313
3105,1,26
2801,1,41
1997,7,106
2184,3,70
2965,4,106
2590,3,73
2185,0,0
2188,3,120
12,8,223
1008,0,0
415,2,102
2003,0,0
898,0,0
1007,0,0
3766,3,105
281,16,258
203,8,211
2212,1,41
1795,7,150
2515,2,94
1210,1,30
1801,11,305
123,1,30
3885,4,140
3886,7,303
338,36,660
3299,8,202
1608,0,0
1220,18,510
3823,5,213
1223,7,118
1808,16,563
2017,1,62
2018,23,400
2894,15,251
1810,7,161
1613,1,42
419,0,0
1924,10,268
1815,1,27
3480,0,0
765,0,0
2825,0,0
3925,9,186
1245,3,139
2237,21,240
2613,0,0
1247,2,62
1822,1,37
3555,0,0
2418,8,266
1255,1,28
2243,5,181
1257,1,33
1258,0,0
3739,0,0
1830,1,34
1270,4,74
76,0,0
1629,4,163
3248,7,166
1631,4,150
1278,3,78
1633,1,35
2421,1,42
2260,12,468
3801,5,154
3483,12,218
2984,2,117
2425,0,0
692,1,49
2278,4,149
2279,2,85
3131,7,137
3218,1,25
2471,0,0
2431,3,54
137,0,0
2763,1,29
2282,1,40
3132,1,31
3697,0,0
3220,0,0
3632,0,0
1355,1,33
426,5,167
1357,0,0
3982,0,0
3529,7,214
1360,12,238
3983,1,36
3253,2,102
1366,18,686
2035,2,52
1370,7,157
1373,6,161
3683,5,177
3890,2,111
3751,1,49
3964,0,0
34,0,0
3029,6,206
1674,1,39
1675,25,437
2306,2,70
1677,7,202
1383,3,88
1678,13,338
1680,13,253
2905,11,219
35,5,143
1681,9,340
3063,0,0
295,19,467
2046,5,80
3871,0,0
1402,0,0
3872,1,35
1414,1,42
1419,1,31
2670,1,45
313,2,86
1861,13,381
1426,0,0
2672,5,176
2083,10,313
2331,9,203
2332,0,0
1865,14,372
1699,6,120
3410,3,42
1872,0,0
1708,0,0
1709,0,0
3045,1,40
2058,0,0
1875,1,9
1712,0,0
3353,2,18
1877,0,0
1882,0,0
3018,2,41
2065,0,0
1885,0,0
3784,0,0
1486,3,46
1888,12,400
1490,0,0
1496,5,147
1951,0,0
1035,9,334
260,1,44
2374,8,156
1005,18,342
1040,7,113
1041,1,53
2461,0,0
1958,10,360
190,0,0
1736,0,0
353,0,0
4,0,0
1893,0,0
483,3,117
55,1,33
3435,0,0
3579,3,87
108,0,0
1896,14,519
163,9,277
1969,5,74
1081,4,104
3984,1,41
3646,3,113
3782,10,210
3725,0,0
58,19,522
1527,14,310
1092,7,250
1094,7,165
1095,9,194
1974,3,106
611,6,266
1761,14,426
1540,6,123
3240,0,0
1767,0,0
3850,8,366
271,0,0
1981,4,124
2168,9,196
2499,0,0
272,0,0
1558,1,31
1773,0,0
1774,1,32
2575,8,211
275,0,0
2958,0,0
169,0,0
1140,13,298
1570,1,44
1993,5,118
1155,15,289
14,5,177
1582,3,87
1915,4,130
1198,4,149
1794,4,112
1922,9,293
1601,12,473
122,20,818
68,9,280
3297,1,28
2220,1,41
3776,10,506
3393,3,96
2503,21,331
3549,2,46
3967,2,69
1804,1,42
3985,0,0
437,7,189
1231,0,0
1234,0,0
1615,16,658
1925,0,0
132,11,302
3121,12,211
74,1,32
1621,20,301
1249,0,0
1622,11,512
1820,9,285
1828,10,289
1829,1,42
3154,0,0
327,0,0
2026,9,397
3516,0,0
1285,16,482
3559,2,71
2259,8,259
2505,2,61
2625,4,69
2492,1,48
3986,4,138
3485,9,204
363,0,0
809,0,0
136,0,0
1836,0,0
1654,0,0
1321,4,136
3349,11,153
742,0,0
1838,0,0
1839,0,0
1840,1,41
1932,0,0
3987,2,62
2903,0,0
2517,0,0
1844,0,0
211,1,52
3749,2,118
3567,1,42
2473,1,57
291,1,32
1368,8,234
1849,15,299
1382,0,0
1852,23,448
347,26,580
3988,4,81
2041,3,144
2047,11,193
1856,1,36
88,5,114
442,0,0
1939,0,0
2322,12,242
1417,1,34
756,18,383
3813,5,191
1940,18,470
570,11,212
2478,1,34
2330,3,118
1428,5,114
1696,5,134
1431,0,0
1434,0,0
1435,0,0
3877,1,18
1944,1,23
2343,0,0
1439,1,28
1711,1,33
43,1,11
155,3,15
45,0,0
1876,0,0
3693,1,9
801,1,35
2693,3,46
2457,2,76
2066,1,25
258,1,28
1036,6,251
1952,0,0
2537,16,291
1044,2,74
1055,0,0
1894,9,235
3278,24,390
1748,0,0
1897,11,461
1522,6,167
389,0,0
1112,1,27
2706,2,80
1549,6,260
1904,1,38
3702,6,324
3786,2,99
1129,3,89
2796,1,44
1984,41,1299
335,16,363
63,3,122
1567,1,55
1782,8,159
3292,3,89
2403,21,701
3514,5,94
2512,15,288
2406,1,25
1799,43,1453
1602,0,0
3968,7,156
170,11,312
2019,1,39
2234,0,0
207,1,43
1246,0,0
2915,3,78
3246,3,68
75,0,0
1259,1,27
1625,7,100
133,0,0
3305,1,33
77,1,29
1297,0,0
2423,13,294
3928,1,27
2427,0,0
242,1,34
30,3,132
3989,0,0
2507,6,235
2033,11,191
3865,0,0
3041,1,27
3783,4,146
1377,17,336
3773,5,113
248,8,329
1411,0,0
406,0,0
2494,11,286
2324,1,43
2673,25,401
3774,7,286
2050,0,0
42,3,101
3990,0,0
1442,0,0
3433,1,38
44,4,18
186,3,16
2060,3,12
3434,0,0
1447,1,12
3692,0,0
2686,2,101
226,3,58
960,36,713
370,0,0
1,1,48
2109,9,299
1050,7,162
1737,7,171
3255,1,35
3535,1,28
1057,46,1007
2462,0,0
263,1,31
233,0,0
1511,4,180
1512,1,41
608,1,38
1082,1,36
1083,0,0
2922,2,96
3199,2,67
1528,9,245
192,0,0
1973,3,159
1759,1,44
3969,10,399
3828,13,363
3821,6,117
1770,20,383
1552,0,0
1127,0,0
10,6,145
274,18,463
62,32,619
168,21,497
196,4,141
3580,0,0
1986,18,503
1780,6,171
2799,3,108
1788,11,242
3109,3,76
1579,13,494
2516,0,0
1584,7,187
2005,3,128
2082,15,363
1201,0,0
1202,0,0
3991,1,33
3992,0,0
3426,13,459
126,12,271
71,1,34
72,22,399
129,5,97
3551,0,0
1811,0,0
22,2,62
2020,1,36
23,0,0
1817,0,0
1821,0,0
465,1,35
2022,1,36
2023,10,392
2241,7,292
1826,7,124
556,8,379
1827,0,0
2718,2,56
807,7,166
3450,8,215
1286,1,66
3517,14,549
808,2,94
1643,2,86
3861,13,231
3957,0,0
3582,8,182
2272,1,59
1656,1,36
3562,0,0
1841,0,0
2506,1,26
2731,1,41
441,0,0
83,18,561
1663,12,334
2286,3,89
2295,5,167
1934,2,56
1671,1,34
1851,13,280
213,4,141
345,4,135
3224,1,27
1390,5,103
651,29,960
2508,12,229
1403,1,48
147,24,586
1694,0,0
216,5,171
1863,0,0
89,11,173
180,1,39
1697,15,312
1698,12,313
252,4,95
2861,0,0
1866,1,29
2053,0,0
2918,0,0
91,1,31
1874,0,0
2057,2,26
92,0,0
1715,1,9
1450,1,13
2063,0,0
1720,1,27
50,3,42
