产品SKU,订单产品数量,订单产品收入
244,2,84
343,0,0
142,7,122
218,2,66
444,6,164
553,2,60
49,1,27
410,5,131
453,1,28
389,3,68
268,0,0
598,7,162
372,0,0
373,6,129
321,0,0
335,17,592
414,0,0
1780,10,390
276,3,73
642,63,1900
416,22,582
395,1,42
207,4,74
240,7,237
77,1,32
557,14,257
208,5,151
2089,6,100
175,1,45
507,4,126
83,8,276
366,13,631
40,2,37
300,1,18
2090,5,77
408,6,146
592,1,18
2066,3,54
595,4,51
448,2,66
353,0,0
266,0,0
412,1,25
634,1,29
1975,39,1128
1905,19,495
458,11,221
120,13,656
376,1,24
292,26,647
214,1,26
473,1,28
1868,3,42
383,2,75
221,1,22
186,10,50
385,9,76
263,0,0
264,1,39
265,13,535
192,1,46
164,2,74
119,29,989
1593,6,122
394,48,1255
465,1,51
2091,0,0
624,0,0
439,1,40
210,1,42
471,1,22
626,6,146
1856,20,312
472,1,53
652,8,139
251,1,47
252,5,131
1946,2,72
780,6,171
1923,1,57
506,3,57
541,1,35
569,2,57
628,11,244
846,18,78
578,27,875
559,4,113
524,16,236
573,5,86
497,4,136
490,8,185
542,4,124
480,0,0
848,2,75
475,4,192
485,4,104
504,5,153
833,7,238
990,9,225
842,4,77
558,0,0
2092,10,130
816,5,54
502,0,0
585,10,496
503,2,42
492,1,30
547,6,200
237,1,50
534,2,84
761,5,107
627,13,252
561,9,301
617,3,63
546,0,0
482,7,182
583,8,153
609,15,342
516,0,0
327,5,340
549,2,96
766,1,37
523,2,97
710,1,42
653,7,164
474,10,230
545,0,0
656,0,0
509,2,55
582,2,73
310,89,2701
384,9,191
594,1,25
495,9,183
803,25,431
810,7,81
508,5,80
519,3,53
604,2,66
514,1,44
539,3,69
644,1,21
326,10,198
330,1,20
568,1,29
535,5,95
590,5,30
537,8,267
445,0,0
2093,5,132
320,15,405
197,9,394
528,6,99
649,6,163
540,6,190
404,3,58
2054,8,200
591,1,41
597,5,121
538,4,104
413,11,244
622,1,45
599,5,96
646,0,0
650,6,111
518,8,225
381,3,116
552,9,127
331,15,274
847,0,0
1005,22,526
512,0,0
167,7,189
415,1,37
840,24,627
530,4,91
340,2,99
567,7,291
774,5,123
2094,1,25
179,0,0
382,1,18
543,11,151
2095,0,0
333,7,110
307,2,86
574,4,89
308,1,45
608,11,163
491,1,43
566,4,145
580,2,53
648,6,121
587,9,120
533,0,0
2096,1,26
2097,7,138
426,0,0
616,9,222
629,8,205
563,3,31
631,3,40
356,3,66
2098,1,33
357,5,122
460,7,201
601,4,192
532,0,0
613,5,155
496,7,139
217,2,39
351,3,79
620,5,172
355,0,0
486,3,57
337,3,48
600,1,48
531,9,291
329,7,153
467,4,175
312,1,32
184,2,68
409,6,20
1453,1,35
188,13,202
633,33,1000
610,1,28
555,9,194
797,0,0
361,0,0
635,0,0
363,6,273
602,1,38
2099,3,60
551,1,63
367,3,90
225,0,0
387,1,42
607,1,45
802,0,0
325,5,76
417,0,0
359,4,194
362,2,58
378,3,111
427,3,50
403,0,0
405,3,94
349,2,81
431,6,175
536,3,83
224,7,92
233,7,168
391,3,90
322,9,169
577,5,119
434,1,51
324,3,84
200,2,69
529,9,147
339,5,137
464,0,0
468,0,0
469,1,33
216,1,28
581,9,283
182,6,150
694,7,269
662,13,290
1004,8,189
2100,20,395
659,3,104
730,37,941
684,9,379
1007,10,476
438,24,538
666,36,830
750,8,168
702,47,666
1520,6,242
688,15,678
672,5,146
676,7,179
696,11,330
692,9,158
678,8,230
722,5,94
995,6,135
800,27,463
669,8,289
929,3,60
683,13,386
746,6,202
690,4,145
709,9,198
1026,27,421
556,20,945
747,13,291
703,17,442
711,0,0
713,14,328
715,12,533
689,13,310
668,7,237
712,9,186
743,15,256
751,9,156
771,11,244
707,12,284
679,6,219
691,12,546
716,9,263
910,45,911
729,13,314
960,22,1120
714,5,93
698,5,102
732,25,384
708,5,172
742,7,136
763,0,0
572,0,0
764,95,2258
736,0,0
728,21,697
701,7,247
828,24,930
681,19,419
759,2,68
762,7,250
498,9,315
753,10,204
705,7,104
830,6,231
756,22,393
767,5,171
726,9,145
749,6,216
737,7,252
706,12,297
493,35,798
844,0,0
500,18,319
744,3,72
723,7,242
725,22,469
686,18,332
719,7,207
770,0,0
811,10,252
517,13,257
787,12,286
798,12,228
791,18,375
814,11,385
829,1,44
733,17,244
760,18,283
777,6,126
748,8,244
483,6,202
680,21,400
755,24,412
781,9,267
724,11,248
788,16,562
476,3,98
775,10,330
550,5,118
801,0,0
606,1,31
515,5,95
821,7,158
1025,8,182
661,1,37
562,0,0
586,14,362
494,10,282
799,9,154
779,4,80
479,15,357
792,5,123
314,11,494
478,10,278
785,3,75
576,5,165
820,2,70
741,5,64
738,13,298
778,20,385
757,4,93
697,14,568
815,4,79
481,0,0
605,33,1552
773,5,227
809,1,42
823,5,111
805,10,183
826,15,181
202,2,66
579,7,412
765,12,219
822,3,91
525,6,103
501,0,0
499,0,0
484,7,228
522,10,191
784,24,397
488,2,90
589,2,26
571,16,292
818,4,122
804,7,171
831,1,26
793,20,610
794,2,58
752,7,238
440,11,153
812,13,194
786,9,216
824,12,286
825,15,324
790,3,76
565,8,185
796,5,104
365,9,305
813,7,149
638,21,519
768,0,0
510,1,33
513,11,200
554,2,60
548,2,45
839,4,95
836,3,57
837,13,226
654,12,244
806,0,0
789,0,0
769,3,53
754,5,215
758,5,172
735,8,200
489,4,78
655,19,254
1174,17,317
819,7,182
782,10,228
402,1,41
817,11,277
521,7,210
838,1,51
338,84,1664
772,8,166
834,1,29
636,2,58
315,8,221
827,1,39
835,6,232
588,8,208
625,4,139
699,3,76
520,10,214
544,10,355
849,257,8115
858,139,2582
852,86,2507
855,63,2628
868,41,730
857,112,2790
853,69,2158
850,108,2695
851,81,3248
860,48,1619
870,79,1567
856,62,1780
911,38,1735
950,52,2392
854,45,1425
865,61,1951
864,47,2103
861,38,1837
872,83,2284
866,59,1327
869,31,752
875,56,1450
859,23,822
878,93,1886
867,46,965
863,77,1446
879,49,999
881,33,1173
1941,32,783
880,38,731
892,36,1172
877,45,1040
874,79,1380
873,22,1206
926,245,8187
885,27,493
883,44,753
888,54,1841
871,37,716
876,65,1075
896,66,1238
882,28,1301
893,54,938
884,29,1080
887,70,1513
913,48,815
908,49,1183
890,33,747
886,33,1033
889,18,528
901,49,1394
731,28,689
904,57,2331
899,27,664
2101,14,621
891,74,2233
894,38,542
906,51,1008
937,15,463
903,32,677
895,24,598
916,14,277
936,24,451
907,18,518
909,15,467
921,37,522
1003,19,619
897,32,708
900,35,1164
928,30,646
925,17,676
919,20,717
931,24,432
912,12,296
927,24,730
991,61,1353
924,24,425
940,9,328
914,22,711
917,21,790
923,50,1337
727,8,146
962,19,544
934,45,785
905,26,596
997,19,727
984,17,491
902,7,325
930,37,1046
898,39,1020
958,17,267
992,16,413
939,23,705
944,34,918
932,18,645
511,20,413
975,27,873
969,18,365
922,20,694
957,28,518
948,25,681
949,9,234
1006,20,513
952,17,402
943,23,428
942,20,479
959,23,884
963,17,536
285,36,892
2102,6,225
947,38,637
920,41,591
968,3,55
941,16,653
435,9,508
956,10,421
982,31,728
951,26,746
665,19,111
915,15,562
967,19,607
1017,14,602
976,46,978
972,27,608
946,15,517
945,14,525
988,23,584
966,9,301
954,29,971
1000,5,119
2103,18,452
998,29,741
986,17,251
348,33,930
981,18,341
933,22,621
693,42,1055
734,0,0
970,15,358
965,26,793
776,11,287
987,23,656
977,11,352
1019,14,530
675,36,1365
1011,17,495
935,29,500
1008,22,453
953,24,419
955,18,661
983,19,527
658,9,245
980,12,208
1001,18,281
1024,12,570
973,26,507
989,36,1172
978,28,743
1014,24,616
1018,19,487
685,28,648
999,20,673
663,44,660
985,11,211
964,19,602
994,15,252
721,12,489
938,20,403
1949,13,533
1021,15,381
1002,15,394
674,12,422
996,15,321
1020,21,274
971,17,414
918,17,350
961,61,1154
1013,12,178
1027,14,328
660,6,188
670,18,338
1015,8,168
667,3,116
979,2,96
671,12,506
664,16,380
1023,7,234
739,23,654
687,24,564
1012,16,726
1010,11,245
717,47,1018
677,19,435
1028,12,281
1016,21,837
682,23,509
845,23,785
2104,8,299
673,7,220
505,13,166
695,14,293
1009,15,550
718,14,352
704,15,356
1889,0,0
2105,1,41
1029,13,306
1950,15,207
2106,10,361
2107,0,0
1031,16,413
2108,1,22
1035,22,597
2109,2,99
1953,5,329
1038,7,187
1039,8,158
1502,6,213
1040,5,122
2110,3,151
2111,0,0
1041,1,41
2112,8,206
1043,0,0
2113,0,0
2114,0,0
1960,0,0
2115,1,33
411,1,34
2116,3,58
1506,0,0
2117,2,77
2118,4,172
2119,1,40
2120,0,0
2121,1,33
2122,1,22
2123,3,50
2124,1,41
2125,1,32
2126,0,0
2127,0,0
2128,0,0
1511,2,51
1066,7,223
234,3,74
2129,5,73
2130,1,34
2131,12,324
2132,4,99
1515,17,393
1516,0,0
1072,1,34
1517,0,0
1967,0,0
2133,1,37
1074,6,168
1519,0,0
2134,2,68
1080,0,0
1083,0,0
2135,2,66
1521,5,116
1970,1,26
2136,12,410
2137,1,41
2138,0,0
1752,0,0
2139,0,0
1085,1,42
1525,0,0
110,3,84
1526,1,38
2140,9,134
2141,3,132
2142,1,32
1090,0,0
2143,2,111
2144,1,60
2145,0,0
2146,0,0
1098,1,31
2147,0,0
2148,0,0
2149,1,31
2150,0,0
1111,9,192
2151,0,0
1536,1,55
1539,1,42
1540,3,89
2152,5,97
1115,5,139
2153,0,0
1901,9,219
2154,3,75
2155,1,51
2156,0,0
2157,4,102
2158,0,0
2159,0,0
2160,0,0
2161,1,54
2162,0,0
1547,1,33
270,0,0
1548,2,71
2163,0,0
1124,5,146
2164,3,96
2165,0,0
2166,0,0
1907,15,505
1128,1,34
2167,1,24
1980,1,40
2168,9,401
2169,0,0
1130,12,251
116,1,36
2170,0,0
2171,1,34
2172,0,0
2173,1,23
1560,2,81
2174,0,0
2175,6,268
1778,3,97
1779,0,0
2176,3,145
1567,0,0
2177,2,57
1137,1,42
1139,0,0
1140,6,98
2178,0,0
2179,1,53
1571,13,295
1988,12,232
1144,0,0
1781,12,202
1146,3,58
1147,3,94
1572,5,129
2180,1,48
2181,0,0
2182,0,0
1993,9,334
1151,1,40
1783,16,225
2183,6,176
2184,8,193
1156,1,39
1998,8,296
2185,0,0
1787,11,293
1158,6,359
2186,7,292
1577,0,0
2187,12,340
2188,1,64
2189,0,0
2190,3,75
2191,1,39
1165,0,0
2001,0,0
14,7,216
1580,20,678
1581,9,220
1583,20,583
2192,7,183
1172,1,38
2193,3,104
2194,0,0
2002,15,197
2005,7,235
1916,7,183
2195,1,40
2196,0,0
2197,0,0
2198,4,180
2199,2,109
2200,13,406
1591,7,142
1792,1,31
2201,0,0
2202,0,0
2203,7,103
2204,5,177
1189,9,280
2205,1,34
1191,8,220
1594,26,798
2206,1,52
2207,9,225
1194,0,0
1597,25,562
2208,0,0
2209,9,236
1196,8,212
2009,1,44
2210,0,0
2211,0,0
2212,0,0
1202,1,41
1795,7,351
2213,0,0
1600,12,270
2214,3,59
1207,3,84
1209,0,0
1797,9,231
2215,3,87
1798,1,27
2216,0,0
2217,0,0
2218,0,0
1801,11,335
1605,9,241
2219,10,323
2220,0,0
2221,3,76
1606,1,49
2222,0,0
2014,3,64
2223,1,33
2016,2,82
2224,4,126
2225,3,47
2226,3,106
2227,1,32
2228,2,59
2229,6,169
2230,3,98
1807,0,0
1228,0,0
1808,27,751
2231,0,0
1924,13,468
487,0,0
2232,4,106
2233,1,24
1617,0,0
1618,0,0
283,1,38
132,3,134
1619,1,28
2234,0,0
1241,9,312
2235,0,0
2236,0,0
1244,4,103
1245,5,140
2237,0,0
2238,0,0
1822,2,51
2239,3,48
1250,1,32
2240,0,0
2241,5,238
1927,20,690
1826,2,85
2242,3,70
1252,0,0
1254,1,46
2243,4,158
2244,4,177
2245,0,0
1828,11,441
2246,15,354
2247,5,167
2248,1,47
2249,1,37
1624,1,39
1264,0,0
1928,0,0
1829,3,90
2250,0,0
1270,10,212
2251,0,0
1628,43,1443
1273,0,0
2252,3,90
2253,1,31
2254,0,0
1632,1,51
1279,1,56
2255,1,29
1634,0,0
2256,0,0
2257,1,45
2258,0,0
1287,1,26
1288,1,30
1637,4,109
1291,3,57
2259,11,325
1638,4,137
1639,1,27
1293,1,28
2260,52,1510
1644,9,275
1930,1,38
1302,1,38
2261,0,0
1832,2,61
135,1,46
2262,3,85
2263,0,0
2264,7,123
1306,2,68
2265,0,0
1307,0,0
1646,2,68
2266,1,44
1647,1,42
1308,0,0
2267,3,109
1649,0,0
2268,6,187
2269,0,0
2270,1,43
2271,1,32
2029,8,232
2272,1,41
2273,1,47
1834,4,83
2030,2,76
1316,0,0
1317,1,27
1836,0,0
1318,3,70
2274,1,47
2275,0,0
2276,0,0
2277,0,0
783,0,0
1322,9,222
1657,0,0
2278,12,371
2279,0,0
2280,3,101
2281,0,0
1323,0,0
1843,0,0
2282,1,28
1333,2,65
2283,1,36
1343,0,0
2284,1,45
2285,8,312
1347,2,60
1662,0,0
31,1,46
2286,2,72
2287,1,48
2288,0,0
2289,1,47
2290,0,0
2291,0,0
2292,1,20
2293,2,50
2294,1,28
2295,0,0
1361,3,148
1362,1,41
2296,1,55
1363,8,132
291,0,0
1365,0,0
1848,7,180
2297,0,0
2298,12,446
2299,6,156
2300,0,0
1370,7,117
2301,3,115
2302,5,55
1668,5,195
1669,0,0
1376,12,266
2303,0,0
2304,1,34
2305,0,0
1378,1,45
1675,1,53
2306,8,190
2307,1,45
1935,11,284
1383,1,48
1384,8,254
2308,0,0
1679,7,215
1680,14,529
2039,1,29
2309,3,80
1390,3,74
1391,1,41
1392,6,122
1393,5,68
1854,0,0
2040,2,69
1682,0,0
2310,1,39
2041,4,85
1398,21,587
1683,1,25
1855,12,175
1401,2,47
2311,0,0
1936,3,67
2312,0,0
2313,0,0
2314,1,37
1689,8,284
1690,1,37
2315,1,32
87,1,34
2316,0,0
88,11,239
2317,0,0
2318,0,0
1413,0,0
1414,6,170
2319,3,75
2320,0,0
2321,0,0
1415,4,174
2322,0,0
1416,2,95
2323,0,0
2324,7,134
2325,0,0
1693,3,145
38,28,526
2326,0,0
2327,1,32
2328,1,35
2329,5,115
2330,9,173
2331,2,80
2332,2,78
2333,0,0
1430,2,44
2334,0,0
1431,0,0
148,0,0
1705,0,0
2335,0,0
2336,3,32
2337,4,33
2338,2,33
2339,1,13
2340,9,96
2341,1,17
2342,3,46
2343,0,0
1872,0,0
1439,0,0
1441,4,139
2344,0,0
1443,10,201
2345,0,0
2346,0,0
2347,0,0
2348,0,0
1714,0,0
2349,0,0
1448,0,0
1715,0,0
2350,6,163
2351,0,0
1455,8,243
1879,15,367
2352,3,168
2353,0,0
2354,2,69
2355,0,0
2356,5,146
1880,4,98
1462,10,237
1463,0,0
2357,1,40
2358,9,331
1470,5,97
2359,0,0
1721,0,0
2360,1,24
1475,0,0
2361,2,40
2362,3,63
1724,0,0
2363,0,0
1483,0,0
1726,0,0
2364,0,0
1485,0,0
2365,0,0
2366,2,31
2367,0,0
2368,0,0
2369,1,15
1490,0,0
1493,19,405
2370,1,36
2371,0,0
2372,0,0
1890,23,668
1034,14,232
1497,1,36
1037,2,95
2373,7,202
260,1,43
1954,0,0
1732,18,479
1499,13,328
2374,3,92
1042,3,81
2375,0,0
1044,3,67
1957,7,189
2376,37,844
2377,0,0
1050,23,511
2378,5,164
1052,0,0
54,9,300
1063,7,141
1512,21,520
105,1,48
1741,0,0
1513,11,456
2379,9,197
2380,11,292
1071,5,100
1744,3,111
1745,5,220
1746,16,540
2381,1,41
1898,17,431
2382,2,50
1082,2,78
2383,7,170
2384,0,0
1523,6,179
2385,0,0
2386,5,137
1754,1,29
1091,10,192
2387,11,311
1528,10,226
1974,1,31
1755,10,311
2388,1,45
1541,2,88
2389,9,176
1543,1,54
1545,1,45
2390,5,177
2391,5,185
1766,2,76
1549,16,760
1126,0,0
1554,5,159
9,0,0
2392,3,83
2393,71,1453
1772,6,104
1131,3,73
1773,0,0
1774,10,251
117,7,173
1133,6,182
2394,3,66
1561,0,0
1563,0,0
1776,23,937
1910,0,0
2395,1,35
2396,6,198
2397,2,88
2398,1,29
1569,18,384
2399,0,0
1987,3,87
1570,1,27
1990,8,237
1148,1,42
2400,0,0
1994,12,555
2401,9,269
1997,9,265
1785,1,29
1160,1,56
1579,8,308
2402,3,92
1582,3,103
1170,3,75
2403,16,571
2404,0,0
2405,0,0
2406,7,156
1914,7,132
2407,2,60
1791,27,597
2408,5,160
1180,0,0
1793,0,0
1188,5,104
1190,16,475
1193,17,428
2409,1,52
1195,3,106
281,15,266
1599,1,41
1198,5,273
1199,6,156
1796,6,200
2011,6,109
1210,5,91
1602,0,0
2410,0,0
18,0,0
2411,0,0
2412,1,47
1608,0,0
1221,1,25
1222,9,211
2413,3,95
1809,0,0
2414,1,29
1811,0,0
1813,0,0
1615,8,343
2415,0,0
1817,0,0
2416,1,38
2417,1,40
1824,13,315
2418,12,371
286,0,0
1261,5,127
1626,9,181
396,0,0
1278,9,447
2419,2,96
1286,7,196
2420,7,105
2421,0,0
1292,6,228
1295,7,210
1297,1,43
2422,3,64
1642,10,206
2423,21,520
1643,6,260
2424,0,0
1309,0,0
2425,0,0
1315,15,497
2426,9,391
1835,4,122
1319,17,656
1653,5,221
1654,0,0
2427,0,0
2428,1,45
2429,0,0
80,3,95
2430,1,24
2431,7,101
1842,1,32
2432,0,0
2433,0,0
2434,5,113
138,3,66
2435,1,46
2436,0,0
1844,0,0
1352,1,43
1353,0,0
1357,0,0
84,1,37
2437,0,0
993,1,49
1368,6,195
1369,9,185
1666,3,96
2034,15,248
1667,1,38
1849,31,635
2438,0,0
1377,16,429
2439,11,304
144,0,0
1851,29,886
1678,25,587
1681,7,197
2042,1,33
2440,2,61
1407,3,146
2441,14,456
1410,0,0
2442,0,0
1419,8,281
1942,9,254
2443,18,813
2444,5,110
1426,5,116
2445,7,301
89,21,328
2446,18,593
1864,7,211
1865,20,471
1434,0,0
1437,5,38
2447,1,16
1944,0,0
1709,0,0
2448,4,146
1446,0,0
1447,0,0
2061,1,14
2449,0,0
1450,3,17
2450,1,24
1719,6,183
2451,1,50
2452,7,211
2453,5,143
2454,2,90
1474,0,0
2455,1,29
2456,1,37
1948,3,48
2457,6,137
1885,1,26
2458,0,0
1486,1,23
1886,0,0
2459,0,0
1730,13,220
1731,7,303
2460,1,47
1496,4,195
1036,9,335
1733,0,0
52,5,144
2461,0,0
1047,3,125
1735,0,0
1959,3,80
2462,1,33
2463,7,364
104,1,25
1965,6,189
1742,0,0
1743,2,91
107,1,35
109,3,108
1750,10,459
1522,5,213
1971,30,711
1096,0,0
1099,2,90
1760,0,0
111,19,440
7,16,436
2464,3,94
1763,37,926
1119,1,38
2465,0,0
1550,3,80
1553,7,227
60,6,140
1555,0,0
115,1,56
1777,13,392
195,1,41
2466,12,264
1143,19,329
1150,9,196
1154,1,40
2467,8,378
1159,3,48
1162,4,168
1789,0,0
1578,4,133
1164,7,259
1166,7,350
66,7,323
1168,8,327
1586,1,42
2003,1,29
2006,26,686
1588,17,349
1178,2,50
1590,7,178
1918,7,246
1794,19,409
1601,14,380
1212,9,272
121,10,380
1214,0,0
123,1,58
125,8,230
126,31,876
1611,1,32
1231,0,0
129,8,198
1613,0,0
171,0,0
1236,1,48
1237,9,198
1621,5,236
1622,12,369
1256,29,538
2468,3,133
2469,6,275
2470,1,40
241,1,44
1631,21,492
1290,2,91
1298,3,44
2028,19,336
1300,1,35
615,2,75
1650,13,222
1652,9,308
136,0,0
2471,0,0
1838,0,0
1840,1,30
1932,0,0
1841,0,0
1344,0,0
2472,3,119
1356,2,70
2473,0,0
1364,9,133
2474,0,0
2037,33,582
1677,15,514
35,2,88
36,12,271
2475,0,0
2476,13,256
1687,9,182
1938,13,450
2477,3,107
1858,2,64
297,1,33
1692,34,928
147,29,743
1860,7,218
1422,1,49
2478,56,2126
1866,0,0
2050,0,0
1433,0,0
2051,1,23
1871,0,0
1707,0,0
1708,1,26
1442,0,0
2479,0,0
2055,2,90
1711,0,0
2057,0,0
1712,3,14
2480,0,0
1451,0,0
2481,5,196
2482,0,0
2483,2,69
1468,5,158
1720,1,21
1882,0,0
1727,1,15
258,0,0
1952,2,50
2484,1,44
2485,0,0
1734,1,51
99,25,769
1736,1,41
1737,7,379
1962,9,246
1894,22,781
1514,7,190
1748,0,0
58,24,606
1527,4,128
1094,3,85
1095,9,172
2486,7,152
1899,4,146
1537,1,35
1903,3,154
2487,1,37
1979,12,223
1129,0,0
1557,0,0
1134,0,0
2488,5,119
198,5,99
1782,8,233
1912,1,26
862,0,0
1919,17,411
2489,3,121
1598,6,194
1921,1,37
2490,3,69
1922,7,312
974,0,0
68,14,316
700,15,539
462,0,0
206,47,1915
170,32,796
2020,4,184
2021,1,42
172,0,0
1815,0,0
1240,11,412
1816,0,0
1830,1,31
2491,3,75
2492,1,54
1833,19,450
341,1,23
2493,0,0
1331,1,26
30,1,33
380,2,81
82,0,0
1847,14,508
34,3,65
294,0,0
296,10,267
1405,10,309
2494,14,426
1421,16,502
429,1,41
1701,1,38
1869,0,0
1874,0,0
2058,1,18
2495,7,232
2496,14,270
94,1,24
1479,1,25
2067,1,21
51,17,470
1,1,32
259,3,151
1956,0,0
3,7,229
1046,7,141
1505,0,0
1892,27,397
1964,1,29
451,4,97
2497,0,0
1749,1,32
1896,26,717
1897,29,508
1078,8,140
1079,10,245
1022,0,0
1524,4,177
2498,5,96
1532,5,181
1106,8,150
1109,6,122
6,6,242
1976,4,229
1546,9,288
8,2,110
1769,0,0
1770,37,1072
1552,1,55
2499,0,0
1908,2,74
274,23,508
1138,1,47
1141,12,347
1142,12,242
1989,4,120
1995,3,85
1574,17,665
65,3,51
2500,4,133
2004,15,317
16,4,164
2010,0,0
203,21,926
2501,0,0
1800,5,234
2502,1,27
1802,23,551
2503,9,225
1804,3,46
70,7,130
128,1,36
2018,17,403
1234,0,0
2019,1,55
419,1,28
130,1,48
1925,0,0
131,1,41
24,1,49
1819,17,431
284,3,65
1820,8,331
2024,3,74
2504,3,118
1259,13,196
1625,10,318
133,0,0
76,0,0
1629,5,198
1630,10,294
134,0,0
1831,8,207
2027,5,88
2505,1,27
29,10,293
78,0,0
1335,0,0
