产品SKU,订单产品数量,订单产品收入
477,2,54
2085,5,179
3177,19,546
2011,2,68
360,0,0
647,1,25
363,9,278
82,2,56
785,2,64
346,18,501
2324,4,179
3178,7,108
616,7,155
3266,4,116
594,1,23
387,0,0
606,11,282
1900,2,117
460,1,43
278,43,1296
644,3,79
838,5,203
339,5,83
623,5,99
549,4,160
311,0,0
2989,1,34
31,2,77
425,3,99
470,0,0
637,1,28
2877,3,76
350,7,105
409,10,35
2450,1,19
481,1,30
562,0,0
190,1,46
2764,7,166
607,0,0
457,4,107
197,8,291
3107,14,185
646,0,0
376,0,0
2526,1,36
33,1,27
405,3,73
858,3,97
384,4,145
617,5,107
185,6,138
595,7,73
433,3,49
449,0,0
450,3,133
554,1,33
464,2,62
207,3,104
340,1,28
399,3,70
328,1,47
342,1,41
810,1,22
652,2,37
3267,4,103
628,10,357
386,0,0
503,1,37
334,2,60
268,1,29
193,0,0
194,2,67
335,13,432
357,1,34
323,5,153
206,27,927
398,1,42
467,9,172
2521,1,40
343,7,124
312,4,141
250,3,138
367,6,152
3268,7,136
222,5,169
352,10,39
618,0,0
1724,3,99
317,8,233
610,3,74
2566,3,79
2098,4,70
372,1,25
2393,123,3101
276,1,34
1992,1,43
12,20,552
643,6,99
358,0,0
3053,34,1119
851,3,62
2257,1,35
422,4,173
378,0,0
244,2,96
401,2,80
3250,5,101
424,4,108
471,4,61
178,4,146
535,3,151
472,1,52
1940,33,745
182,9,246
552,8,196
2086,13,58
553,4,75
267,31,614
1075,0,0
192,1,47
391,4,174
275,1,47
321,1,53
1785,0,0
200,2,60
1181,3,140
3117,3,90
807,10,332
420,1,46
2633,5,84
3269,1,45
2294,3,138
294,1,35
428,1,24
248,20,493
179,0,0
429,3,81
1430,1,23
40,8,100
431,3,68
184,9,173
3050,7,148
444,5,109
186,12,40
304,11,83
93,0,0
2075,1,28
2,1,45
53,0,0
354,1,36
483,1,49
1070,2,90
390,1,44
309,3,70
166,1,42
273,5,106
373,4,159
324,0,0
621,17,324
1593,1,38
68,7,180
240,5,158
173,3,65
774,6,153
379,1,49
2903,1,29
2732,1,40
407,0,0
542,4,122
383,6,141
369,3,61
770,2,65
504,3,50
1996,20,258
1914,1,39
494,8,281
1025,9,188
811,20,439
773,6,156
2029,13,189
534,2,57
827,2,59
476,2,94
514,3,51
506,5,133
801,3,108
632,3,52
54,20,533
794,7,211
548,4,115
566,11,269
2094,3,88
787,4,115
711,0,0
780,4,125
492,1,48
533,1,34
142,1,35
3026,3,76
1195,0,0
961,34,573
824,6,180
501,1,30
547,6,154
586,18,493
512,0,0
754,8,258
486,3,78
1803,5,161
580,2,68
530,8,210
2096,5,199
2087,5,153
518,11,256
38,37,1560
520,16,270
816,5,51
536,7,218
479,26,526
597,7,267
531,8,202
648,7,165
551,2,104
561,20,255
629,5,68
582,6,123
3051,9,121
528,9,238
2206,2,105
2015,11,376
403,3,72
823,1,24
589,7,52
3182,13,207
793,28,952
322,4,146
759,1,42
836,12,173
519,2,62
1862,1,52
349,7,313
3180,1,31
571,7,206
768,0,0
576,1,34
1136,8,153
522,7,145
375,6,233
497,6,112
2302,17,353
590,4,56
331,15,393
736,1,52
574,7,162
600,0,0
636,7,149
2099,9,231
650,4,104
3055,7,95
2088,8,244
847,0,0
605,25,1036
575,3,59
555,3,104
1565,42,902
832,4,107
3270,4,104
2097,2,74
627,9,240
44,16,93
609,7,220
802,0,0
2516,17,435
417,1,36
418,1,46
929,3,85
327,3,177
427,3,104
581,2,77
314,8,229
544,6,141
545,2,62
1497,5,152
2704,6,203
355,0,0
538,3,69
839,7,142
516,1,28
3184,2,79
587,0,0
541,8,171
1850,9,306
508,4,136
569,7,159
524,12,156
332,2,91
315,7,260
543,10,181
385,18,132
445,0,0
763,2,95
656,1,55
333,1,26
831,1,30
631,1,14
308,1,30
599,3,72
567,4,104
400,3,67
423,5,120
2527,10,238
2434,7,249
3048,1,27
654,4,62
655,10,195
482,6,140
563,11,109
1501,5,142
620,10,152
326,9,192
532,0,0
614,3,52
488,2,79
489,9,432
602,2,68
209,5,199
1359,4,148
2036,4,102
2095,1,30
253,6,140
806,0,0
499,0,0
2525,3,60
521,7,138
1782,7,278
539,3,67
645,0,0
359,2,97
540,1,46
568,7,139
603,15,329
344,4,84
1441,6,209
219,7,142
224,17,115
316,1,28
491,3,79
1911,13,284
2192,42,773
622,3,151
588,5,141
329,3,81
330,3,73
2045,0,0
817,13,341
537,9,197
480,0,0
572,3,174
573,5,119
670,13,309
683,20,513
2528,17,225
987,13,331
1014,24,469
679,16,286
1023,18,469
699,5,73
279,13,756
821,8,247
1005,28,1039
672,13,520
677,12,374
952,13,638
2076,64,2106
915,22,805
681,14,295
935,2,84
2079,19,345
676,17,443
669,34,991
1007,3,189
986,7,352
724,14,205
126,25,504
696,10,258
1638,7,181
3176,6,214
1271,4,138
1004,19,483
687,10,372
719,10,159
665,15,117
2509,14,485
667,10,211
723,17,552
743,9,274
747,14,375
690,11,252
702,40,711
695,16,576
3271,3,53
678,3,130
750,13,231
704,24,512
668,15,416
119,26,1104
722,6,165
3060,2,90
799,7,344
729,12,357
730,16,515
689,5,122
1027,12,444
728,12,473
688,15,263
746,6,344
2389,7,175
60,4,69
1028,7,413
715,6,168
705,11,159
1016,11,338
751,11,175
718,16,477
684,7,126
764,44,1051
1018,12,443
818,11,265
706,14,508
662,14,300
733,9,117
760,10,230
993,15,403
2093,7,232
708,8,175
791,16,580
716,17,319
804,13,477
500,14,487
737,13,444
579,13,280
714,5,150
2033,18,503
815,8,203
659,15,228
800,12,309
720,15,336
820,6,150
771,32,758
510,1,33
686,10,234
701,7,105
661,6,153
845,23,797
2691,16,557
772,7,125
834,19,588
741,1,26
674,29,779
694,12,414
2530,1,46
509,11,204
753,2,61
732,4,146
809,8,254
664,19,475
744,13,426
2519,13,296
762,15,264
726,3,57
2747,2,59
796,11,184
758,9,219
2243,21,467
3272,3,123
825,10,280
515,4,111
766,9,241
786,13,202
767,8,204
513,5,85
833,2,92
1319,17,311
777,5,78
812,3,70
739,9,215
727,3,76
757,1,47
755,10,310
830,9,296
742,13,213
3052,1,47
792,9,206
822,8,225
3244,22,310
782,2,84
798,5,114
649,1,34
844,4,80
3183,20,572
784,28,1290
752,2,51
738,4,73
402,8,310
707,5,143
712,5,101
523,5,141
779,11,275
1864,6,189
502,3,52
604,8,195
775,10,334
493,31,1726
1614,10,259
613,2,75
826,17,295
829,0,0
835,9,231
3273,1,37
697,14,350
558,9,132
490,2,57
805,9,210
769,3,113
857,120,3996
911,65,2580
1941,69,1817
855,77,2594
3057,59,1582
852,95,1657
850,79,2042
870,60,2324
853,71,1887
856,56,890
860,90,1300
861,43,954
875,43,1653
864,39,1215
872,93,1832
1949,49,1154
883,34,818
874,65,1318
866,81,1604
873,37,1634
854,42,1422
879,39,898
867,46,941
863,43,1483
731,42,1261
905,35,1174
2101,46,1653
277,33,847
869,34,890
859,52,1172
2102,40,1431
876,43,1433
892,54,1289
887,22,633
884,32,1463
885,34,1144
2529,36,1357
877,30,923
881,19,549
878,54,1511
2385,57,3521
912,47,1427
913,28,725
2410,17,376
1022,30,560
880,44,1161
900,40,1089
1252,40,1744
828,35,1245
3058,13,524
908,35,1223
2532,42,903
899,50,994
889,34,685
886,41,905
919,17,791
937,29,984
895,55,1600
936,22,743
907,60,1028
962,17,475
888,26,778
902,29,1047
914,26,827
922,48,673
893,31,1329
1219,27,782
3059,13,606
1403,8,321
997,32,977
890,11,239
984,16,521
897,42,1112
1003,41,722
894,15,364
927,36,1329
982,40,744
942,25,627
1520,17,773
909,21,730
973,38,401
891,45,1449
920,19,570
944,18,424
511,20,515
3188,22,645
959,16,496
904,19,611
932,19,733
955,23,1020
934,23,939
925,22,819
917,50,806
1017,21,782
903,16,550
969,18,692
1008,43,1226
943,14,590
285,33,861
2103,30,791
933,24,695
994,37,1121
865,37,866
957,15,234
992,15,484
977,11,240
2533,25,590
120,30,866
958,19,601
939,15,477
2091,21,746
896,23,656
970,28,1098
951,34,1094
930,19,803
956,30,1010
988,26,480
916,22,378
1024,12,327
438,22,540
928,27,487
1020,50,934
980,25,458
966,15,621
978,20,867
1695,13,620
415,5,132
949,14,269
946,10,375
3186,17,443
871,32,664
953,12,370
945,17,213
964,16,414
2923,23,429
2104,17,313
1002,29,580
700,23,683
967,35,948
948,12,559
941,33,737
1011,14,462
947,21,580
660,7,130
783,15,671
1013,5,81
693,39,747
996,15,390
963,26,727
983,9,299
671,12,476
940,8,203
2100,16,540
1000,3,128
1001,23,316
1010,15,284
717,46,634
698,4,94
1026,9,311
682,10,385
2739,10,348
991,53,1309
1006,23,878
713,33,447
709,21,285
995,15,411
3189,28,1184
1015,14,399
692,17,331
976,65,1506
981,17,426
985,31,430
971,10,360
666,51,1092
505,16,260
3185,5,162
1012,13,421
998,23,625
795,11,518
3056,5,118
474,25,387
691,28,784
3187,26,902
2081,12,263
1730,2,49
98,3,61
2535,1,40
2460,4,154
1495,1,37
1496,12,257
1890,12,387
2925,3,87
1034,4,141
2109,4,206
3034,0,0
2373,2,84
619,13,430
3274,0,0
2701,0,0
1502,7,273
2110,5,107
1041,1,30
1042,0,0
2375,3,89
1957,1,52
100,1,26
2541,0,0
2702,1,36
1736,1,32
2933,1,38
1506,3,57
2119,1,47
2120,0,0
1962,14,301
3275,0,0
2773,15,440
2746,0,0
3276,0,0
103,0,0
2462,1,33
1059,1,30
3277,0,0
596,0,0
3086,0,0
3278,0,0
1511,0,0
234,0,0
3279,0,0
2937,1,43
2781,1,32
3087,1,37
1966,29,443
1514,3,86
106,9,333
2379,14,323
1515,3,72
1743,2,131
2705,0,0
1071,3,51
3256,5,155
1745,4,141
3280,1,37
3281,0,0
2783,2,51
1074,5,74
790,0,0
2381,6,214
1519,0,0
2134,3,75
2553,0,0
1078,5,138
1898,5,106
2787,7,247
1521,6,157
2922,2,90
1970,0,0
1522,4,137
2138,0,0
3282,1,35
2139,7,271
1525,5,139
110,6,204
3092,0,0
2557,2,62
1527,4,117
2789,0,0
2143,1,56
2558,1,45
1755,6,155
3201,5,126
1103,0,0
1105,0,0
1757,1,44
1534,0,0
1109,5,204
1110,0,0
3094,0,0
1899,6,186
1761,21,723
2152,4,113
3239,0,0
1116,1,30
3283,0,0
2942,4,73
2154,4,121
2943,1,50
320,0,0
3096,0,0
3284,1,55
2945,0,0
3285,1,25
3286,0,0
3287,0,0
2390,8,162
2161,0,0
3288,3,80
1547,1,41
1122,0,0
1123,0,0
2572,0,0
1771,4,101
2392,1,27
2487,2,80
1907,8,192
1979,1,35
2953,1,55
1130,0,0
3289,0,0
1773,0,0
1774,9,183
2955,4,85
2797,0,0
3290,0,0
1133,7,152
2172,0,0
2751,0,0
1984,59,1411
1776,15,632
3102,0,0
2959,0,0
2177,0,0
3291,0,0
2399,0,0
1986,0,0
1571,7,147
3149,3,98
1146,7,181
2580,0,0
1991,8,298
2582,11,302
1148,0,0
577,0,0
2586,1,25
2182,9,297
565,0,0
1993,8,336
1783,11,149
2589,6,225
1784,13,332
2183,0,0
2184,0,0
2467,7,306
1158,12,266
1577,0,0
1788,3,94
3292,0,0
2187,8,237
3293,0,0
1578,11,280
1579,8,355
66,10,284
3294,1,39
2402,0,0
1167,2,72
1581,4,110
1170,2,88
1583,10,304
2595,1,50
1584,7,241
2406,5,147
749,0,0
1790,1,36
2002,6,186
1587,8,170
1588,15,542
2068,0,0
2196,0,0
1178,6,175
3111,0,0
1184,5,291
1592,0,0
1185,5,133
2804,3,66
1189,3,115
2205,1,28
1190,13,536
2008,5,140
3295,1,28
1194,0,0
2713,1,46
2208,0,0
2209,13,305
1196,6,195
2210,1,41
281,12,393
1921,3,135
2490,0,0
3296,0,0
1199,2,55
1205,2,79
781,1,28
1207,0,0
1601,0,0
282,0,0
1212,3,144
1602,3,99
2218,0,0
123,3,85
3297,3,76
1606,0,0
3298,3,105
3150,24,782
2503,11,314
950,0,0
462,0,0
2809,6,99
3299,6,234
3300,1,53
2412,0,0
3301,1,36
2810,1,22
1804,1,24
840,0,0
1221,0,0
1224,7,90
2226,3,87
2227,1,46
1225,0,0
2230,1,27
1611,0,0
1226,3,86
3302,0,0
1229,1,38
1230,1,56
2894,27,440
129,10,252
1810,8,282
1235,0,0
2895,0,0
3245,0,0
130,0,0
2822,1,29
1239,0,0
2896,10,318
1818,0,0
1244,11,223
2826,0,0
1245,8,336
841,11,240
1821,0,0
1825,6,184
1927,17,388
1826,1,48
2242,1,42
2977,9,180
3303,0,0
1256,14,453
2244,1,47
3123,1,38
2755,7,116
1828,7,305
1258,1,42
2617,4,92
2247,5,86
1263,2,97
1829,0,0
3304,0,0
1267,13,290
1268,1,25
466,17,484
1273,0,0
3247,1,40
1630,2,117
1277,0,0
3126,2,78
3305,28,427
3306,0,0
2258,1,23
1289,5,100
2722,3,77
1637,10,192
975,0,0
1293,3,97
1294,8,149
1298,11,163
2625,1,26
1642,0,0
2492,2,115
2723,3,77
3307,1,26
1643,4,74
2628,0,0
1300,0,0
1301,0,0
2424,1,30
3249,11,327
1832,1,42
1303,0,0
1305,1,45
2265,8,207
1646,0,0
2900,0,0
842,0,0
1311,1,34
3308,0,0
1313,1,27
2835,0,0
2272,0,0
1651,1,40
3309,9,359
2638,2,56
3310,0,0
1316,1,23
2276,2,41
2277,0,0
3131,5,129
3311,0,0
3312,1,28
3257,0,0
1328,0,0
1659,1,28
2433,0,0
3313,0,0
2843,1,33
1660,4,98
1332,0,0
2435,1,29
1335,1,45
1336,0,0
2990,1,28
3314,3,86
2844,3,88
2845,1,26
3315,1,44
3316,0,0
1338,0,0
1339,0,0
3040,0,0
2731,1,43
3139,1,33
3140,0,0
3251,1,33
1349,0,0
1350,0,0
3317,0,0
2286,2,52
2848,1,30
1355,1,31
1356,3,106
2904,3,126
1357,0,0
2656,0,0
3252,2,91
32,10,204
3318,1,39
2852,3,73
3158,0,0
2073,0,0
1368,13,325
3319,1,29
3320,3,84
3028,0,0
1377,0,0
1674,2,82
1675,0,0
1676,0,0
3321,3,45
36,0,0
3322,3,90
3062,1,27
1681,3,80
2040,1,33
2310,1,32
2041,4,149
1398,11,224
2043,3,95
1684,9,278
2440,1,43
1401,5,114
651,0,0
2047,0,0
1687,5,107
1404,4,122
1405,6,117
1938,9,182
1689,7,222
1407,2,76
2315,0,0
2316,1,40
3323,2,75
2049,1,39
1691,0,0
2859,1,26
3324,0,0
1692,0,0
1859,6,165
1860,7,249
1415,4,132
1416,1,42
2323,2,61
2668,12,343
1419,11,574
3159,3,76
2917,0,0
1424,0,0
1426,1,23
3010,6,158
2671,3,83
2672,16,483
3067,1,30
3031,1,32
2330,16,401
3181,1,39
3032,2,48
2675,2,85
2740,2,63
1696,22,562
2331,5,90
1865,9,205
3325,0,0
1866,0,0
3326,0,0
3327,1,25
1433,0,0
3328,3,45
2741,0,0
2052,1,27
1871,0,0
2875,1,20
2447,2,23
1440,0,0
3329,0,0
3330,0,0
1709,0,0
3038,2,59
3045,7,112
255,0,0
1714,0,0
1448,1,9
1877,1,32
1717,0,0
3013,1,40
1878,1,50
1718,3,101
2880,0,0
3331,5,103
3332,1,36
3333,10,175
3334,3,105
2355,2,108
2690,1,43
3014,0,0
1465,0,0
1471,1,26
3236,1,28
1473,0,0
3017,0,0
3335,1,33
592,0,0
3336,2,51
2455,0,0
1948,4,67
1479,1,30
1480,5,76
3337,0,0
1485,0,0
3076,3,33
1488,1,19
1489,0,0
1493,5,150
1950,13,347
2107,3,80
1032,3,84
2929,0,0
1038,11,271
1733,0,0
2374,15,371
1040,7,208
52,2,96
1047,1,51
2745,1,47
1739,15,782
3338,0,0
2546,1,54
2775,0,0
1964,0,0
1066,5,128
2550,15,585
2129,2,78
1965,6,110
1744,3,117
107,5,131
1967,1,26
1749,0,0
1750,6,261
1079,2,93
1968,3,67
163,15,375
3199,3,88
475,0,0
2386,2,63
2140,3,54
1092,8,243
1528,11,178
1530,1,34
1531,1,35
2563,15,357
2149,0,0
1976,16,282
3339,6,177
1977,14,266
1118,1,34
2391,0,0
2888,3,52
3340,0,0
1548,2,88
1768,3,104
2921,3,167
2951,0,0
1557,0,0
1980,0,0
1981,9,308
2889,3,152
1561,1,38
1563,0,0
1777,8,341
2175,4,108
1779,3,144
3205,0,0
2488,1,40
1566,0,0
1568,0,0
1569,8,276
1572,6,149
3341,3,143
1151,0,0
1152,3,86
1994,15,365
1998,13,354
461,5,125
1999,1,32
1573,5,100
1157,5,122
2592,5,110
1166,10,564
2404,0,0
938,0,0
1791,11,301
1589,1,34
1188,5,185
1192,1,31
2409,3,88
2489,12,319
1598,7,195
1197,0,0
203,20,811
1599,0,0
1201,0,0
2754,2,77
1208,0,0
2215,1,41
1210,0,0
122,26,1001
1801,9,209
3342,0,0
3151,19,338
338,0,0
972,0,0
1608,0,0
3343,1,45
1223,5,115
437,5,107
2017,0,0
2413,6,351
2018,15,456
1233,6,186
1236,4,135
3344,0,0
1815,1,23
1925,1,37
1617,1,32
1618,1,37
1816,5,97
2612,0,0
1621,11,314
1622,28,632
1820,5,215
2238,5,158
1823,5,77
2024,13,401
1255,0,0
1259,10,273
2619,0,0
1625,8,240
1269,18,275
133,0,0
3345,3,79
2254,0,0
3346,1,53
1631,17,487
1632,4,201
1279,5,162
1633,5,186
635,1,49
2421,3,93
1296,7,116
2505,0,0
2260,32,1040
2262,3,71
2630,3,108
1650,0,0
3347,19,398
3348,4,131
2426,15,579
2275,3,70
1656,0,0
1321,7,255
3167,2,83
1322,3,109
2278,9,323
3219,0,0
2730,0,0
2842,7,170
3349,7,223
1326,5,70
1840,1,43
1331,0,0
2901,5,75
138,1,39
30,1,26
2089,0,0
2997,0,0
2507,3,82
1662,3,114
2289,0,0
2290,1,29
3350,0,0
84,1,32
2531,3,57
1358,2,66
2850,9,263
1361,1,44
2296,0,0
291,0,0
2298,15,401
1666,1,43
1373,6,186
1668,2,94
1378,0,0
2037,26,445
1935,2,77
1384,24,684
1678,23,447
404,9,135
1392,0,0
2042,0,0
1685,1,33
1855,19,557
1936,3,71
1408,0,0
2441,19,327
88,19,377
1410,0,0
2319,4,137
2667,1,41
2494,11,510
1422,3,67
2674,1,45
788,13,355
3351,7,175
3044,2,46
2861,0,0
1435,0,0
2335,0,0
2338,8,97
2341,1,15
3352,0,0
2053,0,0
1872,1,19
1439,0,0
1442,0,0
2479,0,0
2055,0,0
1711,1,26
1947,1,20
153,1,10
1446,0,0
3353,0,0
1876,1,15
2758,1,11
1451,0,0
2062,0,0
1468,1,35
2360,1,25
3073,1,28
3354,7,219
1490,0,0
1494,3,93
2106,9,184
1953,12,381
2111,0,0
1044,8,194
1503,17,490
1958,4,135
3355,0,0
411,4,126
5,1,37
2547,5,131
451,6,159
263,1,47
105,1,54
2549,28,771
1742,2,92
1896,17,403
1897,39,652
1524,16,435
2144,0,0
2486,7,138
1098,0,0
1099,1,44
1973,9,386
1974,1,37
2561,3,87
1106,10,252
1108,3,56
1759,10,385
1760,0,0
1536,0,0
1542,8,274
1543,1,59
1544,1,35
1901,10,248
3240,0,0
1978,3,86
2708,12,433
114,50,1028
1126,14,399
10,13,382
116,5,175
1983,1,43
62,45,834
63,4,124
3163,1,25
1985,4,101
1140,28,359
1142,10,170
1570,1,44
1989,14,263
3174,1,45
2762,6,261
3207,0,0
3356,27,723
3357,2,64
2400,1,48
3106,7,151
1787,7,235
1159,0,0
393,2,43
2001,23,1339
14,18,376
1173,0,0
1590,3,122
1187,31,678
1795,15,343
3165,11,371
1797,5,273
2914,8,164
2603,6,181
1216,1,39
1220,12,400
1609,32,576
1222,0,0
1808,10,559
72,22,337
2716,7,126
1612,1,25
170,14,314
3023,2,83
1615,31,725
1924,15,414
2020,5,202
2821,1,44
1817,0,0
2237,25,400
2613,1,21
1246,0,0
2418,5,172
2241,20,674
1827,0,0
3358,0,0
2419,0,0
2721,2,102
2027,1,49
1641,22,1055
1930,0,0
3359,29,516
3360,11,199
2030,4,83
1654,0,0
2280,7,242
3361,0,0
1838,1,30
1839,3,51
2506,0,0
440,1,28
1844,0,0
2653,0,0
246,0,0
2655,0,0
1360,4,76
2295,3,160
1376,11,213
2306,10,387
2475,0,0
1857,29,952
2737,7,157
1861,8,255
2327,7,153
2445,8,207
2083,5,218
2919,0,0
3228,8,216
1699,15,314
2050,0,0
1707,0,0
1946,1,25
1874,0,0
2061,1,10
158,0,0
1882,1,24
1474,3,57
2457,3,110
1031,16,423
2884,1,32
1,0,0
1035,20,672
1036,8,292
1952,0,0
2538,17,284
2376,29,721
101,0,0
1508,42,1003
2784,1,29
608,2,77
2748,16,431
388,5,94
1095,13,358
1982,1,44
2168,15,297
1908,3,52
1567,0,0
198,9,164
2590,1,32
1160,0,0
1915,12,216
2004,10,231
1198,6,212
1796,9,168
2214,0,0
2808,17,442
127,2,112
2021,1,39
172,1,33
132,7,223
3175,8,446
556,17,611
3246,1,48
3024,0,0
1270,11,192
2026,27,625
134,1,33
1285,17,611
1306,5,115
803,27,692
2765,0,0
3157,0,0
843,0,0
721,0,0
1845,0,0
2651,1,27
3000,3,104
1933,0,0
3253,1,41
1848,1,51
1680,20,397
2508,27,669
1411,0,0
1939,1,25
298,0,0
348,0,0
1943,0,0
148,0,0
90,1,19
1870,0,0
42,1,35
43,1,7
1712,1,8
155,0,0
2511,3,13
46,1,11
92,6,50
1715,1,9
1450,3,21
2063,1,28
95,0,0
1885,0,0
1731,24,800
1492,3,94
583,3,85
814,0,0
2916,0,0
3,7,270
99,21,923
1048,7,335
2542,1,40
3362,0,0
232,1,37
452,0,0
1741,0,0
109,0,0
734,3,83
1971,27,595
2388,0,0
1540,10,286
270,0,0
1549,11,509
1903,6,190
1767,1,36
1904,0,0
1770,34,693
1552,0,0
1906,45,933
196,9,190
11,11,259
2892,17,396
1912,2,56
1995,1,30
1997,22,511
13,12,249
1168,7,275
1179,0,0
1209,5,55
2714,7,228
2607,7,163
205,0,0
1805,16,400
1231,0,0
2019,0,0
2818,1,32
1240,12,323
2234,3,51
1241,4,161
24,0,0
1248,13,226
465,1,46
1253,11,318
75,0,0
2718,1,45
287,1,27
76,0,0
2025,0,0
1278,14,456
1292,20,611
1295,8,102
1297,0,0
2028,9,352
1929,32,670
808,0,0
2264,9,200
2425,0,0
136,3,60
2837,0,0
79,4,127
2071,0,0
80,8,133
439,2,83
1842,2,54
2763,0,0
3136,0,0
2996,5,125
1346,0,0
685,0,0
1846,0,0
2733,1,37
2473,1,65
1934,14,503
2034,17,310
1672,0,0
1379,9,316
1381,0,0
213,12,447
1852,46,1033
3224,3,77
2039,1,44
910,0,0
1693,2,79
1420,13,277
1942,30,418
216,7,148
2446,14,529
2332,6,201
149,0,0
1704,3,55
1944,1,22
1708,1,34
2058,1,15
45,0,0
1447,7,47
1449,0,0
1886,1,26
2066,0,0
1727,0,0
