产品SKU,订单产品数量,订单产品收入
1702,0,0
2051,1,22
1870,0,0
301,0,0
151,5,82
43,2,22
2511,3,18
1876,3,33
1882,0,0
2066,2,51
50,1,16
257,1,39
1951,0,0
2,3,64
259,5,135
449,3,80
634,1,28
275,0,0
324,0,0
642,43,1552
2011,3,67
2022,3,78
803,18,529
1321,10,302
244,3,91
379,0,0
209,0,0
2292,0,0
2035,7,263
2038,28,737
297,2,65
250,9,146
1873,1,44
3047,3,100
591,1,44
1719,6,275
47,4,69
1725,1,34
228,3,32
306,0,0
188,1,14
1,0,0
231,2,52
263,1,27
162,3,52
269,7,241
1544,1,32
1981,14,453
168,21,688
169,0,0
1785,0,0
1799,51,1238
2015,16,456
1610,22,592
419,0,0
75,1,25
646,1,32
77,1,28
2257,1,26
399,4,114
439,4,117
364,2,90
140,1,45
1359,1,42
247,26,541
366,21,518
249,2,96
2059,6,39
223,12,62
155,1,8
255,3,15
1720,2,67
95,1,19
619,13,587
1734,0,0
387,0,0
265,27,816
1967,1,46
453,1,47
1973,5,168
2709,1,37
236,73,1296
68,21,591
124,0,0
172,1,23
74,1,34
173,3,51
469,0,0
33,1,29
294,0,0
86,19,383
37,0,0
2446,16,353
180,2,64
1700,1,19
473,0,0
1867,1,28
217,5,103
181,3,63
1945,1,32
408,2,108
221,1,35
444,5,114
153,1,12
1875,1,8
224,9,97
3033,1,17
49,0,0
97,0,0
370,17,434
1044,2,53
103,1,46
233,4,147
1075,0,0
56,16,341
164,1,57
611,15,401
59,1,22
115,1,54
2393,91,2414
272,0,0
1132,10,156
195,3,63
1911,8,160
1912,1,37
1593,0,0
1920,3,67
203,26,1069
1231,2,82
240,3,125
465,1,46
807,2,59
376,3,133
2081,14,243
80,2,76
2510,5,120
243,1,30
82,1,43
2523,0,0
177,5,175
442,0,0
2478,54,2111
443,3,91
1737,11,432
1508,35,1512
232,0,0
451,2,61
1897,18,334
389,0,0
390,0,0
2388,0,0
1764,37,978
2795,3,101
61,3,80
1142,21,725
336,17,337
1994,18,666
2018,20,457
1923,5,99
22,1,28
207,0,0
1255,0,0
1299,13,417
1833,40,1394
1650,15,316
2069,1,31
1842,1,34
2089,3,61
3048,0,0
2507,4,202
441,1,23
290,1,30
3041,3,88
345,3,127
2316,5,189
300,3,55
383,8,136
2055,6,184
91,8,224
3049,2,89
368,6,170
2060,9,38
2452,14,367
446,1,37
227,0,0
256,0,0
2538,16,268
448,0,0
584,5,175
607,1,50
454,0,0
192,2,94
774,1,46
843,1,28
2088,2,77
212,6,188
343,1,55
562,0,0
187,7,74
608,9,198
412,0,0
309,2,77
372,1,38
194,2,72
278,78,2534
200,5,117
1805,24,1181
1814,0,0
361,1,28
420,0,0
602,2,55
468,1,34
367,7,266
44,13,56
304,9,64
1497,3,90
230,2,80
450,1,40
2764,3,100
267,37,809
622,0,0
2633,4,99
328,6,220
312,4,138
2048,6,143
179,1,30
2054,10,343
431,6,117
2095,3,107
185,7,126
186,9,33
481,0,0
657,3,43
433,1,38
60,7,188
235,38,941
15,12,202
205,1,54
359,1,40
2509,6,277
650,4,87
2518,0,0
625,2,63
147,50,882
429,1,41
2330,26,664
1430,2,39
552,12,206
350,3,50
384,3,64
2075,1,26
632,1,22
1501,2,88
264,3,97
598,5,169
81,3,135
242,8,153
1663,6,172
2036,10,317
295,29,1165
2083,4,157
430,2,70
386,0,0
1891,11,150
410,5,235
308,2,82
1057,79,2819
1975,33,581
118,9,222
1992,1,39
621,13,628
529,11,403
17,9,363
239,1,27
808,2,53
421,0,0
467,3,141
2072,1,20
34,7,122
248,11,304
472,3,76
1417,3,74
1868,1,36
299,0,0
182,3,79
480,1,30
2884,1,41
307,11,259
190,5,106
414,0,0
434,1,42
199,5,141
1913,38,1027
463,3,89
206,63,1588
73,1,27
2422,4,60
406,1,28
407,1,39
653,5,137
220,7,230
152,6,144
3050,2,51
93,0,0
353,3,99
4,0,0
354,3,93
2776,5,76
262,1,34
55,5,109
112,4,91
2566,2,63
458,5,89
64,4,105
197,18,531
1811,7,93
1925,1,31
1298,5,76
422,1,29
2425,0,0
1315,33,1102
624,2,56
208,3,61
496,1,52
470,1,26
2733,3,84
2090,7,143
2520,12,38
303,11,56
369,0,0
226,6,159
1721,1,31
1724,1,33
765,5,188
831,0,0
3051,5,101
555,6,178
119,56,1705
2526,9,272
427,4,101
38,46,944
597,3,64
521,4,170
504,2,58
530,9,199
327,8,333
649,2,63
330,5,106
402,6,199
498,10,365
543,10,253
617,11,214
563,2,54
697,8,223
532,4,131
810,10,174
581,5,216
331,10,373
817,19,301
574,2,89
1850,10,326
616,13,232
628,14,262
544,17,349
610,2,82
2516,17,525
464,3,68
816,5,89
655,10,137
482,4,91
1794,14,554
363,7,314
2434,2,86
541,5,124
785,1,46
313,14,332
590,4,50
545,4,211
553,6,86
483,7,164
575,1,40
373,7,198
342,3,92
569,4,130
219,6,148
582,2,61
318,4,104
456,1,27
599,1,32
418,4,90
603,18,381
405,13,332
589,6,76
225,1,47
191,3,73
606,7,114
512,0,0
2012,11,334
28,1,33
423,4,120
311,9,236
3052,6,177
409,13,63
768,0,0
547,7,182
538,4,92
491,1,45
3053,10,470
580,3,132
567,1,30
445,9,203
502,2,72
457,1,42
322,1,28
374,8,173
395,6,173
417,1,30
819,10,217
375,1,42
648,3,71
2527,10,245
561,17,334
526,0,0
573,5,156
594,5,69
527,2,66
605,36,977
633,18,842
334,11,186
337,6,137
568,6,117
142,3,55
1942,23,454
520,11,303
627,8,264
351,12,248
629,15,311
2086,10,51
640,0,0
2525,1,35
193,3,96
802,3,73
636,2,63
550,8,352
403,2,54
1441,15,322
501,0,0
595,9,73
564,19,395
321,0,0
460,2,98
644,1,32
2085,4,121
647,5,85
614,0,0
425,2,67
542,15,522
536,7,182
333,3,35
592,3,53
1961,5,213
734,2,101
355,0,0
268,0,0
1905,9,484
335,17,505
539,1,20
65,5,93
643,2,41
645,2,90
340,4,138
360,2,51
329,0,0
2324,11,436
525,8,131
222,7,194
618,0,0
316,4,75
53,0,0
356,2,86
1900,1,34
310,73,2089
484,1,41
276,6,132
358,4,84
849,3,96
339,3,47
362,0,0
2033,30,433
426,1,27
344,1,23
2302,3,60
663,7,142
428,3,42
637,1,29
349,9,208
3054,7,236
385,17,61
2522,15,57
546,1,52
656,1,40
631,0,0
101,5,126
319,6,152
325,5,127
19,0,0
623,4,124
398,7,237
533,1,31
400,1,25
921,6,127
401,3,75
3055,1,38
440,9,127
761,3,85
471,2,59
178,5,166
2045,6,110
537,5,96
189,3,92
2084,1,42
166,3,84
391,0,0
357,7,133
415,4,145
838,9,218
394,98,2092
69,15,591
397,0,0
613,1,27
424,3,95
346,15,435
253,10,370
352,12,43
801,2,56
705,6,145
724,13,203
746,10,416
1016,14,362
712,5,196
2530,6,228
747,21,286
2029,26,652
681,13,297
773,21,430
799,15,494
767,8,282
3056,9,200
733,15,359
730,30,673
800,37,756
701,3,133
2519,32,704
699,10,142
815,4,68
659,4,173
771,29,839
706,15,528
1565,45,1290
738,4,131
1018,34,524
784,68,1123
851,20,433
2704,2,103
759,11,437
830,12,352
668,14,451
678,13,194
756,30,908
707,7,219
719,15,323
673,7,342
722,13,269
723,16,529
476,7,255
727,8,263
770,8,182
753,13,391
728,29,581
757,5,208
714,6,132
474,35,588
818,11,239
1174,19,438
741,11,116
993,6,244
844,7,214
661,7,166
744,23,343
788,10,341
811,18,513
686,7,121
1554,3,52
792,10,211
775,7,132
809,4,162
751,7,97
609,8,324
715,12,342
2531,19,408
779,5,141
514,4,79
540,7,121
708,9,225
755,11,499
979,6,237
790,10,152
1181,1,29
2093,3,58
2192,44,1372
732,12,320
834,7,212
508,13,272
824,17,321
845,16,407
54,28,745
798,9,244
786,9,115
510,1,22
1614,14,269
494,14,331
822,7,294
787,9,350
1864,4,154
826,21,292
1025,7,163
804,14,368
665,22,143
805,15,252
522,13,213
1922,3,158
516,3,110
835,3,109
791,19,487
762,11,463
586,24,380
558,9,240
812,16,369
500,16,578
769,7,139
823,10,253
825,21,453
1790,13,444
820,10,273
2099,12,231
490,3,59
519,11,153
760,5,177
763,3,98
2389,11,321
929,0,0
506,11,144
780,6,135
1914,4,93
737,18,488
772,14,298
766,9,208
742,9,239
2097,3,85
497,6,131
711,0,0
493,23,1213
782,5,221
2521,5,141
571,18,411
846,39,216
554,3,107
754,5,136
796,5,138
839,10,236
566,16,392
2096,10,217
2094,1,34
551,8,488
848,4,163
694,6,175
1963,10,283
492,5,83
1195,8,194
847,1,59
509,3,53
752,4,87
523,3,65
836,12,164
534,7,148
704,17,503
833,6,173
515,9,144
588,11,260
572,4,134
832,8,172
758,4,147
531,6,220
518,6,173
348,4,125
479,14,404
548,10,191
524,14,316
793,29,907
827,3,110
794,10,280
477,5,154
2098,3,59
600,3,111
654,14,339
332,4,145
604,6,229
620,16,367
503,3,101
513,11,208
528,3,63
499,3,125
736,1,36
323,7,247
587,4,79
535,9,366
314,20,402
315,13,285
184,5,84
576,3,108
486,3,77
578,24,907
961,49,1677
549,1,45
488,6,196
365,4,127
806,2,107
857,183,4316
911,40,1507
858,130,4105
852,94,3610
855,96,2808
885,53,2518
870,77,3355
860,103,2857
1941,63,2102
853,71,1605
856,123,2238
850,86,2515
865,72,1794
874,65,1277
867,64,1302
861,61,1526
875,67,1866
866,69,2172
863,57,1302
869,24,615
872,80,1623
883,64,2257
864,70,1609
873,79,1987
879,46,978
854,57,1720
1949,55,2187
876,57,1609
880,39,1099
892,42,1046
2101,32,1069
878,87,2328
859,30,1032
877,63,1201
905,30,444
881,44,955
887,55,1291
937,48,913
2528,47,1469
884,44,917
511,45,1197
2410,25,577
889,16,550
919,29,673
891,119,2679
936,32,603
913,49,1610
908,57,833
731,34,1559
900,36,880
2532,41,629
962,17,668
956,26,1310
888,58,1610
895,72,1131
893,50,1345
886,59,1653
899,55,942
1252,37,1300
1003,32,516
2385,162,3487
890,32,1530
912,30,986
909,28,958
902,27,1115
984,17,480
927,36,1414
1403,5,134
871,45,1307
928,40,574
907,48,1139
828,28,575
897,39,1540
894,39,702
997,25,617
925,22,572
966,28,689
914,19,671
739,56,1546
903,16,561
2533,31,878
940,13,334
948,38,958
942,26,988
690,19,374
922,28,598
957,26,546
930,22,1067
2103,24,826
896,63,1161
1008,25,924
973,19,687
1520,17,422
969,25,405
944,35,861
943,35,906
120,25,665
932,47,1619
992,26,721
951,43,1362
959,28,738
980,32,641
934,32,908
2091,24,976
904,26,1273
949,16,440
916,33,531
679,18,468
941,25,1311
505,16,499
988,22,416
967,28,756
285,27,1031
939,30,1104
958,9,311
970,25,538
917,24,1083
982,24,773
953,33,594
978,26,687
2529,32,724
3057,21,353
983,28,780
685,46,1107
976,46,1208
2102,38,892
2512,27,1031
1013,1,36
1006,15,464
963,19,833
1011,13,507
977,21,221
946,17,584
693,73,1471
955,25,625
985,31,833
920,17,237
1024,15,568
981,29,538
947,14,432
933,23,910
1015,8,313
996,7,153
1000,3,62
1695,10,334
995,12,371
945,14,383
3058,20,493
700,31,590
915,27,1135
783,24,679
1001,22,330
777,11,341
660,19,387
682,15,388
677,21,504
952,28,1037
1012,24,560
987,16,314
906,28,842
1020,25,771
279,18,771
994,28,716
1017,15,483
972,17,479
986,11,254
971,17,748
709,25,340
438,19,281
964,14,624
910,28,841
1007,11,562
998,18,744
1010,12,500
991,28,682
717,47,1148
671,14,369
670,17,369
2100,15,316
3059,10,250
721,36,498
674,15,448
475,2,69
1002,17,466
666,63,1219
743,25,423
126,25,970
2079,10,446
692,6,203
1014,30,495
1271,1,29
1638,8,248
868,5,81
1004,7,246
688,18,644
716,18,523
713,35,758
1023,15,332
2243,4,108
702,31,623
684,17,470
764,55,2438
683,16,564
2923,20,359
1319,26,404
821,21,522
2104,14,373
1026,19,530
691,33,589
1027,18,670
2076,57,2057
795,13,372
664,32,554
696,27,717
3060,5,141
698,8,254
669,33,1204
2747,3,75
326,9,277
750,11,285
579,2,91
489,8,182
729,7,231
689,7,285
672,8,287
695,10,350
687,24,514
676,18,419
662,14,219
667,7,209
1028,8,216
726,1,21
829,2,104
718,20,700
3027,4,107
1372,2,74
3061,1,30
1668,3,127
1669,2,62
1671,0,0
3028,2,57
1674,1,32
2037,33,704
1675,1,27
2307,7,165
1935,7,197
1385,2,52
2905,0,0
1389,2,107
1390,6,121
3062,0,0
2663,8,219
1681,7,246
145,0,0
1682,1,39
3063,0,0
710,0,0
2310,2,52
2041,11,371
1398,12,336
1683,5,113
1684,11,367
2664,4,139
1685,1,20
1402,0,0
3064,0,0
1856,0,0
1687,30,710
1407,2,98
3065,2,79
2441,19,602
1410,0,0
2442,0,0
1412,3,56
2319,5,171
3066,0,0
2667,5,145
1415,1,28
2494,17,408
1416,4,131
2323,1,41
2325,0,0
2670,0,0
1423,0,0
1424,5,97
1425,2,42
3010,4,108
1427,2,43
2445,2,63
2672,16,432
3067,4,104
2674,11,252
1428,9,335
1696,25,510
1698,20,363
1865,20,477
1699,6,240
2050,0,0
3068,0,0
1434,0,0
2335,0,0
1436,8,88
2336,0,0
1438,5,41
1872,0,0
1707,0,0
675,0,0
1874,3,46
2347,1,9
3069,0,0
1453,2,63
1454,0,0
3070,0,0
1717,0,0
1456,5,155
2881,1,39
3071,1,59
2451,2,60
2687,7,210
2355,4,152
2691,11,324
159,0,0
1473,0,0
1475,0,0
3072,1,31
3073,1,26
2361,1,21
3018,3,47
1948,1,20
1479,0,0
3074,0,0
1480,1,21
1484,1,22
2065,0,0
1486,0,0
1487,6,97
3075,0,0
3076,1,17
2883,0,0
1489,0,0
3077,0,0
1730,2,91
3078,7,152
1493,12,193
1494,12,373
3079,0,0
2107,9,230
1495,1,36
2699,3,85
1031,17,341
1034,3,107
2769,1,35
3080,0,0
1953,6,201
2374,9,376
1502,10,234
2110,2,92
3081,1,38
3082,2,58
1042,0,0
2375,6,124
1956,0,0
100,0,0
2541,9,125
2377,0,0
1892,29,585
1959,6,131
411,1,32
2543,1,43
1507,0,0
2120,2,84
1509,22,487
2773,9,265
3083,0,0
3084,0,0
2774,0,0
2545,0,0
2122,9,194
1059,1,38
3085,1,28
3086,0,0
2547,3,103
1511,4,103
2497,1,37
1512,0,0
1067,1,32
2129,1,24
2131,11,221
2132,13,353
2552,3,52
3087,4,118
2379,10,350
1743,1,51
1073,0,0
3088,1,30
1074,13,233
2381,5,107
1519,0,0
3035,1,27
1076,0,0
2553,3,50
1750,9,326
1898,7,195
3089,1,34
1751,0,0
1082,1,42
2554,1,46
2555,2,109
3090,1,33
2384,0,0
3091,1,37
1525,5,155
110,5,207
2386,2,62
3092,0,0
2142,1,48
1092,8,249
2146,1,29
1096,0,0
1098,1,25
2561,1,31
1531,1,38
1103,0,0
2149,0,0
1757,1,27
3093,0,0
1108,13,240
3094,1,33
3095,1,44
6,14,349
1112,0,0
1899,6,223
1537,0,0
1539,1,39
1542,5,104
2152,10,287
2706,1,39
2565,0,0
2155,2,76
1545,0,0
1546,0,0
3096,0,0
2157,9,340
3097,0,0
2947,1,36
2888,7,112
3098,0,0
270,0,0
3099,0,0
3100,1,32
2163,0,0
3101,0,0
924,0,0
1555,0,0
2167,4,104
2499,0,0
2953,4,176
1772,5,154
1131,2,50
116,6,140
1561,3,59
1910,6,216
2710,1,50
1779,0,0
3102,0,0
63,1,42
2576,0,0
196,25,524
2176,0,0
2397,2,64
1566,0,0
2578,0,0
3103,0,0
2891,0,0
2962,4,119
2399,3,72
1988,6,150
3104,0,0
1572,8,281
1148,3,63
1151,0,0
1152,2,93
2587,1,40
2588,1,50
2401,15,561
3105,0,0
2183,2,92
2752,4,133
1156,1,39
1998,7,219
2590,1,50
3106,8,103
3107,16,258
1999,18,397
1573,3,92
1787,12,346
3108,0,0
1157,3,41
1574,1,53
2186,6,183
1576,0,0
3109,0,0
435,0,0
2190,1,57
1789,0,0
1578,5,249
3110,0,0
2191,0,0
1166,9,251
2712,3,55
1169,13,268
1171,3,80
2595,6,140
1584,6,126
1172,7,185
1173,0,0
2005,13,301
1587,3,94
3111,0,0
2198,7,199
2199,0,0
1182,0,0
1184,8,512
1592,3,78
3112,1,31
2597,3,82
1919,17,402
1188,9,209
1190,13,242
1192,3,61
1594,0,0
2206,0,0
2409,0,0
2713,0,0
2209,9,223
1197,5,109
990,0,0
1200,1,50
3113,0,0
3114,5,114
1204,5,142
1205,11,339
1206,1,27
2215,7,163
2217,1,34
204,0,0
2013,10,319
122,53,1027
2219,4,109
436,0,0
2502,2,79
1216,0,0
1802,0,0
125,12,283
2606,15,612
2607,13,234
3115,0,0
1608,0,0
1804,2,75
840,9,295
931,1,38
1223,9,123
1224,26,472
2225,3,52
2229,4,145
1226,1,29
1228,0,0
1229,1,39
1230,1,47
2413,5,187
1612,5,80
3116,0,0
2414,2,91
2608,0,0
1812,0,0
1236,9,287
3117,3,76
2816,0,0
2820,0,0
3118,1,26
1616,0,0
3119,0,0
2823,0,0
3120,1,34
1617,0,0
1618,0,0
1239,0,0
3121,0,0
1244,5,230
2826,0,0
841,3,89
2237,5,102
1247,7,104
2238,2,72
1823,1,41
1824,9,256
1251,8,184
1826,5,117
3122,1,48
935,0,0
2244,0,0
1257,0,0
2504,3,77
3123,0,0
2755,14,371
2246,16,375
2718,3,91
1260,1,39
2619,3,53
1263,3,61
3024,0,0
2468,5,141
1830,3,58
1270,4,107
3124,1,27
3125,3,92
3126,0,0
1631,10,514
2255,2,53
1633,6,161
1283,0,0
3127,1,29
1286,0,0
1288,1,28
1289,5,132
1637,3,80
2421,1,44
2259,4,133
1639,2,93
1293,6,141
1295,13,261
2492,5,170
2723,9,166
3128,0,0
1643,9,181
1644,8,235
2628,0,0
1301,1,58
2424,1,33
2261,1,47
1305,1,49
1306,5,123
2900,0,0
2985,3,72
1310,4,94
2267,0,0
2271,6,182
954,0,0
2272,3,69
3129,0,0
2636,2,77
2637,5,112
1651,0,0
1652,7,141
3130,0,0
1317,3,77
2727,0,0
2275,0,0
2031,11,205
1654,0,0
2427,0,0
1656,1,37
2071,2,75
1322,8,287
3131,3,101
2842,8,153
1009,0,0
1326,1,34
1840,0,0
2763,1,28
1659,0,0
1330,1,43
2433,0,0
2843,0,0
2989,0,0
2901,0,0
3132,2,58
2756,2,65
1333,0,0
1334,1,38
1336,0,0
3133,1,45
3134,7,243
3135,0,0
2994,5,132
2902,1,50
3136,0,0
2436,0,0
3137,4,68
2996,7,165
2997,1,43
3138,0,0
3139,1,37
1844,0,0
3140,4,131
1662,5,141
1348,1,36
2286,0,0
3141,0,0
3000,0,0
1354,3,108
2290,1,26
2904,7,178
1357,0,0
3142,0,0
2655,0,0
3143,1,34
1362,4,133
1365,0,0
1848,6,134
1368,15,408
2853,6,238
1731,26,544
2698,6,199
2370,6,110
1496,3,65
1890,14,375
1033,3,96
814,0,0
2109,14,366
1952,0,0
2929,2,80
1954,0,0
1732,23,439
2916,0,0
1040,1,53
52,6,179
3144,3,73
1736,0,0
1050,22,586
2115,11,463
3145,1,38
1964,0,0
2779,0,0
105,3,122
2550,13,416
1513,2,57
1021,0,0
1071,3,70
1745,6,109
2134,3,132
1896,21,554
109,1,33
1081,4,145
2135,11,290
388,8,285
1970,0,0
3146,2,83
1971,24,677
2498,16,466
2140,1,23
1089,3,66
2912,1,31
2886,1,39
2557,4,117
1754,9,185
1094,9,200
2486,5,145
2387,14,397
1099,0,0
2559,1,43
1974,11,348
1755,10,306
3147,7,140
1110,0,0
2150,5,86
1536,5,129
1976,12,306
1540,15,381
1543,5,159
1115,7,130
2464,9,340
1118,13,243
1548,5,155
1903,3,120
2572,0,0
2949,0,0
9,0,0
1907,12,381
1556,1,45
1557,0,0
1773,0,0
2751,0,0
1560,6,112
1777,22,702
2466,3,107
1138,3,61
3148,0,0
1141,11,203
2179,0,0
3149,3,86
1991,8,321
577,0,0
1150,8,334
1783,13,338
1153,3,87
1154,2,109
1155,18,744
2188,1,36
1165,4,152
2193,1,43
2002,5,243
1586,3,138
1791,16,577
2004,14,297
2006,44,1049
1916,9,243
2068,1,42
2195,4,115
2408,1,32
898,0,0
1189,6,159
1191,5,134
2760,19,529
2489,19,510
416,0,0
1196,5,81
2210,0,0
1199,5,152
1795,7,121
2754,0,0
2214,2,50
1602,4,106
3150,21,290
3151,8,215
2411,3,58
2227,0,0
1808,20,491
2017,0,0
171,1,31
735,0,0
517,0,0
1815,1,34
2821,2,97
132,19,426
1241,8,214
1817,0,0
2897,2,85
1820,13,265
1822,4,129
2418,4,126
2975,1,44
1825,19,498
1927,15,408
2242,1,48
3152,3,86
1259,6,171
2617,7,155
3153,3,91
3154,0,0
3155,0,0
2253,3,50
1632,5,109
1279,1,38
2720,5,134
635,1,53
2722,0,0
2027,4,153
2491,1,26
2625,1,25
3156,1,33
2262,2,97
2630,11,225
2631,4,114
1646,6,158
842,1,37
1834,9,213
2724,5,138
2837,0,0
1316,3,78
1318,4,164
3157,0,0
1658,9,200
2471,1,47
1838,1,37
1843,0,0
1328,2,77
2282,3,68
1660,1,34
2435,1,31
1341,1,27
2092,0,0
2472,1,44
1350,0,0
2651,0,0
2653,0,0
2288,1,36
246,0,0
3001,1,44
2473,1,45
1366,22,668
2852,4,119
3158,0,0
1666,0,0
1378,5,155
1381,13,335
1677,11,244
1383,1,50
1679,13,333
347,16,371
2043,9,160
1855,8,119
2757,10,181
1400,9,136
1401,0,0
1688,4,93
2736,10,453
1411,0,0
1860,8,232
1421,9,263
3159,0,0
89,13,319
3044,1,26
2332,2,51
1431,1,26
148,0,0
39,1,32
1705,0,0
2052,0,0
1435,0,0
2447,2,25
2053,0,0
2343,0,0
1708,0,0
837,0,0
1711,0,0
1712,1,5
92,1,15
2061,0,0
2349,1,14
2480,1,11
1715,0,0
3160,1,11
1718,2,77
3161,3,78
2352,5,142
2454,12,466
1883,2,68
1723,3,110
2457,1,29
1485,0,0
3162,0,0
1488,0,0
1029,14,336
1950,12,285
51,6,196
2535,4,100
2925,4,80
1035,16,484
1036,12,458
1037,1,55
260,1,43
1038,13,245
1955,27,437
1957,7,192
2376,55,1040
1741,0,0
1514,5,149
106,6,191
1746,12,363
1749,0,0
1969,8,152
1083,2,76
2787,13,488
2749,4,177
3042,3,74
1088,0,0
1091,0,0
2145,0,0
1530,9,231
1533,1,37
1106,3,53
1109,16,414
1760,0,0
1541,9,232
1763,20,700
2161,5,117
1124,13,322
114,44,1540
1771,6,103
1908,11,277
2890,7,331
2394,1,26
1563,0,0
1776,12,522
2175,12,360
1564,6,290
1568,9,173
3163,0,0
1140,31,858
1570,0,0
1989,4,93
1993,8,266
1164,8,391
12,13,710
1579,12,402
1168,15,359
1588,15,565
2893,1,28
1179,0,0
3164,3,91
1921,6,231
3165,5,141
1600,15,352
123,1,55
2603,16,314
968,4,102
2503,21,360
1220,32,905
1221,0,0
1613,0,0
1615,21,484
2896,14,253
1819,13,209
2241,13,478
1253,9,203
1828,9,447
3166,2,62
133,0,0
1278,11,335
1285,43,1100
1831,9,237
1292,23,359
1294,14,255
1296,3,55
1297,0,0
2505,1,20
2028,8,259
1300,1,34
1645,6,147
1647,2,99
3167,0,0
2729,0,0
2280,2,74
2730,3,131
1331,0,0
1335,1,32
3040,4,152
139,1,36
211,3,88
2287,1,55
1352,0,0
1355,1,44
1356,2,88
1933,0,0
1373,1,38
1382,6,213
1851,14,381
1676,5,89
1678,36,650
36,7,288
2039,7,109
3168,1,38
2040,9,215
3169,0,0
1691,2,70
570,14,408
1861,12,440
252,3,112
1701,0,0
90,1,29
3170,0,0
2680,0,0
1439,0,0
1442,0,0
2682,1,34
2758,2,17
1451,0,0
2686,0,0
1469,3,118
2064,0,0
2696,1,35
96,1,30
1735,2,71
1505,0,0
2745,7,190
1962,3,89
102,0,0
1739,16,688
1066,9,226
2937,0,0
1515,3,124
2748,35,644
1532,19,392
1104,5,137
111,19,427
7,13,390
1549,36,850
1552,1,31
1130,0,0
11,9,205
198,16,339
1782,6,189
1997,11,223
1788,12,240
2001,44,938
1590,1,38
2008,5,130
1598,4,134
1601,0,0
121,26,397
1609,25,893
1222,5,173
2716,3,43
2894,39,735
170,33,825
129,8,187
1809,3,75
1233,6,176
1813,1,33
130,0,0
1246,0,0
1827,1,20
1623,31,930
1829,2,60
76,0,0
1630,19,399
1930,8,262
2030,1,28
136,4,103
1836,0,0
1839,3,63
1932,5,113
1841,1,42
1845,1,56
1665,34,1410
1934,25,457
2070,1,32
213,4,178
1680,18,445
2508,22,536
146,0,0
1866,0,0
149,1,19
1433,1,20
1704,3,46
1706,1,14
1944,1,27
3171,0,0
42,0,0
2877,1,40
254,1,42
1447,1,9
2450,0,0
2062,1,44
1468,4,136
305,0,0
2067,2,37
1032,9,164
3,10,303
1047,2,74
99,19,438
2702,9,215
1894,29,690
2462,0,0
2549,19,669
1965,9,236
108,1,33
1968,2,61
1521,4,107
1753,0,0
3172,30,1096
1524,5,92
58,21,491
1761,24,790
1762,19,459
1901,3,88
1547,3,135
2708,13,331
3173,0,0
1906,32,777
1980,0,0
1982,0,0
274,17,475
1134,0,0
1984,69,1515
1778,6,183
1567,0,0
1990,10,242
3174,5,127
1145,1,46
2080,1,34
2184,13,205
461,1,23
66,5,157
14,9,318
1580,11,324
1176,4,143
882,0,0
281,12,322
1599,1,29
1208,2,50
1210,2,63
1212,9,212
1801,5,197
2914,5,182
1810,5,118
1234,0,0
2818,1,30
1816,5,125
1818,1,48
284,12,302
1926,0,0
1622,15,340
2024,3,94
556,25,753
612,1,30
1267,6,139
2026,30,844
1629,12,305
134,1,37
1291,1,25
1641,19,917
1929,15,375
135,1,39
78,0,0
2493,1,36
2993,3,140
